@relation  page-blocks
@attribute Height integer[1,804]
@attribute Lenght integer[1,553]
@attribute Area integer[7,143993]
@attribute Eccen real[0.0070,537.0]
@attribute P_black real[0.052,1.0]
@attribute P_and real[0.062,1.0]
@attribute Mean_tr real[1.0,4955.0]
@attribute Blackpix integer[1,33017]
@attribute Blackand integer[7,46133]
@attribute Wb_trans integer[1,3212]
@attribute Class{1,2,3,4,5}
@inputs Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans
@outputs Class
@data
7, 219, 1533, 31.286, 0.195, 0.617, 1.44, 299, 946, 207, 1
7, 18, 126, 2.571, 0.302, 0.984, 1.36, 38, 124, 28, 1
9, 535, 4815, 59.444, 0.192, 0.658, 1.42, 926, 3167, 654, 1
9, 17, 153, 1.889, 0.392, 0.935, 2.22, 60, 143, 27, 1
1, 35, 35, 35.0, 0.429, 1.0, 1.07, 15, 35, 14, 1
8, 77, 616, 9.625, 0.232, 0.731, 1.47, 143, 450, 97, 1
8, 302, 2416, 37.75, 0.211, 0.73, 1.43, 510, 1763, 356, 1
9, 126, 1134, 14.0, 0.484, 0.953, 2.83, 549, 1081, 194, 1
8, 218, 1744, 27.25, 0.144, 0.574, 1.29, 252, 1001, 195, 1
7, 18, 126, 2.571, 0.468, 1.0, 2.81, 59, 126, 21, 1
10, 18, 180, 1.8, 0.294, 0.872, 2.3, 53, 157, 23, 1
10, 33, 330, 3.3, 0.327, 0.742, 2.35, 108, 245, 46, 1
24, 186, 4464, 7.75, 0.514, 0.988, 7.55, 2296, 4410, 304, 1
7, 140, 980, 20.0, 0.131, 0.666, 1.28, 128, 653, 100, 1
8, 45, 360, 5.625, 0.222, 0.806, 1.9, 80, 290, 42, 1
8, 13, 104, 1.625, 0.356, 0.942, 1.76, 37, 98, 21, 1
10, 152, 1520, 15.2, 0.297, 0.778, 2.17, 452, 1182, 208, 1
16, 376, 6016, 23.5, 0.371, 0.58, 5.57, 2232, 3490, 401, 1
7, 41, 287, 5.857, 0.328, 0.774, 1.42, 94, 222, 66, 1
6, 4, 24, 0.667, 0.458, 1.0, 2.2, 11, 24, 5, 1
5, 98, 490, 19.6, 0.341, 0.639, 2.14, 167, 313, 78, 1
8, 15, 120, 1.875, 0.425, 0.925, 1.96, 51, 111, 26, 1
11, 71, 781, 6.455, 0.461, 0.659, 5.54, 360, 515, 65, 1
10, 55, 550, 5.5, 0.295, 0.756, 1.98, 162, 416, 82, 1
10, 78, 780, 7.8, 0.381, 0.856, 2.52, 297, 668, 118, 1
10, 79, 790, 7.9, 0.244, 0.742, 1.79, 193, 586, 108, 1
8, 50, 400, 6.25, 0.36, 0.728, 1.97, 144, 291, 73, 1
6, 129, 774, 21.5, 0.195, 0.565, 1.35, 151, 437, 112, 1
7, 74, 518, 10.571, 0.276, 0.683, 1.57, 143, 354, 91, 1
9, 34, 306, 3.778, 0.32, 0.886, 1.56, 98, 271, 63, 1
8, 76, 608, 9.5, 0.475, 0.87, 2.73, 289, 529, 106, 1
5, 26, 130, 5.2, 0.523, 0.985, 1.89, 68, 128, 36, 1
10, 23, 230, 2.3, 0.248, 0.678, 2.19, 57, 156, 26, 1
8, 59, 472, 7.375, 0.206, 0.691, 3.13, 97, 326, 31, 1
7, 10, 70, 1.429, 0.3, 0.771, 1.5, 21, 54, 14, 1
7, 43, 301, 6.143, 0.219, 0.983, 1.27, 66, 296, 52, 1
11, 76, 836, 6.909, 0.254, 0.688, 2.08, 212, 575, 102, 1
4, 253, 1012, 63.25, 0.129, 0.66, 1.41, 131, 668, 93, 1
9, 18, 162, 2.0, 0.63, 0.944, 7.29, 102, 153, 14, 1
7, 36, 252, 5.143, 0.409, 0.861, 1.84, 103, 217, 56, 1
7, 7, 49, 1.0, 0.347, 0.939, 1.89, 17, 46, 9, 1
10, 61, 610, 6.1, 0.487, 0.834, 3.13, 297, 509, 95, 1
9, 24, 216, 2.667, 0.356, 0.907, 2.2, 77, 196, 35, 1
9, 26, 234, 2.889, 0.291, 0.795, 1.74, 68, 186, 39, 1
6, 96, 576, 16.0, 0.293, 0.724, 2.09, 169, 417, 81, 1
7, 8, 56, 1.143, 0.304, 0.768, 1.42, 17, 43, 12, 1
14, 57, 798, 4.071, 0.742, 0.97, 12.08, 592, 774, 49, 1
8, 22, 176, 2.75, 0.477, 1.0, 2.27, 84, 176, 37, 1
6, 97, 582, 16.167, 0.282, 0.794, 1.84, 164, 462, 89, 1
7, 21, 147, 3.0, 0.388, 0.912, 1.84, 57, 134, 31, 1
7, 42, 294, 6.0, 0.262, 0.738, 1.79, 77, 217, 43, 1
14, 234, 3276, 16.714, 0.383, 0.634, 4.2, 1256, 2077, 299, 1
9, 518, 4662, 57.556, 0.096, 0.429, 1.25, 449, 2001, 360, 1
5, 13, 65, 2.6, 0.477, 0.938, 1.48, 31, 61, 21, 1
8, 24, 192, 3.0, 0.438, 0.839, 1.95, 84, 161, 43, 1
9, 12, 108, 1.333, 0.444, 1.0, 1.85, 48, 108, 26, 1
10, 83, 830, 8.3, 0.295, 0.725, 2.02, 245, 602, 121, 1
9, 217, 1953, 24.111, 0.168, 0.686, 1.4, 329, 1339, 235, 1
6, 6, 36, 1.0, 0.361, 0.778, 1.63, 13, 28, 8, 1
24, 64, 1536, 2.667, 0.227, 0.57, 3.38, 348, 875, 103, 1
11, 42, 462, 3.818, 0.292, 0.76, 1.93, 135, 351, 70, 1
5, 32, 160, 6.4, 0.431, 0.988, 1.47, 69, 158, 47, 1
11, 37, 407, 3.364, 0.371, 0.899, 2.01, 151, 366, 75, 1
8, 84, 672, 10.5, 0.269, 0.966, 1.79, 181, 649, 101, 1
7, 30, 210, 4.286, 0.271, 0.871, 1.33, 57, 183, 43, 1
10, 12, 120, 1.2, 0.35, 0.867, 2.33, 42, 104, 18, 1
9, 55, 495, 6.111, 0.251, 0.808, 1.43, 124, 400, 87, 1
10, 51, 510, 5.1, 0.308, 0.841, 1.89, 157, 429, 83, 1
7, 133, 931, 19.0, 0.211, 0.559, 1.75, 196, 520, 112, 1
10, 80, 800, 8.0, 0.279, 0.8, 1.92, 223, 640, 116, 1
9, 93, 837, 10.333, 0.259, 0.895, 1.74, 217, 749, 125, 1
14, 385, 5390, 27.5, 0.369, 0.561, 4.83, 1990, 3022, 412, 1
8, 8, 64, 1.0, 0.344, 0.922, 1.83, 22, 59, 12, 1
11, 183, 2013, 16.636, 0.481, 0.747, 4.66, 969, 1503, 208, 1
9, 48, 432, 5.333, 0.257, 0.738, 1.41, 111, 319, 79, 1
9, 107, 963, 11.889, 0.375, 0.861, 1.94, 361, 829, 186, 1
10, 16, 160, 1.6, 0.425, 0.794, 7.56, 68, 127, 9, 1
11, 137, 1507, 12.455, 0.317, 0.652, 2.7, 478, 982, 177, 1
9, 18, 162, 2.0, 0.327, 0.914, 1.89, 53, 148, 28, 1
7, 49, 343, 7.0, 0.318, 0.735, 1.54, 109, 252, 71, 1
5, 5, 25, 1.0, 0.52, 1.0, 2.17, 13, 25, 6, 1
8, 124, 992, 15.5, 0.427, 0.847, 2.6, 424, 840, 163, 1
7, 43, 301, 6.143, 0.249, 0.807, 1.29, 75, 243, 58, 1
10, 26, 260, 2.6, 0.273, 0.815, 1.87, 71, 212, 38, 1
8, 18, 144, 2.25, 0.354, 0.757, 1.65, 51, 109, 31, 1
6, 7, 42, 1.167, 0.357, 0.762, 2.14, 15, 32, 7, 1
5, 7, 35, 1.4, 0.4, 0.943, 1.75, 14, 33, 8, 1
7, 91, 637, 13.0, 0.334, 0.975, 1.76, 213, 621, 121, 1
9, 44, 396, 4.889, 0.467, 0.944, 3.14, 185, 374, 59, 1
8, 41, 328, 5.125, 0.323, 0.643, 1.66, 106, 211, 64, 1
5, 53, 265, 10.6, 0.223, 0.611, 1.28, 59, 162, 46, 1
5, 34, 170, 6.8, 0.224, 0.606, 1.31, 38, 103, 29, 1
10, 263, 2630, 26.3, 0.204, 0.589, 1.54, 537, 1550, 348, 1
9, 64, 576, 7.111, 0.299, 0.97, 1.81, 172, 559, 95, 1
17, 398, 6766, 23.412, 0.32, 0.608, 5.3, 2162, 4117, 408, 1
9, 353, 3177, 39.222, 0.187, 0.634, 1.45, 594, 2013, 411, 1
10, 41, 410, 4.1, 0.278, 0.632, 1.93, 114, 259, 59, 1
11, 302, 3322, 27.455, 0.379, 0.804, 2.81, 1260, 2670, 448, 1
7, 13, 91, 1.857, 0.407, 0.978, 1.76, 37, 89, 21, 1
10, 25, 250, 2.5, 0.332, 0.772, 1.89, 83, 193, 44, 1
8, 34, 272, 4.25, 0.426, 0.985, 1.84, 116, 268, 63, 1
8, 162, 1296, 20.25, 0.327, 0.79, 2.85, 424, 1024, 149, 1
9, 82, 738, 9.111, 0.385, 0.935, 2.29, 284, 690, 124, 1
7, 17, 119, 2.429, 0.336, 0.908, 1.48, 40, 108, 27, 1
11, 271, 2981, 24.636, 0.198, 0.628, 1.52, 591, 1872, 388, 1
5, 32, 160, 6.4, 0.35, 0.863, 1.33, 56, 138, 42, 1
7, 56, 392, 8.0, 0.227, 0.602, 1.25, 89, 236, 71, 1
12, 118, 1416, 9.833, 0.253, 0.767, 1.95, 358, 1086, 184, 1
8, 3, 24, 0.375, 0.5, 0.667, 3.0, 12, 16, 4, 1
5, 8, 40, 1.6, 0.425, 0.975, 1.55, 17, 39, 11, 1
10, 130, 1300, 13.0, 0.486, 0.856, 3.18, 632, 1113, 199, 1
6, 33, 198, 5.5, 0.303, 0.874, 1.46, 60, 173, 41, 1
7, 4, 28, 0.571, 0.25, 0.893, 1.75, 7, 25, 4, 1
7, 35, 245, 5.0, 0.302, 0.939, 1.48, 74, 230, 50, 1
7, 14, 98, 2.0, 0.337, 0.99, 1.65, 33, 97, 20, 1
9, 6, 54, 0.667, 0.37, 0.907, 2.5, 20, 49, 8, 1
9, 250, 2250, 27.778, 0.366, 0.768, 2.6, 823, 1727, 317, 1
11, 14, 154, 1.273, 0.442, 0.981, 2.43, 68, 151, 28, 1
7, 11, 77, 1.571, 0.39, 0.766, 1.76, 30, 59, 17, 1
11, 115, 1265, 10.455, 0.266, 0.723, 1.79, 337, 915, 188, 1
11, 84, 924, 7.636, 0.291, 0.843, 1.74, 269, 779, 155, 1
7, 14, 98, 2.0, 0.296, 0.898, 1.61, 29, 88, 18, 1
10, 260, 2600, 26.0, 0.282, 0.737, 1.78, 732, 1916, 412, 1
5, 94, 470, 18.8, 0.277, 0.945, 1.63, 130, 444, 80, 1
7, 13, 91, 1.857, 0.297, 0.835, 1.69, 27, 76, 16, 1
8, 61, 488, 7.625, 0.316, 0.967, 2.03, 154, 472, 76, 1
18, 79, 1422, 4.389, 0.257, 0.616, 3.17, 365, 876, 115, 1
9, 83, 747, 9.222, 0.293, 0.751, 2.28, 219, 561, 96, 1
6, 10, 60, 1.667, 0.45, 0.85, 1.93, 27, 51, 14, 1
7, 16, 112, 2.286, 0.42, 0.768, 1.96, 47, 86, 24, 1
7, 11, 77, 1.571, 0.455, 0.974, 1.75, 35, 75, 20, 1
10, 21, 210, 2.1, 0.324, 0.6, 3.4, 68, 126, 20, 1
10, 510, 5100, 51.0, 0.163, 0.542, 1.36, 832, 2763, 612, 1
10, 19, 190, 1.9, 0.621, 0.858, 8.43, 118, 163, 14, 1
9, 38, 342, 4.222, 0.371, 0.874, 1.87, 127, 299, 68, 1
9, 21, 189, 2.333, 0.392, 0.899, 2.74, 74, 170, 27, 1
7, 169, 1183, 24.143, 0.167, 0.785, 1.28, 197, 929, 154, 1
7, 6, 42, 0.857, 0.548, 0.952, 2.56, 23, 40, 9, 1
10, 66, 660, 6.6, 0.273, 0.661, 1.94, 180, 436, 93, 1
8, 46, 368, 5.75, 0.285, 0.791, 1.42, 105, 291, 74, 1
5, 21, 105, 4.2, 0.295, 0.733, 1.48, 31, 77, 21, 1
8, 12, 96, 1.5, 0.479, 1.0, 2.19, 46, 96, 21, 1
7, 63, 441, 9.0, 0.333, 0.971, 1.99, 147, 428, 74, 1
9, 49, 441, 5.444, 0.231, 0.685, 1.46, 102, 302, 70, 1
10, 18, 180, 1.8, 0.583, 0.894, 7.5, 105, 161, 14, 1
9, 505, 4545, 56.111, 0.189, 0.626, 1.32, 861, 2847, 654, 1
8, 25, 200, 3.125, 0.355, 0.88, 1.73, 71, 176, 41, 1
9, 111, 999, 12.333, 0.184, 0.771, 1.6, 184, 770, 115, 1
5, 3, 15, 0.6, 0.533, 0.733, 8.0, 8, 11, 1, 1
8, 57, 456, 7.125, 0.309, 0.838, 1.81, 141, 382, 78, 1
31, 322, 9982, 10.387, 0.689, 0.753, 16.87, 6881, 7519, 408, 1
9, 40, 360, 4.444, 0.386, 0.889, 2.44, 139, 320, 57, 1
9, 11, 99, 1.222, 0.253, 0.778, 1.92, 25, 77, 13, 1
8, 19, 152, 2.375, 0.178, 0.724, 1.5, 27, 110, 18, 1
22, 70, 1540, 3.182, 0.525, 0.838, 11.54, 808, 1290, 70, 1
7, 13, 91, 1.857, 0.308, 0.934, 1.65, 28, 85, 17, 1
8, 27, 216, 3.375, 0.236, 0.685, 1.31, 51, 148, 39, 1
10, 11, 110, 1.1, 0.273, 0.927, 1.58, 30, 102, 19, 1
8, 25, 200, 3.125, 0.335, 0.77, 1.68, 67, 154, 40, 1
11, 79, 869, 7.182, 0.321, 0.713, 2.11, 279, 620, 132, 1
9, 32, 288, 3.556, 0.33, 0.889, 1.79, 95, 256, 53, 1
6, 28, 168, 4.667, 0.369, 0.78, 1.77, 62, 131, 35, 1
6, 13, 78, 2.167, 0.372, 0.987, 1.71, 29, 77, 17, 1
9, 305, 2745, 33.889, 0.191, 0.73, 1.4, 525, 2003, 375, 1
16, 399, 6384, 24.938, 0.369, 0.577, 5.34, 2357, 3685, 441, 1
8, 22, 176, 2.75, 0.375, 0.909, 1.78, 66, 160, 37, 1
19, 130, 2470, 6.842, 0.208, 0.65, 1.93, 514, 1606, 267, 1
8, 24, 192, 3.0, 0.339, 0.917, 1.81, 65, 176, 36, 1
8, 6, 48, 0.75, 0.5, 0.646, 8.0, 24, 31, 3, 1
9, 82, 738, 9.111, 0.374, 0.866, 2.3, 276, 639, 120, 1
6, 23, 138, 3.833, 0.283, 0.891, 1.11, 39, 123, 35, 1
9, 54, 486, 6.0, 0.292, 0.957, 1.48, 142, 465, 96, 1
13, 106, 1378, 8.154, 0.306, 0.688, 2.37, 422, 948, 178, 1
9, 231, 2079, 25.667, 0.196, 0.637, 1.49, 407, 1324, 274, 1
6, 13, 78, 2.167, 0.128, 0.577, 1.67, 10, 45, 6, 1
8, 18, 144, 2.25, 0.403, 0.931, 1.81, 58, 134, 32, 1
10, 271, 2710, 27.1, 0.188, 0.665, 1.31, 509, 1803, 388, 1
8, 12, 96, 1.5, 0.427, 0.75, 2.05, 41, 72, 20, 1
10, 51, 510, 5.1, 0.337, 0.773, 2.12, 172, 394, 81, 1
5, 13, 65, 2.6, 0.431, 0.923, 1.87, 28, 60, 15, 1
6, 24, 144, 4.0, 0.257, 0.771, 1.42, 37, 111, 26, 1
9, 125, 1125, 13.889, 0.21, 0.601, 1.69, 236, 676, 140, 1
9, 23, 207, 2.556, 0.304, 1.0, 1.62, 63, 207, 39, 1
7, 31, 217, 4.429, 0.382, 0.811, 1.84, 83, 176, 45, 1
8, 21, 168, 2.625, 0.208, 0.762, 2.92, 35, 128, 12, 1
9, 21, 189, 2.333, 0.291, 0.762, 1.57, 55, 144, 35, 1
5, 23, 115, 4.6, 0.226, 1.0, 1.63, 26, 115, 16, 1
8, 48, 384, 6.0, 0.396, 0.924, 2.03, 152, 355, 75, 1
9, 17, 153, 1.889, 0.333, 0.895, 2.13, 51, 137, 24, 1
10, 73, 730, 7.3, 0.273, 0.79, 1.84, 199, 577, 108, 1
8, 35, 280, 4.375, 0.357, 0.921, 1.64, 100, 258, 61, 1
1, 65, 65, 65.0, 0.2, 1.0, 1.08, 13, 65, 12, 1
13, 349, 4537, 26.846, 0.38, 0.668, 4.36, 1724, 3029, 395, 1
17, 266, 4522, 15.647, 0.921, 1.0, 12.82, 4167, 4522, 325, 1
6, 97, 582, 16.167, 0.232, 0.852, 1.55, 135, 496, 87, 1
11, 54, 594, 4.909, 0.258, 0.736, 1.99, 153, 437, 77, 1
10, 256, 2560, 25.6, 0.363, 0.765, 2.84, 928, 1959, 327, 1
9, 47, 423, 5.222, 0.492, 0.948, 2.42, 208, 401, 86, 1
9, 29, 261, 3.222, 0.31, 0.686, 2.13, 81, 179, 38, 1
9, 36, 324, 4.0, 0.531, 0.938, 2.82, 172, 304, 61, 1
7, 23, 161, 3.286, 0.329, 1.0, 1.39, 53, 161, 38, 1
9, 534, 4806, 59.333, 0.134, 0.503, 1.34, 644, 2419, 482, 1
10, 107, 1070, 10.7, 0.273, 0.738, 1.81, 292, 790, 161, 1
5, 6, 30, 1.2, 0.233, 1.0, 1.4, 7, 30, 5, 1
12, 89, 1068, 7.417, 0.429, 0.879, 3.5, 458, 939, 131, 1
7, 6, 42, 0.857, 0.333, 0.762, 4.67, 14, 32, 3, 1
9, 41, 369, 4.556, 0.444, 0.976, 2.88, 164, 360, 57, 1
8, 319, 2552, 39.875, 0.174, 0.692, 1.26, 445, 1765, 353, 1
5, 27, 135, 5.4, 0.607, 0.993, 2.34, 82, 134, 35, 1
9, 82, 738, 9.111, 0.329, 0.871, 2.11, 243, 643, 115, 1
8, 82, 656, 10.25, 0.393, 0.764, 2.41, 258, 501, 107, 1
11, 102, 1122, 9.273, 0.289, 0.829, 1.87, 324, 930, 173, 1
11, 251, 2761, 22.818, 0.355, 0.743, 2.93, 979, 2052, 334, 1
7, 26, 182, 3.714, 0.269, 0.929, 1.23, 49, 169, 40, 1
10, 53, 530, 5.3, 0.294, 0.819, 1.79, 156, 434, 87, 1
25, 115, 2875, 4.6, 0.296, 0.65, 2.56, 851, 1868, 333, 1
7, 15, 105, 2.143, 0.705, 0.971, 6.17, 74, 102, 12, 1
8, 40, 320, 5.0, 0.481, 0.988, 2.61, 154, 316, 59, 1
8, 19, 152, 2.375, 0.368, 0.704, 2.33, 56, 107, 24, 1
8, 98, 784, 12.25, 0.282, 0.864, 1.42, 221, 677, 156, 1
11, 41, 451, 3.727, 0.337, 0.634, 2.92, 152, 286, 52, 1
5, 4, 20, 0.8, 0.35, 0.6, 2.33, 7, 12, 3, 1
6, 57, 342, 9.5, 0.453, 0.906, 2.46, 155, 310, 63, 1
8, 25, 200, 3.125, 0.355, 0.78, 1.73, 71, 156, 41, 1
10, 7, 70, 0.7, 0.329, 0.986, 1.77, 23, 69, 13, 1
14, 84, 1176, 6.0, 0.261, 0.623, 2.31, 307, 733, 133, 1
9, 261, 2349, 29.0, 0.183, 0.718, 1.42, 430, 1686, 302, 1
8, 33, 264, 4.125, 0.424, 0.867, 2.24, 112, 229, 50, 1
8, 12, 96, 1.5, 0.396, 0.99, 1.9, 38, 95, 20, 1
8, 272, 2176, 34.0, 0.186, 0.539, 1.35, 404, 1172, 299, 1
9, 9, 81, 1.0, 0.358, 0.914, 1.81, 29, 74, 16, 1
10, 22, 220, 2.2, 0.277, 0.595, 1.74, 61, 131, 35, 1
7, 10, 70, 1.429, 0.286, 0.7, 1.25, 20, 49, 16, 1
12, 497, 5964, 41.417, 0.278, 0.751, 2.27, 1657, 4478, 731, 1
9, 41, 369, 4.556, 0.336, 0.694, 1.91, 124, 256, 65, 1
10, 121, 1210, 12.1, 0.37, 0.873, 2.41, 448, 1056, 186, 1
7, 183, 1281, 26.143, 0.265, 0.664, 1.88, 340, 850, 181, 1
9, 121, 1089, 13.444, 0.399, 0.843, 2.4, 434, 918, 181, 1
8, 65, 520, 8.125, 0.269, 0.725, 1.4, 140, 377, 100, 1
10, 323, 3230, 32.3, 0.198, 0.676, 1.38, 641, 2183, 465, 1
11, 357, 3927, 32.455, 0.215, 0.823, 1.55, 845, 3232, 546, 1
10, 53, 530, 5.3, 0.306, 0.889, 1.84, 162, 471, 88, 1
11, 367, 4037, 33.364, 0.221, 0.77, 1.64, 891, 3108, 544, 1
26, 294, 7644, 11.308, 0.453, 0.917, 7.6, 3464, 7010, 456, 1
9, 35, 315, 3.889, 0.33, 0.835, 2.0, 104, 263, 52, 1
8, 14, 112, 1.75, 0.42, 0.786, 1.88, 47, 88, 25, 1
9, 10, 90, 1.111, 0.344, 0.789, 2.07, 31, 71, 15, 1
9, 211, 1899, 23.444, 0.219, 0.707, 1.48, 416, 1343, 282, 1
10, 11, 110, 1.1, 0.382, 1.0, 1.5, 42, 110, 28, 1
11, 98, 1078, 8.909, 0.276, 0.602, 2.15, 297, 649, 138, 1
13, 123, 1599, 9.462, 0.428, 0.798, 4.38, 684, 1276, 156, 1
6, 31, 186, 5.167, 0.301, 0.844, 1.65, 56, 157, 34, 1
8, 50, 400, 6.25, 0.528, 0.955, 3.01, 211, 382, 70, 1
12, 124, 1488, 10.333, 0.3, 0.869, 1.96, 447, 1293, 228, 1
10, 185, 1850, 18.5, 0.36, 0.688, 2.81, 666, 1272, 237, 1
19, 455, 8645, 23.947, 0.081, 0.095, 33.48, 703, 821, 21, 1
11, 36, 396, 3.273, 0.283, 0.79, 2.07, 112, 313, 54, 1
11, 262, 2882, 23.818, 0.242, 0.618, 1.91, 697, 1781, 364, 1
9, 167, 1503, 18.556, 0.378, 0.727, 2.88, 568, 1093, 197, 1
13, 228, 2964, 17.538, 0.264, 0.942, 3.29, 783, 2791, 238, 1
8, 69, 552, 8.625, 0.098, 0.344, 1.38, 54, 190, 39, 1
10, 511, 5110, 51.1, 0.158, 0.625, 1.35, 805, 3194, 596, 1
