@relation  twonorm
@attribute A1 real[-4.2497,3.5782]
@attribute A2 real[-3.9606,4.3451]
@attribute A3 real[-4.4798,4.4039]
@attribute A4 real[-3.8891,4.2589]
@attribute A5 real[-3.9099,5.6395]
@attribute A6 real[-4.0095,3.9901]
@attribute A7 real[-3.7334,4.4522]
@attribute A8 real[-4.5744,3.8648]
@attribute A9 real[-3.8136,4.254]
@attribute A10 real[-4.1999,4.0829]
@attribute A11 real[-3.9204,4.0953]
@attribute A12 real[-3.8262,4.3025]
@attribute A13 real[-3.9451,3.7817]
@attribute A14 real[-3.8516,4.1238]
@attribute A15 real[-3.6978,3.5485]
@attribute A16 real[-3.6976,4.2439]
@attribute A17 real[-3.9428,3.7233]
@attribute A18 real[-4.0653,4.0557]
@attribute A19 real[-4.1218,4.3238]
@attribute A20 real[-3.7831,4.279]
@attribute Class {0,1}


@data
-0.8796, 1.3067, 0.8634, -0.2646, -0.4481, 0.2768, -0.8334, 1.2309, -0.2212, 0.2886, -0.3225, 1.1814, 2.079, 1.2829, 1.2226, 0.3317, 1.6891, -1.1614, -0.4113, 1.5969, 0
0.331, 1.0965, 0.3638, 0.3342, 1.0865, 0.0377, -0.7737, 0.1818, -1.1056, 1.0266, 1.4237, 1.6898, 1.4056, 0.9703, 0.0474, 1.8149, 0.2936, 1.1129, -1.038, 0.3248, 0
-0.4424, 0.1118, 0.4226, 0.9247, -1.4238, 1.4559, 1.641, -0.7142, 1.3471, -0.0882, 0.4579, 1.012, 0.8431, 1.0567, 0.5101, -2.0946, 0.425, -0.0757, 1.7653, -0.5722, 0
0.5884, 1.1328, 0.2059, -1.3715, 1.1612, -1.064, 0.8225, 1.6923, 1.0059, 0.2889, 1.4522, 2.1568, 2.4024, -0.5848, 0.7997, 0.2087, 0.2011, -0.2876, 0.828, 0.6033, 0
-0.0935, -0.234, 1.3137, 1.4368, 1.231, 0.6011, 2.0718, -0.1046, -0.2806, -1.3576, -0.6226, -1.436, -0.2195, 1.5071, 1.0246, 0.1592, 1.2445, 0.3713, 1.753, 0.6079, 0
-0.48, -0.4864, 1.0284, 0.8468, -0.246, 0.7722, 0.5987, 1.1222, -0.0942, -1.3162, 0.5764, 2.9412, 1.0E-4, 0.4353, 0.5203, 2.4888, -0.0944, 1.1486, 0.1089, 1.9622, 0
-0.7219, 1.0274, 0.9756, 0.7642, 0.9456, -0.9161, 0.9503, 1.0024, 1.0847, 1.3301, -0.1516, -2.1145, -0.433, 0.6369, -0.9172, 1.0628, -0.1216, 0.8911, 2.0987, -1.7768, 0
0.237, 0.7765, 1.4078, 1.3649, 1.0975, -0.8406, 0.4169, 1.7011, 1.3139, 1.4474, 0.8548, -1.0338, -2.3871, 0.0149, 1.1577, 1.2484, 1.2781, 0.9344, -0.4232, -0.3347, 0
0.2719, 0.7542, -0.0102, 0.1434, 0.6852, 1.1574, 0.481, 0.5988, -0.9219, -1.0462, 0.1803, 0.5426, -1.6783, -0.121, -0.088, 1.8078, 1.0588, -0.5109, -0.5887, -0.6857, 0
1.1292, 0.1472, -0.7658, -1.3589, 0.0014, 0.8961, -0.2194, -2.3146, -0.2939, -0.5523, 0.8798, -0.9957, 1.3388, 0.0951, 0.3355, 1.0583, 1.2266, 0.1592, 0.437, 0.7264, 0
0.4884, 0.3037, 0.6273, -0.3759, 1.0198, 1.6585, -1.6006, -0.4394, -0.3464, 0.3122, 0.0365, -1.45, -0.8767, -0.6051, -0.4757, 2.4114, 0.7674, 2.677, 0.5346, 1.7918, 0
0.5762, 1.0719, 0.2423, 0.533, 0.5838, 0.1053, 1.9299, -0.1356, 1.0321, 1.6354, 0.2549, 1.1177, 0.3929, 1.1193, -0.0451, 0.4789, 1.3387, 0.2084, -0.8232, 0.6265, 0
-0.0548, -0.2237, 0.0171, 0.8206, 0.0922, 1.072, 1.0459, 0.5114, 0.385, 1.4632, 1.6209, -0.3863, 0.1776, -0.1557, 0.7833, 0.3482, -0.4602, 1.2816, 1.3577, 0.4416, 0
0.701, -0.4231, 1.0881, -0.3378, 0.5431, 1.7724, 0.2545, 1.4226, 0.0499, 1.0022, 1.5995, 1.3506, 0.2744, 1.2715, 0.8196, 0.0252, 1.116, 1.9715, 0.5795, 0.9603, 0
-0.3371, -0.1406, 1.1754, 1.0757, -0.2484, 1.5978, 1.0648, 0.4528, -1.392, 0.6842, 1.3908, 2.0411, 1.2123, -0.2422, 0.5532, 0.6165, 0.4749, 0.94, -0.4802, -0.436, 0
-0.4944, 0.2881, 1.2602, -0.3938, 1.0405, 1.7502, -0.3591, 0.4486, 1.2502, -0.4892, -0.5697, 0.7368, 1.2333, 0.2065, 1.0393, 0.3719, 1.1182, -0.2917, -0.3809, 1.6487, 0
0.3449, 0.5157, -0.0625, -0.3029, 1.1554, 2.2621, 0.4612, 1.5142, 1.1227, 0.5282, 0.1842, 0.1135, 0.9868, 0.3919, 0.0291, -0.2429, 0.0885, 0.6868, -0.1445, 1.0581, 0
-0.2657, 0.443, 1.8183, 2.7201, 0.7614, -0.2317, 1.1966, -0.4113, -1.3532, 0.7327, 1.5403, 1.1924, 0.452, -0.1274, 0.9689, 0.39, 0.2429, 1.2285, 0.0324, 0.0405, 0
1.3525, 0.7671, 1.3944, 0.7724, -0.4824, 1.0713, -0.519, -0.8245, 0.8619, 1.1631, 0.9008, 1.0619, -0.1573, 0.0636, -1.2306, 0.0416, 2.1628, 1.032, -0.3148, 0.2192, 0
1.0508, 0.1805, 0.5744, -0.2779, -0.9006, 1.9193, 1.109, 1.4278, 0.1465, 2.6144, 1.0827, -0.4566, 1.0904, 0.6622, -0.3376, 0.1146, 0.9427, -0.8023, 1.6377, 0.8998, 0
0.0048, 0.2808, 1.5079, 1.7787, 1.2016, 0.7616, 0.22, -0.2244, 1.7476, 1.3642, -0.5941, -0.5599, -0.8111, -0.2307, 2.1852, 1.5301, 0.4363, 0.9054, 0.1995, 0.7713, 0
0.2605, 1.0175, -0.0774, 0.1918, 1.1306, 1.2129, 0.3387, 0.4155, -1.0116, 0.419, -0.1376, 0.3448, 0.2647, 1.3699, -0.6012, 0.5463, 0.9481, 1.2235, 1.2879, -1.2813, 0
1.102, 1.4062, 2.1571, 1.0272, 1.3432, -0.4421, 1.1323, 0.1317, 1.4432, 0.5957, 0.2387, 0.4157, -0.6228, -1.0954, 1.6253, -0.1693, 0.4458, 1.0377, 1.6448, 1.179, 0
0.0095, -0.0891, -0.6547, 1.9001, 0.8335, 0.2295, -0.2488, 0.6713, 1.6901, 1.6611, 1.3378, 1.8327, 2.4532, -1.2899, -0.8253, 0.414, -0.1011, 0.9085, 0.6574, 1.6417, 0
0.344, -0.2701, 0.3012, -0.8691, -0.9582, 0.359, 0.2366, -0.6254, 1.5974, 0.8153, -0.9455, -0.1388, 0.9932, -0.1629, 1.7791, 1.2512, 0.2923, 0.4763, -0.6723, 1.9376, 0
0.129, -0.6291, 0.2569, 0.8394, -0.0809, 0.7822, 0.3152, 0.011, 0.8977, -0.1898, 0.1876, 0.1662, -0.6116, 0.9264, 1.5683, -0.1416, 0.816, 0.86, 1.3567, 2.0094, 0
0.8765, 0.2862, 0.4023, -0.2602, -1.8545, -0.1214, 0.5024, 1.1655, 1.1728, 1.1624, 0.6102, 0.764, 0.1867, 1.0373, 1.748, -0.6266, 0.0498, 0.6844, -0.1556, -1.0597, 0
0.9342, 0.8631, -0.5523, 0.4904, 0.7778, 1.2919, -0.0626, 0.5459, -0.3952, -0.2448, 2.5343, -0.0454, 0.7542, -1.5817, 1.5055, 0.2386, -0.5136, -2.4308, 0.8808, 0.6992, 0
-0.3438, -0.1739, -0.6549, -0.7821, 2.0776, 1.3049, -0.2648, -0.682, 0.0744, 1.3807, 0.0817, -0.1063, 0.232, 0.5576, -0.3211, -0.3333, -0.5777, -0.3035, -0.7787, 1.5534, 0
0.3089, -0.0622, -0.5374, 1.3761, -0.3397, 1.3308, 2.0545, 0.4349, -0.1872, 0.5443, 0.5342, -0.6225, -0.1799, 1.1046, 2.0004, 0.5091, 0.5605, 2.2253, 0.3875, 0.0243, 0
1.2543, 1.1826, 1.1573, 2.1892, 1.2446, -0.1438, 0.7013, -0.5263, 1.0458, 0.7138, 2.4877, -0.6638, 1.1896, -0.4957, 2.464, 1.0738, 0.2261, 0.3892, 0.6617, 1.0064, 0
-0.3281, -0.1612, 0.1504, 0.847, 0.3051, -0.5787, 0.2654, 1.3089, 0.6623, 1.3854, -0.733, 1.3906, -0.0477, 1.3003, -0.8442, 1.6369, 0.3798, -0.2775, 1.3835, 0.766, 0
0.1497, 1.659, -0.3805, 1.2064, 0.0141, -0.2873, -0.0416, 1.4754, -0.2525, -0.7018, -0.6167, -0.5734, 0.3875, 0.0345, 0.5714, -0.716, 0.4546, 0.5037, 0.2503, -0.296, 0
-0.4535, -1.0138, -0.616, 0.7923, 0.1238, -0.2445, 0.3631, -0.2295, 0.7354, -0.3499, -1.7021, 0.607, 0.7825, -1.1452, -0.2208, 0.7074, 0.6145, 1.3894, 2.1862, -0.1079, 0
-0.1676, 2.3155, 0.1173, 0.9928, 0.0623, 0.0081, 1.4038, 1.5739, 0.8357, 0.5305, -0.487, -0.9144, 0.1958, 0.2592, -0.6128, 0.4357, 1.6825, -0.129, 0.3814, 1.2814, 0
0.8181, -0.4289, 0.8298, -0.7551, 1.2686, 0.9033, 2.1031, 0.5247, 0.3968, 1.1724, -0.9322, -0.9664, -0.7174, 0.5194, -1.0242, -0.1452, 0.7878, 1.3406, 1.1997, 0.4981, 0
0.0338, 1.2507, -0.1902, 1.1155, 0.7202, -0.7311, 0.5187, 0.5127, 0.6137, 0.918, 0.3507, -0.6147, 0.9662, 0.276, -0.9935, -0.2691, 0.6211, -0.2782, -0.3297, 0.0295, 0
2.1009, 0.4529, -0.0853, -0.1574, 1.4299, 0.1001, 0.4167, -0.2912, -0.3819, 0.4251, -0.0787, -0.0999, 1.1593, 0.7226, 0.8923, 0.4769, -0.2367, 1.7945, 1.2811, 0.8867, 0
0.5381, -0.4377, -0.2341, 1.8008, -0.7169, 1.5956, 0.9643, 0.5951, 0.5087, -0.7615, 1.4565, 0.8821, -0.285, -0.1316, -0.953, -0.5343, 0.2381, 2.3784, -1.269, -1.328, 0
0.2713, -0.1545, -0.5724, 1.0193, 1.4324, -0.2838, 1.4419, 0.2758, 0.1723, 1.4305, 0.516, -0.1712, 1.9079, 2.4914, 1.7055, -0.3248, 0.7384, 0.5842, -0.0518, 1.3399, 0
2.0934, 0.9716, 0.28, 1.6857, 2.408, 0.3303, 1.0972, 0.5418, -0.3851, 0.5492, 0.946, -0.5948, 0.1239, 2.2923, 0.9038, -0.8328, -1.1062, 1.132, 0.0792, 1.5312, 0
2.576, 0.6942, 0.0871, 2.53, 0.8625, -0.6451, 0.8027, 0.2399, 0.51, -0.2004, 0.5495, 0.2732, 0.8455, -0.2971, -0.7844, -0.8071, 1.1261, -1.154, 2.1276, 1.3581, 0
0.4243, -0.1538, 1.3136, -0.1246, 1.2738, -0.285, -1.3374, 0.1461, 1.0109, 0.243, -1.0557, 1.6625, 0.1908, -0.1929, -1.2856, 0.2663, 0.4001, 1.8449, 0.2412, 0.5552, 0
1.8705, 0.7147, 1.8309, -0.2366, 1.5765, 1.6574, 1.3122, 0.5727, 0.7481, 7.0E-4, 0.0979, 1.1457, -0.1765, 0.3188, -0.0395, -1.452, 1.7143, -0.313, 0.7545, 1.723, 0
0.8886, -0.1835, 0.7932, 1.2456, 0.9461, 0.1297, -0.6702, -0.5512, 0.1039, -0.0395, 0.6493, 1.4486, 1.2381, -0.1893, -0.4613, 1.0107, 0.6289, 0.1886, 1.9575, 1.8822, 0
1.6579, -0.6203, 0.02, 0.9946, 0.6692, 0.1448, -1.1604, 0.2564, -0.1235, 1.5682, 0.0535, 0.7703, 0.6442, 0.9089, 1.4527, 1.4652, 1.4013, 1.842, 0.599, -0.8163, 0
1.9879, -0.1779, -0.1719, 2.4473, -0.2252, 0.7956, 0.283, 0.362, 0.1886, -0.0404, 1.0369, -0.5424, 0.9594, -0.0535, 0.3273, -0.0927, -0.7893, -1.395, 1.4303, -0.7273, 0
0.682, 1.3264, 1.1119, -0.4611, 1.7236, -1.7161, 1.0706, -0.1084, 0.5613, 1.0495, -0.1095, 1.5136, 1.4262, 1.1905, 0.4437, -0.0203, 0.9461, 0.4305, -0.7594, 0.8101, 0
1.7773, 0.16, 1.7463, -1.0463, 0.9513, 1.1663, -0.4113, 0.0909, 1.1314, 2.3603, 0.8785, 0.7521, -0.9509, 0.2906, 0.8003, 1.642, -0.6862, 0.6777, -0.0215, -0.2731, 0
0.3579, -0.2433, 0.9981, 0.2702, -0.288, 1.9923, 2.0396, 0.598, 1.338, 0.74, 0.517, -0.7396, 1.5134, -0.1502, 1.6425, -0.4016, 0.2839, 1.4996, -1.7004, 1.8773, 0
-0.3783, 1.4223, 0.5724, 1.6776, -1.1419, -0.51, 0.0514, -0.681, 0.356, 0.866, 1.3583, 0.3668, 0.5348, 0.5779, 0.8438, -0.6665, 1.5586, 1.1982, -0.3336, 1.1514, 0
2.0062, -0.0385, -1.9102, 0.6768, 0.2765, 2.7069, 0.3622, 1.291, -0.1286, 1.4894, -0.5155, -1.3615, -0.0864, 1.0226, -0.0988, 0.771, -1.3889, 0.3323, -1.4294, 1.8966, 0
-0.7148, -0.4905, 0.7525, 0.7955, 0.86, 0.98, 1.2065, -1.2368, 1.1851, 0.1973, 2.2491, -0.0397, 1.4871, 0.6655, 0.9749, -0.1652, 1.0441, -0.473, 1.4003, 1.8463, 0
0.8206, -1.7871, 0.5645, 0.4536, 0.6875, -0.0899, 0.5608, 0.1263, 1.8317, -0.1103, 0.3552, 1.7549, 0.0892, -0.5025, 0.2086, -0.3786, 0.2366, 1.939, -0.3756, 0.5774, 0
-0.1386, 0.7645, -1.1678, 0.5431, 0.3017, 0.9108, 2.611, 0.9743, 0.7539, -0.7965, -0.0095, -0.5791, 0.8306, -0.0735, 0.7321, 0.5742, -1.7204, 2.1827, 0.658, -1.0916, 0
-0.6701, -0.0418, -0.453, 0.0665, -0.0787, 2.9085, 0.4637, -0.5247, 1.6706, -0.2222, 1.5213, -0.2616, 1.0776, -0.4763, 0.6935, -0.0052, 1.0137, 1.3112, 0.5197, 1.9777, 0
0.1718, -1.0268, 1.8134, 0.1435, 0.884, 0.497, -0.8373, -0.7737, 0.362, 0.2352, 1.8527, -0.7527, 0.9335, -0.9074, 1.215, -0.2042, -0.1462, -1.3223, 0.3308, -0.6486, 0
0.8279, 0.8198, 0.9615, -0.4692, 0.1634, -0.3334, 0.9174, 0.7054, 3.0404, 0.2891, 1.7286, 0.4339, -1.191, -0.638, -0.0208, -0.0985, -2.2932, 0.5252, 1.4131, 0.6723, 0
0.5987, -0.9047, 0.9738, -0.3835, 0.7012, 0.353, -0.041, 1.2403, 2.995, -0.7539, 0.2389, 0.0232, 0.5035, -0.2128, -0.31, 1.3491, 1.3675, 2.3291, -0.1493, 0.1978, 0
-1.6284, 2.0806, 0.1269, -0.5684, 0.4087, 1.5821, 0.9549, -0.8627, -0.2547, 0.1153, 0.6929, 2.1322, -1.0543, 1.3895, -0.8618, 0.4698, 2.5197, 0.604, 0.7089, -1.07, 0
0.1403, 0.1235, -1.2521, 0.1923, 0.9776, 0.0871, 1.1767, 1.7446, -2.6799, -0.3157, 1.1391, 1.1065, -0.3194, -0.7749, 0.3262, -0.6666, 1.396, -0.1909, 1.001, 0.3162, 0
0.0659, 0.4378, -0.244, 2.2009, -0.0084, -0.2384, 1.0031, 0.0477, 0.7548, -1.068, -0.2433, 2.4568, -0.1866, 2.1697, -1.1107, 2.1952, 0.2823, 0.0149, -0.0531, 1.3367, 0
2.0717, 1.0363, -0.7854, 1.022, 0.773, 0.0738, 0.8757, -1.1666, 2.5639, 1.5171, 1.9336, 1.2158, 0.6666, 1.141, 1.7885, 1.3779, 0.109, -0.0153, 0.5712, 1.1657, 0
0.0439, -0.0476, 0.2103, 1.6219, -0.3686, 0.147, 0.3922, -0.0594, -0.224, -0.7406, -0.0464, 0.3308, -1.5831, -0.2757, 1.604, 1.3642, 0.8484, -0.0439, 0.5389, 0.8578, 0
0.2617, 0.5341, 0.9736, -0.6504, -0.0859, 0.7573, -0.5772, 0.2519, 1.041, 0.7562, -0.9052, 0.4743, 1.2321, 0.6134, -1.4627, 1.4476, 0.8868, 0.5881, -0.9737, -0.5661, 0
