@relation  twonorm
@attribute A1 real[-4.2497,3.5782]
@attribute A2 real[-3.9606,4.3451]
@attribute A3 real[-4.4798,4.4039]
@attribute A4 real[-3.8891,4.2589]
@attribute A5 real[-3.9099,5.6395]
@attribute A6 real[-4.0095,3.9901]
@attribute A7 real[-3.7334,4.4522]
@attribute A8 real[-4.5744,3.8648]
@attribute A9 real[-3.8136,4.254]
@attribute A10 real[-4.1999,4.0829]
@attribute A11 real[-3.9204,4.0953]
@attribute A12 real[-3.8262,4.3025]
@attribute A13 real[-3.9451,3.7817]
@attribute A14 real[-3.8516,4.1238]
@attribute A15 real[-3.6978,3.5485]
@attribute A16 real[-3.6976,4.2439]
@attribute A17 real[-3.9428,3.7233]
@attribute A18 real[-4.0653,4.0557]
@attribute A19 real[-4.1218,4.3238]
@attribute A20 real[-3.7831,4.279]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
2.0382, -1.942, -0.6471, 0.6805, -0.529, 0.1839, 0.6748, 2.0581, 1.7555, -0.643, -1.1616, 0.181, 0.4802, 1.4754, -0.78, -0.2363, -0.4587, 1.4874, 0.3333, -0.4049, 0
0.0356, -0.1261, -0.534, 0.4925, -0.3715, -0.0176, 0.6603, 1.8823, 0.0083, 0.0871, -1.1309, 0.2122, 2.1662, 2.7483, 0.1632, 0.4437, 1.3175, 1.3807, 1.51, 1.0366, 0
1.2085, 0.4358, 0.1087, 0.2854, 0.4658, 0.2586, 1.0721, 1.378, -0.6151, -0.0035, -0.1041, 0.2082, 0.4009, 0.9754, -0.7907, -1.0197, 2.1349, 1.2993, 0.5692, 1.0605, 0
1.9343, 0.8829, 1.156, 1.2869, 1.7496, 1.2042, -0.0842, 0.9616, 1.048, 0.0962, 2.2601, 1.2261, -0.3116, 0.945, -0.3616, 2.8648, -0.2212, 0.4532, 0.2367, -0.9873, 0
0.1267, -0.8675, -2.4504, 1.976, 0.8746, -0.0889, -1.0066, 1.8624, 0.6887, -1.2043, 0.4578, -0.9625, 0.472, 1.1084, -0.327, -0.3459, -0.2736, -1.5191, 1.2746, -2.0E-4, 0
-0.3047, 2.2469, 0.0587, -0.9718, -0.061, 0.8914, -0.0809, 0.6147, 0.9516, 1.0541, 0.1967, 0.1644, 0.2194, 0.056, 0.3068, 1.0166, 1.0118, -1.2356, 0.8238, -1.1438, 0
0.0883, 1.7687, 1.1481, 1.2258, 1.4967, 0.988, -0.7762, -0.0559, -0.923, -0.21, 0.7258, 2.0775, 1.4363, -0.2167, -0.653, 1.3535, -0.258, 0.7972, 0.7409, -0.6637, 0
0.413, -0.2119, 0.549, -0.5147, -0.935, 0.2287, 1.2729, 0.739, 0.7553, -0.1371, 2.229, 1.5411, -0.1413, 1.3089, -0.236, 1.0937, 0.1315, -0.8322, -0.4096, 1.2034, 0
0.9143, -1.088, 0.0773, 0.6742, -0.2519, -0.9627, 1.0183, -0.5124, 1.4948, 0.3467, 0.9159, 0.3933, -0.1942, -0.4767, 0.9216, 1.1805, 0.0623, 0.3059, -0.1577, 0.163, 0
1.5524, 0.3815, 1.4161, 1.0879, 2.0333, 0.873, 0.1302, 1.7922, 1.4638, -2.1016, -0.9699, 0.0142, 0.6906, -0.0413, 0.3322, 1.5748, 1.6119, -0.4395, 0.5548, -0.5038, 0
0.7196, -0.399, 0.0161, 1.1854, -0.167, -0.156, -0.3726, 0.8643, -0.1998, -0.0738, -0.2114, -0.3455, -0.0121, -0.7415, 0.9704, 0.9229, -0.0059, 1.1615, 0.6682, 0.8265, 0
0.5097, 1.0652, 0.0064, 0.1808, 1.3092, -0.757, 0.3317, -2.0073, -0.3685, 0.1038, 0.4389, 1.5461, 0.9929, 0.8399, -0.3589, 0.5954, -0.992, -0.7898, 1.3721, -0.3921, 0
-2.3088, 0.353, 0.3513, -1.0342, -0.3781, -1.4555, 1.0116, 1.9246, 2.3784, 1.4092, 0.3109, -0.7303, -0.5475, -0.9946, -0.0372, 2.7899, -0.0901, 0.739, 1.7186, -0.6336, 0
0.3347, -0.4218, 0.1903, -0.9271, -0.9076, 0.0926, -0.5782, 1.2542, -0.776, 0.0415, 0.7962, -0.1576, 0.1907, -1.1876, -0.5657, -0.5951, 0.2076, 0.8519, 0.4992, -0.0996, 0
0.2927, -0.12, 0.2013, -0.0475, 0.4093, 1.1562, -1.5235, -0.9218, 0.0171, 1.5486, 0.0724, 0.2468, 0.56, 1.6292, 1.4301, 0.5229, 0.3516, 0.876, -0.319, 0.9723, 0
0.4084, -0.7728, -0.0646, -0.6463, 0.3461, 0.3066, -0.3817, 0.0043, -0.186, -0.2227, -0.3425, -0.4886, -1.4849, -0.2102, 0.1287, 1.7685, 0.122, 0.785, 0.0796, -0.3425, 0
0.7425, 0.5076, -0.3026, -0.1322, 0.388, 0.0432, 2.4444, -0.1812, 0.7732, 2.2216, 0.234, 0.2551, -0.3769, -0.3872, 0.4787, -1.0939, 0.3315, 1.4207, 0.5488, 0.9568, 0
1.0772, 0.3241, 0.8583, 1.855, -0.0050, 0.9617, 0.2264, 1.906, 1.0709, 0.7006, 0.4636, -0.9256, 0.6804, -0.3677, 0.2544, -0.0488, -0.3075, -1.0869, 1.0742, -0.6967, 0
0.1465, 1.0325, 1.8652, 1.9267, 1.1774, -0.0559, 0.4396, 1.4882, 0.1995, 1.0548, 1.6225, 0.0373, 1.0583, 0.5258, -0.2064, -1.9746, 0.0488, 1.8554, 1.1385, -1.1754, 0
-0.738, 0.9318, 1.2842, 0.7712, 1.5226, -0.4027, -0.0895, 0.4767, -0.2297, 1.1834, 2.3435, -0.6562, 0.4836, 0.6248, 0.3531, 0.311, 0.933, 0.6893, 0.7324, -0.0193, 0
-0.9147, 1.1849, 0.0067, 1.4533, 0.9176, 0.7208, 0.686, -0.7487, 0.8399, 0.5086, -0.4848, 0.4474, -0.321, 1.61, 2.6109, 0.5336, -0.8076, 1.1152, 0.8004, 1.404, 0
0.6924, -0.0928, 0.8403, 0.9589, 2.0589, 1.1361, -0.1161, 0.7655, 1.3161, 0.1717, 0.1273, -0.458, 1.5855, -0.0675, 0.4916, 1.4696, 1.0888, -0.6709, -0.3001, 0.782, 0
0.5841, 0.0974, 0.4995, 1.8929, 1.2772, 0.8171, 0.0321, -0.8712, 0.0706, -0.2061, 1.6168, -0.4201, 1.8278, -0.041, 0.5903, 2.4265, 1.6865, 1.6177, 0.1738, -0.1363, 0
0.8154, 1.574, 0.8777, 0.1832, 0.4287, 0.6049, 1.4016, -0.5994, 0.3335, 0.5728, 1.6191, -0.1393, -0.8584, -0.3332, -1.3555, 0.5192, 1.2856, 0.7387, 0.4825, 0.8248, 0
0.9541, 1.6314, 0.4468, -1.4787, 0.7849, 1.2987, 1.2011, 0.19, 1.8, 1.2246, 1.3173, 1.3577, -0.4402, 0.6447, 0.1493, 0.8346, 0.3076, -0.2276, 0.5592, 0.3542, 0
0.0372, 0.7281, 1.7693, 0.4657, -0.2662, 1.2156, -0.6004, 1.2212, -0.2799, 0.7784, -0.2437, 0.1689, 1.0153, 0.07, 1.3915, 1.5626, 1.4021, 0.8941, 0.0829, 0.846, 0
0.2808, 1.9213, 0.5214, -0.0312, 1.2029, 1.5419, -0.0495, -0.5544, -0.6453, -0.3336, -1.3772, -1.4538, 1.6895, -0.1936, 0.5118, 1.1311, 0.874, 0.1855, 1.5252, 0.9911, 0
0.6795, 1.4968, 1.6819, 2.5918, 0.2358, 2.0469, 0.6746, -0.5345, 2.4869, 0.7163, 0.2562, 0.465, 0.1478, -0.9747, 0.8371, 2.7706, -0.2673, -0.1485, 1.0878, 2.2141, 0
-0.9856, -0.1457, -0.4406, 2.0589, 0.081, -0.2531, 0.0593, 0.746, -1.0314, 0.1298, 1.6849, 0.251, 0.33, -0.3027, -0.4125, 1.7058, -0.3118, -1.0789, 0.2439, 1.148, 0
-0.682, -0.2376, 0.6131, 0.3827, -0.1498, 0.7385, -0.318, 0.9027, 0.6943, 1.3141, 0.8168, 0.4715, 1.9403, -0.7207, 0.3946, -0.3997, 1.2345, -0.1033, 1.1448, 1.3323, 0
1.6674, -0.4245, -0.2486, -0.0543, 1.5221, 0.7277, 1.5732, 1.3232, 2.3392, 0.0647, 1.4629, 1.2411, 1.7143, 0.8521, 0.3284, -0.0054, 0.967, 0.4733, 0.2194, 1.1672, 0
2.1635, -1.1363, 0.3959, -0.5622, -0.1313, 0.2237, -1.0923, 1.6373, -0.1039, 2.3104, -0.2115, 0.8722, -0.1255, 1.4962, 0.707, 0.0653, 0.8696, 0.6842, 2.0552, 0.2421, 0
-0.4034, -0.2643, 1.0174, 0.5436, 0.911, -0.1704, -0.4729, -0.3726, 1.1093, 0.3185, 0.9326, 1.7212, 1.6247, -0.3617, 0.6958, 2.4564, -0.0127, -0.6698, -0.077, 0.571, 0
1.0659, 1.4712, 1.3692, 0.1913, 0.0873, 0.1651, 0.352, -0.4765, 0.5247, 0.4504, 0.7999, -1.2891, -0.933, 0.6749, -0.6135, 1.2555, -1.7374, 0.8613, -0.4816, -0.6019, 0
0.2886, 0.4991, -1.3311, 0.9328, -0.303, 1.686, 0.5484, 0.5402, 0.7906, 0.449, 1.7394, 1.0946, 0.477, 1.5651, 0.8559, -0.3973, 1.7649, 1.4677, 0.348, -0.9644, 0
1.6508, 1.4696, 0.1991, 1.3161, 0.2564, -0.8497, -1.5771, -0.6654, 0.1915, 0.5112, 0.0726, 0.9178, 0.3446, -0.0034, -0.0691, -0.7008, -0.3786, -0.9814, -0.5669, 0.2568, 0
-0.4372, 1.2891, -1.4438, 0.1393, -0.6807, -0.3003, -0.3011, -0.1554, 0.8563, 1.6149, -0.5267, 0.9557, -0.0158, -1.1284, 0.1563, 0.3212, -0.291, 1.2569, 0.5965, 0.4404, 0
0.1711, 0.5813, -0.415, 0.2227, 0.8136, 0.416, 0.7619, 1.1073, -0.693, 0.327, 0.0033, 1.6827, 0.1023, 1.4391, 0.5623, -0.9367, 0.3748, 0.7534, -0.508, -0.3925, 0
0.5535, 0.3778, -0.5379, -0.048, 0.6509, -0.146, 1.5275, 1.9528, -0.0020, 0.917, -0.9059, -0.5606, 1.7186, 1.1882, 0.6133, 0.8644, 1.362, 3.1406, 0.4798, -1.7308, 0
-0.6743, 1.7101, -0.1928, 1.4557, 2.9214, -0.0202, 1.6, -0.7068, 1.4092, -0.753, 0.2967, -0.7478, 0.031, -0.3734, -0.2579, 0.1907, 0.0095, 1.0127, 1.9184, 0.6614, 0
0.5969, 0.6114, -1.6124, -0.1398, 0.6119, -0.6884, 1.3296, 1.8594, -1.3101, 1.0048, 0.5304, -0.6537, -0.8673, -0.116, -0.5493, 0.4039, 0.0306, 1.2036, 0.4299, -0.3223, 0
-0.4941, -0.3821, -0.2239, 0.5831, 0.3233, -0.437, 0.1528, 0.0989, 0.7329, 0.8289, 0.2817, 1.2998, -0.09, 0.8519, -0.5885, 0.7655, 1.5297, -0.9312, 0.4071, 0.9621, 0
-0.0095, 0.959, 0.7707, -0.3048, 0.8069, 0.9624, 1.2082, 0.1264, 1.8892, -0.2614, 1.112, 0.2484, 0.9605, 0.9923, 1.1368, 1.2373, -0.4483, -0.419, 1.915, 1.5033, 0
-0.2401, 0.2952, -0.9028, 0.4741, 0.1568, 1.2142, 0.0658, 1.3005, 0.6701, -1.2821, -0.2085, 1.777, 0.0869, 0.652, 0.2449, 0.5885, 0.1228, 2.2003, 0.8148, -0.4914, 0
0.2375, -0.4334, -0.614, 0.3873, 1.3752, -0.1762, 1.1223, 1.0019, 1.5956, 1.3323, -0.9609, 0.6394, 1.556, -0.4237, 1.1445, -0.0886, -0.0798, 0.4999, -0.685, 1.3763, 0
-0.1599, -0.7611, -0.1075, 0.3331, 1.0486, 0.7104, -0.3751, 1.0111, 1.0302, -0.0992, 0.3255, 0.996, 0.0827, 2.5567, 0.3968, 0.923, 0.6675, 1.3167, -0.4389, 0.8338, 0
2.0998, 0.5363, 0.302, 0.7419, 1.8539, 1.6417, 2.5681, 0.0273, 0.8821, -0.8601, 1.4469, -1.8328, -0.1759, -0.114, 0.4122, 0.2144, -0.0789, -0.2568, 1.4907, 0.3133, 0
-0.1095, 0.2171, -0.3019, 1.2011, 0.3322, 0.4558, -0.0791, 0.7679, 0.9242, 0.0851, 0.91, 0.9106, 1.1546, -0.1364, -0.0733, 0.1543, 0.4358, 0.1802, 0.9191, 2.1159, 0
1.2308, 2.0743, 1.9222, -0.2075, 0.5594, 1.0194, 1.6204, 0.5434, -1.5336, -0.5953, 2.0855, 1.3362, 1.1979, 0.3607, 0.5783, 0.924, -0.5036, -1.0701, 0.7787, 0.2745, 0
0.8281, 2.2321, -1.3301, 0.3769, -0.6618, -0.4768, -0.2927, 1.5721, 1.631, 0.582, 1.0156, 0.4083, 1.4554, -0.1132, 1.1989, 1.6236, -0.8268, -0.2594, 2.6625, 0.0498, 0
1.6446, -1.2672, 0.9304, 0.2681, 1.7828, 0.7133, -0.2159, 0.6777, -0.0913, 1.203, 0.0285, -0.6196, 0.7028, 0.0826, 1.2025, 0.7821, -0.5608, 0.8893, 0.999, -0.6307, 0
-0.0159, 0.7486, -0.2561, -0.508, -0.0181, 1.4608, 0.8582, -0.7557, -0.9421, -1.0703, 0.4618, -0.2607, 0.4707, 0.3405, 0.547, 1.627, -0.8701, -0.5701, 2.0745, -1.7378, 0
0.7864, 1.45, 1.7393, -0.1326, 0.3285, 0.3753, 0.3502, 0.2702, -0.3308, 0.5278, -0.4705, 0.3, 0.599, -1.7527, 1.3734, 0.3455, 1.2184, 0.405, -0.5586, -0.9066, 0
0.4071, 0.3847, -0.1521, -0.5621, 0.8809, 0.2809, -0.8908, 1.0714, 1.7214, -1.0779, 1.2316, 1.2194, 0.6125, 0.1694, -0.0997, 1.788, -0.3865, 1.5874, 1.3836, -0.1163, 0
-0.3482, 1.5176, 1.4006, 0.3385, -0.3175, 0.6996, 0.7442, 0.3708, 2.1745, 0.3397, 0.7217, -0.1283, 0.6678, 1.8858, 1.3074, -0.3596, 0.3334, 0.1094, 0.6715, 0.629, 0
0.9221, 0.0092, 1.2449, 0.9031, 1.0766, 0.6861, 0.5835, -0.5259, 0.4619, 3.7099, 0.7361, 1.2672, -0.3096, 1.2624, 0.9067, -0.5562, 1.29, 0.2926, 0.8466, 1.1402, 0
1.3134, 0.2507, -0.4439, 0.454, -0.4514, 0.8907, 0.6801, 0.6687, -1.2369, 0.4851, -1.0357, -0.5541, 0.387, -0.924, 0.9782, 1.2071, 0.1331, 0.0326, -0.8411, 1.3114, 0
0.6138, 0.3458, 1.3881, -0.104, 0.6251, 0.9332, 1.8205, -0.2458, 1.4069, 0.1241, -0.3837, 0.9756, -0.2433, -0.3586, 0.8854, 0.2355, 1.342, -0.9651, 0.278, -0.0854, 0
2.2081, 0.2708, 1.1349, -0.5274, 0.6694, 0.7423, -0.5652, -0.6629, 1.0139, -0.0403, -0.8717, -0.0715, -0.297, 0.1652, 0.7763, 0.2629, 0.271, 1.9865, 0.3895, -1.386, 0
1.5696, -0.6322, -0.3202, 0.7831, 0.5518, -0.5579, 1.8714, 1.1134, 0.2142, 1.7035, 1.5875, 0.1763, 0.9437, 1.6151, -0.393, 1.1868, -0.2247, 0.7362, -1.5869, -0.6707, 0
-0.288, -0.5748, -0.284, -0.3172, 1.4143, 0.2718, -0.3227, 0.5928, 1.4152, -0.6188, 1.2292, 0.8957, -0.0522, 0.1826, 1.3808, 1.6111, 0.5062, 0.1261, 0.5071, -0.0798, 0
0.1277, 0.7203, 0.2602, 0.2152, 0.4515, 2.0099, 0.5843, 0.4226, 0.7323, -0.054, 1.8341, -1.3708, 1.1294, 1.4015, 0.2553, 1.2257, 2.3578, -1.2781, 1.2021, -0.3917, 0
0.8397, -1.2655, -0.4729, 1.2314, 0.5823, -1.2761, 0.8807, 0.355, 0.186, 0.5608, 1.0092, -0.3658, -1.1892, 0.9417, -0.6141, 1.5191, -0.6523, -0.8201, -0.7055, 1.934, 0
-0.3805, 0.0034, 0.1427, 0.676, 0.3015, 1.7111, -0.8884, 1.2526, 1.3316, 2.3233, -0.0665, 0.4632, 0.13, -0.419, -1.6649, -0.4409, 0.4152, 0.6611, 1.1507, 1.2406, 0
-0.6184, 0.7333, 0.024, 0.8251, 0.4523, 0.8312, 0.8971, -1.147, -0.819, -0.1426, 0.7251, 1.5004, 2.2453, 1.0723, 0.5139, 0.1749, 0.5024, 1.4683, -0.9209, -1.6535, 0
0.575, 0.7481, -0.4938, 0.7241, 0.9619, 0.0134, 1.3874, 1.3236, -0.9209, -0.9793, 3.575, 1.324, 0.2682, 0.5256, 0.2558, -1.5383, 0.321, -1.1824, 1.2985, 0.3557, 0
-0.7573, 0.627, 0.6291, 0.1963, -1.1915, 0.0165, -0.3188, 0.1854, 0.6705, -0.0461, 0.4498, 1.9244, 1.0682, -0.098, -1.5968, 0.4121, 0.7274, 0.3373, 0.3746, 2.4715, 0
-0.6421, 1.5729, -0.7855, -0.1997, 1.9687, 0.5075, 0.5121, -1.477, 1.3308, 0.831, 1.9874, -0.3936, -0.4358, -0.0783, 0.5665, 1.3052, -0.2003, 1.6781, 0.2085, 0.6675, 0
