@relation  twonorm
@attribute A1 real[-4.2497,3.5782]
@attribute A2 real[-3.9606,4.3451]
@attribute A3 real[-4.4798,4.4039]
@attribute A4 real[-3.8891,4.2589]
@attribute A5 real[-3.9099,5.6395]
@attribute A6 real[-4.0095,3.9901]
@attribute A7 real[-3.7334,4.4522]
@attribute A8 real[-4.5744,3.8648]
@attribute A9 real[-3.8136,4.254]
@attribute A10 real[-4.1999,4.0829]
@attribute A11 real[-3.9204,4.0953]
@attribute A12 real[-3.8262,4.3025]
@attribute A13 real[-3.9451,3.7817]
@attribute A14 real[-3.8516,4.1238]
@attribute A15 real[-3.6978,3.5485]
@attribute A16 real[-3.6976,4.2439]
@attribute A17 real[-3.9428,3.7233]
@attribute A18 real[-4.0653,4.0557]
@attribute A19 real[-4.1218,4.3238]
@attribute A20 real[-3.7831,4.279]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
-0.9959, 1.2342, 1.5306, -0.9642, 1.9217, -0.5231, 0.5418, 1.2804, -0.6361, -0.2375, 2.1018, -0.3032, 0.5446, -0.8123, 1.1324, -0.3752, 0.133, 0.1428, 0.2462, 0.098, 0
-0.2743, 0.6566, 1.0535, -0.6169, -0.012, -0.536, 0.5068, -0.4793, 0.0379, 1.1913, -0.3721, 1.707, 0.125, 0.1203, -0.4241, 1.9104, -0.1759, 0.0636, 0.6152, 0.6589, 0
-1.136, 0.5446, 1.2442, 0.3146, -0.4621, 0.3476, 0.1011, -0.8419, 2.3243, -0.6183, 0.9163, 1.496, 2.2179, 1.5434, 0.7579, -1.1957, 0.7513, 1.4141, -0.7684, -0.197, 0
-0.2859, -0.0684, -0.8259, 0.7305, -0.7565, 1.1625, 1.2266, 0.7538, -0.5178, -0.7422, 0.1211, 0.3851, 1.9144, 0.0407, 1.0008, 0.1983, 0.4272, -0.8232, 1.5858, -0.2758, 0
0.4588, -0.3675, 0.7239, 0.5468, 0.1503, -0.8042, 1.113, 1.884, 0.8782, 0.7802, -0.1734, 1.3177, 0.1542, 1.8616, 0.7948, -0.7047, 1.2029, 0.0599, 1.7061, 0.9066, 0
-0.4996, -0.2572, 1.025, 1.6163, 0.0457, -0.3962, -0.9913, 1.3255, -0.21, -0.2462, 0.3681, 0.9695, -0.3312, -0.6348, 0.3506, 0.3501, 1.3168, 0.2819, 0.2124, 0.714, 0
0.801, -0.3857, 1.9013, 0.3775, 0.6197, 0.6951, 0.9497, -0.8883, -0.3317, 0.1704, 0.5947, -1.8494, 0.1073, 2.8636, 0.4368, 0.2757, 2.6353, 0.1812, 2.1858, 0.323, 0
0.5303, 0.8169, 1.511, -0.2709, -0.5726, 0.707, 1.2676, -0.7837, 0.3076, -0.5667, 0.9935, 0.5272, -0.5351, 0.1927, 0.6369, 1.2225, 0.6508, 0.0829, 0.6103, -0.6188, 0
0.2739, -0.6039, 0.3551, -1.2871, 0.079, -0.3367, 2.4445, -0.2398, 0.4997, 1.0333, 0.4159, -1.0757, 0.7166, 1.4213, 1.677, 1.1153, 0.1221, -1.1534, 0.3966, 0.901, 0
-0.4511, 0.4488, 1.2068, 0.1596, 0.077, -0.8584, 1.5653, 1.7507, 3.6228, 1.6709, 1.365, -0.2554, 1.1184, 0.7022, 0.7875, 0.6256, 0.2633, 0.9302, 1.2239, 0.9939, 0
1.671, 0.373, -0.5309, 0.018, -0.9545, 0.1216, 1.038, -0.1261, 0.7506, 0.9425, 0.2913, 0.1236, 0.1175, 0.5572, -0.4127, 0.4462, 1.2562, -0.3196, 0.188, 0.2563, 0
0.8036, 0.5242, 0.2098, -0.8684, 0.7384, -0.0939, -0.3419, 1.0546, 0.8923, -0.0566, -0.2854, 1.6855, 0.4722, 1.8085, 0.6148, -1.8997, 0.3237, 2.0136, 1.5458, 0.3212, 0
1.7583, -0.3581, 1.4005, 1.2137, 1.856, 0.0643, -0.497, -1.7458, -0.0854, 0.1785, -0.6149, -0.7673, 1.1372, -0.3754, 1.113, -0.832, -0.1793, 0.4129, 0.3606, 0.8675, 0
-0.2802, 0.4144, 0.1837, -0.3405, 0.4605, 1.3954, -0.144, 0.5966, 0.4886, 0.2713, 0.7795, 0.604, -0.1319, -0.5397, -0.8619, -1.3876, 0.9818, 2.7167, -0.2342, 0.2116, 0
1.6595, 0.0522, -0.2261, -1.1003, 0.0628, 0.6552, 0.6888, 0.539, 0.5577, 0.9476, -0.3839, -0.7266, -0.0417, -0.5773, -0.2683, 1.2792, 0.4556, 1.8534, 1.1947, 0.0372, 0
0.3597, 1.0956, 0.265, 1.5396, 0.3324, 0.0612, 0.2601, 1.7093, 1.6158, 0.2419, -0.2523, -1.4987, -0.5, 1.3331, 1.6223, -0.0271, 0.1112, 1.5088, 0.2504, -0.1581, 0
-0.0486, 0.6581, 0.4206, 0.5436, -0.701, 0.2631, 0.951, 2.5262, 0.6298, -0.4993, 1.3111, -0.732, 1.4041, 0.9966, -0.1106, -0.3996, 0.3798, 0.4946, 1.5906, 1.0339, 0
0.5676, -0.6399, -0.1024, 1.3669, 0.4126, 1.8133, 0.4943, -0.1569, 0.0237, 0.5375, 0.89, -0.372, 0.6982, -0.2778, -0.0551, -0.4765, 0.6758, -0.7277, 1.5283, 1.0491, 0
0.4967, 1.5547, 0.7297, -0.6292, 2.1322, 0.9, 0.4709, 0.5282, 0.9551, -0.5633, -0.2826, 1.3768, 0.7949, 0.2095, 2.1401, 0.9436, 0.837, 0.2111, 0.0757, 0.8402, 0
-0.7361, 0.3336, 0.4484, -0.1591, 0.4566, 0.9196, -0.2281, -0.5575, 0.4335, 0.3301, 1.8768, -1.5076, 0.4829, -0.5387, -0.0992, 1.0701, 0.7568, 0.609, 1.2962, 0.9986, 0
-0.8188, 2.1146, 0.1673, 0.8588, 1.0476, 0.3357, 0.2367, 0.1491, 0.0244, 0.866, -1.6711, 0.851, -0.9174, -0.9767, 1.2534, -0.3863, 0.7932, -1.027, 0.2499, -0.4536, 0
1.9919, 0.9876, 0.3222, -0.5414, -0.2664, 0.4158, 3.1025, 0.2496, 0.2769, 1.9178, 0.8947, 0.9812, 0.3224, 0.3083, -0.9282, 0.0839, 0.6487, 0.6437, 1.4468, -0.9503, 0
-0.2376, 0.7868, 1.3709, 1.5114, -0.0123, -0.6019, -0.158, -0.0865, 2.0661, 0.9847, 1.4182, 0.7009, 0.3998, -0.2476, 1.1752, -0.0998, 1.0766, 0.2413, 0.9218, 0.9665, 0
-0.1929, -0.9331, -0.0822, 0.6293, 1.7082, 0.5773, -0.0488, 0.8332, 0.3169, -0.4048, -0.2299, 0.5795, 0.2124, 0.839, 1.5788, 0.1573, 1.4991, 1.2397, 0.5331, 0.2557, 0
1.9147, 1.2504, 0.4954, 0.0753, 0.5262, -0.076, 0.5883, 0.5247, -0.8818, 0.475, 0.1737, -1.0478, -0.8765, 1.2131, 0.1714, -0.9909, 1.2666, 1.152, 0.2763, 0.4488, 0
1.1508, -0.4093, -0.8435, -0.1057, 2.5582, 0.035, 0.4418, 0.1284, 0.1955, 1.0882, -0.0166, -0.5137, 0.7636, 2.1273, 0.0778, 1.0328, 0.822, 1.0039, 0.2829, 0.4503, 0
-0.9943, -1.1344, 1.3304, 1.8903, -0.1037, 0.9132, 0.5216, 1.0216, -0.2445, 0.929, 0.2967, 2.419, -0.2673, 0.8914, -0.0337, 1.542, 0.1596, -0.6817, 0.0251, 0.9113, 0
1.576, -0.1134, 1.0259, 0.7417, 1.0114, -0.1741, 1.2918, 0.9563, 1.3097, 1.0123, 0.7339, 0.4877, 1.7933, -0.2338, -0.5359, -0.557, -0.7657, -0.9356, 0.8148, 0.7187, 0
1.2326, 0.7774, -0.1951, 1.8761, -0.1272, 2.2575, 0.5652, 0.4234, 0.1602, 0.5602, 0.7884, 0.1117, -0.3121, 0.5315, -0.4882, 0.8147, 0.5919, -0.1553, 0.1597, -0.4138, 0
2.3219, -0.5076, -1.5769, 0.5582, 0.2503, 0.052, 2.0457, -0.0262, 1.9958, -0.3934, -0.0238, 2.0636, 0.9578, 0.1847, -0.7583, 0.0535, 1.3835, -0.0155, 1.6497, 0.9412, 0
0.3852, 0.0119, 0.896, -0.2629, 0.3437, 0.5029, 1.4504, 1.5153, 0.7898, 0.9067, 1.6821, -0.4221, 0.771, 2.2795, 0.6795, 1.0414, 1.5572, 1.3682, 1.8195, 0.8717, 0
-0.6074, -0.4874, -0.8414, 1.3711, 0.4042, 2.1295, 0.5198, 1.271, 0.0984, -1.0133, 0.1179, -0.5348, 0.1601, 0.5052, -0.0305, 0.6158, 1.4373, -0.593, -1.0401, 0.4247, 0
0.3558, 1.5176, 0.517, 1.387, 1.1709, 1.6493, -0.0345, 0.7579, 2.4087, -0.6075, 1.9951, -0.0119, 1.1919, 0.5787, 0.1595, 1.018, 1.1083, -0.1862, -1.1096, 0.9268, 0
-0.6538, -0.7816, -0.0117, 1.2668, -0.5531, 0.5932, -0.6749, 1.485, -0.2414, -0.0976, 0.5628, 0.5023, 1.5922, 1.455, 0.979, -0.2271, -0.9051, -0.6431, 0.2982, 0.6594, 0
0.6095, 0.8618, -0.4198, 1.2288, 1.7508, 1.2064, -0.0365, 0.1433, 1.9246, 1.0633, -0.7964, 1.0653, 1.1923, 0.7847, 2.3678, 0.572, 1.0735, -1.1039, -0.6723, 0.3767, 0
0.8942, 0.287, -0.1799, -0.5761, -0.6047, 1.846, 0.7875, 1.1954, -0.2438, -0.3604, 1.4362, 1.7418, 2.4605, 1.1676, 0.4234, 0.2229, 0.6041, -0.0156, 0.8167, 1.2475, 0
-1.2388, 0.0173, -0.0671, 0.0739, -0.6213, -0.4982, 0.225, 0.0973, 0.5006, 1.305, 0.5371, 0.7056, 0.3609, 0.5622, -0.4939, 0.952, 0.2124, -1.0912, 2.9995, 2.7999, 0
0.5499, -0.2411, -0.1505, 1.1082, 1.9327, 0.0716, 0.6918, 0.2436, 0.6501, 1.1651, 2.0217, 1.277, 1.1835, 0.7438, 0.2797, 1.7828, -0.8803, -1.1692, 0.6691, 0.6504, 0
0.0646, 1.1797, 0.4432, 1.4366, 1.4179, 1.1035, 1.3625, 0.4463, 0.1802, -0.1312, 0.4921, -0.2596, 0.0952, 0.6805, 1.3557, 0.5484, 0.3335, -0.4897, 0.226, 0.0844, 0
-0.1631, -0.1055, 0.1966, 0.5558, -0.1973, 0.0179, 1.5676, 0.0692, 0.9359, -1.0724, 1.6599, -0.1731, 0.2235, 0.9287, -0.5249, 0.622, -0.1796, 1.4684, -0.5223, 1.9276, 0
-1.3783, 1.2562, -1.3984, 0.5657, 0.7911, -0.482, 0.6149, -1.2003, 1.2945, -0.0262, 0.1903, 0.1186, 0.9833, 0.5604, -0.0249, -1.0318, -0.1378, -0.1448, 2.1151, 0.5142, 0
-0.9, -0.0401, -0.1357, -0.2978, 0.5029, 1.7371, -1.1024, 0.8672, 1.496, 0.683, 0.4272, -0.6952, -0.8554, -0.418, -0.5095, 0.7699, 0.6111, 0.8336, 1.2462, -0.6182, 0
1.9209, 1.8694, 0.5758, 0.3822, 1.348, 0.9343, -0.5043, 1.0496, -0.5032, 0.3015, 1.0712, 0.8195, -0.9709, -0.2111, -0.6989, 0.463, -1.6175, -0.1055, -1.2094, -0.6691, 0
0.7275, -0.1258, 0.9476, 0.3793, 0.5928, -0.781, -1.2729, -0.8672, 0.5109, -2.1349, 1.0724, -0.2087, 0.1442, 0.5347, -0.188, 1.2406, 0.6145, 0.4837, 0.5063, 0.641, 0
0.4521, 0.0754, -0.3895, -1.4508, 2.444, -1.0926, -0.0929, -0.6496, -0.1712, 0.8776, 0.5113, -0.418, -0.1548, 0.2899, -0.7194, 2.2245, -0.1942, 1.211, 0.3743, 0.1442, 0
0.7812, 0.2124, -1.3241, -1.0017, 1.6306, -0.1323, 1.6064, 0.5595, 0.9479, 1.2055, 0.8727, 0.1275, 1.0668, 0.7505, 0.3599, 0.0955, 1.1118, 0.2342, 1.3746, 0.4637, 0
0.5167, 0.2716, 0.2083, 1.5435, 1.1818, 1.7279, 0.1583, -1.1691, -0.0605, -0.1752, 0.5929, -0.6587, 0.1495, -0.217, 0.1859, 2.5215, -1.3316, 0.2057, 1.4821, 0.7923, 0
-0.3534, 0.7213, 2.1441, 0.5707, -0.3394, 0.3109, -0.7717, 1.386, -1.4338, 0.9103, 0.078, 1.354, -0.5082, 1.8454, -0.9936, -0.4587, -0.4999, 1.0707, 0.1596, 0.539, 0
-0.2928, 0.3595, 1.3154, -0.9745, -0.9372, 0.6758, -0.1921, 1.163, 1.2191, 1.397, -1.5723, 1.5271, 0.9272, 0.0744, 0.4213, -0.3663, 0.2487, 0.5722, 0.8639, -0.4227, 0
-1.3815, 1.9377, 0.0849, 2.4171, 0.6216, 0.9854, 0.2657, 0.8633, -0.2623, -1.1263, -0.2103, 0.1948, 1.8054, -0.5584, 1.853, -0.4318, 0.0229, 0.9008, -0.0273, 0.5567, 0
0.1155, 0.7434, 0.8849, 1.1868, 1.0664, 1.1814, -1.1861, 0.9222, 1.579, 0.063, 1.0266, 0.9266, 1.7686, 0.876, -0.4818, 0.0359, 0.9295, -0.3734, 1.7784, 0.0779, 0
0.66, 0.5568, -0.5004, 1.7178, 0.9079, 1.6054, 1.541, -0.2178, -0.8798, 0.3984, 1.4914, 0.9648, -0.4853, -0.9625, 0.9246, 1.0362, 1.4693, 2.0428, -1.2221, 1.235, 0
1.1982, 0.6071, 1.0387, -0.7477, 1.1245, 0.1509, 2.0208, -1.1784, 0.3898, -0.5558, 1.9014, 0.4542, -0.5621, 1.3301, -0.6367, 0.1225, -0.1687, 1.434, -0.0836, 1.6122, 0
1.1274, 0.2678, 0.0205, -0.5489, 0.7148, 1.1091, -0.4558, 1.4407, 1.5346, 0.7222, 0.4529, 0.1773, 0.9744, 1.1179, 0.4356, 1.7726, 0.0931, -0.5468, 1.27, -1.0454, 0
0.5044, 0.4568, 1.419, 2.1791, -0.2087, 0.6765, -0.1056, -0.7544, 0.6367, -0.9627, 0.213, -0.0113, 0.3978, 0.8606, 1.7732, 1.3369, 0.8918, 0.1449, -0.2471, 0.0239, 0
-0.5671, 2.0786, -0.4419, 0.9079, 0.5113, 1.8218, 0.2233, 0.0693, -0.555, 2.0773, -1.7743, -0.623, -0.6116, 0.6454, -0.7068, 1.4998, 0.5743, -0.3155, 1.3447, 0.3923, 0
0.4547, 1.1859, 1.2158, 1.4344, 0.3256, -0.138, 0.7205, 1.1282, 1.859, -0.1194, 0.7393, 0.3688, 0.7942, 0.2224, 1.2598, -0.4218, 1.781, -0.4219, 2.0135, 0.6973, 0
0.0313, -0.1333, -1.1971, 1.5262, 0.3316, 0.0207, -0.0374, -0.1317, 0.6417, 0.574, 1.2435, 1.9616, 0.2947, 0.2719, 0.0361, -1.2434, 0.5063, 0.0159, -0.0517, 0.9246, 0
-0.4711, -1.391, 0.9346, -0.6066, 1.3402, 0.8537, 0.9468, 1.054, 1.25, 1.6498, 0.8227, 0.3215, 1.2885, -0.7649, 0.5988, 0.2631, -0.5924, 0.936, 0.7234, 0.2493, 0
1.0426, 0.9645, 0.5184, 0.7136, -0.4175, 0.3019, 0.9293, 0.8681, 0.4453, 0.0164, -0.1879, 0.983, -0.843, 0.8675, 0.9598, -0.6132, 1.1294, 0.4957, -0.063, 1.2669, 0
0.629, -0.3679, -0.3052, -0.2373, -1.459, 1.0554, 1.154, -0.6549, 1.9294, 1.3003, 0.4581, -0.3015, -0.5183, 1.9153, 1.0242, -0.0538, 1.5074, 1.0855, 0.4842, 0.3194, 0
-0.364, 0.9297, 0.5104, 0.9, 0.8688, 0.1246, 0.7386, 1.3809, 0.6539, 0.273, 1.7992, 2.6523, 2.0136, -1.2069, 1.2397, 0.9398, 0.1128, -0.7081, -0.103, 0.7558, 0
1.0965, -0.4075, -1.2582, 0.1549, 1.0449, 2.1978, -0.5088, -0.4512, 1.0024, 0.085, 0.5616, -0.7674, -0.1899, 1.2542, -0.5068, 0.6273, -0.2558, -0.422, 0.3978, -0.1816, 0
0.2224, -1.4809, -0.2605, 1.3743, -0.5303, 1.3363, 1.8485, 0.7074, 0.3958, 1.2342, 0.2677, 0.5578, -1.0048, 1.1724, 1.9274, 0.0589, 0.6036, 2.0188, 0.4014, 0.3221, 0
0.7949, 0.9862, 1.6606, 1.0545, 1.0135, -1.4912, -0.7575, -0.4196, -0.0106, 0.7059, -0.0804, 0.401, 1.7032, -0.2049, 0.3884, -0.181, 0.5578, 0.0695, 1.9759, -0.9439, 0
-0.7376, 0.7846, -0.6554, 0.6771, 1.3823, -1.0936, -0.0273, 0.1221, -0.2942, 0.7085, 0.1276, 2.0589, 0.0876, -0.2009, -0.0064, 1.0414, 0.9464, -0.1364, -0.374, 0.8314, 0
-0.0151, -0.6368, -0.4971, 0.5572, 0.5022, -0.3486, -0.3468, 0.7889, 0.3036, 1.1857, 0.9284, -1.5355, 0.5189, -0.0197, 0.0293, -0.1604, 0.1422, 0.7127, 1.1193, 0.4126, 0
-0.0499, -1.9749, -0.1182, 0.2981, 1.0037, 0.0271, 2.4723, -0.6051, 1.8395, 0.7735, -1.3472, 1.5027, 1.4463, 1.7616, -0.8321, -0.6108, 0.2909, 1.0108, -1.1604, 1.086, 0
0.982, -0.4267, -0.9922, 0.4739, 1.1035, -0.112, 0.7461, -0.3598, 1.6225, 0.0043, -0.3435, 0.612, 0.0669, 1.3609, 0.6674, -0.1935, 0.6403, -0.0062, 2.1033, 1.4756, 0
0.1252, 0.3777, 0.811, -0.267, -0.5504, 1.716, -0.6216, 1.6188, 0.3645, 2.289, -0.7665, -0.6076, -0.864, 1.5907, 0.318, 0.3828, 0.133, 0.4517, 0.6701, -0.1863, 0
-0.2993, 0.8929, 0.6862, -0.3154, 0.8609, -0.1677, 0.274, 0.6682, 0.7559, 0.8411, 1.4957, 0.4693, -0.2477, 0.0336, -0.0696, -0.3589, 1.2117, -1.7538, 0.2002, 1.0351, 0
2.041, -0.5529, -0.1038, 0.0034, 1.0921, 0.2333, 0.3354, 1.0792, 1.2152, -0.2191, 1.0537, 0.7064, 0.0485, 2.3557, 0.0705, 0.7015, -1.0148, -0.8821, 0.6403, 0.0813, 0
0.3291, -0.4713, -0.1965, -0.3661, -0.8493, 0.4091, 0.0864, 1.6102, 0.0945, -1.2462, -0.0196, -0.1313, 0.7269, 1.1186, -0.6889, 0.5876, 1.8518, 0.0294, 0.234, -0.952, 0
0.0433, -0.5587, 1.4576, 0.558, 1.04, -1.8063, 1.0701, 1.2364, 0.6691, 0.2035, 0.0045, 2.4931, 1.0883, 0.9748, 3.1277, 1.0002, -0.0544, -0.4303, 1.0343, 1.3371, 0
1.2822, 1.0394, -0.2056, 0.4681, -0.0473, -0.5434, 0.3454, 0.8321, 0.3485, 0.4515, 1.1346, 0.9885, -0.4876, 1.5553, 0.7612, -0.5211, 1.0195, 2.2789, 0.8789, 2.5461, 0
0.8246, -0.3013, 0.199, 1.643, 1.8776, 0.2721, 1.2082, 0.4731, 1.6787, 0.2383, 0.238, 1.4177, 1.2093, 1.2462, 2.7344, 0.1103, 1.5109, -0.0445, 1.5738, 2.3759, 0
0.6544, 0.1448, 1.2934, -0.3547, -0.079, -0.5724, -0.2624, 0.8239, 1.5898, 0.0872, -2.1971, 0.3464, 1.0638, 0.1685, -0.2688, 2.2651, -0.0229, 1.1826, 0.7629, 2.1958, 0
0.5588, 0.5887, 0.7127, -0.1206, 0.3815, -1.5968, 1.1802, 1.6714, 0.3464, 0.5305, 2.0611, 1.3142, 0.0257, -0.1182, -0.1122, -1.8088, 0.607, 0.1246, 0.1013, 0.5917, 0
1.0146, 0.1588, 0.6028, 0.0889, 0.5797, -1.3775, -1.4407, 0.4298, 1.9875, -0.9079, 0.523, 1.2106, 0.0094, 0.8887, -0.2284, 0.6467, -0.0043, -0.0868, 0.6783, 1.3658, 0
1.8923, 0.4906, 1.5097, 0.2991, 1.1683, -0.2147, 0.9057, 0.791, -0.9929, 1.2785, 0.563, -0.6956, -1.9573, 1.0793, 1.918, 1.1259, -0.4867, 1.4568, -0.4439, 0.0483, 0
0.9236, 1.3274, 1.3374, 0.7513, 0.5432, 1.6429, 0.5673, 0.6533, -0.1905, -0.5105, -0.2784, 0.0659, 0.2745, -1.3229, 0.9685, -0.7214, 0.4662, -1.3032, 1.331, 1.2865, 0
0.053, 0.4395, -0.7439, 0.5996, 1.7411, -0.7692, 0.5846, 0.2983, 0.2119, 0.3655, 0.2323, 1.1596, 0.7055, 0.9904, 0.1929, 1.9069, 1.0711, 0.918, -0.8609, 1.2284, 0
1.019, -0.728, 0.2923, -0.6174, 0.1684, -0.538, -2.8977, -0.4244, 0.584, -0.6563, 1.9113, -0.3648, 0.5644, -0.033, 1.2528, 0.7296, -0.6135, -0.0468, 1.1496, 0.2696, 0
-0.4104, -1.1557, -0.6045, 0.2225, 0.7498, 1.308, 1.6805, -0.6677, 2.5499, 1.8337, 0.1583, 0.1277, 1.594, 1.1862, 0.5972, 0.3179, 0.2687, -0.8005, -0.5602, 0.769, 0
0.564, 0.0053, -0.8311, 1.5003, 0.1013, 0.1979, -1.1205, -0.1325, 0.1964, 1.5514, 1.9866, 1.2567, 0.3574, 1.1366, 0.7855, 0.3876, 1.0345, 0.4917, 0.408, 1.3412, 0
1.5764, 1.1934, -1.5078, -0.2446, -0.1131, 2.241, 1.3149, 1.3243, -0.122, 1.3166, 0.5869, -0.8171, -0.5443, 1.2554, 1.9037, 0.8676, 1.0162, -0.5421, -1.0152, 0.3779, 0
0.814, -0.7679, 0.5547, 0.595, 1.3944, 1.9892, 0.6724, 1.8344, 0.6876, -0.2215, 0.2588, 0.5163, 1.4584, -1.1169, 1.0366, -0.3238, 1.7531, -0.5977, 0.6627, -0.3062, 0
1.1298, -1.2587, 0.8153, 0.626, -0.1545, 0.8732, -0.8575, -1.4326, 0.3558, 1.4602, -0.0319, -0.4861, 1.1354, 0.3774, 0.2752, 0.6883, 0.8809, 0.8474, -0.4332, -0.0999, 0
0.5031, 0.8267, -0.7048, 0.6098, 0.3405, 1.4435, 1.8755, 1.3627, 1.8875, -0.1091, -0.1633, 0.6866, 0.4621, 0.2842, -0.4849, -0.2083, -1.05, 0.8454, 0.5147, -0.6284, 0
0.6469, -0.4182, 0.821, 0.5696, 2.0186, 0.8823, -0.2401, -0.5055, 0.8237, -0.871, 0.2396, -0.733, 1.5163, 1.2264, 1.223, 2.4182, -0.4286, 0.9385, 1.5525, 0.9047, 0
0.2859, 0.0836, -0.4785, 0.0818, 0.8255, 0.2519, -1.5345, 1.2167, 1.3364, -0.4819, 0.5417, -1.1703, 1.3058, 0.6633, -0.852, -0.2072, 0.4864, -1.1682, 2.0E-4, 0.5438, 0
1.0876, -0.4711, 0.2405, -0.8851, -0.271, 1.3105, 0.5894, -0.599, 2.227, 0.2956, -0.3875, 0.9755, -0.8483, 0.3682, -0.4001, -0.4932, -0.7466, -0.9174, 2.2324, 1.2131, 0
0.5683, -0.4908, 0.7106, -0.649, -0.56, 0.541, -0.0849, 0.3729, 2.3937, 0.8742, 1.3472, -0.1702, 1.461, -0.6194, -1.8547, -0.5919, 1.0136, 0.2592, 0.2694, 1.4281, 0
-1.6826, 1.1699, -0.884, -0.0607, 1.3353, 0.2847, -1.1093, -0.5387, 0.6366, 0.8733, 0.5915, 0.5051, 0.0447, 0.4224, 0.7641, 1.0531, 2.8814, 0.9336, 0.6624, 0.1333, 0
1.723, 1.4362, -0.4379, 0.4063, 0.654, 1.337, 1.4907, 1.9437, 0.1011, -0.206, -1.1307, -0.2669, -0.78, 1.7003, 0.8317, -0.2532, -0.1426, -0.3841, 1.0136, 0.9646, 0
0.9477, -0.2465, 0.0314, 0.0416, -1.7552, -0.4566, 0.1272, 0.4245, 1.2156, -0.7935, 1.7562, -0.6384, -1.058, 0.5904, 1.0265, 0.8209, -0.1273, 0.0907, -0.5087, 0.9455, 0
0.9515, 0.8361, 0.8023, 1.0991, 2.1046, 0.8064, 0.9442, 0.5058, 0.329, -1.0047, 1.9735, 1.5558, -0.0316, 0.7904, 1.0744, 0.1973, -0.0334, 0.4658, 1.5342, 0.7273, 0
