@relation  twonorm
@attribute A1 real[-4.2497,3.5782]
@attribute A2 real[-3.9606,4.3451]
@attribute A3 real[-4.4798,4.4039]
@attribute A4 real[-3.8891,4.2589]
@attribute A5 real[-3.9099,5.6395]
@attribute A6 real[-4.0095,3.9901]
@attribute A7 real[-3.7334,4.4522]
@attribute A8 real[-4.5744,3.8648]
@attribute A9 real[-3.8136,4.254]
@attribute A10 real[-4.1999,4.0829]
@attribute A11 real[-3.9204,4.0953]
@attribute A12 real[-3.8262,4.3025]
@attribute A13 real[-3.9451,3.7817]
@attribute A14 real[-3.8516,4.1238]
@attribute A15 real[-3.6978,3.5485]
@attribute A16 real[-3.6976,4.2439]
@attribute A17 real[-3.9428,3.7233]
@attribute A18 real[-4.0653,4.0557]
@attribute A19 real[-4.1218,4.3238]
@attribute A20 real[-3.7831,4.279]
@attribute Class {0,1}


@data
1.1777, -1.6781, 0.8591, -0.487, 1.4969, 1.6351, 1.5055, 0.4899, -0.6426, 0.9557, 1.1105, 1.2531, 0.1236, 1.0597, 0.4878, 1.1942, 1.9403, -0.2088, 1.3008, -0.1811, 0
-0.2903, 0.4874, -0.421, -0.909, 1.0201, -0.3367, -0.3988, 0.5918, 0.6974, 1.035, 1.4074, 1.6035, 1.012, -0.5448, 1.6848, 0.3982, 1.5047, 0.9525, 0.9743, -0.2931, 0
0.1767, 0.6778, -0.7126, 0.7075, 0.5401, -0.2582, 1.0592, 1.7551, 1.7909, 0.301, -1.1731, -0.1772, -0.2659, 1.2832, 0.118, 1.076, 0.7976, 0.1184, 0.1329, 0.3698, 0
1.0266, 0.2915, -0.6609, -0.1629, 0.0252, 0.3933, 0.8504, 0.7029, 1.0729, 0.4233, 0.7141, -0.8517, 0.7061, 0.8758, -0.3727, 1.2064, 0.1876, 2.4415, 0.1702, 1.1673, 0
1.0468, 1.3896, -1.2023, 0.2975, -0.1617, 0.2061, 0.6022, 0.3932, 1.4052, 0.8078, 0.5904, 0.3262, -0.9275, -0.3097, 0.3284, -1.125, 0.1535, 1.611, 1.3182, 1.3346, 0
-0.6832, 0.4061, 1.3823, 0.6249, 1.0686, -0.0245, 0.768, -0.128, 0.0116, 0.8534, 1.706, -0.1466, 1.1674, 1.6568, 2.8523, -0.236, 0.4023, 1.8243, 0.9632, 0.5678, 0
0.919, -1.9796, 0.3672, 1.0829, 1.3183, 0.2965, 0.8007, 1.1204, -0.3601, -0.3318, 0.2366, 0.233, 1.2841, -0.1684, -0.3683, 0.0579, 0.6279, 1.1651, -0.5677, -0.4673, 0
0.495, 1.1478, 0.3115, -1.8863, 1.4947, -0.3074, 0.0533, 0.2979, 1.2996, -0.6514, -0.7748, -1.3915, 1.8722, -0.3422, 0.2788, 0.7807, 0.1544, 2.4, 1.9974, -0.6402, 0
-0.0539, 1.6899, 1.2892, 0.8408, 0.5284, -0.6897, -0.7863, 1.27, 1.1711, 0.5545, 0.5716, 0.5944, -0.7757, 0.6516, 1.2867, 1.3518, 1.5866, 1.165, -0.0914, 1.3358, 0
0.8475, 0.4503, -0.7069, 0.2077, 0.2216, 0.6149, 0.4196, 0.5977, -0.1424, 0.0983, 1.5765, -0.3665, 0.0844, -0.0206, 0.4455, -0.1749, -0.1143, 0.2938, 0.2584, -0.663, 0
0.7951, -0.1354, 2.0096, -1.2406, 0.6477, 1.6207, 0.1214, 0.4031, -0.7618, 0.3646, 0.4938, 0.427, 0.6083, 0.9382, -1.0004, -0.8466, 0.2789, -1.2275, 2.349, 0.16, 0
-0.2972, 2.1082, -0.1336, 0.6309, 0.9692, -0.0725, 1.6691, 1.7681, 0.3943, 1.2437, 1.7858, 0.7693, 0.8379, 0.7415, 1.6848, 0.7187, -0.7689, 0.911, -0.4293, 2.5651, 0
-0.1394, 0.431, 0.0184, 1.2085, -0.2547, 0.3451, 0.0928, -0.7852, 0.5615, 0.6691, 1.1721, 0.6958, 0.2696, 1.0897, -0.4276, 0.794, 0.1327, 0.771, 1.7614, 1.0552, 0
0.1173, -0.1244, 1.0663, 1.5245, 0.8302, -1.2316, -0.1049, -0.8106, 0.4144, 1.0942, 0.0606, 0.1755, 0.452, -0.2217, 0.5674, -0.5463, 0.7732, -0.7562, 1.4015, 1.131, 0
-0.9438, 0.9413, -0.0762, 1.2918, 0.055, 1.1258, 1.2403, -0.0115, -0.8646, -0.4229, 0.6125, 0.0189, 1.2303, 1.6288, -0.4937, -1.6293, 0.2605, 2.4993, 1.3709, -0.3843, 0
-0.5851, 1.4248, 1.4296, 0.122, -0.7331, -0.7946, -0.3613, 0.6031, 2.768, -0.2051, 0.3853, 0.3639, -0.6313, 0.7586, -0.0435, -0.2686, 2.5431, 0.547, 1.3897, 0.4104, 0
-0.0194, -1.1389, 0.3844, -0.0999, 0.8409, 1.5232, 0.6066, 0.8282, 0.1601, -0.2881, 0.4531, 1.6761, -0.1889, 0.174, 0.6682, 0.1369, 1.0022, 1.7153, 1.0427, 0.8104, 0
3.3384, 0.9601, 0.7569, 0.0156, -0.1169, 0.1897, 0.4005, 0.6107, 0.1241, 1.5392, 0.0474, 0.2903, -1.7571, -0.1728, 0.7572, 0.7899, 0.1121, -1.5361, 0.3156, 0.7803, 0
-2.0449, 0.0916, -0.0307, 0.5683, 1.0302, 1.3573, -0.2507, -0.3884, 0.3535, 1.0186, 1.0451, 0.9344, -0.6909, 0.7432, -0.9482, 0.0443, 0.3125, 0.4389, -0.3044, 0.8687, 0
-0.1043, -1.3331, 0.4744, -0.7201, 0.127, 0.2907, 0.7372, 1.6846, 0.8745, -0.4235, 2.0076, 0.7638, -0.6126, -0.5213, 1.9409, -0.1341, -0.6792, -0.1207, -0.594, 0.2129, 0
0.856, 0.5215, 0.2424, 0.3823, 0.4788, -0.4152, 0.541, 0.9937, 1.2053, -0.3297, 1.2252, 0.9856, 1.9334, 0.2898, 0.1782, 1.2156, 1.2395, -0.0214, 2.5925, 2.687, 0
1.0999, 1.4567, 0.9046, 1.8116, 0.2214, -0.1088, 0.0127, -1.4379, 1.1043, 0.5267, 0.7567, 1.2194, -0.7817, -0.3065, 0.8944, 0.1055, -0.3544, 1.5104, -0.2983, 0.9134, 0
1.6937, 0.2963, -1.5232, -1.7882, -0.8567, 0.9138, 0.762, 1.6535, 1.8886, -1.0978, -0.0034, -0.297, 0.7309, 1.7613, -0.3946, 0.0283, -0.6998, 0.1337, 1.252, 0.9398, 0
0.0259, 0.6913, 0.7254, 1.471, 0.3736, -0.7381, 0.4518, 0.323, 1.0699, -0.4367, 0.6951, 0.7883, 0.9579, 0.4048, 0.7273, 0.0492, 0.9599, 1.0922, 3.1202, 1.9365, 0
-0.3016, -0.7411, -0.7756, 0.3412, 0.8052, 0.5727, 0.3381, 1.7541, 0.4921, -0.7692, 0.4364, 1.0952, -0.7587, 1.1544, -0.3349, 1.3775, 1.2395, 2.0686, 1.0433, 1.236, 0
1.2704, 2.0786, -0.3251, 1.9478, 0.7177, 0.8388, 0.1235, 0.3033, 1.2603, -0.0781, 1.4173, 0.6355, 0.8245, 0.2456, -0.1894, 1.1541, -1.4241, 1.3419, 0.1766, 1.6431, 0
1.6525, -0.327, 0.2323, 1.3113, 0.152, -0.1667, -0.131, -1.0933, 0.0671, -0.5434, -0.3671, 0.7622, 1.3231, 1.7065, 0.2666, 0.9956, -0.9634, -0.2041, 0.5381, -0.1492, 0
0.5376, 2.2622, -0.7109, -0.3927, 0.4166, 1.3221, -0.0532, 0.544, -1.0094, 1.7903, 1.1026, 0.0432, 1.7597, -0.4199, 1.4845, 1.9203, 0.8611, 0.7545, -1.2944, 2.3462, 0
-0.1638, 1.4241, 0.5754, 1.2638, 1.5692, 1.7619, -0.2153, 0.9739, 0.6908, -0.3129, -0.413, 1.4688, 2.0094, -0.5697, 1.5969, 1.6372, 0.074, 0.4869, 0.337, 0.415, 0
-1.3171, 0.392, 0.2766, -0.2893, -0.2644, 0.0329, 1.7862, 1.3397, 1.2058, 0.6067, 0.7203, 1.0748, 0.7622, -0.7769, 0.02, 0.0224, 0.689, -1.1652, 0.2442, 1.6623, 0
-0.6858, 1.6126, 1.3103, -0.4337, 1.8688, -1.4002, 0.7662, 1.8045, 1.0612, -0.4402, 0.6871, 1.0854, -0.0094, -0.6165, 0.9939, 1.241, -0.9004, -0.5113, -0.1841, -0.9845, 0
0.4539, 0.1521, 1.5384, 0.985, 0.0858, 1.038, -0.0823, -0.1157, 0.8657, -1.3341, -0.8585, -0.1459, -0.6225, 1.0261, 0.4212, 1.5897, -0.7191, -0.3799, 0.0942, 0.2575, 0
0.9867, -0.4421, 0.4311, 0.5687, -0.0392, 0.2972, 0.0409, 0.4293, 0.1128, -1.7868, -0.1795, 0.1576, -0.1254, -0.9073, 1.8664, 1.8955, 0.1286, 1.2774, -1.0238, 1.2337, 0
-0.1681, 1.1399, 0.0105, 0.3691, 1.2479, -0.7552, 0.2168, -1.6945, 1.1146, -0.0111, 0.7906, -0.9304, -0.0892, 0.2091, -2.0641, -0.7999, -0.1127, -0.9179, 0.8729, 1.4135, 0
-0.1664, -1.2922, 0.8959, 0.4078, 0.8282, 0.2186, 0.7482, 1.7189, 1.7603, -0.13, -0.0709, 0.7301, 0.4443, 0.8873, -0.6106, 0.5513, 0.4247, 1.1914, 1.5501, 0.3751, 0
0.5892, 0.9195, 0.3806, -0.2314, 0.3847, 2.5928, -0.6079, 0.4391, 1.5276, 1.0958, 1.1464, -0.4119, -0.3563, -0.6659, -0.0112, 0.4057, -0.3618, 0.3678, 0.3088, 0.6836, 0
1.8459, -0.1589, 0.0053, 0.2682, 0.4152, 0.2181, -0.3375, -0.9172, 0.4341, -0.2443, 0.7535, 1.2656, 0.7157, 0.0583, 1.1183, 0.8869, 0.0635, -0.3896, 2.1055, 0.0152, 0
-0.3638, 0.233, -0.0912, -1.3671, 0.8953, -0.9092, 0.0028, -0.6647, 0.2236, 3.4028, -0.6764, 1.3276, -0.0189, 0.1846, -0.389, -0.0046, 1.8153, 1.9438, -0.7488, 0.5934, 0
1.6382, 0.82, 1.3913, -0.789, 0.968, 0.2781, 0.8147, -0.2274, 1.7059, 2.2246, -0.5552, 1.9139, -0.5075, 1.9271, 0.4848, 1.6635, 0.4782, 1.6913, 0.369, 1.6749, 0
1.2795, -0.6729, 1.3869, 0.3997, -1.0285, 1.5242, -0.6935, 0.8878, -0.4426, 0.7385, 0.936, -0.8677, 0.6625, 0.2275, 0.5072, 2.455, -1.5947, -0.1976, 1.1943, -0.0433, 0
0.2255, 0.6844, 0.6051, 1.6244, 1.2661, 1.2254, -0.6662, 0.6546, 0.7741, 1.0732, -0.7417, 0.8945, 0.6646, 0.9305, 0.3348, -0.7826, 0.5211, 0.8698, 0.708, -0.0743, 0
0.3783, 0.1369, 1.0524, 2.0314, -1.3453, 0.7684, 0.6784, -0.8355, 0.3463, 0.3696, 0.0153, 1.798, 1.2427, 0.4584, 1.1496, -0.8164, 0.7159, 0.2428, 0.6869, -0.4352, 0
-0.9923, 0.2174, 0.2986, 1.1077, -0.0050, 0.2953, -1.0625, -0.0908, 0.3965, -0.7097, -0.0011, 0.1492, 0.0029, -0.3577, 0.9363, 0.9048, 0.2717, -0.3742, 0.6488, 0.7881, 0
-0.3488, -0.2447, 1.3921, 0.7109, 0.9287, 0.4173, 1.3543, 0.9343, 0.8344, 0.3931, 0.5678, -1.1471, 0.7467, -0.1629, -0.3725, 0.4294, 0.7979, -0.129, 0.1732, -1.6876, 0
-0.1798, 0.8284, 1.2511, 1.0176, 1.8396, 0.4419, 0.9854, -0.2753, -0.6196, 1.4128, -2.0256, -0.5019, -0.764, -1.1048, 0.4338, 2.0587, 0.8477, 1.0707, -1.0741, -0.0687, 0
0.9679, -0.7232, 1.3159, -0.8772, 0.0633, -1.0782, 1.8309, -1.2785, 1.5191, 2.2836, 2.6541, 0.2948, 0.4273, -0.6328, -1.3315, 1.4779, 1.2975, 0.7736, 1.4267, 1.612, 0
1.5061, -0.8844, 1.2403, 0.8784, 0.1839, 2.8165, 0.8442, 0.7518, -0.0407, 1.4384, 1.9532, 0.5, 0.0154, 0.0176, -0.5592, 1.3709, 1.1506, 0.0709, 1.3645, -0.0576, 0
-0.2088, 0.135, 0.5371, 1.568, -0.0139, 0.5278, 0.8089, -1.0329, 0.5502, 0.7837, -0.0035, 0.8078, 0.5719, 1.0169, 1.3983, 1.5206, 1.2272, -0.6351, 0.3758, -0.243, 0
-0.7338, 1.7028, 0.0971, -0.4689, 1.0304, 2.1011, -0.0541, -0.2029, 0.0014, 1.3865, 0.3589, -0.3798, -0.3293, 0.0459, 1.0218, -0.9368, -1.6181, 0.1438, 1.6897, -0.6528, 0
0.6534, 0.9799, 0.8702, 1.3464, -0.0252, 0.4177, 0.0090, -0.6544, 0.2905, -0.4502, 0.6486, 0.7843, 0.5016, -0.3675, 0.7539, 2.6432, 0.5339, 1.7481, 1.8642, 0.687, 0
-0.3924, -1.2028, -1.3357, 2.7664, -0.5326, 1.4579, -0.2589, 1.8665, 0.9004, 0.8123, 0.8044, 0.0583, 1.1608, 0.875, -1.6247, 0.0724, -0.5826, -0.3186, 1.6867, -1.2333, 0
-0.0053, -1.0029, 1.0836, 0.0129, -0.2433, 0.2472, -0.2362, 0.5488, -0.5171, 1.8597, 0.1204, 0.0356, 0.8377, 0.7565, 0.6499, 0.2988, -0.1661, 3.499, 0.488, 0.6478, 0
1.5477, 0.3663, 0.343, 0.3557, 0.835, -0.0501, -0.37, 1.6453, 0.0731, -0.2878, 0.0222, 0.0846, -1.3691, 1.5288, 0.8925, -0.0318, 2.0261, -0.6689, 0.6746, 1.2122, 0
1.1172, -0.4601, 0.6166, -0.2385, 2.7042, 0.8989, 0.0475, 0.7365, 2.1492, 1.944, -0.6221, 2.1487, -0.1106, 0.996, 2.4888, 0.4105, -0.0515, 1.6921, -0.181, 0.8062, 0
1.2876, 0.6514, -0.0826, 0.5798, -0.1912, 2.5598, -0.5443, -0.3767, 1.4522, 0.543, 0.8095, 1.7283, 0.2996, -1.058, 0.4287, 0.1596, -0.2751, 0.7126, -0.4802, 0.2198, 0
0.4839, 2.1507, 2.8721, 0.3753, 0.5054, 0.4715, -0.0567, 1.5844, 0.0228, 0.0786, 0.3558, 1.8653, -0.4944, 1.6059, -0.1993, 0.6952, 0.3049, 1.6912, 0.8751, 0.7628, 0
-1.3873, 0.214, 0.4845, 0.3952, -0.3815, 0.2571, 0.8524, 1.5126, -0.2886, -0.0343, 0.3745, 0.8346, 0.1268, 2.4471, 1.619, -0.6461, 1.3093, 0.0763, 0.4905, -0.985, 0
1.3, 2.1654, 0.2195, -0.182, -0.6657, 0.6627, -1.083, 0.2895, 0.5693, -0.1984, 0.0872, -0.2728, 0.2269, -0.638, 0.7028, -0.9528, 1.0773, 0.4682, 1.9662, -1.0227, 0
0.1595, -1.0768, -1.6337, 0.2732, 0.5523, 0.5681, 0.1985, 0.7523, -0.5301, 0.3682, -0.2416, -1.2728, -0.271, 0.4648, 0.9655, 1.8924, 1.232, 1.4861, 1.1895, -0.0526, 0
0.7224, -0.8206, -1.1169, 1.4787, 0.8124, 0.334, -0.6765, 1.1468, -0.1481, -0.271, -0.308, 0.0228, -0.805, 1.8166, 0.1834, 0.5504, 3.1097, 1.5671, 1.1992, 0.6056, 0
-0.7531, -0.9773, 0.2786, 0.2802, 0.2498, -0.9623, 2.4224, 0.4028, 1.1707, 2.1003, -0.1526, -1.2565, 1.1715, 1.3501, 0.1885, -0.1608, -0.3966, 1.8739, 0.4072, -0.0417, 0
0.3646, 1.7552, -1.1186, 0.2591, 0.5301, 0.8219, 1.0014, 1.9476, 1.4983, -0.761, 0.0767, 0.4183, 0.0755, -0.6089, 0.5854, 0.1725, -0.7414, 0.0802, 0.9636, 0.9932, 0
-0.721, 1.087, -1.4945, 0.0050, 0.505, 1.4493, 0.406, 2.5637, -0.2611, 0.8339, -1.0364, -0.4777, 0.5481, -0.6764, -1.9559, 0.9687, 1.1535, 0.7643, 0.6619, -0.3546, 0
0.0073, 0.741, -0.0722, -1.0988, 1.7567, -1.2479, 0.7417, 0.3866, 1.1478, 1.5556, 0.6187, 1.3977, -0.5419, 0.6258, 1.1307, 0.4964, 1.3028, -0.3608, -0.176, -1.0844, 0
0.0518, 0.1931, 0.1971, 0.3055, 1.0484, 1.6035, 0.3349, -0.5907, 0.8257, 0.3323, 1.2646, -1.7665, 1.3751, 1.8205, 0.6574, 0.552, -0.2093, -0.0283, 1.3789, 1.2494, 0
0.7568, -0.4706, -0.2671, 0.4063, 0.6418, 1.9924, -0.4569, 0.6354, 1.2153, -0.3689, 0.5239, 0.5058, 1.1299, 1.3576, -0.7632, -0.0079, 0.5876, 1.3004, 0.5493, 1.1034, 0
-0.7451, 0.8163, -1.15, 1.0728, 1.1542, 1.3348, -0.1621, 0.9951, 0.6015, 0.7481, -0.9505, -0.8844, 1.264, 2.6462, 1.3089, 0.0433, 0.1231, 1.0427, 1.0071, -0.3612, 0
-0.4425, 0.2025, 0.1449, -1.5282, 2.1249, -0.6908, -0.0198, 1.3094, -0.1514, -1.0807, 0.8123, 0.3258, 0.7437, 0.8635, 0.3951, -1.2417, 1.5391, 1.0435, 0.6945, 1.3703, 0
0.0627, 0.0566, -1.9903, 2.1766, 1.2663, 1.7063, 0.1118, -0.2755, -0.0619, 0.8732, 0.5818, 1.0768, 0.3161, -0.04, 1.3693, -0.3501, 2.5285, -0.4825, 1.746, 1.9237, 0
0.6921, 0.1809, 0.8604, -0.4377, 0.7158, 1.2345, 0.1499, 0.8939, -0.0716, 0.036, -0.8296, 1.3335, 1.1458, 0.1216, -0.6728, 1.3737, -0.3944, 1.0741, 0.4133, 1.5334, 0
0.8456, 0.6227, 2.1607, 0.5185, 1.3046, 1.1593, -0.1773, 0.2691, 0.0139, 1.1675, -0.0522, 0.8131, 1.5425, 0.2859, 0.9956, 0.4507, 1.8618, 0.9793, -0.2787, -0.0187, 0
1.4716, 1.6862, 1.2795, 0.6885, 0.3297, 0.6789, 0.2286, -0.0327, 1.3579, -0.948, 1.2255, -0.486, 0.4855, -0.2104, 0.1922, 1.2011, -1.0186, -0.7195, 0.3553, 0.1986, 0
1.7837, 1.6791, -0.702, 0.3683, 0.8707, -0.0526, 1.0166, 0.4448, -0.1909, 0.1526, -0.11, -0.4009, -2.1746, 0.598, -0.2672, 1.0866, 0.3942, 1.4151, 0.9542, 0.6137, 0
1.7626, -0.5207, 0.712, -1.5568, 0.9076, 1.7878, 0.7328, 1.8202, -1.0887, -0.5797, -0.4464, 0.2069, 0.5459, 1.029, 0.9426, -0.1455, 0.7848, -0.9478, 1.323, 1.7432, 0
0.5998, 0.8041, 1.6688, -0.5954, 0.8914, 0.2556, -0.0228, 0.1955, -1.1275, -0.1267, -0.9428, 0.7751, 1.5126, 0.7321, 1.207, 1.2341, 2.7921, 0.4089, 1.3227, 0.9683, 0
1.1349, -0.5684, 0.4554, -0.5213, 0.7196, 0.1112, -1.082, 1.0526, 0.4539, -0.6705, 1.0312, 1.3231, 0.0227, 0.3465, 0.963, 0.8781, 1.7332, -0.3441, 1.1716, 1.187, 0
-0.4544, 1.9003, -0.7303, 0.9066, 0.902, 2.2587, 0.2863, 0.8474, 1.3833, 0.6541, -0.4938, 0.619, 0.3487, 1.5503, 0.2698, 0.0647, -0.8194, 1.2313, 0.9913, 0.5926, 0
0.3149, -0.4713, 0.4557, 0.8873, 1.0822, 0.6654, -0.5385, 0.5104, 0.3316, 0.4069, -0.0311, 2.5473, 0.1324, 1.3608, 0.5685, 0.148, 0.8484, 0.7068, -0.1042, 0.075, 0
1.1777, -0.7469, -0.0621, -0.177, -0.0128, 1.7154, 0.6153, 0.2807, -0.5353, 1.1904, -1.4497, -0.4315, 0.0983, 1.0704, 1.6314, 2.1355, 0.367, 0.8929, 1.027, 0.6602, 0
0.1062, 1.3347, 1.4006, 0.7344, 0.7892, 1.4194, 0.6064, -0.8188, -0.4658, -0.4156, 0.3467, 1.5603, 2.0453, -0.3351, 0.3349, 0.3482, 0.3911, -0.9065, 0.5095, -0.541, 0
0.8426, 0.4003, 1.3812, 0.3202, -0.064, -0.4777, 0.9703, -0.4324, 0.9264, 1.1383, 0.1541, 0.1579, -0.6896, 0.2143, 0.7315, 2.1884, 0.5154, 1.4167, -0.0627, -0.5259, 0
0.8528, -0.4223, 1.0484, 1.0235, 0.9179, -1.2694, 2.3975, 0.1796, 0.3083, 0.8947, 0.0857, 1.4236, 0.6396, 1.214, -0.7258, 0.9769, -0.9526, 0.5502, 1.1712, -0.5877, 0
1.2888, -0.261, -0.6258, -0.926, 0.7067, 0.0564, 0.3749, 0.1614, 1.419, -0.1006, 0.4469, -0.5487, 1.5659, 1.5743, 2.874, -0.4688, 1.4523, 1.4338, 0.0295, -0.4186, 0
0.1336, 0.9103, 0.1573, 2.0636, 1.353, 2.5144, -1.5423, 2.1641, 1.193, -2.0758, 1.1121, 0.5155, 1.5476, -0.9685, 0.3583, -0.366, 0.0965, 0.3261, -0.1671, -0.9463, 0
1.4871, -0.3233, 0.1326, -0.5129, 0.8621, -0.0649, 0.0484, -1.2856, -0.6307, 0.2474, 0.9968, 1.7495, -0.7479, -0.6265, -0.156, 0.8637, -0.8366, -0.7895, 0.2761, 0.9474, 0
1.0915, 0.0324, 0.4439, 1.2877, 1.3411, 0.8087, 0.7409, 0.605, 1.2968, 1.4954, 1.3448, -0.1883, -0.3681, -0.8008, -0.7892, 0.2078, 1.4339, 0.381, -1.5723, 0.0259, 0
1.2843, 0.384, -0.5581, -0.2039, 0.2965, 1.5836, 2.3537, -0.2815, 2.3034, 0.1257, 0.8439, 1.8735, -0.1086, 0.3047, 0.1957, 0.2167, 2.0024, 0.1275, 1.537, -0.5127, 0
1.3433, 1.2896, -0.5138, 0.0247, 1.5561, 0.1991, 1.4526, 0.4609, 0.4163, 1.0323, 1.3474, 1.9594, 1.3403, 1.5092, 0.6277, -1.0498, -2.03, -1.1207, -0.2576, -0.0089, 0
1.0017, -0.4248, -0.3943, 0.6931, -0.3816, -0.2462, -1.225, 1.1944, 0.7974, -0.4205, 0.2992, 0.2804, -0.4794, 1.6273, 1.0952, -0.0504, -0.2084, -0.2509, -1.0833, 0.3885, 0
0.6708, 0.8202, 0.7287, 0.8601, 0.9128, 0.6379, -0.5628, 1.0639, 0.6842, 0.0405, -0.9744, 0.5861, -0.4833, -1.0904, 2.0897, 1.2349, 0.372, 0.5281, -0.2234, 0.7674, 0
1.3835, -0.7739, 1.2018, 0.7351, -0.0821, 0.6823, 0.3529, 1.6432, -0.8299, -0.0715, 1.3811, 0.2258, 0.593, -0.5925, -0.1022, 1.4551, 1.0983, -1.5298, 0.6951, 0.6743, 0
