@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}


@data
0.265, 1.4, -1.0
-0.495, -1.2, -1.0
0.284, 2.31, -1.0
-0.747, -0.72, -1.0
-0.292, -1.32, -1.0
1.42, -0.0465, -1.0
-0.984, -0.807, -1.0
-0.244, -1.2, -1.0
0.994, 0.348, -1.0
0.217, -1.21, -1.0
0.407, -0.94, -1.0
-0.76, -0.862, -1.0
1.81, -0.218, -1.0
-2.06, 0.392, -1.0
0.663, 1.7, -1.0
0.134, -1.18, -1.0
0.176, 1.94, -1.0
0.61, 0.488, -1.0
-1.83, 0.601, -1.0
0.42, 1.1, -1.0
0.831, 1.35, -1.0
-0.399, 1.3, -1.0
1.63, -0.539, -1.0
-1.41, 1.14, -1.0
-0.391, 1.1, -1.0
-0.503, 1.35, -1.0
-0.959, 1.08, -1.0
-0.621, 1.52, -1.0
-1.17, 1.08, -1.0
-0.562, -0.873, -1.0
-0.918, 1.44, -1.0
0.326, 1.45, -1.0
0.709, 0.872, -1.0
-0.109, -1.07, -1.0
-0.865, -1.1, -1.0
0.777, 0.312, -1.0
0.00453, 1.47, -1.0
-1.93, 0.525, -1.0
-0.638, -1.01, -1.0
-1.42, 0.624, -1.0
0.869, 0.576, -1.0
-0.833, -0.569, -1.0
-0.766, 1.06, -1.0
-0.389, -1.32, -1.0
1.01, 0.829, -1.0
0.812, 0.708, -1.0
0.823, 1.04, -1.0
-0.795, -1.43, -1.0
0.514, 1.27, -1.0
-0.606, -0.997, -1.0
-0.37, 1.48, -1.0
-0.203, -1.08, -1.0
-1.2, 0.659, -1.0
-0.956, -1.61, -1.0
0.713, 0.948, -1.0
-0.688, -1.14, -1.0
-2.19, 0.0991, -1.0
-0.861, -0.972, -1.0
-0.784, -1.05, -1.0
-0.555, 0.908, -1.0
-0.216, -1.38, -1.0
-0.0406, 2.09, -1.0
-0.0701, -1.23, -1.0
0.364, -0.858, -1.0
1.63, -0.251, -1.0
1.02, 0.997, -1.0
-0.767, -1.2, -1.0
0.931, 0.783, -1.0
-0.534, -1.23, -1.0
-0.451, 1.72, -1.0
-1.42, -1.4, -1.0
1.24, 0.809, -1.0
0.0762, -1.27, -1.0
0.226, -1.02, -1.0
-0.693, 0.953, -1.0
0.148, 1.26, -1.0
1.44, 0.358, -1.0
-0.721, 1.19, -1.0
0.518, 1.41, -1.0
0.23, -1.15, -1.0
-1.45, 0.377, -1.0
0.912, 2.1, -1.0
0.732, 0.493, -1.0
-0.705, -0.93, -1.0
0.463, 0.935, -1.0
1.31, 0.17, -1.0
-1.13, -1.06, -1.0
1.32, -0.144, -1.0
0.104, -1.04, -1.0
-0.334, 1.63, -1.0
2.44, -0.448, -1.0
-1.21, -0.934, -1.0
0.417, -1.28, -1.0
0.498, -1.02, -1.0
1.49, 0.627, -1.0
1.39, -0.498, -1.0
-0.52, -1.52, -1.0
-0.151, 1.66, -1.0
0.856, 0.669, -1.0
-0.379, -1.6, -1.0
-0.929, -1.39, -1.0
1.66, 0.239, -1.0
-0.116, -1.36, -1.0
-0.717, -1.03, -1.0
-1.94, 0.832, -1.0
0.822, 0.192, -1.0
-1.25, 0.479, -1.0
-1.77, 1.01, -1.0
-0.437, -0.984, -1.0
-1.02, 1.53, -1.0
-0.405, -1.25, -1.0
0.48, -1.1, -1.0
-0.048, -1.06, -1.0
0.273, -1.45, -1.0
1.81, -0.0547, -1.0
1.57, -0.114, -1.0
-1.55, 0.386, -1.0
-1.03, 1.18, -1.0
-1.49, 0.555, -1.0
-1.4, 0.98, -1.0
1.58, -0.468, -1.0
0.309, -1.03, -1.0
1.15, 0.715, -1.0
1.1, 0.458, -1.0
0.722, 0.368, -1.0
-0.926, 0.694, -1.0
0.129, 1.52, -1.0
0.572, -1.24, -1.0
0.102, -1.36, -1.0
1.26, 1.72, -1.0
1.46, 0.0665, -1.0
0.636, 0.756, -1.0
-0.488, -1.31, -1.0
-0.603, 1.3, -1.0
-0.519, -0.799, -1.0
0.121, 1.72, -1.0
1.17, 1.28, -1.0
-0.369, -1.14, -1.0
0.677, 0.964, -1.0
1.35, 0.472, -1.0
-0.254, -1.37, -1.0
0.93, 0.65, -1.0
0.854, 1.15, -1.0
0.858, 0.399, -1.0
1.67, 0.0877, -1.0
0.836, 0.849, -1.0
2.2, -0.665, -1.0
1.14, 0.148, -1.0
0.499, -1.17, -1.0
0.301, -1.29, -1.0
-0.811, -1.21, -1.0
-0.974, 1.05, -1.0
-0.285, 1.98, -1.0
1.34, -0.689, -1.0
1.6, 0.0487, -1.0
0.288, 1.62, -1.0
1.93, -0.842, -1.0
-0.431, 1.21, -1.0
-1.63, 0.728, -1.0
0.13, 1.38, -1.0
0.0558, 1.88, -1.0
0.612, 1.37, -1.0
-1.7, 0.422, -1.0
-0.76, -1.26, -1.0
1.03, 0.0331, -1.0
-0.127, -1.33, -1.0
0.987, 0.858, -1.0
-0.769, 1.35, -1.0
0.763, 1.15, -1.0
-0.0677, 1.74, -1.0
0.957, 0.0986, -1.0
0.0343, -1.18, -1.0
0.286, 1.23, -1.0
-0.058, -0.904, -1.0
-0.816, 0.562, -1.0
-0.769, -1.46, -1.0
0.871, 1.29, -1.0
0.829, 1.56, -1.0
-1.21, 1.27, -1.0
-0.303, -0.883, -1.0
-0.596, -1.33, -1.0
1.29, 0.622, -1.0
1.25, -0.00263, -1.0
0.656, 1.25, -1.0
0.0379, -1.64, -1.0
0.0116, -1.09, -1.0
-0.335, -0.81, -1.0
-1.08, -1.3, -1.0
-0.206, -1.15, -1.0
-0.35, -1.49, -1.0
0.56, 1.18, -1.0
0.647, 0.317, -1.0
-3.09, -0.832, -1.0
0.515, 2.21, -1.0
1.66, -0.384, -1.0
1.24, 0.31, -1.0
-1.19, 0.814, -1.0
1.4, 0.43, -1.0
-1.52, 0.934, -1.0
-0.163, -0.759, -1.0
-0.0189, -1.28, -1.0
0.178, 1.49, -1.0
0.479, -0.821, -1.0
0.177, -1.37, -1.0
-1.69, 0.614, -1.0
1.05, 0.899, -1.0
-0.317, 1.77, -1.0
-0.865, 1.6, -1.0
-1.6, 0.632, -1.0
-0.526, 1.26, -1.0
0.84, 1.42, -1.0
-1.1, 0.811, -1.0
0.275, -0.987, -1.0
0.306, -1.13, -1.0
1.05, 0.768, -1.0
-0.634, 1.65, -1.0
-0.901, -1.68, -1.0
1.49, -0.156, -1.0
0.3, -1.18, -1.0
1.66, 0.672, -1.0
0.45, 1.6, -1.0
1.15, 0.824, -1.0
1.14, 0.647, -1.0
0.1, -1.48, -1.0
-0.106, -1.14, -1.0
-0.158, -1.08, -1.0
1.16, 0.0489, -1.0
0.465, 0.842, -1.0
0.651, -1.08, -1.0
1.85, -0.377, -1.0
-0.201, 1.35, -1.0
-0.885, 1.05, -1.0
-0.935, 1.02, -1.0
0.198, -1.41, -1.0
-0.96, 1.34, -1.0
1.25, -0.322, -1.0
-0.835, 0.671, -1.0
-0.314, -0.984, -1.0
-0.00621, 1.56, -1.0
0.829, -0.305, -1.0
-0.388, -1.08, -1.0
1.27, -0.441, -1.0
-1.02, 0.619, -1.0
0.0543, -0.967, -1.0
-0.639, 1.25, -1.0
0.66, 0.835, -1.0
-0.258, -1.06, -1.0
0.47, 1.21, -1.0
-0.00698, -1.15, -1.0
1.54, -0.336, -1.0
1.68, -0.472, -1.0
1.22, 0.247, -1.0
1.18, 0.424, -1.0
-0.511, 1.5, -1.0
0.066, -1.23, -1.0
-0.0381, -0.791, -1.0
-0.306, 2.28, -1.0
-1.31, 0.916, -1.0
0.385, -0.744, -1.0
1.36, -0.412, -1.0
0.272, -1.6, -1.0
0.26, 1.91, -1.0
-0.0659, -1.33, -1.0
-0.076, -1.12, -1.0
-1.14, 1.16, -1.0
-0.922, 0.533, -1.0
1.22, 0.541, -1.0
0.409, -1.51, -1.0
2.22, -2.04, -1.0
-0.468, -1.17, -1.0
0.941, 1.16, -1.0
0.00854, 1.31, -1.0
-1.37, 0.808, -1.0
-1.4, 0.475, -1.0
-0.532, -1.17, -1.0
0.379, 1.74, -1.0
1.23, 2.19, -1.0
1.41, 0.607, -1.0
0.686, 1.2, -1.0
1.1, 0.508, -1.0
0.605, 1.28, -1.0
1.88, 0.325, -1.0
-0.733, -1.34, -1.0
-0.298, -1.16, -1.0
0.774, 0.617, -1.0
0.577, 0.628, -1.0
-0.583, -1.05, -1.0
-0.815, 1.18, -1.0
-0.64, -0.939, -1.0
1.45, 0.169, -1.0
1.08, 0.72, -1.0
-0.246, -0.739, -1.0
1.09, 0.812, -1.0
-1.04, 0.679, -1.0
-0.606, 3.19, -1.0
-1.42, 0.728, -1.0
-0.954, 0.848, -1.0
0.742, 0.744, -1.0
-0.497, 1.07, -1.0
-0.604, -1.2, -1.0
0.0399, -1.28, -1.0
0.698, 1.02, -1.0
-0.343, -1.39, -1.0
-0.648, -0.631, -1.0
1.98, -0.0252, -1.0
0.695, 0.651, -1.0
-0.0685, 0.931, -1.0
1.88, 0.116, -1.0
-0.611, -1.28, -1.0
-0.375, 1.36, -1.0
-0.446, -0.861, -1.0
-1.46, 1.2, -1.0
-0.145, -1.39, -1.0
1.31, 0.208, -1.0
-0.189, -1.24, -1.0
0.617, 1.11, -1.0
1.75, -1.03, -1.0
-0.542, 1.12, -1.0
0.477, 1.83, -1.0
-0.838, -1.17, -1.0
1.15, 0.329, -1.0
-0.847, -0.871, -1.0
1.01, 0.446, -1.0
-0.172, -1.31, -1.0
0.845, 0.766, -1.0
0.484, 1.04, -1.0
-0.901, -1.13, -1.0
-0.74, -1.53, -1.0
0.916, 1.63, -1.0
-0.567, -1.7, -1.0
-0.647, -1.22, -1.0
-1.25, 0.985, -1.0
-0.17, 1.18, -1.0
-0.634, 1.08, -1.0
0.0726, -1.31, -1.0
0.925, 0.895, -1.0
1.74, -0.143, -1.0
-1.16, -0.641, -1.0
-1.29, 1.52, -1.0
1.04, 0.285, -1.0
1.05, 0.651, -1.0
-1.12, 0.494, -1.0
1.52, 0.795, -1.0
0.819, 0.546, -1.0
0.0125, -0.665, -1.0
-1.19, 0.309, -1.0
-0.0611, -1.4, -1.0
-0.56, -1.12, -1.0
-0.547, -1.31, -1.0
-0.218, -1.63, -1.0
0.179, 1.81, -1.0
-0.2, -1.02, -1.0
0.662, 1.49, -1.0
-0.487, -1.13, -1.0
1.26, 0.144, -1.0
1.2, -0.213, -1.0
0.823, -1.21, -1.0
0.42, 2.1, -1.0
0.167, 0.87, -1.0
1.05, 0.219, -1.0
-0.861, -1.21, -1.0
-0.941, 0.976, -1.0
1.72, 0.0291, -1.0
0.786, 0.945, -1.0
-0.254, -0.932, -1.0
0.357, -1.07, -1.0
0.639, -0.815, -1.0
-1.06, -1.54, -1.0
-0.202, 1.64, -1.0
-2.06, -0.332, -1.0
-0.519, -1.0, -1.0
2.59, -1.15, -1.0
-1.96, -0.942, 1.0
0.945, 0.239, 1.0
-1.1, 0.641, 1.0
-1.07, -0.552, 1.0
0.785, -0.601, 1.0
-0.247, 0.775, 1.0
-0.171, 1.68, 1.0
0.252, -0.389, 1.0
0.889, -0.566, 1.0
-0.687, -0.458, 1.0
-1.43, 0.0281, 1.0
0.233, -0.275, 1.0
-1.84, -0.865, 1.0
-0.105, -0.442, 1.0
0.369, 0.428, 1.0
-1.54, -0.618, 1.0
1.37, 1.24, 1.0
0.975, -1.34, 1.0
0.511, -0.773, 1.0
-1.8, -1.71, 1.0
-0.839, 0.111, 1.0
0.423, -0.334, 1.0
0.156, 0.152, 1.0
-1.49, 0.228, 1.0
-0.135, 0.136, 1.0
-0.179, 0.19, 1.0
0.535, 1.46, 1.0
-0.554, -0.38, 1.0
-0.683, 0.139, 1.0
-1.51, -0.285, 1.0
0.0176, 0.0932, 1.0
0.456, 0.278, 1.0
0.512, -0.49, 1.0
0.667, -1.01, 1.0
-0.114, 0.846, 1.0
-1.44, -0.47, 1.0
0.844, -0.402, 1.0
0.324, 1.68, 1.0
-1.56, -0.329, 1.0
-0.314, 0.0194, 1.0
-1.33, -0.647, 1.0
0.764, 1.98, 1.0
1.24, -1.33, 1.0
1.18, -0.335, 1.0
0.621, 1.32, 1.0
-0.629, 0.809, 1.0
-0.33, 0.301, 1.0
0.92, -0.717, 1.0
0.0436, 0.0126, 1.0
-0.193, -0.288, 1.0
-0.836, -0.507, 1.0
-0.391, -0.547, 1.0
0.137, 1.94, 1.0
-0.411, 0.727, 1.0
0.0413, 0.345, 1.0
0.6, -0.38, 1.0
0.528, -1.04, 1.0
-1.21, -0.392, 1.0
1.15, -0.451, 1.0
2.64, 1.14, 1.0
-0.737, -0.0677, 1.0
1.02, -0.549, 1.0
0.775, 0.0171, 1.0
0.0968, -0.225, 1.0
0.899, -0.235, 1.0
0.244, 1.84, 1.0
-1.71, -1.29, 1.0
-0.0753, 0.267, 1.0
-1.37, -0.803, 1.0
1.08, -1.02, 1.0
-0.838, 0.644, 1.0
-1.34, -0.462, 1.0
-1.15, 0.406, 1.0
0.646, -0.932, 1.0
0.136, 1.46, 1.0
-1.07, 0.00513, 1.0
-0.169, -0.135, 1.0
-1.74, -1.83, 1.0
0.859, -0.952, 1.0
-1.07, -1.11, 1.0
-1.63, -0.363, 1.0
1.85, 1.61, 1.0
0.896, 0.36, 1.0
-0.101, -0.122, 1.0
1.0, 0.285, 1.0
-0.752, -0.319, 1.0
-1.11, 0.308, 1.0
1.67, 0.974, 1.0
0.706, 1.38, 1.0
-0.57, 0.502, 1.0
1.09, -0.384, 1.0
-1.81, 0.0758, 1.0
-1.11, -0.653, 1.0
1.98, 1.27, 1.0
0.624, -0.285, 1.0
-0.253, -0.406, 1.0
0.0317, -0.821, 1.0
-1.39, -0.156, 1.0
-0.326, 0.168, 1.0
-0.153, 1.97, 1.0
1.32, -0.331, 1.0
1.56, -0.367, 1.0
-0.308, 2.19, 1.0
-0.488, -0.566, 1.0
-0.472, -0.0198, 1.0
-0.201, 0.596, 1.0
0.475, -0.381, 1.0
2.43, 1.39, 1.0
0.416, 1.86, 1.0
0.406, -0.707, 1.0
-0.255, -0.142, 1.0
-1.66, -0.56, 1.0
-0.171, 0.0105, 1.0
1.42, 1.49, 1.0
-0.628, 0.601, 1.0
1.8, 1.36, 1.0
1.76, 1.33, 1.0
-0.379, 0.638, 1.0
-1.31, -1.16, 1.0
-0.957, 0.848, 1.0
-1.52, -0.993, 1.0
0.252, 0.258, 1.0
0.562, 0.172, 1.0
-1.7, -1.16, 1.0
1.2, -0.944, 1.0
0.82, -0.514, 1.0
-0.679, 0.536, 1.0
-1.51, 0.348, 1.0
1.18, -1.19, 1.0
0.445, 0.135, 1.0
-1.87, -1.26, 1.0
-0.477, 0.676, 1.0
0.629, -0.617, 1.0
0.773, -0.747, 1.0
0.575, -0.19, 1.0
-1.24, -0.0104, 1.0
-0.146, 1.83, 1.0
-1.32, -0.403, 1.0
-1.13, 0.193, 1.0
-1.78, -0.582, 1.0
-0.755, -0.759, 1.0
-0.651, 0.369, 1.0
2.0, 1.71, 1.0
-0.167, -0.633, 1.0
0.641, 1.72, 1.0
-0.356, -0.0513, 1.0
0.258, 0.482, 1.0
-0.0299, 0.617, 1.0
-0.238, 1.74, 1.0
1.21, -0.774, 1.0
0.85, -0.829, 1.0
0.271, -0.0382, 1.0
0.59, -0.796, 1.0
0.265, -0.182, 1.0
0.878, -1.38, 1.0
-0.221, 0.12, 1.0
-1.35, -0.57, 1.0
0.413, 0.473, 1.0
0.841, -0.0776, 1.0
0.403, 0.0297, 1.0
-0.879, 0.499, 1.0
0.377, 0.198, 1.0
1.35, -1.23, 1.0
0.0090, 0.928, 1.0
-1.53, -1.21, 1.0
1.34, 1.37, 1.0
0.703, -0.583, 1.0
-1.18, -0.0978, 1.0
-1.52, -1.4, 1.0
0.673, 0.172, 1.0
1.26, -1.57, 1.0
-1.43, -0.357, 1.0
-0.792, -0.132, 1.0
-1.11, -0.44, 1.0
1.29, -1.04, 1.0
2.34, 1.13, 1.0
-1.76, -0.903, 1.0
0.473, -1.11, 1.0
-1.03, -0.95, 1.0
1.44, -1.73, 1.0
1.09, -1.59, 1.0
-1.51, -0.593, 1.0
-1.49, -0.0266, 1.0
2.57, 0.989, 1.0
0.422, -0.934, 1.0
0.389, -0.804, 1.0
-1.94, -1.03, 1.0
0.133, 2.04, 1.0
-0.736, 0.683, 1.0
0.203, 0.617, 1.0
-0.973, 0.107, 1.0
0.105, 0.103, 1.0
0.996, -1.7, 1.0
-0.532, 0.181, 1.0
-0.907, 0.416, 1.0
-2.12, -0.575, 1.0
0.0968, 0.589, 1.0
1.11, 1.33, 1.0
-1.04, -0.0359, 1.0
-0.11, -0.372, 1.0
1.4, -0.874, 1.0
0.799, -0.99, 1.0
0.608, -1.18, 1.0
0.478, 1.31, 1.0
-1.89, -0.799, 1.0
-0.416, 0.246, 1.0
1.03, -1.12, 1.0
-0.325, 0.388, 1.0
-0.409, 0.349, 1.0
-0.551, 0.288, 1.0
-0.394, -0.253, 1.0
-1.11, -0.821, 1.0
1.2, -0.598, 1.0
-0.215, 0.549, 1.0
1.53, -1.05, 1.0
0.209, -0.455, 1.0
-1.23, -1.15, 1.0
0.112, 0.238, 1.0
-0.786, -0.64, 1.0
-1.29, -0.23, 1.0
0.496, -0.614, 1.0
1.13, -0.541, 1.0
2.08, 1.35, 1.0
-1.49, -0.221, 1.0
-1.34, -1.05, 1.0
1.15, 1.49, 1.0
0.331, 0.185, 1.0
-1.86, -1.57, 1.0
-0.763, -0.573, 1.0
-0.347, 0.574, 1.0
-0.251, 0.327, 1.0
0.903, -0.339, 1.0
-1.29, -0.754, 1.0
0.942, 1.83, 1.0
1.64, 1.46, 1.0
-0.251, 0.846, 1.0
-0.234, -0.656, 1.0
2.35, 1.21, 1.0
-1.44, -0.775, 1.0
-2.18, -1.88, 1.0
-1.87, -0.555, 1.0
2.81, 1.3, 1.0
-0.516, -0.92, 1.0
0.307, 0.12, 1.0
-0.0272, 1.86, 1.0
0.316, 1.43, 1.0
-1.26, 0.23, 1.0
-0.994, 0.192, 1.0
2.22, 1.31, 1.0
-0.415, 0.463, 1.0
0.0586, -0.133, 1.0
1.01, 1.53, 1.0
-1.72, -0.41, 1.0
0.27, 0.0491, 1.0
-1.25, 0.512, 1.0
-0.975, -0.273, 1.0
-1.5, -1.14, 1.0
1.51, -1.15, 1.0
-0.565, -0.0822, 1.0
-1.75, -1.63, 1.0
1.12, -0.908, 1.0
1.87, 1.13, 1.0
-0.274, 0.489, 1.0
-1.12, -0.315, 1.0
1.63, -2.16, 1.0
-1.24, -0.497, 1.0
-1.01, -0.0908, 1.0
1.02, -0.728, 1.0
-1.86, -1.78, 1.0
0.927, -1.12, 1.0
0.347, -0.242, 1.0
0.168, 0.345, 1.0
1.18, 1.36, 1.0
-0.761, 0.373, 1.0
-0.138, 0.425, 1.0
1.23, -0.0582, 1.0
0.146, -0.151, 1.0
1.48, 1.78, 1.0
-0.635, 1.94, 1.0
0.908, 1.48, 1.0
-1.45, -0.203, 1.0
-1.53, -1.72, 1.0
-0.93, -0.502, 1.0
1.25, 1.2, 1.0
-0.852, -0.59, 1.0
0.0817, 0.418, 1.0
2.46, 1.23, 1.0
-0.606, -0.546, 1.0
-0.305, 0.194, 1.0
0.545, -0.165, 1.0
-1.79, -1.46, 1.0
0.84, -0.176, 1.0
1.55, 1.1, 1.0
1.01, -0.205, 1.0
-0.78, -0.43, 1.0
-1.92, -1.17, 1.0
-1.02, -0.224, 1.0
-1.93, -0.315, 1.0
-1.59, -0.766, 1.0
0.49, -0.0477, 1.0
0.238, -0.551, 1.0
0.637, 1.55, 1.0
-0.209, -0.356, 1.0
-1.53, 0.132, 1.0
0.646, 1.82, 1.0
-0.679, -0.0957, 1.0
0.0585, -0.378, 1.0
-1.26, -0.296, 1.0
0.44, 0.246, 1.0
0.247, 0.41, 1.0
-0.899, 0.0621, 1.0
-0.821, -0.855, 1.0
1.17, -1.4, 1.0
0.378, -0.0609, 1.0
-2.09, -1.22, 1.0
-1.66, -0.735, 1.0
1.01, -0.437, 1.0
0.854, 0.0949, 1.0
1.01, -0.984, 1.0
-0.424, 0.0207, 1.0
1.47, 1.39, 1.0
-1.6, -0.0414, 1.0
-0.499, -0.241, 1.0
2.16, 1.16, 1.0
-2.05, -1.4, 1.0
0.863, -1.02, 1.0
0.177, 0.731, 1.0
1.27, 1.6, 1.0
0.805, -0.237, 1.0
0.762, -0.334, 1.0
-1.38, -0.32, 1.0
2.21, 1.02, 1.0
-1.75, -1.27, 1.0
-1.58, -1.25, 1.0
-0.903, -0.0822, 1.0
-0.914, 0.317, 1.0
0.115, -0.443, 1.0
-0.656, -0.334, 1.0
-1.19, -0.328, 1.0
0.318, 0.621, 1.0
-1.24, 0.1, 1.0
-0.896, 0.207, 1.0
2.52, 1.43, 1.0
0.335, -0.483, 1.0
-0.838, 0.356, 1.0
-1.35, -1.19, 1.0
1.26, -2.39, 1.0
0.587, 0.322, 1.0
0.00295, -0.125, 1.0
0.659, -0.057, 1.0
1.12, -0.756, 1.0
-0.178, -0.551, 1.0
0.184, 1.7, 1.0
0.921, 1.12, 1.0
-1.19, -1.0, 1.0
-1.52, -0.74, 1.0
-1.05, -0.4, 1.0
-1.73, -0.242, 1.0
-0.113, -0.197, 1.0
-1.23, -0.806, 1.0
-0.856, -0.664, 1.0
0.321, 0.393, 1.0
0.729, 1.49, 1.0
-0.33, 0.0829, 1.0
