@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
-0.346, -1.5, -1.0
0.58, 1.17, -1.0
0.586, 0.402, -1.0
-2.84, -0.177, -1.0
0.534, 2.15, -1.0
1.61, -0.387, -1.0
1.22, 0.325, -1.0
-1.18, 0.862, -1.0
1.4, 0.541, -1.0
-1.49, 0.885, -1.0
-0.141, -0.797, -1.0
-0.0128, -1.27, -1.0
0.218, 1.32, -1.0
0.44, -0.778, -1.0
0.207, -1.38, -1.0
-1.62, 0.593, -1.0
1.04, 0.93, -1.0
-0.214, 1.76, -1.0
-0.665, 1.61, -1.0
-1.63, 0.524, -1.0
-0.49, 1.25, -1.0
0.941, 1.46, -1.0
-1.06, 0.817, -1.0
0.308, -0.913, -1.0
0.272, -1.12, -1.0
1.06, 0.763, -1.0
-0.643, 1.68, -1.0
-0.881, -1.59, -1.0
1.54, -0.193, -1.0
0.312, -1.23, -1.0
1.71, 0.569, -1.0
0.529, 1.62, -1.0
1.12, 0.822, -1.0
1.07, 0.646, -1.0
0.0727, -1.46, -1.0
-0.124, -1.12, -1.0
-0.135, -1.1, -1.0
1.18, 0.0819, -1.0
0.515, 0.884, -1.0
0.603, -1.0, -1.0
1.88, -0.368, -1.0
-0.195, 1.31, -1.0
-0.914, 1.07, -1.0
-0.949, 1.0, -1.0
0.295, -1.36, -1.0
-1.03, 1.31, -1.0
1.22, -0.345, -1.0
-0.851, 0.681, -1.0
-0.311, -1.07, -1.0
0.0182, 1.68, -1.0
0.73, -0.37, -1.0
-0.405, -1.09, -1.0
1.29, -0.499, -1.0
-1.03, 0.654, -1.0
0.0209, -0.973, -1.0
-0.634, 1.21, -1.0
0.793, 0.836, -1.0
-0.287, -1.07, -1.0
0.494, 1.18, -1.0
-0.0207, -1.14, -1.0
1.54, -0.26, -1.0
1.72, -0.471, -1.0
1.22, 0.217, -1.0
1.17, 0.407, -1.0
-0.516, 1.46, -1.0
0.0647, -1.22, -1.0
-0.0949, -0.821, -1.0
-0.222, 2.47, -1.0
-1.33, 0.897, -1.0
0.254, -0.862, -1.0
1.39, -0.376, -1.0
0.196, -1.71, -1.0
0.179, 1.87, -1.0
-0.0693, -1.3, -1.0
-0.0782, -1.1, -1.0
-1.07, 1.16, -1.0
-0.958, 0.536, -1.0
1.24, 0.554, -1.0
0.538, -1.39, -1.0
2.34, -1.25, -1.0
-0.463, -1.2, -1.0
0.985, 1.16, -1.0
-0.0656, 1.24, -1.0
-1.34, 0.824, -1.0
-1.42, 0.275, -1.0
-0.552, -1.18, -1.0
0.409, 1.76, -1.0
0.874, 1.79, -1.0
1.35, 0.644, -1.0
0.655, 1.14, -1.0
1.17, 0.511, -1.0
0.599, 1.14, -1.0
1.78, 0.272, -1.0
-0.751, -1.37, -1.0
-0.276, -1.19, -1.0
0.804, 0.6, -1.0
0.611, 0.649, -1.0
-0.58, -1.09, -1.0
-0.749, 1.26, -1.0
-0.634, -0.969, -1.0
1.39, 0.155, -1.0
1.1, 0.74, -1.0
-0.239, -0.848, -1.0
1.03, 0.805, -1.0
-1.07, 0.707, -1.0
-0.625, 1.38, -1.0
-1.48, 0.74, -1.0
-0.9, 0.858, -1.0
0.721, 0.731, -1.0
-0.481, 1.09, -1.0
-0.594, -1.21, -1.0
0.0526, -1.31, -1.0
0.72, 0.989, -1.0
-0.184, -1.4, -1.0
-0.473, -0.749, -1.0
1.92, 0.0429, -1.0
0.68, 0.702, -1.0
0.0483, 0.866, -1.0
1.77, 0.109, -1.0
-0.659, -1.27, -1.0
-0.305, 1.18, -1.0
-0.45, -0.928, -1.0
-1.43, 1.25, -1.0
-0.136, -1.41, -1.0
1.37, 0.219, -1.0
-0.214, -1.27, -1.0
0.638, 1.11, -1.0
1.69, -0.724, -1.0
-0.572, 1.16, -1.0
0.517, 1.71, -1.0
-0.853, -1.17, -1.0
1.18, 0.334, -1.0
-0.828, -0.839, -1.0
1.01, 0.48, -1.0
-0.254, -1.27, -1.0
0.89, 0.864, -1.0
0.486, 0.991, -1.0
-0.917, -1.08, -1.0
-0.864, -1.56, -1.0
0.69, 1.57, -1.0
-0.508, -1.7, -1.0
-0.7, -1.25, -1.0
-1.32, 1.1, -1.0
-0.23, 1.08, -1.0
-0.515, 0.976, -1.0
0.0545, -1.32, -1.0
0.851, 0.95, -1.0
1.7, -0.0336, -1.0
-1.02, -1.19, -1.0
-1.35, 1.32, -1.0
1.06, 0.266, -1.0
1.21, 0.752, -1.0
-1.09, 0.531, -1.0
1.16, 0.978, -1.0
0.893, 0.345, -1.0
0.0345, -0.691, -1.0
-1.59, 0.138, -1.0
-0.0275, -1.42, -1.0
-0.567, -1.14, -1.0
-0.522, -1.34, -1.0
-0.204, -1.54, -1.0
0.311, 1.68, -1.0
-0.215, -1.01, -1.0
0.569, 1.44, -1.0
-0.506, -1.09, -1.0
1.21, 0.354, -1.0
1.16, -0.254, -1.0
0.512, -1.34, -1.0
0.535, 1.99, -1.0
0.328, 0.553, -1.0
1.0, 0.254, -1.0
-0.811, -1.15, -1.0
-0.999, 0.906, -1.0
1.57, -0.566, -1.0
0.763, 0.921, -1.0
-0.175, -0.909, -1.0
0.0899, -1.09, -1.0
-0.119, -0.842, -1.0
-0.639, -1.37, -1.0
-0.683, 1.38, -1.0
-2.6, 0.217, -1.0
-0.268, -1.26, -1.0
0.914, 0.26, -1.0
-1.95, -0.9, 1.0
0.981, 0.26, 1.0
-1.12, 0.589, 1.0
-1.07, -0.616, 1.0
0.833, -0.593, 1.0
-0.213, 0.77, 1.0
-0.132, 1.68, 1.0
0.281, -0.4, 1.0
0.854, -0.537, 1.0
-0.617, -0.458, 1.0
-1.44, 0.0919, 1.0
0.195, -0.296, 1.0
-1.82, -0.847, 1.0
-0.103, -0.414, 1.0
0.347, 0.414, 1.0
-1.54, -0.598, 1.0
1.35, 1.21, 1.0
0.974, -1.32, 1.0
0.47, -0.765, 1.0
-1.8, -1.62, 1.0
-0.776, 0.127, 1.0
0.384, -0.314, 1.0
0.118, 0.13, 1.0
-1.52, 0.246, 1.0
-0.146, 0.132, 1.0
-0.21, 0.171, 1.0
0.454, 1.48, 1.0
-0.533, -0.402, 1.0
-0.715, 0.0859, 1.0
-1.51, -0.27, 1.0
0.0188, 0.0512, 1.0
0.465, 0.283, 1.0
0.554, -0.454, 1.0
0.62, -0.986, 1.0
-0.149, 0.816, 1.0
-1.44, -0.43, 1.0
0.885, -0.372, 1.0
0.328, 1.71, 1.0
-1.52, -0.368, 1.0
-0.274, 0.0468, 1.0
-1.35, -0.688, 1.0
0.753, 1.89, 1.0
1.19, -1.34, 1.0
1.16, -0.357, 1.0
0.636, 1.34, 1.0
-0.613, 0.775, 1.0
-0.288, 0.305, 1.0
0.894, -0.742, 1.0
0.00665, 0.0118, 1.0
-0.211, -0.334, 1.0
-0.824, -0.471, 1.0
-0.403, -0.488, 1.0
0.192, 1.94, 1.0
-0.369, 0.692, 1.0
0.103, 0.329, 1.0
0.576, -0.342, 1.0
0.558, -1.06, 1.0
-1.2, -0.451, 1.0
1.12, -0.447, 1.0
2.69, 1.12, 1.0
-0.753, -0.0615, 1.0
1.09, -0.538, 1.0
0.785, 0.0481, 1.0
0.133, -0.227, 1.0
0.955, -0.23, 1.0
0.318, 1.82, 1.0
-1.73, -1.3, 1.0
-0.079, 0.227, 1.0
-1.36, -0.848, 1.0
1.07, -0.985, 1.0
-0.875, 0.591, 1.0
-1.34, -0.419, 1.0
-1.18, 0.422, 1.0
0.704, -0.906, 1.0
0.222, 1.47, 1.0
-1.07, 0.0456, 1.0
-0.141, -0.119, 1.0
-1.69, -1.87, 1.0
0.901, -0.952, 1.0
-0.972, -1.08, 1.0
-1.61, -0.39, 1.0
1.8, 1.53, 1.0
0.993, 0.397, 1.0
-0.0897, -0.115, 1.0
0.955, 0.142, 1.0
-0.785, -0.361, 1.0
-1.11, 0.276, 1.0
1.74, 0.964, 1.0
0.744, 1.42, 1.0
-0.558, 0.572, 1.0
1.1, -0.364, 1.0
-1.72, 0.142, 1.0
-1.15, -0.659, 1.0
1.96, 1.28, 1.0
0.587, -0.311, 1.0
-0.241, -0.374, 1.0
0.0949, -0.854, 1.0
-1.4, -0.183, 1.0
-0.316, 0.177, 1.0
-0.074, 1.97, 1.0
1.31, -0.36, 1.0
1.46, -0.417, 1.0
-0.113, 2.13, 1.0
-0.566, -0.563, 1.0
-0.413, -0.0275, 1.0
-0.233, 0.593, 1.0
0.495, -0.281, 1.0
2.43, 1.31, 1.0
0.429, 1.94, 1.0
0.408, -0.664, 1.0
-0.302, -0.116, 1.0
-1.7, -0.554, 1.0
-0.149, -0.0185, 1.0
1.5, 1.5, 1.0
-0.581, 0.582, 1.0
1.77, 1.35, 1.0
1.73, 1.26, 1.0
-0.407, 0.602, 1.0
-1.28, -1.17, 1.0
-1.02, 0.899, 1.0
-1.51, -0.966, 1.0
0.243, 0.304, 1.0
0.563, 0.137, 1.0
-1.69, -1.2, 1.0
1.19, -0.966, 1.0
0.725, -0.54, 1.0
-0.685, 0.459, 1.0
-1.4, 0.261, 1.0
1.16, -1.24, 1.0
0.416, 0.1, 1.0
-1.86, -1.3, 1.0
-0.484, 0.615, 1.0
0.652, -0.646, 1.0
0.778, -0.694, 1.0
0.552, -0.199, 1.0
-1.31, 0.00723, 1.0
-0.131, 1.76, 1.0
-1.31, -0.354, 1.0
-1.12, 0.154, 1.0
-1.77, -0.592, 1.0
-0.82, -0.76, 1.0
-0.653, 0.433, 1.0
1.97, 1.41, 1.0
-0.172, -0.676, 1.0
0.635, 1.67, 1.0
-0.341, -0.0358, 1.0
0.236, 0.443, 1.0
-0.0652, 0.631, 1.0
-0.243, 1.76, 1.0
1.2, -0.754, 1.0
0.866, -0.807, 1.0
0.317, -0.0233, 1.0
0.544, -0.842, 1.0
0.276, -0.218, 1.0
0.9, -1.36, 1.0
-0.21, 0.11, 1.0
-1.29, -0.529, 1.0
0.478, 0.46, 1.0
0.833, -0.0565, 1.0
0.404, 0.00999, 1.0
-0.825, 0.481, 1.0
0.366, 0.164, 1.0
1.43, -1.21, 1.0
0.101, 0.881, 1.0
-1.5, -1.22, 1.0
1.33, 1.42, 1.0
0.698, -0.655, 1.0
-1.17, -0.073, 1.0
-1.55, -1.47, 1.0
0.677, 0.108, 1.0
1.23, -1.55, 1.0
-1.42, -0.36, 1.0
-0.781, -0.113, 1.0
-1.09, -0.463, 1.0
1.31, -1.08, 1.0
2.34, 1.16, 1.0
-1.79, -0.954, 1.0
0.385, -1.07, 1.0
-1.03, -0.858, 1.0
1.45, -1.78, 1.0
1.15, -1.56, 1.0
-1.52, -0.658, 1.0
-1.52, -0.00335, 1.0
2.64, 0.966, 1.0
0.455, -0.869, 1.0
0.333, -0.845, 1.0
-1.96, -1.09, 1.0
0.0439, 2.03, 1.0
-0.672, 0.683, 1.0
0.207, 0.65, 1.0
-0.991, 0.114, 1.0
0.135, 0.0532, 1.0
1.08, -1.76, 1.0
-0.577, 0.206, 1.0
-0.916, 0.397, 1.0
-2.04, -0.584, 1.0
0.122, 0.599, 1.0
1.1, 1.38, 1.0
-1.08, -0.0594, 1.0
-0.106, -0.316, 1.0
1.41, -0.808, 1.0
0.817, -0.941, 1.0
0.743, -1.18, 1.0
0.522, 1.36, 1.0
-1.89, -0.727, 1.0
-0.387, 0.26, 1.0
1.04, -1.13, 1.0
-0.288, 0.385, 1.0
-0.461, 0.343, 1.0
-0.528, 0.296, 1.0
-0.422, -0.241, 1.0
-1.08, -0.868, 1.0
1.23, -0.615, 1.0
-0.248, 0.514, 1.0
1.46, -1.06, 1.0
0.205, -0.471, 1.0
-1.21, -1.16, 1.0
0.143, 0.263, 1.0
-0.836, -0.65, 1.0
-1.29, -0.264, 1.0
0.497, -0.671, 1.0
1.26, -0.553, 1.0
2.03, 1.32, 1.0
-1.51, -0.196, 1.0
-1.38, -1.08, 1.0
1.13, 1.51, 1.0
0.313, 0.189, 1.0
-1.86, -1.47, 1.0
-0.707, -0.568, 1.0
-0.295, 0.565, 1.0
-0.208, 0.332, 1.0
0.913, -0.318, 1.0
-1.24, -0.72, 1.0
0.875, 1.82, 1.0
1.64, 1.53, 1.0
-0.339, 0.806, 1.0
-0.287, -0.726, 1.0
2.4, 1.2, 1.0
-1.51, -0.769, 1.0
-2.25, -1.96, 1.0
-1.85, -0.467, 1.0
2.75, 1.47, 1.0
-0.561, -0.787, 1.0
0.257, 0.154, 1.0
0.0271, 1.83, 1.0
0.335, 1.39, 1.0
-1.27, 0.184, 1.0
-1.03, 0.153, 1.0
2.29, 1.32, 1.0
-0.455, 0.494, 1.0
0.0554, -0.139, 1.0
1.01, 1.57, 1.0
-1.77, -0.455, 1.0
0.207, 0.0304, 1.0
-1.22, 0.569, 1.0
-1.02, -0.296, 1.0
-1.51, -1.16, 1.0
1.4, -1.13, 1.0
-0.606, -0.129, 1.0
-1.67, -1.73, 1.0
1.21, -0.873, 1.0
1.89, 1.1, 1.0
-0.145, 0.471, 1.0
-1.11, -0.351, 1.0
1.41, -2.09, 1.0
-1.26, -0.515, 1.0
-1.01, -0.155, 1.0
1.05, -0.723, 1.0
-2.0, -1.72, 1.0
0.902, -1.08, 1.0
0.364, -0.269, 1.0
0.151, 0.322, 1.0
1.21, 1.31, 1.0
-0.77, 0.364, 1.0
-0.0708, 0.439, 1.0
1.25, -0.146, 1.0
0.182, -0.0823, 1.0
1.54, 1.75, 1.0
-0.301, 1.82, 1.0
0.932, 1.43, 1.0
-1.45, -0.167, 1.0
-1.55, -1.6, 1.0
-0.914, -0.522, 1.0
1.15, 1.16, 1.0
-0.882, -0.608, 1.0
0.113, 0.462, 1.0
2.48, 1.21, 1.0
-0.599, -0.521, 1.0
-0.261, 0.204, 1.0
0.553, -0.172, 1.0
-1.67, -1.5, 1.0
0.812, -0.195, 1.0
1.64, 1.12, 1.0
1.04, -0.24, 1.0
-0.719, -0.384, 1.0
-1.87, -1.17, 1.0
-1.04, -0.2, 1.0
-1.97, -0.271, 1.0
-1.58, -0.798, 1.0
0.532, -0.0431, 1.0
0.262, -0.538, 1.0
0.683, 1.6, 1.0
-0.162, -0.334, 1.0
-1.5, 0.0847, 1.0
0.603, 1.8, 1.0
-0.651, -0.103, 1.0
0.0821, -0.398, 1.0
-1.23, -0.308, 1.0
0.466, 0.322, 1.0
0.283, 0.394, 1.0
-0.952, 4.32E-4, 1.0
-0.71, -0.874, 1.0
1.23, -1.4, 1.0
0.388, -0.0851, 1.0
-2.03, -1.23, 1.0
-1.65, -0.723, 1.0
1.06, -0.427, 1.0
0.819, 0.0462, 1.0
1.01, -1.05, 1.0
-0.48, 0.0507, 1.0
1.45, 1.33, 1.0
-1.69, -0.0461, 1.0
-0.468, -0.206, 1.0
2.18, 1.13, 1.0
-2.14, -1.43, 1.0
0.894, -0.992, 1.0
0.235, 0.772, 1.0
1.33, 1.63, 1.0
0.767, -0.248, 1.0
0.734, -0.212, 1.0
-1.36, -0.324, 1.0
2.12, 0.978, 1.0
-1.8, -1.25, 1.0
-1.64, -1.27, 1.0
-0.924, -0.102, 1.0
-0.968, 0.348, 1.0
0.145, -0.415, 1.0
-0.61, -0.306, 1.0
-1.14, -0.245, 1.0
0.289, 0.598, 1.0
-1.22, 0.0836, 1.0
-0.876, 0.232, 1.0
2.36, 1.5, 1.0
0.29, -0.481, 1.0
-0.844, 0.371, 1.0
-1.38, -1.11, 1.0
1.31, -1.81, 1.0
0.634, 0.366, 1.0
-0.00329, -0.0777, 1.0
0.683, -0.0347, 1.0
1.05, -0.655, 1.0
-0.174, -0.478, 1.0
0.227, 1.71, 1.0
1.01, 1.21, 1.0
-1.26, -1.01, 1.0
-1.55, -0.663, 1.0
-1.01, -0.397, 1.0
-1.67, -0.266, 1.0
-0.0574, -0.208, 1.0
-1.21, -0.854, 1.0
-0.927, -0.595, 1.0
