@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class {-1.0,1.0}


@data
-0.441, -1.45, -1.0
-0.88, -1.27, -1.0
1.11, 0.205, -1.0
-0.675, 1.18, -1.0
0.415, -1.0, -1.0
0.334, 1.04, -1.0
1.05, 0.409, -1.0
0.39, 1.27, -1.0
0.299, 1.52, -1.0
-0.511, -0.734, -1.0
-2.41, 0.26, -1.0
-0.855, 1.22, -1.0
1.25, -0.202, -1.0
0.0722, 1.8, -1.0
-0.265, 1.28, -1.0
1.03, 0.548, -1.0
-0.724, -1.48, -1.0
-0.337, 1.48, -1.0
0.816, 0.762, -1.0
1.27, 0.493, -1.0
-0.0314, -1.01, -1.0
-1.53, 0.656, -1.0
-0.599, 1.25, -1.0
1.58, 0.206, -1.0
1.31, 1.07, -1.0
-0.954, -1.19, -1.0
0.0496, -1.05, -1.0
0.485, 0.635, -1.0
0.393, 1.64, -1.0
-0.0267, -1.09, -1.0
-0.678, -1.32, -1.0
-0.0262, -1.18, -1.0
-1.1, -1.17, -1.0
-1.59, 0.322, -1.0
-0.051, -0.972, -1.0
1.67, -0.978, -1.0
-0.276, 1.05, -1.0
0.418, -1.12, -1.0
1.89, -0.633, -1.0
1.33, 0.825, -1.0
-0.843, 1.4, -1.0
0.698, 0.784, -1.0
0.301, 2.01, -1.0
1.23, -0.0997, -1.0
0.632, 1.74, -1.0
-0.575, -1.62, -1.0
-1.19, -1.03, -1.0
-0.0819, 1.64, -1.0
-0.93, -0.895, -1.0
-0.834, -1.36, -1.0
-1.7, 0.872, -1.0
0.361, 0.931, -1.0
0.514, 1.52, -1.0
-0.037, -1.35, -1.0
0.126, -1.08, -1.0
-0.148, 1.6, -1.0
-0.851, -1.26, -1.0
0.244, 1.42, -1.0
-0.484, -1.2, -1.0
0.284, 2.37, -1.0
-0.756, -0.679, -1.0
-0.278, -1.32, -1.0
1.44, -0.0447, -1.0
-0.995, -0.832, -1.0
-0.262, -1.2, -1.0
0.998, 0.37, -1.0
0.208, -1.21, -1.0
0.44, -0.936, -1.0
-0.75, -0.881, -1.0
1.86, -0.213, -1.0
-2.04, 0.401, -1.0
0.661, 1.69, -1.0
0.108, -1.21, -1.0
0.191, 1.94, -1.0
0.598, 0.484, -1.0
-1.85, 0.545, -1.0
0.41, 1.01, -1.0
0.832, 1.33, -1.0
-0.397, 1.32, -1.0
1.63, -0.56, -1.0
-1.42, 1.13, -1.0
-0.42, 1.11, -1.0
-0.52, 1.35, -1.0
-0.959, 1.07, -1.0
-0.595, 1.46, -1.0
-1.14, 1.08, -1.0
-0.573, -0.88, -1.0
-0.924, 1.45, -1.0
0.379, 1.37, -1.0
0.712, 0.837, -1.0
-0.123, -1.07, -1.0
-0.877, -1.08, -1.0
0.762, 0.344, -1.0
0.00879, 1.47, -1.0
-1.99, 0.549, -1.0
-0.654, -1.02, -1.0
-1.46, 0.594, -1.0
0.883, 0.598, -1.0
-0.672, -0.601, -1.0
-0.794, 1.07, -1.0
-0.411, -1.3, -1.0
1.01, 0.865, -1.0
0.83, 0.692, -1.0
0.813, 1.06, -1.0
-0.791, -1.43, -1.0
0.497, 1.27, -1.0
-0.596, -0.989, -1.0
-0.386, 1.5, -1.0
-0.226, -1.09, -1.0
-1.18, 0.732, -1.0
-0.97, -1.6, -1.0
0.707, 0.948, -1.0
-0.668, -1.13, -1.0
-2.04, 0.131, -1.0
-0.879, -0.975, -1.0
-0.768, -1.04, -1.0
-0.542, 0.918, -1.0
-0.22, -1.38, -1.0
-0.0303, 2.11, -1.0
-0.0681, -1.24, -1.0
0.368, -0.856, -1.0
1.64, -0.308, -1.0
1.02, 0.976, -1.0
-0.779, -1.2, -1.0
0.897, 0.742, -1.0
-0.528, -1.23, -1.0
-0.451, 1.7, -1.0
-1.08, -1.39, -1.0
1.24, 0.79, -1.0
0.087, -1.28, -1.0
0.187, -1.02, -1.0
-0.685, 0.989, -1.0
0.14, 1.25, -1.0
1.42, 0.374, -1.0
-0.722, 1.19, -1.0
0.541, 1.41, -1.0
0.24, -1.14, -1.0
-1.51, 0.384, -1.0
0.811, 2.0, -1.0
0.716, 0.487, -1.0
-0.709, -0.942, -1.0
0.447, 0.92, -1.0
1.3, 0.175, -1.0
-1.06, -1.07, -1.0
1.29, -0.12, -1.0
0.0991, -1.05, -1.0
-0.337, 1.66, -1.0
2.14, -0.453, -1.0
-1.19, -0.939, -1.0
0.413, -1.3, -1.0
0.494, -1.01, -1.0
1.5, 0.637, -1.0
1.35, -0.518, -1.0
-0.476, -1.49, -1.0
-0.145, 1.67, -1.0
0.833, 0.653, -1.0
-0.45, -1.59, -1.0
-0.995, -1.39, -1.0
1.66, 0.243, -1.0
-0.132, -1.35, -1.0
-0.742, -1.02, -1.0
-1.98, 0.875, -1.0
0.785, 0.173, -1.0
-1.21, 0.488, -1.0
-1.57, 0.942, -1.0
-0.457, -0.983, -1.0
-1.06, 1.49, -1.0
-0.418, -1.26, -1.0
0.48, -1.15, -1.0
-0.0547, -1.06, -1.0
0.287, -1.45, -1.0
1.79, -0.102, -1.0
1.59, -0.111, -1.0
-1.55, 0.378, -1.0
-1.04, 1.19, -1.0
-1.47, 0.52, -1.0
-1.37, 0.968, -1.0
1.55, -0.466, -1.0
0.322, -1.04, -1.0
1.16, 0.703, -1.0
1.07, 0.457, -1.0
0.724, 0.417, -1.0
-0.973, 0.712, -1.0
0.152, 1.53, -1.0
0.538, -1.25, -1.0
0.118, -1.37, -1.0
1.18, 1.49, -1.0
1.46, 0.0373, -1.0
0.651, 0.744, -1.0
-0.499, -1.31, -1.0
-0.574, 1.32, -1.0
-0.536, -0.814, -1.0
0.137, 1.69, -1.0
1.21, 1.28, -1.0
-0.347, -1.15, -1.0
0.678, 0.961, -1.0
1.36, 0.482, -1.0
-0.237, -1.4, -1.0
0.973, 0.653, -1.0
0.866, 1.14, -1.0
0.848, 0.402, -1.0
1.68, 0.113, -1.0
0.826, 0.84, -1.0
2.01, -0.695, -1.0
1.09, 0.155, -1.0
0.51, -1.15, -1.0
0.314, -1.25, -1.0
-0.819, -1.21, -1.0
-0.984, 1.03, -1.0
-0.434, 1.98, -1.0
1.33, -0.704, -1.0
1.62, 0.0564, -1.0
0.304, 1.61, -1.0
1.79, -0.834, -1.0
-0.44, 1.22, -1.0
-1.64, 0.767, -1.0
0.13, 1.41, -1.0
0.0329, 1.88, -1.0
0.613, 1.35, -1.0
-1.68, 0.398, -1.0
-0.776, -1.26, -1.0
1.07, 0.0877, -1.0
-0.109, -1.32, -1.0
0.974, 0.877, -1.0
-0.729, 1.37, -1.0
0.7, 1.14, -1.0
-0.0686, 1.72, -1.0
0.909, 0.118, -1.0
0.0426, -1.18, -1.0
0.275, 1.18, -1.0
-0.0696, -0.896, -1.0
-0.891, 0.593, -1.0
-0.78, -1.52, -1.0
0.835, 1.24, -1.0
0.8, 1.56, -1.0
-1.31, 1.25, -1.0
-0.291, -0.858, -1.0
-0.598, -1.35, -1.0
1.31, 0.628, -1.0
1.29, 0.0437, -1.0
0.637, 1.25, -1.0
0.105, -1.67, -1.0
0.016, -1.13, -1.0
-0.353, -0.836, -1.0
-1.02, -1.29, -1.0
-0.22, -1.12, -1.0
-0.347, -1.5, -1.0
0.554, 1.19, -1.0
0.604, 0.374, -1.0
-2.98, -0.16, -1.0
0.497, 2.23, -1.0
1.66, -0.402, -1.0
1.24, 0.342, -1.0
-1.21, 0.778, -1.0
1.43, 0.498, -1.0
-1.48, 0.944, -1.0
-0.207, -0.745, -1.0
-0.0242, -1.28, -1.0
0.0526, 1.42, -1.0
0.424, -0.84, -1.0
0.202, -1.37, -1.0
-1.67, 0.672, -1.0
1.06, 0.913, -1.0
-0.265, 1.71, -1.0
-0.678, 1.6, -1.0
-1.58, 0.588, -1.0
-0.507, 1.24, -1.0
0.948, 1.41, -1.0
-1.1, 0.817, -1.0
0.301, -0.928, -1.0
0.317, -1.13, -1.0
1.05, 0.776, -1.0
-0.625, 1.65, -1.0
-0.826, -1.67, -1.0
1.45, -0.188, -1.0
0.303, -1.18, -1.0
1.61, 0.582, -1.0
0.443, 1.54, -1.0
1.14, 0.814, -1.0
1.15, 0.634, -1.0
0.132, -1.49, -1.0
-0.104, -1.15, -1.0
-0.152, -1.11, -1.0
1.18, 0.08, -1.0
0.477, 0.791, -1.0
0.56, -1.05, -1.0
1.86, -0.36, -1.0
-0.21, 1.35, -1.0
-0.892, 1.02, -1.0
-0.944, 1.02, -1.0
0.226, -1.38, -1.0
-1.04, 1.33, -1.0
1.25, -0.35, -1.0
-0.826, 0.682, -1.0
-0.358, -1.02, -1.0
-0.0482, 1.52, -1.0
0.88, -0.241, -1.0
-0.374, -1.08, -1.0
1.29, -0.391, -1.0
-1.04, 0.621, -1.0
0.0311, -0.978, -1.0
-0.634, 1.26, -1.0
0.656, 0.844, -1.0
-0.228, -1.06, -1.0
0.52, 1.21, -1.0
-0.0145, -1.15, -1.0
1.51, -0.355, -1.0
1.7, -0.489, -1.0
1.21, 0.227, -1.0
1.17, 0.426, -1.0
-0.508, 1.48, -1.0
0.0608, -1.23, -1.0
-0.0527, -0.746, -1.0
-0.434, 2.24, -1.0
-1.32, 0.907, -1.0
0.379, -0.755, -1.0
1.36, -0.425, -1.0
0.283, -1.56, -1.0
0.284, 1.86, -1.0
-0.0541, -1.31, -1.0
-0.0765, -1.12, -1.0
-1.1, 1.16, -1.0
-0.951, 0.533, -1.0
1.22, 0.561, -1.0
0.571, -1.53, -1.0
2.25, -1.4, -1.0
-0.472, -1.16, -1.0
0.97, 1.15, -1.0
-0.0347, 1.3, -1.0
-1.34, 0.805, -1.0
-1.34, 0.626, -1.0
-0.538, -1.15, -1.0
0.423, 1.74, -1.0
0.672, 2.03, -1.0
1.37, 0.625, -1.0
0.639, 1.2, -1.0
1.14, 0.494, -1.0
0.592, 1.15, -1.0
1.83, 0.349, -1.0
-0.714, -1.36, -1.0
-0.299, -1.14, -1.0
0.751, 0.608, -1.0
0.624, 0.621, -1.0
-0.591, -1.08, -1.0
-0.777, 1.22, -1.0
-0.639, -0.938, -1.0
1.43, 0.147, -1.0
1.08, 0.683, -1.0
-0.314, -0.72, -1.0
1.08, 0.839, -1.0
-1.06, 0.665, -1.0
0.21, 2.18, -1.0
-1.43, 0.707, -1.0
-0.958, 0.812, -1.0
0.728, 0.752, -1.0
-0.501, 1.1, -1.0
-0.618, -1.2, -1.0
0.0386, -1.26, -1.0
0.713, 1.02, -1.0
-0.451, -1.34, -1.0
-0.625, -0.675, -1.0
1.97, 0.041, -1.0
0.675, 0.667, -1.0
-0.132, 0.954, -1.0
1.93, 0.165, -1.0
-0.581, -1.27, -1.0
-0.236, 1.44, -1.0
-0.466, -0.851, -1.0
-1.53, 1.21, -1.0
-0.137, -1.39, -1.0
1.32, 0.218, -1.0
-0.188, -1.27, -1.0
0.624, 1.1, -1.0
1.8, -1.0, -1.0
-0.536, 1.13, -1.0
0.415, 1.8, -1.0
-0.84, -1.16, -1.0
1.13, 0.33, -1.0
-0.847, -0.896, -1.0
1.02, 0.44, -1.0
-0.0936, -1.28, -1.0
0.814, 0.817, -1.0
0.507, 1.02, -1.0
-0.878, -1.16, -1.0
-0.714, -1.65, -1.0
0.736, 1.64, -1.0
-0.558, -1.73, -1.0
-0.696, -1.2, -1.0
-1.33, 1.08, -1.0
-0.183, 1.15, -1.0
-0.613, 1.1, -1.0
0.0578, -1.32, -1.0
0.902, 0.947, -1.0
1.64, -0.152, -1.0
-1.02, -1.18, -1.0
-1.2, 1.43, -1.0
1.03, 0.28, -1.0
1.18, 0.766, -1.0
-1.14, 0.488, -1.0
1.17, 0.868, -1.0
0.822, 0.501, -1.0
0.0273, -0.683, -1.0
-1.59, 0.176, -1.0
-0.0567, -1.41, -1.0
-0.562, -1.12, -1.0
-0.545, -1.31, -1.0
-0.248, -1.69, -1.0
0.132, 2.0, -1.0
-0.224, -1.02, -1.0
0.682, 1.5, -1.0
-0.496, -1.09, -1.0
1.39, 0.262, -1.0
1.19, -0.278, -1.0
0.758, -1.45, -1.0
0.384, 2.15, -1.0
0.143, 0.845, -1.0
0.996, 0.225, -1.0
-0.858, -1.2, -1.0
-0.978, 0.931, -1.0
1.7, 0.0023, -1.0
0.809, 0.942, -1.0
-0.218, -0.882, -1.0
0.25, -1.1, -1.0
0.682, -0.146, -1.0
-0.986, -1.27, -1.0
-0.214, 1.58, -1.0
-2.09, 0.604, -1.0
-0.583, -1.35, -1.0
0.923, 0.246, -1.0
-1.93, -0.92, 1.0
0.934, 0.258, 1.0
-1.11, 0.655, 1.0
-1.06, -0.549, 1.0
0.801, -0.639, 1.0
-0.241, 0.774, 1.0
-0.198, 1.67, 1.0
0.265, -0.375, 1.0
0.905, -0.551, 1.0
-0.678, -0.417, 1.0
-1.43, 0.0911, 1.0
0.247, -0.233, 1.0
-1.84, -0.846, 1.0
-0.0978, -0.424, 1.0
0.395, 0.423, 1.0
-1.55, -0.61, 1.0
1.38, 1.25, 1.0
0.978, -1.33, 1.0
0.534, -0.763, 1.0
-1.82, -1.78, 1.0
-0.903, 0.101, 1.0
0.469, -0.321, 1.0
0.16, 0.189, 1.0
-1.51, 0.213, 1.0
-0.139, 0.132, 1.0
-0.19, 0.168, 1.0
0.575, 1.42, 1.0
-0.579, -0.397, 1.0
-0.705, 0.129, 1.0
-1.51, -0.276, 1.0
0.0238, 0.0836, 1.0
0.466, 0.281, 1.0
0.502, -0.536, 1.0
0.659, -0.985, 1.0
-0.129, 0.877, 1.0
-1.44, -0.505, 1.0
0.842, -0.372, 1.0
0.322, 1.68, 1.0
-1.58, -0.352, 1.0
-0.27, 0.0117, 1.0
-1.31, -0.627, 1.0
0.75, 1.92, 1.0
1.19, -1.33, 1.0
1.19, -0.319, 1.0
0.617, 1.34, 1.0
-0.622, 0.804, 1.0
-0.318, 0.317, 1.0
0.898, -0.719, 1.0
0.0431, -0.0199, 1.0
-0.187, -0.267, 1.0
-0.827, -0.506, 1.0
-0.347, -0.556, 1.0
0.101, 1.93, 1.0
-0.451, 0.723, 1.0
0.0336, 0.323, 1.0
0.591, -0.427, 1.0
0.557, -1.04, 1.0
-1.21, -0.409, 1.0
1.16, -0.458, 1.0
2.62, 1.12, 1.0
-0.739, -0.066, 1.0
1.02, -0.625, 1.0
0.759, 0.0328, 1.0
0.105, -0.208, 1.0
0.938, -0.255, 1.0
0.272, 1.82, 1.0
-1.71, -1.27, 1.0
-0.0876, 0.255, 1.0
-1.38, -0.826, 1.0
1.08, -0.996, 1.0
-0.818, 0.654, 1.0
-1.35, -0.485, 1.0
-1.13, 0.411, 1.0
0.704, -0.91, 1.0
0.115, 1.41, 1.0
-1.07, -0.017, 1.0
-0.159, -0.12, 1.0
-1.7, -1.79, 1.0
0.876, -0.969, 1.0
-1.13, -1.08, 1.0
-1.61, -0.364, 1.0
1.77, 1.59, 1.0
0.896, 0.363, 1.0
-0.102, -0.13, 1.0
0.995, 0.131, 1.0
-0.753, -0.321, 1.0
-1.1, 0.322, 1.0
1.73, 0.979, 1.0
0.74, 1.35, 1.0
-0.561, 0.473, 1.0
1.1, -0.374, 1.0
-1.9, 0.106, 1.0
-1.15, -0.647, 1.0
2.0, 1.28, 1.0
0.586, -0.273, 1.0
-0.223, -0.419, 1.0
-0.0254, -0.79, 1.0
-1.38, -0.149, 1.0
-0.341, 0.169, 1.0
-0.0999, 1.97, 1.0
1.32, -0.311, 1.0
1.47, -0.312, 1.0
-0.0814, 2.18, 1.0
-0.487, -0.536, 1.0
-0.463, 0.0231, 1.0
-0.18, 0.595, 1.0
0.484, -0.427, 1.0
2.44, 1.37, 1.0
0.396, 1.81, 1.0
0.418, -0.711, 1.0
-0.256, -0.115, 1.0
-1.64, -0.562, 1.0
-0.162, -0.0223, 1.0
1.39, 1.52, 1.0
-0.595, 0.625, 1.0
1.78, 1.35, 1.0
1.75, 1.33, 1.0
-0.377, 0.607, 1.0
-1.3, -1.17, 1.0
-0.921, 0.894, 1.0
-1.53, -1.01, 1.0
0.261, 0.214, 1.0
0.571, 0.197, 1.0
-1.69, -1.14, 1.0
1.2, -0.948, 1.0
0.748, -0.558, 1.0
-0.669, 0.51, 1.0
-1.63, 0.279, 1.0
1.23, -1.2, 1.0
0.414, 0.141, 1.0
-1.88, -1.26, 1.0
-0.507, 0.69, 1.0
0.617, -0.585, 1.0
0.812, -0.751, 1.0
0.584, -0.212, 1.0
-1.28, -0.00494, 1.0
-0.112, 1.85, 1.0
-1.33, -0.392, 1.0
-1.13, 0.164, 1.0
-1.78, -0.572, 1.0
-0.728, -0.76, 1.0
-0.665, 0.357, 1.0
1.73, 1.68, 1.0
-0.169, -0.601, 1.0
0.655, 1.72, 1.0
-0.336, -0.0523, 1.0
0.25, 0.466, 1.0
-0.0433, 0.605, 1.0
-0.24, 1.72, 1.0
1.2, -0.778, 1.0
0.854, -0.827, 1.0
0.325, -0.0325, 1.0
0.572, -0.812, 1.0
0.275, -0.202, 1.0
0.874, -1.41, 1.0
-0.219, 0.128, 1.0
-1.28, -0.542, 1.0
0.397, 0.513, 1.0
0.839, -0.0819, 1.0
0.408, 0.0179, 1.0
-0.863, 0.496, 1.0
0.382, 0.175, 1.0
1.32, -1.23, 1.0
-0.0269, 0.958, 1.0
-1.52, -1.23, 1.0
1.32, 1.36, 1.0
0.726, -0.626, 1.0
-1.18, -0.122, 1.0
-1.51, -1.39, 1.0
0.671, 0.181, 1.0
1.22, -1.58, 1.0
-1.44, -0.358, 1.0
-0.787, -0.113, 1.0
-1.13, -0.443, 1.0
1.26, -1.03, 1.0
2.35, 1.14, 1.0
-1.77, -0.923, 1.0
0.564, -1.13, 1.0
-0.996, -0.984, 1.0
1.44, -1.7, 1.0
1.14, -1.57, 1.0
-1.51, -0.626, 1.0
-1.47, -0.0358, 1.0
2.6, 0.951, 1.0
0.418, -0.897, 1.0
0.323, -0.796, 1.0
-1.92, -1.06, 1.0
0.0605, 2.06, 1.0
-0.743, 0.685, 1.0
0.229, 0.613, 1.0
-0.964, 0.108, 1.0
0.0737, 0.124, 1.0
1.12, -1.72, 1.0
-0.522, 0.206, 1.0
-0.914, 0.425, 1.0
-2.1, -0.604, 1.0
0.0725, 0.596, 1.0
1.08, 1.36, 1.0
-1.02, -0.0308, 1.0
-0.139, -0.363, 1.0
1.39, -0.872, 1.0
0.768, -0.966, 1.0
0.714, -1.19, 1.0
0.435, 1.31, 1.0
-1.87, -0.78, 1.0
-0.415, 0.256, 1.0
1.01, -1.12, 1.0
-0.345, 0.376, 1.0
-0.439, 0.331, 1.0
-0.539, 0.292, 1.0
-0.422, -0.241, 1.0
-1.05, -0.832, 1.0
1.22, -0.607, 1.0
-0.219, 0.524, 1.0
1.48, -1.05, 1.0
0.214, -0.45, 1.0
-1.25, -1.14, 1.0
0.121, 0.219, 1.0
-0.813, -0.665, 1.0
-1.31, -0.229, 1.0
0.482, -0.653, 1.0
1.12, -0.659, 1.0
2.07, 1.37, 1.0
-1.47, -0.212, 1.0
-1.29, -1.03, 1.0
1.16, 1.48, 1.0
0.327, 0.17, 1.0
-1.78, -1.58, 1.0
-0.748, -0.57, 1.0
-0.337, 0.559, 1.0
-0.235, 0.352, 1.0
0.893, -0.327, 1.0
-1.27, -0.704, 1.0
0.942, 1.89, 1.0
1.66, 1.42, 1.0
-0.241, 0.897, 1.0
-0.235, -0.617, 1.0
2.33, 1.21, 1.0
-1.47, -0.817, 1.0
-2.13, -1.85, 1.0
-1.87, -0.451, 1.0
2.71, 1.35, 1.0
-0.439, -0.884, 1.0
0.308, 0.117, 1.0
-0.0203, 1.92, 1.0
0.287, 1.45, 1.0
-1.28, 0.213, 1.0
-0.99, 0.231, 1.0
2.2, 1.26, 1.0
-0.412, 0.492, 1.0
0.0574, -0.134, 1.0
1.03, 1.55, 1.0
-1.78, -0.378, 1.0
0.237, 0.0367, 1.0
-1.32, 0.516, 1.0
-0.968, -0.226, 1.0
-1.52, -1.15, 1.0
1.62, -1.16, 1.0
-0.563, -0.164, 1.0
-1.78, -1.49, 1.0
1.05, -0.96, 1.0
1.86, 1.14, 1.0
-0.259, 0.496, 1.0
-1.12, -0.297, 1.0
1.47, -2.05, 1.0
-1.26, -0.503, 1.0
-0.961, -0.102, 1.0
1.01, -0.743, 1.0
-1.97, -1.72, 1.0
0.926, -1.17, 1.0
0.355, -0.222, 1.0
0.143, 0.337, 1.0
1.18, 1.42, 1.0
-0.759, 0.366, 1.0
-0.0982, 0.395, 1.0
1.23, -0.146, 1.0
0.0919, -0.154, 1.0
1.42, 1.8, 1.0
-0.502, 1.84, 1.0
0.928, 1.45, 1.0
-1.46, -0.179, 1.0
-1.57, -1.74, 1.0
-0.912, -0.484, 1.0
1.26, 1.21, 1.0
-0.882, -0.582, 1.0
0.0981, 0.465, 1.0
2.46, 1.21, 1.0
-0.601, -0.539, 1.0
-0.298, 0.158, 1.0
0.553, -0.159, 1.0
-1.9, -1.46, 1.0
0.834, -0.177, 1.0
1.57, 1.16, 1.0
0.966, -0.199, 1.0
-0.812, -0.411, 1.0
-1.89, -1.16, 1.0
-1.01, -0.211, 1.0
-1.94, -0.273, 1.0
-1.57, -0.772, 1.0
0.449, -0.0489, 1.0
0.26, -0.54, 1.0
0.565, 1.56, 1.0
-0.17, -0.346, 1.0
-1.55, 0.121, 1.0
0.612, 1.8, 1.0
-0.693, -0.113, 1.0
0.0486, -0.389, 1.0
-1.25, -0.286, 1.0
0.486, 0.245, 1.0
0.276, 0.397, 1.0
-0.957, 0.039, 1.0
-0.871, -0.825, 1.0
1.17, -1.39, 1.0
0.37, -0.0513, 1.0
-2.06, -1.23, 1.0
-1.65, -0.731, 1.0
0.982, -0.452, 1.0
0.883, 0.106, 1.0
0.977, -1.01, 1.0
-0.413, 0.0554, 1.0
1.44, 1.38, 1.0
-1.65, -0.0692, 1.0
-0.537, -0.223, 1.0
2.13, 1.16, 1.0
-2.11, -1.45, 1.0
0.873, -1.03, 1.0
0.209, 0.755, 1.0
1.31, 1.62, 1.0
0.823, -0.248, 1.0
0.72, -0.316, 1.0
-1.39, -0.322, 1.0
2.2, 0.935, 1.0
-1.8, -1.26, 1.0
-1.58, -1.26, 1.0
-0.937, -0.086, 1.0
-0.935, 0.321, 1.0
0.13, -0.469, 1.0
-0.59, -0.328, 1.0
-1.2, -0.248, 1.0
0.336, 0.611, 1.0
-1.25, 0.104, 1.0
-0.867, 0.214, 1.0
2.53, 1.5, 1.0
0.32, -0.465, 1.0
-0.853, 0.358, 1.0
-1.43, -1.18, 1.0
1.05, -2.08, 1.0
0.605, 0.378, 1.0
-0.0246, -0.141, 1.0
0.627, -0.0629, 1.0
1.1, -0.695, 1.0
-0.198, -0.536, 1.0
0.211, 1.71, 1.0
0.953, 1.14, 1.0
-1.17, -0.95, 1.0
-1.48, -0.682, 1.0
-1.03, -0.422, 1.0
-1.78, -0.253, 1.0
-0.107, -0.232, 1.0
-1.21, -0.785, 1.0
-0.945, -0.639, 1.0
0.352, 0.333, 1.0
0.735, 1.63, 1.0
-0.341, 0.0621, 1.0
