@relation  banana
@attribute At1 real[-3.09,2.81]
@attribute At2 real[-2.39,3.19]
@attribute Class{-1.0,1.0}
@inputs At1,At2
@outputs Class
@data
1.3, 0.739, -1.0
-0.702, -1.2, -1.0
0.971, 0.64, -1.0
-1.29, 0.891, -1.0
1.31, 0.328, -1.0
-0.899, -1.38, -1.0
1.41, 0.0907, -1.0
1.08, -0.133, -1.0
1.29, 0.337, -1.0
0.136, -1.49, -1.0
-1.01, 1.07, -1.0
-0.356, -1.16, -1.0
1.35, 0.229, -1.0
0.127, 1.22, -1.0
-0.532, 0.978, -1.0
0.342, -0.701, -1.0
1.07, 0.399, -1.0
-0.711, 0.96, -1.0
1.31, -0.238, -1.0
-0.0674, 1.85, -1.0
1.18, -0.789, -1.0
0.552, 0.961, -1.0
-1.24, 1.0, -1.0
0.611, 0.978, -1.0
0.102, -1.03, -1.0
0.462, 1.89, -1.0
0.139, -1.01, -1.0
1.36, -0.117, -1.0
0.381, 1.55, -1.0
-0.12, -1.22, -1.0
-1.42, 0.83, -1.0
-1.0, -0.885, -1.0
-1.24, 1.14, -1.0
-1.13, 0.928, -1.0
0.119, -1.28, -1.0
0.38, -1.35, -1.0
-0.411, -1.41, -1.0
1.08, 0.0163, -1.0
0.677, 1.03, -1.0
-1.03, -1.09, -1.0
-0.128, -1.14, -1.0
-0.446, -1.53, -1.0
0.0544, -1.59, -1.0
1.27, 0.433, -1.0
-0.0247, -1.5, -1.0
-0.803, -1.09, -1.0
-0.0791, -1.38, -1.0
-0.351, -1.0, -1.0
-0.266, -1.2, -1.0
-0.329, -0.955, -1.0
-0.182, -1.54, -1.0
-0.624, 1.75, -1.0
0.409, 1.45, -1.0
1.22, 0.834, -1.0
-0.824, 0.858, -1.0
-0.459, -1.11, -1.0
-1.9, 0.856, -1.0
-1.13, 0.654, -1.0
-0.0169, -0.939, -1.0
-1.8, 0.676, -1.0
-0.144, -1.03, -1.0
0.0179, -1.01, -1.0
-0.625, 1.14, -1.0
-0.212, -1.18, -1.0
-0.527, -1.38, -1.0
0.308, 0.933, -1.0
-0.779, -1.04, -1.0
-1.51, 0.481, -1.0
-1.04, 0.937, -1.0
1.52, 0.409, -1.0
-0.633, -1.18, -1.0
-0.568, -0.873, -1.0
1.16, 0.598, -1.0
0.399, -1.48, -1.0
-0.016, -1.26, -1.0
0.725, 1.33, -1.0
1.21, -0.132, -1.0
-0.411, -1.34, -1.0
-0.899, -1.25, -1.0
1.12, 0.173, -1.0
-0.665, 1.23, -1.0
0.395, -1.04, -1.0
0.378, 0.987, -1.0
1.06, 0.443, -1.0
0.35, 1.22, -1.0
0.299, 1.56, -1.0
-0.499, -0.766, -1.0
-2.11, 0.193, -1.0
-0.803, 1.25, -1.0
1.29, -0.151, -1.0
-0.00835, 1.76, -1.0
-0.355, 1.28, -1.0
1.06, 0.629, -1.0
-0.614, -1.43, -1.0
-0.259, 1.52, -1.0
0.827, 0.755, -1.0
1.25, 0.555, -1.0
-0.0388, -0.984, -1.0
-1.57, 0.629, -1.0
-0.593, 1.28, -1.0
1.57, 0.171, -1.0
1.22, 1.13, -1.0
-0.942, -1.15, -1.0
0.0236, -1.07, -1.0
0.563, 0.661, -1.0
0.388, 1.72, -1.0
-0.0341, -1.07, -1.0
-0.658, -1.31, -1.0
-0.0508, -1.19, -1.0
-1.1, -1.13, -1.0
-1.62, 0.213, -1.0
-0.0107, -0.96, -1.0
1.5, -0.993, -1.0
-0.192, 1.04, -1.0
0.404, -1.1, -1.0
1.94, -0.65, -1.0
1.26, 0.799, -1.0
-0.834, 1.48, -1.0
0.68, 0.739, -1.0
0.355, 2.08, -1.0
1.18, -0.0513, -1.0
0.65, 1.86, -1.0
-0.607, -1.6, -1.0
-1.19, -0.976, -1.0
-0.0536, 1.6, -1.0
-0.861, -0.862, -1.0
-0.855, -1.33, -1.0
-1.67, 0.809, -1.0
0.44, 0.9, -1.0
0.551, 1.48, -1.0
-0.0117, -1.34, -1.0
0.134, -1.06, -1.0
-0.0931, 1.52, -1.0
-0.767, -1.3, -1.0
0.225, 1.34, -1.0
-0.494, -1.22, -1.0
0.437, 2.35, -1.0
-0.827, -0.757, -1.0
-0.316, -1.36, -1.0
1.49, -0.00779, -1.0
-0.828, -0.82, -1.0
-0.243, -1.24, -1.0
0.945, 0.309, -1.0
0.178, -1.24, -1.0
0.303, -0.94, -1.0
-0.746, -0.93, -1.0
1.71, -0.225, -1.0
-2.01, 0.439, -1.0
0.619, 1.65, -1.0
0.12, -1.12, -1.0
0.149, 1.98, -1.0
0.595, 0.429, -1.0
-1.94, 0.598, -1.0
0.486, 1.05, -1.0
0.826, 1.42, -1.0
-0.467, 1.3, -1.0
1.7, -0.554, -1.0
-1.4, 1.19, -1.0
-0.432, 1.13, -1.0
-0.513, 1.29, -1.0
-0.983, 1.06, -1.0
-0.511, 1.53, -1.0
-1.22, 1.12, -1.0
-0.544, -0.831, -1.0
-0.992, 1.4, -1.0
0.439, 1.5, -1.0
0.769, 0.855, -1.0
-0.104, -1.09, -1.0
-0.855, -1.05, -1.0
0.745, 0.366, -1.0
-0.046, 1.51, -1.0
-1.97, 0.611, -1.0
-0.639, -1.04, -1.0
-1.37, 0.648, -1.0
0.838, 0.603, -1.0
-0.803, -0.782, -1.0
-0.829, 1.06, -1.0
-0.44, -1.3, -1.0
1.04, 0.816, -1.0
0.8, 0.662, -1.0
0.904, 1.04, -1.0
-0.8, -1.38, -1.0
0.488, 1.31, -1.0
-0.599, -0.965, -1.0
-0.341, 1.55, -1.0
-0.226, -1.06, -1.0
-1.13, 0.6, -1.0
-1.01, -1.65, -1.0
0.733, 0.926, -1.0
-0.712, -1.1, -1.0
-2.0, -0.0624, -1.0
-0.85, -0.92, -1.0
-0.755, -1.09, -1.0
-0.479, 0.91, -1.0
-0.232, -1.4, -1.0
-0.218, 2.09, -1.0
-0.0657, -1.19, -1.0
0.318, -0.87, -1.0
1.6, -0.183, -1.0
0.996, 1.04, -1.0
-0.803, -1.21, -1.0
0.962, 0.851, -1.0
-0.514, -1.21, -1.0
-0.436, 1.86, -1.0
-1.2, -1.19, -1.0
1.27, 0.775, -1.0
0.0698, -1.25, -1.0
0.247, -0.96, -1.0
-0.695, 1.08, -1.0
0.176, 1.23, -1.0
1.49, 0.385, -1.0
-0.75, 1.14, -1.0
0.538, 1.38, -1.0
0.26, -1.17, -1.0
-1.53, 0.39, -1.0
0.846, 1.87, -1.0
0.735, 0.571, -1.0
-0.756, -0.943, -1.0
0.455, 0.877, -1.0
1.3, 0.196, -1.0
-0.982, -1.08, -1.0
1.26, -0.25, -1.0
0.0878, -1.08, -1.0
-0.269, 1.6, -1.0
2.03, -0.427, -1.0
-1.31, -0.903, -1.0
0.484, -1.3, -1.0
0.56, -1.02, -1.0
1.5, 0.541, -1.0
1.35, -0.461, -1.0
-0.593, -1.58, -1.0
-0.144, 1.68, -1.0
0.893, 0.691, -1.0
-0.362, -1.7, -1.0
-0.951, -1.3, -1.0
1.7, 0.157, -1.0
-0.111, -1.33, -1.0
-0.734, -1.09, -1.0
-2.13, 0.678, -1.0
0.904, 0.195, -1.0
-1.31, 0.463, -1.0
-1.52, 0.946, -1.0
-0.436, -0.954, -1.0
-1.09, 1.39, -1.0
-0.477, -1.25, -1.0
0.527, -1.13, -1.0
-0.1, -1.05, -1.0
0.238, -1.51, -1.0
1.71, -0.044, -1.0
1.62, -0.131, -1.0
-1.56, 0.514, -1.0
-1.08, 1.19, -1.0
-1.55, 0.588, -1.0
-1.32, 0.995, -1.0
1.59, -0.378, -1.0
0.32, -0.998, -1.0
1.16, 0.654, -1.0
1.07, 0.438, -1.0
0.615, 0.375, -1.0
-0.872, 0.663, -1.0
0.0529, 1.52, -1.0
0.624, -1.31, -1.0
0.0489, -1.36, -1.0
1.07, 1.53, -1.0
1.39, 0.0609, -1.0
0.589, 0.714, -1.0
-0.455, -1.3, -1.0
-0.58, 1.34, -1.0
-0.478, -0.796, -1.0
0.0346, 1.7, -1.0
1.38, 1.27, -1.0
-0.402, -1.11, -1.0
0.637, 0.984, -1.0
1.43, 0.484, -1.0
-0.299, -1.4, -1.0
1.01, 0.677, -1.0
0.801, 1.14, -1.0
0.824, 0.45, -1.0
1.63, 0.0545, -1.0
0.857, 0.875, -1.0
2.06, -0.893, -1.0
1.19, 0.115, -1.0
0.373, -1.17, -1.0
0.341, -1.32, -1.0
-0.833, -1.23, -1.0
-0.983, 1.1, -1.0
-0.337, 1.85, -1.0
1.27, -0.747, -1.0
1.71, 0.0217, -1.0
0.273, 1.68, -1.0
1.72, -0.793, -1.0
-0.491, 1.22, -1.0
-1.6, 0.788, -1.0
0.0551, 1.34, -1.0
0.0545, 2.0, -1.0
0.648, 1.41, -1.0
-1.75, 0.318, -1.0
-0.724, -1.26, -1.0
1.08, 0.088, -1.0
-0.148, -1.37, -1.0
0.91, 0.864, -1.0
-0.672, 1.35, -1.0
0.802, 1.21, -1.0
-0.108, 1.7, -1.0
0.983, 0.203, -1.0
0.0194, -1.13, -1.0
0.335, 1.15, -1.0
-0.00626, -0.959, -1.0
-0.869, 0.634, -1.0
-0.744, -1.39, -1.0
0.786, 1.31, -1.0
0.851, 1.46, -1.0
-1.08, 1.31, -1.0
-0.329, -0.858, -1.0
-0.566, -1.33, -1.0
1.3, 0.555, -1.0
1.2, 0.0691, -1.0
0.661, 1.2, -1.0
0.0114, -1.46, -1.0
0.00564, -1.14, -1.0
-0.366, -0.882, -1.0
-1.1, -1.24, -1.0
-0.122, -1.14, -1.0
-0.396, -1.45, -1.0
0.569, 1.15, -1.0
0.897, 0.294, -1.0
-2.56, -0.0784, -1.0
0.685, 2.2, -1.0
1.71, -0.424, -1.0
1.23, 0.354, -1.0
-1.15, 0.771, -1.0
1.38, 0.583, -1.0
-1.49, 0.796, -1.0
-0.231, -0.75, -1.0
-0.0554, -1.28, -1.0
-0.0143, 1.55, -1.0
0.569, -0.858, -1.0
0.22, -1.36, -1.0
-1.73, 0.562, -1.0
1.06, 0.842, -1.0
-0.192, 1.66, -1.0
-0.68, 1.68, -1.0
-1.49, 0.738, -1.0
-0.536, 1.19, -1.0
0.731, 1.31, -1.0
-1.14, 0.849, -1.0
0.313, -1.07, -1.0
0.343, -1.14, -1.0
1.08, 0.79, -1.0
-0.704, 1.46, -1.0
-0.796, -1.63, -1.0
1.45, -0.26, -1.0
0.39, -1.2, -1.0
1.8, 0.757, -1.0
0.553, 1.54, -1.0
1.14, 0.866, -1.0
1.07, 0.668, -1.0
0.0154, -1.41, -1.0
-0.0785, -1.16, -1.0
-0.135, -1.12, -1.0
1.07, -0.0433, -1.0
0.598, 0.855, -1.0
0.606, -0.877, -1.0
1.79, -0.459, -1.0
-0.155, 1.29, -1.0
-0.867, 1.09, -1.0
-0.961, 1.0, -1.0
0.0394, -1.35, -1.0
-0.852, 1.32, -1.0
1.21, -0.271, -1.0
-0.866, 0.751, -1.0
-0.338, -0.91, -1.0
-0.177, 1.51, -1.0
0.835, -0.0137, -1.0
-0.461, -1.07, -1.0
1.23, -0.493, -1.0
-1.03, 0.681, -1.0
0.00273, -0.973, -1.0
-0.632, 1.35, -1.0
0.786, 0.859, -1.0
-0.278, -1.09, -1.0
0.547, 1.15, -1.0
-0.0583, -1.15, -1.0
1.43, -0.366, -1.0
1.78, -0.508, -1.0
1.21, 0.197, -1.0
1.18, 0.392, -1.0
-0.539, 1.41, -1.0
0.088, -1.25, -1.0
-0.0633, -0.699, -1.0
-0.507, 1.89, -1.0
-1.34, 0.869, -1.0
0.517, -0.931, -1.0
1.47, -0.531, -1.0
0.417, -1.54, -1.0
0.273, 1.79, -1.0
-0.0199, -1.32, -1.0
-0.11, -1.21, -1.0
-1.3, 1.16, -1.0
-0.989, 0.48, -1.0
1.18, 0.507, -1.0
0.666, -1.52, -1.0
1.88, -1.13, -1.0
-0.47, -1.12, -1.0
0.897, 1.07, -1.0
-0.0882, 1.17, -1.0
-1.33, 0.719, -1.0
-1.43, 0.245, -1.0
-0.567, -1.14, -1.0
0.407, 1.8, -1.0
0.552, 2.05, -1.0
1.35, 0.677, -1.0
0.715, 1.3, -1.0
1.05, 0.453, -1.0
0.487, 1.33, -1.0
1.98, 0.417, -1.0
-0.78, -1.37, -1.0
-0.285, -1.1, -1.0
0.745, 0.681, -1.0
0.595, 0.677, -1.0
-0.502, -1.04, -1.0
-0.621, 1.16, -1.0
-0.53, -0.944, -1.0
1.45, 0.273, -1.0
1.02, 0.729, -1.0
-0.395, -0.756, -1.0
1.16, 0.776, -1.0
-1.12, 0.576, -1.0
-0.581, 1.36, -1.0
-1.28, 0.72, -1.0
-1.02, 0.883, -1.0
0.72, 0.677, -1.0
-0.504, 1.03, -1.0
-0.59, -1.23, -1.0
0.0105, -1.26, -1.0
0.778, 0.952, -1.0
-0.539, -1.39, -1.0
-0.499, -0.858, -1.0
1.88, -0.141, -1.0
0.615, 0.558, -1.0
-0.167, 1.07, -1.0
1.74, 0.195, -1.0
-0.687, -1.29, -1.0
-0.256, 1.52, -1.0
-0.463, -1.01, -1.0
-1.46, 1.11, -1.0
-0.0743, -1.38, -1.0
1.29, 0.152, -1.0
-0.116, -1.23, -1.0
0.523, 1.05, -1.0
1.55, -0.649, -1.0
-0.595, 1.09, -1.0
0.471, 2.03, -1.0
-0.843, -1.14, -1.0
1.2, 0.361, -1.0
-0.914, -0.919, -1.0
0.961, 0.454, -1.0
-0.177, -1.45, -1.0
0.834, 0.925, -1.0
0.513, 0.741, -1.0
-0.964, -1.17, -1.0
-0.612, -1.42, -1.0
0.782, 1.8, -1.0
-0.335, -1.69, -1.0
-0.718, -1.25, -1.0
-1.32, 1.12, -1.0
-0.449, 1.04, -1.0
-0.579, 0.79, -1.0
0.0803, -1.15, -1.0
0.781, 0.911, -1.0
1.71, -0.289, -1.0
-1.0, -1.22, -1.0
-0.994, 1.14, -1.0
1.09, 0.299, -1.0
0.949, 0.422, -1.0
-1.16, 0.381, -1.0
1.16, 1.05, -1.0
0.498, 0.567, -1.0
0.0852, -0.852, -1.0
-1.08, 0.89, -1.0
-0.0531, -1.26, -1.0
-0.489, -1.13, -1.0
-0.568, -1.36, -1.0
-0.294, -1.54, -1.0
0.22, 2.08, -1.0
-0.138, -1.03, -1.0
0.471, 1.39, -1.0
-0.452, -1.22, -1.0
1.1, 0.253, -1.0
1.0, -0.0897, -1.0
0.371, -1.23, -1.0
0.673, 2.52, -1.0
0.514, 0.715, -1.0
0.942, 0.248, -1.0
-1.01, -1.23, -1.0
-0.448, 0.91, -1.0
0.981, -0.0572, -1.0
0.472, 1.37, -1.0
-0.315, -1.09, -1.0
0.0893, -1.1, -1.0
0.907, 0.191, -1.0
-0.56, -1.41, -1.0
0.255, 0.412, -1.0
-0.652, -1.1, -1.0
0.917, 0.231, -1.0
-1.98, -0.88, 1.0
1.03, 0.252, 1.0
-0.977, 0.639, 1.0
-1.07, -0.622, 1.0
0.847, -0.61, 1.0
-0.192, 0.791, 1.0
-0.223, 1.65, 1.0
0.218, -0.368, 1.0
0.908, -0.506, 1.0
-0.707, -0.378, 1.0
-1.49, -0.00325, 1.0
0.277, -0.324, 1.0
-1.78, -0.843, 1.0
-0.0744, -0.463, 1.0
0.388, 0.484, 1.0
-1.54, -0.643, 1.0
1.35, 1.33, 1.0
0.983, -1.31, 1.0
0.553, -0.817, 1.0
-1.84, -1.64, 1.0
-0.851, 0.189, 1.0
0.508, -0.331, 1.0
0.141, 0.0947, 1.0
-1.4, 0.247, 1.0
-0.166, 0.165, 1.0
-0.142, 0.231, 1.0
0.632, 1.45, 1.0
-0.541, -0.332, 1.0
-0.711, 0.0759, 1.0
-1.48, -0.297, 1.0
0.0107, 0.0258, 1.0
0.434, 0.295, 1.0
0.428, -0.494, 1.0
0.725, -0.99, 1.0
-0.0987, 0.966, 1.0
-1.39, -0.451, 1.0
0.93, -0.375, 1.0
0.319, 1.61, 1.0
-1.61, -0.363, 1.0
-0.326, 0.0769, 1.0
-1.27, -0.673, 1.0
0.667, 1.92, 1.0
1.25, -1.38, 1.0
1.26, -0.328, 1.0
0.666, 1.36, 1.0
-0.64, 0.705, 1.0
-0.305, 0.247, 1.0
0.941, -0.789, 1.0
0.00921, -0.00839, 1.0
-0.214, -0.235, 1.0
-0.813, -0.57, 1.0
-0.377, -0.617, 1.0
0.0809, 1.93, 1.0
-0.451, 0.775, 1.0
-0.0017, 0.282, 1.0
0.643, -0.351, 1.0
0.576, -1.05, 1.0
-1.23, -0.336, 1.0
1.06, -0.453, 1.0
2.68, 1.17, 1.0
-0.752, -0.117, 1.0
1.05, -0.467, 1.0
0.74, 0.053, 1.0
0.0368, -0.239, 1.0
0.886, -0.292, 1.0
0.224, 1.75, 1.0
-1.73, -1.32, 1.0
-0.0439, 0.305, 1.0
-1.41, -0.856, 1.0
1.15, -1.01, 1.0
-0.806, 0.575, 1.0
-1.28, -0.471, 1.0
-1.1, 0.419, 1.0
0.722, -0.975, 1.0
0.0224, 1.43, 1.0
-1.07, -0.039, 1.0
-0.212, -0.155, 1.0
-1.64, -1.8, 1.0
0.866, -0.917, 1.0
-0.978, -1.05, 1.0
-1.71, -0.319, 1.0
1.95, 1.53, 1.0
0.764, 0.381, 1.0
-0.0625, -0.12, 1.0
0.916, 0.144, 1.0
-0.699, -0.359, 1.0
-1.09, 0.289, 1.0
1.71, 1.1, 1.0
0.778, 1.44, 1.0
-0.641, 0.516, 1.0
1.05, -0.362, 1.0
-1.79, -0.124, 1.0
-1.19, -0.638, 1.0
1.96, 1.31, 1.0
0.557, -0.255, 1.0
-0.216, -0.353, 1.0
0.139, -0.803, 1.0
-1.37, -0.177, 1.0
-0.336, 0.182, 1.0
-0.119, 2.06, 1.0
1.28, -0.341, 1.0
1.35, -0.387, 1.0
-0.283, 1.88, 1.0
-0.482, -0.485, 1.0
-0.543, -0.0204, 1.0
-0.232, 0.626, 1.0
0.367, -0.451, 1.0
2.55, 1.4, 1.0
0.534, 1.86, 1.0
0.36, -0.715, 1.0
-0.219, -0.195, 1.0
-1.7, -0.569, 1.0
-0.175, 0.0644, 1.0
1.33, 1.51, 1.0
-0.639, 0.522, 1.0
1.85, 1.38, 1.0
1.66, 1.3, 1.0
-0.397, 0.563, 1.0
-1.31, -1.11, 1.0
-0.874, 0.719, 1.0
-1.59, -1.0, 1.0
0.185, 0.261, 1.0
0.598, 0.133, 1.0
-1.63, -1.16, 1.0
1.14, -0.938, 1.0
0.724, -0.574, 1.0
-0.71, 0.465, 1.0
-1.35, 0.424, 1.0
1.15, -1.14, 1.0
0.457, 0.191, 1.0
-1.87, -1.32, 1.0
-0.539, 0.648, 1.0
0.631, -0.674, 1.0
0.779, -0.815, 1.0
0.596, -0.172, 1.0
-1.22, -0.0961, 1.0
-0.2, 1.74, 1.0
-1.4, -0.386, 1.0
-1.17, 0.156, 1.0
-1.81, -0.543, 1.0
-0.698, -0.726, 1.0
-0.616, 0.413, 1.0
2.04, 1.36, 1.0
-0.198, -0.661, 1.0
0.616, 1.77, 1.0
-0.4, 0.00463, 1.0
0.28, 0.429, 1.0
-0.113, 0.626, 1.0
-0.282, 1.78, 1.0
1.16, -0.768, 1.0
0.876, -0.807, 1.0
0.351, -0.0402, 1.0
0.614, -0.705, 1.0
0.292, -0.159, 1.0
0.875, -1.47, 1.0
-0.201, 0.0726, 1.0
-1.25, -0.576, 1.0
0.435, 0.397, 1.0
0.816, -0.133, 1.0
0.408, 0.0673, 1.0
-0.973, 0.495, 1.0
0.426, 0.194, 1.0
1.3, -1.28, 1.0
0.0853, 0.789, 1.0
-1.48, -1.23, 1.0
1.34, 1.44, 1.0
0.569, -0.538, 1.0
-1.13, -0.0974, 1.0
-1.63, -1.41, 1.0
0.739, 0.139, 1.0
1.2, -1.56, 1.0
-1.42, -0.327, 1.0
-0.849, -0.187, 1.0
-1.14, -0.494, 1.0
1.36, -1.06, 1.0
2.34, 1.18, 1.0
-1.79, -0.98, 1.0
0.616, -1.07, 1.0
-1.06, -0.86, 1.0
1.33, -1.71, 1.0
0.995, -1.63, 1.0
-1.53, -0.665, 1.0
-1.45, -0.0697, 1.0
2.51, 1.11, 1.0
0.383, -0.824, 1.0
0.282, -0.761, 1.0
-1.9, -1.1, 1.0
0.216, 1.96, 1.0
-0.685, 0.727, 1.0
0.175, 0.652, 1.0
-0.95, 0.144, 1.0
0.155, 0.0373, 1.0
0.913, -1.6, 1.0
-0.53, 0.101, 1.0
-0.851, 0.405, 1.0
-2.07, -0.521, 1.0
0.11, 0.553, 1.0
1.13, 1.38, 1.0
-0.973, -0.047, 1.0
-0.0683, -0.404, 1.0
1.46, -0.91, 1.0
0.883, -1.0, 1.0
0.76, -1.16, 1.0
0.395, 1.35, 1.0
-1.83, -0.746, 1.0
-0.474, 0.264, 1.0
0.999, -1.12, 1.0
-0.254, 0.403, 1.0
-0.507, 0.357, 1.0
-0.472, 0.267, 1.0
-0.323, -0.264, 1.0
-1.19, -0.774, 1.0
1.2, -0.68, 1.0
-0.291, 0.561, 1.0
1.45, -1.03, 1.0
0.249, -0.451, 1.0
-1.28, -1.07, 1.0
0.0052, 0.24, 1.0
-0.818, -0.69, 1.0
-1.27, -0.273, 1.0
0.43, -0.654, 1.0
1.27, -0.573, 1.0
1.93, 1.34, 1.0
-1.44, -0.225, 1.0
-1.39, -1.09, 1.0
1.22, 1.48, 1.0
0.279, 0.149, 1.0
-1.94, -1.61, 1.0
-0.681, -0.586, 1.0
-0.296, 0.538, 1.0
-0.181, 0.344, 1.0
0.933, -0.277, 1.0
-1.27, -0.688, 1.0
0.918, 1.72, 1.0
1.57, 1.43, 1.0
-0.202, 0.712, 1.0
-0.286, -0.571, 1.0
2.25, 1.21, 1.0
-1.5, -0.829, 1.0
-2.01, -1.85, 1.0
-1.81, -0.488, 1.0
2.45, 1.25, 1.0
-0.573, -0.789, 1.0
0.251, 0.171, 1.0
-6.89E-4, 2.0, 1.0
0.387, 1.59, 1.0
-1.22, 0.177, 1.0
-1.05, 0.219, 1.0
2.32, 1.3, 1.0
-0.472, 0.411, 1.0
0.0788, -0.0998, 1.0
0.923, 1.54, 1.0
-1.74, -0.521, 1.0
0.201, 0.0024, 1.0
-1.16, 0.469, 1.0
-0.975, -0.182, 1.0
-1.56, -1.1, 1.0
1.45, -1.24, 1.0
-0.543, 7.62E-5, 1.0
-1.66, -1.52, 1.0
1.01, -0.94, 1.0
1.84, 1.18, 1.0
-0.214, 0.38, 1.0
-1.16, -0.285, 1.0
1.23, -2.2, 1.0
-1.19, -0.529, 1.0
-1.04, -0.131, 1.0
1.03, -0.805, 1.0
-2.03, -1.65, 1.0
0.856, -1.11, 1.0
0.325, -0.153, 1.0
0.281, 0.343, 1.0
1.18, 1.25, 1.0
-0.752, 0.342, 1.0
-0.104, 0.48, 1.0
1.23, 0.0999, 1.0
0.18, -0.0627, 1.0
1.59, 1.72, 1.0
-0.0601, 2.04, 1.0
0.826, 1.5, 1.0
-1.37, -0.205, 1.0
-1.57, -1.47, 1.0
-0.918, -0.578, 1.0
1.47, 1.21, 1.0
-0.91, -0.607, 1.0
0.00914, 0.431, 1.0
2.47, 1.12, 1.0
-0.58, -0.579, 1.0
-0.391, 0.181, 1.0
0.552, -0.244, 1.0
-1.92, -1.5, 1.0
0.833, -0.254, 1.0
1.62, 1.19, 1.0
1.07, -0.221, 1.0
-0.889, -0.417, 1.0
-1.81, -1.21, 1.0
-0.946, -0.197, 1.0
-1.85, -0.35, 1.0
-1.62, -0.712, 1.0
0.501, 0.0251, 1.0
0.264, -0.605, 1.0
0.74, 1.53, 1.0
-0.322, -0.356, 1.0
-1.64, 0.143, 1.0
0.606, 1.77, 1.0
-0.672, -0.0414, 1.0
0.0109, -0.378, 1.0
-1.34, -0.31, 1.0
0.524, 0.283, 1.0
0.278, 0.383, 1.0
-0.869, -0.0393, 1.0
-0.987, -0.863, 1.0
1.22, -1.46, 1.0
0.391, -0.0901, 1.0
-2.19, -1.3, 1.0
-1.59, -0.68, 1.0
1.1, -0.313, 1.0
0.762, 0.125, 1.0
0.905, -0.994, 1.0
-0.473, 0.085, 1.0
1.49, 1.55, 1.0
-1.64, -0.121, 1.0
-0.532, -0.179, 1.0
2.18, 1.21, 1.0
-1.9, -1.32, 1.0
0.747, -1.05, 1.0
0.159, 0.586, 1.0
1.33, 1.7, 1.0
0.855, -0.265, 1.0
0.782, -0.139, 1.0
-1.4, -0.37, 1.0
2.07, 1.02, 1.0
-1.77, -1.19, 1.0
-1.63, -1.32, 1.0
-0.973, -0.126, 1.0
-0.872, 0.26, 1.0
0.109, -0.522, 1.0
-0.645, -0.238, 1.0
-1.05, -0.382, 1.0
0.269, 0.605, 1.0
-1.17, 0.126, 1.0
-0.768, 0.209, 1.0
2.17, 1.45, 1.0
0.29, -0.515, 1.0
-0.804, 0.396, 1.0
-1.45, -1.25, 1.0
1.21, -1.77, 1.0
0.521, 0.375, 1.0
0.00275, -0.0555, 1.0
0.661, 0.0147, 1.0
0.957, -0.786, 1.0
-0.206, -0.474, 1.0
0.188, 1.59, 1.0
1.08, 1.42, 1.0
-1.14, -0.927, 1.0
-1.39, -0.68, 1.0
-1.02, -0.469, 1.0
-1.69, -0.176, 1.0
-0.0222, -0.202, 1.0
-1.18, -0.758, 1.0
-0.987, -0.735, 1.0
