@relation  magic
@attribute FLength numeric
@attribute FWidth numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FConc1 numeric
@attribute FAsym real[-457.9161,575.2407]
@attribute FM3Long real[-331.78,238.321]
@attribute FM3Trans real[-205.8947,179.851]
@attribute FAlpha numeric
@attribute FDist numeric
@attribute Class {g,h}


@data
69.0975, 27.2206, 3.5674, 0.1725, 0.0946, 49.8977, 67.3895, -19.3862, 1.7409, 276.499, g
92.5638, 28.5483, 3.4125, 0.193, 0.1182, -19.2746, 64.8572, -15.2962, 2.868, 310.103, g
21.5669, 17.6416, 2.5465, 0.446, 0.2741, 3.5979, 17.7038, 16.0627, 45.454, 101.997, g
44.4007, 16.8812, 2.5092, 0.3189, 0.1625, 44.0654, -28.9283, -16.2577, 1.708, 253.655, g
29.1755, 23.2356, 2.9664, 0.2788, 0.1745, 2.0567, 16.8998, -6.5657, 34.4518, 100.674, g
21.6779, 11.9886, 2.4257, 0.5553, 0.3133, 0.9616, -6.9223, -7.1028, 17.768, 79.6969, g
12.8636, 11.458, 2.1629, 0.7354, 0.3746, 15.0668, -4.409, -11.6822, 35.0558, 35.3937, g
118.287, 14.0713, 2.8814, 0.3548, 0.2043, -74.6136, -60.399, 11.9614, 0.0349, 266.558, g
40.6832, 17.2742, 2.8785, 0.2487, 0.1356, 36.8293, 22.5909, -9.6469, 13.5875, 171.207, g
40.6834, 17.0578, 2.8024, 0.2979, 0.1805, 25.5019, 32.8445, -11.8089, 18.706, 143.89, g
57.3271, 23.2931, 3.1774, 0.1469, 0.0734, 58.8582, 37.4815, -7.1838, 5.926, 179.803, g
38.7824, 25.7038, 3.2171, 0.2408, 0.1368, 13.3523, 28.4911, 11.2312, 21.516, 165.672, g
25.889, 16.5543, 2.8058, 0.4238, 0.24, 22.7666, 18.1795, -10.683, 3.6582, 181.039, g
18.8219, 11.9384, 2.3856, 0.6749, 0.463, 10.1807, 20.3275, -9.2552, 3.2309, 225.556, g
19.6229, 18.7334, 2.5179, 0.349, 0.1745, 16.3392, 11.422, 8.841, 10.1102, 76.8999, g
22.5561, 6.4609, 2.2055, 0.7539, 0.3832, -25.6665, -6.3922, -6.8247, 3.9937, 156.617, g
31.249, 20.8416, 2.6196, 0.3361, 0.2005, -6.8301, 24.4418, -16.2498, 22.1785, 146.668, g
45.1942, 26.4351, 3.1055, 0.229, 0.1235, 11.2951, 39.5222, 22.8678, 7.8797, 116.305, g
28.8255, 16.7964, 2.6642, 0.3402, 0.1701, 3.6149, -18.208, 9.8634, 2.4949, 213.169, g
12.5887, 11.8511, 2.0626, 0.7013, 0.368, 15.876, -8.6777, -10.4661, 50.5733, 244.466, g
23.2775, 10.5813, 2.2967, 0.5707, 0.3207, -23.4285, -19.3432, -10.6336, 35.4214, 209.834, g
45.4444, 11.349, 2.7332, 0.3937, 0.2486, 9.2073, 34.8387, 8.2332, 5.059, 205.448, g
68.8466, 17.4731, 2.7835, 0.3029, 0.1802, -132.189, 67.6255, -8.8232, 0.137, 248.86, g
81.4054, 25.1619, 3.5143, 0.1989, 0.1014, -51.2494, 70.7019, -16.5938, 2.384, 288.832, g
35.4335, 17.1768, 2.7566, 0.3713, 0.218, 6.1006, 29.8459, 12.9883, 25.724, 157.738, g
33.5349, 13.7973, 2.4385, 0.3352, 0.1803, 21.4601, 17.9121, 10.9886, 7.815, 107.398, g
72.656, 21.7885, 3.1421, 0.2091, 0.1294, 38.1011, 78.3007, -10.2505, 11.6577, 140.962, g
73.1549, 24.0524, 3.5849, 0.2034, 0.114, -75.8154, 54.52, 12.0307, 0.3485, 254.455, g
41.9175, 14.8591, 2.6821, 0.316, 0.1944, 15.3546, 33.3481, 10.8831, 9.541, 172.529, g
50.1872, 27.6518, 3.4718, 0.1859, 0.096, 14.543, 53.802, -10.5164, 17.073, 93.8376, g
13.2042, 10.6386, 2.1599, 0.782, 0.4533, -13.9224, -3.9545, 11.2903, 20.371, 193.649, g
19.326, 9.8381, 2.2529, 0.5698, 0.3492, 22.6425, 11.5088, -0.1793, 4.1946, 205.057, g
22.939, 14.5959, 2.5453, 0.4758, 0.2806, -27.0839, -9.6642, -7.8812, 47.847, 193.412, g
58.8321, 27.4017, 3.5898, 0.1497, 0.0817, -7.4978, 46.0111, 22.4075, 4.0456, 237.392, g
24.3415, 16.8898, 2.586, 0.4721, 0.2944, 11.2914, 13.2756, -9.4052, 17.904, 139.935, g
84.0658, 21.2136, 3.4673, 0.1326, 0.0711, 9.8491, 71.2746, 2.2249, 4.8249, 236.921, g
20.8971, 12.415, 2.4564, 0.7448, 0.3759, 0.8771, 17.4937, -8.7008, 17.7354, 178.928, g
32.6311, 13.4123, 2.4082, 0.3984, 0.2051, 24.8993, 14.7668, -11.6975, 14.8675, 224.409, g
68.5377, 21.7562, 2.9731, 0.2149, 0.1229, 60.3419, 64.8438, -11.3324, 15.494, 186.18, g
59.8603, 21.2562, 3.3684, 0.1893, 0.106, 63.6435, 51.307, -10.7345, 0.1363, 194.283, g
90.2691, 28.7008, 3.9116, 0.1438, 0.0743, 87.0953, 81.5023, 11.9109, 1.1204, 269.286, g
32.5241, 17.8766, 2.8395, 0.3039, 0.1556, -23.1878, -16.3538, 14.9415, 3.952, 213.754, g
20.73, 11.4297, 2.238, 0.5954, 0.3555, -13.185, -19.4182, -2.7731, 67.7536, 61.5102, g
44.6257, 17.3928, 2.7846, 0.2726, 0.1404, 10.046, 36.8161, 13.2095, 19.3827, 175.413, g
18.5533, 7.4793, 2.1717, 0.7677, 0.4882, -1.4627, 5.8926, -2.3056, 76.6555, 194.414, g
31.5877, 21.6492, 2.8007, 0.2611, 0.14, 20.0599, 19.0826, 3.9342, 27.155, 117.891, g
23.6155, 14.2856, 2.5752, 0.508, 0.3285, 9.7691, 16.852, -9.8192, 25.219, 132.275, g
88.2238, 42.1892, 4.0097, 0.1196, 0.0622, 13.8653, 77.0022, -27.6359, 0.8714, 318.368, g
26.6497, 18.45, 2.6375, 0.3295, 0.1832, 9.3045, -23.3255, -10.756, 11.7935, 198.647, g
72.4802, 30.4155, 3.8673, 0.142, 0.0716, -19.9983, 79.7748, -19.35, 1.3082, 241.578, g
31.8369, 19.6453, 2.6817, 0.3434, 0.1759, -17.5852, 23.8559, -13.2545, 8.419, 225.83, g
28.7802, 15.2527, 2.3927, 0.4251, 0.2247, 29.8074, 18.1433, -10.5433, 21.3396, 164.68, g
85.3384, 17.7218, 2.6355, 0.3287, 0.1725, -103.046, 62.953, 9.2347, 4.915, 235.905, g
25.5536, 17.4304, 2.3531, 0.4435, 0.2417, -10.6269, -18.4292, 15.2663, 79.873, 75.5272, g
97.5815, 26.1448, 3.6148, 0.1971, 0.1103, -66.8395, 70.7059, 23.048, 0.4193, 294.581, g
30.1359, 10.9027, 2.3953, 0.5433, 0.3763, 14.7675, 16.3565, -8.0895, 7.675, 202.662, g
76.3866, 33.6676, 2.9965, 0.2651, 0.1739, 34.5274, 19.6201, -21.8353, 10.377, 377.974, g
17.3029, 11.088, 2.179, 0.5563, 0.3278, 0.3834, -4.1781, -6.0185, 3.5463, 208.628, g
23.9864, 17.3368, 2.6464, 0.3679, 0.1862, 22.1504, -16.1529, 8.1634, 0.792, 189.108, g
26.433, 20.4187, 2.7097, 0.3259, 0.2, 9.6858, 18.0502, 15.6911, 12.833, 140.745, g
26.2424, 16.9167, 2.5397, 0.3925, 0.2266, 14.7715, 16.1582, -11.0629, 7.942, 181.546, g
21.244, 6.8975, 2.1021, 0.7273, 0.415, -22.4644, -13.1668, -6.2774, 49.217, 232.935, g
21.9622, 12.6187, 2.4099, 0.6187, 0.3132, 14.7445, 5.6346, -9.9394, 70.525, 44.5714, g
25.6579, 9.6231, 2.4764, 0.5275, 0.3422, -8.4837, -18.5263, 8.3947, 29.802, 86.7284, g
33.8279, 21.1245, 2.4778, 0.3594, 0.188, -16.7273, -24.0378, 13.1486, 20.2701, 197.505, g
27.7507, 7.6265, 2.281, 0.5969, 0.3115, 19.4086, 14.0161, 6.1881, 15.261, 80.8787, g
62.5917, 33.8031, 3.5301, 0.2148, 0.1258, -63.029, 39.5295, 11.1327, 4.523, 299.124, g
51.6406, 22.7532, 2.7139, 0.3227, 0.1652, 23.5217, 40.3722, 8.5649, 15.3487, 279.069, g
20.7099, 6.2012, 2.2822, 0.799, 0.5561, -17.0072, -18.1344, -6.0106, 27.282, 133.77, g
18.6233, 12.6685, 2.3829, 0.5921, 0.3375, -14.3172, -14.9123, -3.1822, 85.5581, 91.0776, g
25.6227, 16.4281, 2.5397, 0.456, 0.241, -12.774, -20.7348, 11.9599, 6.37, 137.938, g
28.0883, 6.8084, 2.2504, 0.5899, 0.3174, -7.7092, -17.4113, -2.8594, 27.549, 146.596, g
20.6072, 12.7755, 2.3589, 0.4464, 0.2254, -18.7444, 1.3942, -7.2491, 55.9097, 188.985, g
21.3781, 9.9143, 2.3464, 0.5946, 0.3311, -5.2721, 16.7247, 10.4878, 22.0158, 134.089, g
87.7942, 30.1055, 3.8598, 0.1424, 0.0788, -66.7317, 74.559, 14.8124, 1.778, 262.857, g
91.7312, 25.0898, 3.3263, 0.1651, 0.0908, -139.036, 49.7262, -10.7724, 5.105, 301.438, g
29.4021, 10.3135, 2.4125, 0.5687, 0.3656, -23.418, -26.2285, 7.5898, 11.165, 145.465, g
18.2881, 12.989, 2.4023, 0.5149, 0.2673, -14.2768, -7.229, -3.9326, 48.0394, 157.526, g
30.3767, 18.4949, 2.6222, 0.3914, 0.2136, 6.5992, 27.1651, 12.6744, 0.059, 267.751, g
95.6239, 27.8725, 3.8914, 0.1235, 0.0667, 66.5722, 85.4658, 15.0026, 3.744, 253.379, g
47.2023, 24.8736, 3.0394, 0.232, 0.1256, 18.2311, -25.6922, 14.3003, 0.966, 176.844, g
61.9969, 14.4244, 2.541, 0.3683, 0.2173, 42.7123, 56.2947, -9.1364, 5.723, 150.479, g
19.4386, 17.1093, 2.4541, 0.6151, 0.3146, 23.4671, 13.2628, -19.1985, 58.159, 125.414, g
37.664, 22.8108, 2.8907, 0.2791, 0.1511, 13.0323, 27.0529, -18.4273, 14.118, 193.547, g
20.8531, 11.555, 2.6826, 0.5566, 0.3271, -25.1852, -9.9218, 5.9216, 33.4715, 146.912, g
19.5513, 8.981, 2.29, 0.6769, 0.4641, -1.6922, 12.6414, -9.3105, 9.757, 128.357, g
22.231, 11.8873, 2.4631, 0.5508, 0.3391, 26.0955, 10.6926, -7.5324, 25.929, 183.843, g
35.9336, 18.5428, 2.7054, 0.4, 0.2138, 38.8754, 23.6713, 15.7311, 4.915, 197.124, g
21.7992, 12.2946, 2.451, 0.5416, 0.2956, 1.5458, -9.7833, -8.2258, 17.1558, 188.134, g
67.414, 20.5669, 2.7973, 0.2504, 0.1252, 59.7928, 49.9465, -15.957, 2.6347, 215.594, g
78.3004, 17.2693, 2.9408, 0.3049, 0.2023, 70.5444, 79.4725, -8.9468, 8.1366, 252.036, g
62.1738, 21.2667, 3.477, 0.1827, 0.0972, 29.768, 34.4753, -13.016, 0.4862, 226.498, g
19.8412, 16.7819, 2.3128, 0.4818, 0.2993, 14.3041, 18.3897, -13.8364, 13.1411, 200.071, g
28.0462, 15.1104, 2.7218, 0.334, 0.1679, -26.7313, -14.8064, 6.3765, 26.6013, 197.445, g
21.2386, 12.4594, 2.2856, 0.6477, 0.4482, 10.8052, 18.0972, 10.3412, 38.8875, 212.472, g
27.327, 7.0286, 2.2148, 0.5732, 0.2896, -9.9486, -11.7875, 2.8492, 3.3457, 197.23, g
17.6821, 10.7664, 2.179, 0.5828, 0.3411, 0.5898, -4.9879, 6.5403, 61.229, 219.283, g
20.9663, 12.7298, 2.3274, 0.4282, 0.2141, 16.9437, 5.9588, -8.9597, 47.8491, 218.66, g
43.5727, 20.0674, 2.828, 0.2808, 0.1404, -19.3202, -28.4975, 15.0518, 11.1311, 190.861, g
12.9945, 11.0744, 2.2516, 0.7507, 0.4398, -14.3643, 6.4843, -10.2405, 32.928, 205.42, g
23.2649, 12.7491, 2.4742, 0.4128, 0.2232, 7.939, 10.2332, -5.3246, 32.049, 155.821, g
72.6419, 23.1654, 3.0101, 0.2794, 0.1832, -32.2986, 41.3698, -20.6375, 2.1522, 329.579, g
20.7678, 7.1927, 2.0065, 0.6995, 0.3596, -1.1635, 8.1084, 5.997, 12.8604, 212.873, g
39.0194, 16.0301, 2.6201, 0.4245, 0.2386, 15.9242, 24.6254, -10.4022, 22.1841, 69.6781, g
39.2192, 14.1085, 2.8534, 0.4064, 0.2306, 36.9605, 31.7324, 5.2607, 9.1923, 225.515, g
43.4412, 16.903, 2.88, 0.2254, 0.1206, 31.6339, 27.947, -4.7019, 4.149, 190.339, g
35.9738, 26.1095, 3.3553, 0.2851, 0.1573, -1.9325, 16.2147, 15.2438, 8.8011, 186.415, g
94.1467, 18.9409, 3.0249, 0.3154, 0.1903, -14.1273, 67.9024, -20.1648, 1.505, 347.551, g
34.1537, 17.1755, 2.7139, 0.3034, 0.1556, -26.6119, -15.8122, 6.226, 2.561, 200.022, g
20.8068, 9.9252, 2.3655, 0.6595, 0.3642, 20.5556, 18.6427, 11.4075, 83.9952, 110.701, g
43.4538, 17.6541, 2.9965, 0.2621, 0.1426, -12.485, -23.2863, -11.3567, 6.2607, 184.729, g
26.0097, 17.3529, 2.7763, 0.3816, 0.2435, 6.8952, -11.0751, 7.3202, 34.76, 56.3888, g
62.5191, 24.7736, 3.0366, 0.284, 0.1733, -38.1673, 42.9741, -17.5968, 6.7787, 291.256, g
43.992, 20.0273, 2.7694, 0.2636, 0.1437, -17.9251, -19.3787, 17.519, 19.157, 209.083, g
23.7185, 0.0, 2.1055, 0.7686, 0.4353, -23.8823, -17.1539, -1.0E-4, 7.361, 202.789, g
20.8834, 12.9015, 2.4495, 0.5364, 0.2966, -11.1144, -10.5109, 7.0717, 18.7607, 231.214, g
19.6241, 9.4747, 2.3385, 0.6009, 0.3876, 21.4521, 13.1382, 2.054, 57.761, 88.6241, g
25.4394, 15.1214, 2.6112, 0.4357, 0.2411, 13.266, 16.2796, -2.4174, 3.9221, 219.292, g
24.2128, 0.0, 2.0952, 0.739, 0.4137, -25.4216, -15.9103, 1.0E-4, 6.4563, 231.044, g
23.4309, 16.2197, 2.5099, 0.3895, 0.2117, 17.8344, 12.6243, -12.1637, 76.537, 70.4519, g
46.3799, 11.024, 2.6613, 0.3751, 0.2017, 41.5771, 41.4568, -5.4594, 5.6712, 258.733, g
