@relation  magic
@attribute FLength real[4.2835,334.177]
@attribute FWidth real[0.0,256.382]
@attribute FSize real[1.9413,5.3233]
@attribute FConc real[0.0131,0.893]
@attribute FConc1 real[3.0E-4,0.6752]
@attribute FAsym real[-457.9161,575.2407]
@attribute FM3Long real[-331.78,238.321]
@attribute FM3Trans real[-205.8947,179.851]
@attribute FAlpha real[0.0,90.0]
@attribute FDist real[1.2826,495.561]
@attribute Class{g,h}
@inputs FLength,FWidth,FSize,FConc,FConc1,FAsym,FM3Long,FM3Trans,FAlpha,FDist
@outputs Class
@data
13.1126, 10.9804, 2.1917, 0.7653, 0.4148, -14.6448, 4.2116, -11.6198, 44.0092, 95.6115, g
22.1436, 17.8129, 2.527, 0.4309, 0.2719, 16.2603, 17.3968, -13.3663, 14.469, 155.124, g
57.0078, 21.2557, 3.033, 0.2215, 0.1126, 30.4996, 38.3893, 15.1188, 7.705, 268.733, g
74.8406, 29.0966, 3.6868, 0.1415, 0.0795, 35.8218, 63.4019, 15.756, 10.0169, 191.943, g
23.393, 17.642, 2.4401, 0.3557, 0.1942, -10.5439, 8.1856, -15.3245, 23.0778, 175.294, g
60.4595, 21.1343, 2.9117, 0.2757, 0.1808, 48.8007, 50.9982, 15.5546, 9.214, 287.473, g
26.7425, 14.3788, 2.4378, 0.3978, 0.2208, -26.2595, -22.3011, -5.1118, 86.2952, 111.381, g
74.9967, 21.5708, 3.3613, 0.2263, 0.119, -70.0755, 68.1114, -14.5231, 2.154, 260.536, g
56.6218, 11.5258, 2.3784, 0.4142, 0.2364, 48.1949, -18.1653, 10.7206, 1.0356, 257.999, g
79.5024, 26.5601, 3.652, 0.1413, 0.0741, 49.9097, 75.6821, 17.3572, 3.5757, 200.289, g
39.4071, 9.5119, 2.3865, 0.5462, 0.3676, 38.1536, 32.8639, 6.586, 22.0967, 244.987, g
45.7365, 19.0416, 3.0235, 0.235, 0.1208, 37.3298, -26.5626, 9.4237, 2.443, 195.773, g
35.086, 19.428, 3.1159, 0.2688, 0.1673, -10.5013, 20.5008, -5.0981, 11.3154, 177.42, g
29.0507, 13.783, 2.5198, 0.4048, 0.216, -7.687, 14.865, 8.2883, 10.959, 249.012, g
20.2318, 15.8402, 2.5752, 0.4176, 0.2274, -1.7113, 10.165, -4.5919, 78.633, 161.134, g
86.4596, 18.7121, 2.8913, 0.3109, 0.2023, -95.5669, 54.8063, 17.6035, 3.633, 325.677, g
42.9123, 35.0966, 3.6205, 0.1917, 0.1156, -2.3716, -37.3538, 19.1961, 44.927, 29.3704, g
83.3838, 28.5564, 3.63, 0.1876, 0.1089, -76.4701, 62.4396, 12.6093, 2.671, 323.375, g
55.7912, 20.7167, 3.1128, 0.2221, 0.1207, 60.7298, 31.254, 14.2229, 2.106, 197.872, g
53.9765, 21.0655, 2.5557, 0.2837, 0.1433, 6.8371, 40.0827, 14.2929, 1.843, 170.195, g
28.5807, 19.4397, 2.5257, 0.3994, 0.2012, -33.152, -22.0706, 17.3914, 8.916, 184.079, g
37.3152, 18.6568, 2.7645, 0.2562, 0.1522, 23.041, -21.9094, 3.8461, 0.952, 233.062, g
24.999, 17.775, 2.5993, 0.4327, 0.2453, -16.3719, -25.5307, 14.8483, 81.8671, 120.263, g
18.155, 9.9203, 2.3522, 0.6889, 0.3667, 20.7872, 11.8396, -6.7104, 16.0923, 187.323, g
43.3635, 16.2103, 2.6335, 0.3163, 0.1616, 62.3071, -20.6643, 6.1877, 3.7958, 182.629, g
35.225, 18.2119, 2.902, 0.287, 0.166, 27.6093, 25.4402, 8.548, 27.2776, 168.34, g
30.401, 22.7795, 2.7324, 0.2759, 0.1657, -2.7792, 16.5009, 12.6533, 11.3638, 127.633, g
76.354, 28.0503, 3.3663, 0.2323, 0.1409, -13.1359, 65.2337, -14.1066, 2.903, 316.862, g
33.6832, 15.2972, 2.8038, 0.3441, 0.194, 13.9076, 27.3937, -5.6248, 1.573, 151.441, g
37.5856, 18.1024, 3.0137, 0.2723, 0.1672, 18.0017, 25.3594, 11.9947, 11.117, 177.301, g
92.9002, 27.648, 3.3638, 0.2237, 0.1352, -42.7538, 71.7958, -28.4436, 1.324, 318.747, g
20.7751, 10.7539, 2.2856, 0.5648, 0.3083, -6.7961, 17.7862, 9.4211, 28.623, 150.189, g
24.5963, 0.0, 2.1222, 0.717, 0.4038, 26.377, 14.9811, 1.0E-4, 25.78, 179.214, g
29.5497, 16.2657, 2.5911, 0.3385, 0.1782, 37.2182, -13.9248, -11.8548, 9.969, 245.001, g
24.476, 11.7683, 2.4533, 0.4401, 0.2412, 6.2271, 12.3548, -6.5686, 8.8517, 124.125, g
41.0271, 31.7545, 2.9881, 0.2795, 0.1423, -1.3717, 32.626, -19.8723, 60.962, 118.56, g
24.7397, 14.7389, 2.5112, 0.416, 0.2265, 19.6848, -9.1181, 8.4874, 25.4671, 111.68, g
38.2839, 20.9862, 2.9722, 0.2516, 0.1434, 8.9897, -18.645, -9.8651, 8.648, 233.979, g
80.8379, 37.1796, 4.0425, 0.1007, 0.0513, 8.7002, 75.746, 13.7594, 5.0145, 219.354, g
27.9597, 20.1168, 2.7486, 0.4103, 0.2221, -13.8151, 12.3317, -17.1105, 13.2785, 201.187, g
12.924, 11.3587, 2.1629, 0.7423, 0.3814, -15.0341, 4.591, -11.7061, 59.2402, 227.049, g
69.6783, 12.7037, 2.6675, 0.3183, 0.1839, -38.7109, -58.8637, 8.6389, 9.78, 205.687, g
36.0196, 17.335, 2.8062, 0.2953, 0.1508, -24.279, -26.3081, -13.022, 6.399, 163.225, g
21.0232, 11.2343, 2.2355, 0.5872, 0.3343, -14.0324, -18.9473, 4.5259, 79.8933, 250.736, g
23.7883, 14.4309, 2.5441, 0.4743, 0.3043, 10.5786, 17.7972, -10.9103, 14.006, 149.888, g
12.9582, 11.0301, 2.0846, 0.7407, 0.4568, 14.084, -6.9409, 7.7325, 54.137, 139.361, g
47.6457, 23.6379, 3.3267, 0.2139, 0.1105, -9.8961, -33.4329, 15.0906, 3.8153, 206.846, g
12.8393, 11.4287, 2.1599, 0.7266, 0.4118, 15.102, -8.2459, -9.6686, 5.316, 146.025, g
17.2132, 11.164, 2.3927, 0.5587, 0.3138, -1.3684, 6.4231, 5.4112, 36.0888, 127.75, g
26.691, 18.6079, 2.7868, 0.3611, 0.1855, -15.1237, 19.2808, -8.4267, 0.533, 92.9824, g
25.4933, 14.3297, 2.5397, 0.4271, 0.2237, -18.6113, 10.1372, -8.7705, 43.687, 186.828, g
114.853, 12.8153, 2.5145, 0.4067, 0.2156, -162.14, 86.6147, 7.6763, 5.608, 272.997, g
38.0974, 20.7089, 3.0436, 0.265, 0.1334, 41.343, 23.1759, -17.0722, 3.185, 227.834, g
33.7945, 22.1564, 2.8873, 0.2476, 0.1316, 15.0711, -9.0742, 18.1371, 9.383, 212.222, g
29.0428, 12.1783, 2.4082, 0.4023, 0.2051, -34.4635, -24.0117, 9.5604, 11.474, 160.369, g
25.6272, 12.263, 2.4014, 0.369, 0.1885, 18.6403, 10.631, 5.4318, 36.69, 207.05, g
51.4864, 16.5539, 2.8442, 0.2806, 0.1496, 47.9978, 35.2857, -11.8249, 7.8974, 168.758, g
32.6585, 16.7311, 2.7585, 0.3522, 0.177, 41.6592, 23.4397, -6.9897, 6.5984, 148.984, g
19.901, 17.8679, 2.499, 0.5071, 0.3027, -14.0443, -15.2362, 9.7605, 49.186, 245.623, g
17.2692, 11.1405, 2.2504, 0.5562, 0.3118, 1.2627, -6.3159, 5.3486, 40.0799, 206.442, g
21.0753, 6.9523, 2.3334, 0.7332, 0.4107, 22.4413, 13.0232, 6.1669, 8.393, 260.875, g
40.9872, 16.3956, 2.7147, 0.3259, 0.1649, -24.6696, -26.6872, -11.6003, 0.0821, 231.651, g
30.9685, 13.0649, 2.6425, 0.4351, 0.2335, 22.6646, -10.2982, -10.3138, 14.754, 158.767, g
34.7405, 11.5225, 2.5581, 0.4426, 0.2697, 22.4653, 20.7494, -10.5547, 12.6698, 128.282, g
16.5285, 10.999, 2.3692, 0.6581, 0.3996, -3.3234, 6.3665, -8.1195, 11.404, 131.501, g
20.1374, 11.1295, 2.3464, 0.6441, 0.3671, 14.546, 18.5745, -7.0706, 28.1582, 126.679, g
22.3333, 18.4564, 2.541, 0.4288, 0.2144, -0.118, 19.3682, -13.0363, 51.452, 76.9939, g
102.698, 43.7581, 3.9838, 0.079, 0.0424, -135.875, 75.4813, 30.0902, 5.5948, 226.243, g
17.6381, 15.5527, 2.5441, 0.5486, 0.3157, -2.4099, 11.5819, 4.9912, 64.3998, 188.867, g
42.5711, 15.5312, 2.4921, 0.3929, 0.2045, -0.217, 31.8667, -4.9576, 12.21, 261.448, g
22.3887, 15.4317, 2.7547, 0.4908, 0.2735, 7.5769, -8.1747, -7.151, 52.3737, 37.9962, g
46.3522, 21.7526, 3.0588, 0.221, 0.1236, 12.4614, -15.273, -2.8652, 4.0395, 170.935, g
83.2569, 34.0545, 3.5134, 0.28, 0.1642, 9.4165, 58.4135, 17.8453, 0.347, 371.048, g
94.7737, 27.0672, 3.2785, 0.1359, 0.0724, 15.2127, 76.8148, -18.7604, 5.0273, 198.452, g
80.3285, 27.5933, 2.6571, 0.293, 0.1487, -33.319, -92.1459, 27.7196, 66.855, 189.856, g
79.5318, 19.7938, 2.7675, 0.2886, 0.1529, 56.1853, 61.0039, 17.8268, 3.2801, 272.398, g
81.8411, 24.5221, 2.836, 0.2538, 0.1291, -21.7721, 77.419, 13.4519, 4.582, 319.987, g
31.3659, 9.3207, 2.2889, 0.4524, 0.2339, 8.6344, 23.0008, -9.2736, 64.397, 99.07, g
37.7096, 19.299, 2.7368, 0.253, 0.1311, 54.8597, -29.6006, 2.5925, 4.2358, 237.302, g
34.5014, 21.9099, 2.738, 0.3199, 0.1673, -7.6078, 20.2956, -12.6777, 14.885, 98.6874, g
23.1425, 12.903, 2.2577, 0.5414, 0.3011, -15.3818, -11.4526, 7.3136, 12.137, 76.1859, g
18.1938, 15.1087, 2.5347, 0.619, 0.3109, 23.9369, -8.6348, 13.9834, 59.1272, 31.8136, g
59.7865, 21.43, 2.8621, 0.2843, 0.1463, -66.6008, -37.6166, 11.92, 2.1534, 262.871, g
43.1642, 19.6792, 2.9015, 0.2459, 0.1286, 43.6493, 32.1716, -13.947, 11.4188, 176.62, g
31.1816, 19.884, 2.7672, 0.3402, 0.1735, 13.1058, 24.1669, -18.1463, 35.4229, 140.242, g
46.7704, 22.2937, 3.2443, 0.245, 0.1256, 55.6421, 40.0464, -18.1843, 3.2717, 163.52, g
46.5349, 16.8051, 2.9978, 0.2663, 0.1573, 17.0699, 30.3234, -11.765, 8.698, 167.1, g
22.6959, 15.7024, 2.4749, 0.5528, 0.3199, 24.0131, 13.8633, -13.8479, 13.3733, 181.641, g
18.4648, 16.1461, 2.3901, 0.4888, 0.279, 19.5164, 18.5118, -5.8176, 25.299, 224.699, g
18.8845, 14.3126, 2.437, 0.5667, 0.3199, 19.2517, 18.368, -3.8031, 41.771, 70.2066, g
21.7089, 14.8872, 2.5145, 0.4709, 0.237, -24.4015, -7.3236, -10.3151, 3.465, 158.37, g
28.7588, 18.1323, 2.6898, 0.3575, 0.2237, -9.2175, 20.9801, -15.3651, 18.917, 139.741, g
45.4086, 29.7234, 3.5664, 0.1729, 0.087, 25.7184, 39.8268, 17.0535, 7.32, 116.643, g
30.2518, 22.7652, 3.0443, 0.279, 0.1621, 6.8535, -9.0837, 13.453, 10.083, 218.159, g
21.4397, 10.5758, 2.485, 0.5696, 0.3355, 13.4978, -14.2692, -6.2677, 84.1039, 221.567, g
35.7386, 20.2441, 3.0995, 0.241, 0.1252, -28.181, -12.1785, -4.3031, 18.4008, 210.752, g
39.5411, 10.8616, 2.8636, 0.4134, 0.2129, 9.5346, 33.4458, -3.4861, 4.419, 192.589, g
70.6035, 19.0298, 2.9673, 0.1951, 0.0997, -152.302, 68.1042, -12.9982, 8.2868, 234.713, g
100.011, 33.4215, 4.0373, 0.1147, 0.0576, -42.9197, 71.0093, -7.2555, 1.9529, 298.428, g
33.2729, 17.7705, 2.8366, 0.3525, 0.1901, 1.8486, 32.4516, 12.5337, 13.2336, 155.029, g
20.2236, 12.8656, 2.3294, 0.5012, 0.3208, 13.3868, 15.0593, 4.5702, 26.8895, 108.967, g
53.0719, 22.5881, 2.9467, 0.2973, 0.1668, 32.0257, 53.2193, -17.9499, 8.118, 139.592, g
73.882, 26.8179, 3.4736, 0.1506, 0.0778, -69.0678, 51.8924, 6.9457, 1.6503, 260.79, g
43.9609, 9.5423, 2.6848, 0.4339, 0.2965, 14.7033, 34.1128, -4.0381, 14.238, 173.518, g
59.7685, 44.6084, 3.0467, 0.2245, 0.1361, 41.4702, 52.2899, 49.942, 5.053, 88.0334, g
12.9245, 11.1795, 2.1156, 0.7356, 0.4406, -14.4753, 7.6024, 8.4475, 24.6142, 202.547, g
17.7369, 16.7818, 2.6015, 0.5131, 0.2941, 22.0583, 6.1825, -11.7637, 12.1313, 206.941, g
20.4505, 12.816, 2.2911, 0.445, 0.2276, -12.919, -9.5121, -8.8085, 64.629, 187.411, g
49.7386, 18.0448, 3.2368, 0.2041, 0.1052, -11.0573, 38.7811, 12.6688, 5.3168, 246.114, g
28.6949, 10.4523, 2.3149, 0.5182, 0.2688, 3.0328, 23.0202, -7.4159, 19.258, 141.67, g
91.8525, 36.9829, 4.0567, 0.1024, 0.056, 27.7173, 86.3899, 19.2193, 2.1094, 224.331, g
24.5939, 10.1418, 2.5676, 0.5007, 0.2693, -8.4503, 15.2452, -7.0283, 17.0056, 173.288, g
31.0918, 19.8015, 2.8028, 0.2913, 0.1504, 32.1941, 26.9838, -15.7868, 7.3779, 228.171, g
71.0066, 33.2264, 3.8316, 0.1499, 0.0822, 58.143, 65.0489, -9.9478, 2.0789, 178.232, g
64.081, 27.2533, 3.7736, 0.1682, 0.0902, 60.3413, 52.3899, -12.8985, 3.2298, 210.612, g
94.8427, 46.5011, 4.1613, 0.0837, 0.044, 97.0851, 82.8087, -29.6453, 3.2764, 264.476, g
21.6829, 15.8511, 2.4843, 0.4262, 0.2311, -21.6102, -14.307, -11.0091, 18.1669, 219.387, g
32.8666, 17.7862, 2.3683, 0.4797, 0.242, -29.696, -9.0224, 12.1372, 58.601, 68.4377, g
44.7687, 21.1617, 2.954, 0.2879, 0.1584, 29.0773, 44.7158, 17.7153, 10.7127, 166.416, g
17.0391, 7.4145, 2.2109, 0.8, 0.5692, -0.9865, -3.8802, -4.9249, 66.0852, 203.71, g
33.5677, 17.9926, 2.8007, 0.3117, 0.1764, 24.0398, 24.528, -9.1098, 33.0542, 110.184, g
21.0982, 12.5113, 2.5099, 0.476, 0.2458, 18.1025, 11.1148, 8.0292, 35.9838, 136.194, g
93.3058, 37.8474, 4.0093, 0.1059, 0.0546, 17.869, 77.124, -31.0384, 1.7696, 322.353, g
40.9468, 18.4822, 2.7882, 0.2492, 0.1278, 8.9986, -21.5671, -8.7772, 3.655, 188.205, g
88.0604, 48.4512, 4.1703, 0.0799, 0.0416, 6.8185, 77.3856, 44.9689, 8.013, 249.695, g
52.4604, 17.8922, 3.2099, 0.2288, 0.123, -16.8843, 10.8086, 5.4112, 8.145, 222.928, g
18.3173, 17.0593, 2.485, 0.5336, 0.2897, 22.1552, 6.6176, 12.0956, 26.241, 162.131, g
105.112, 26.6051, 3.2982, 0.1797, 0.1069, -100.098, 68.2692, 9.0747, 0.87, 230.36, g
27.6162, 18.0869, 2.6309, 0.3275, 0.186, -11.8881, -13.0222, 6.0149, 85.521, 72.3563, g
99.7739, 25.7452, 3.5619, 0.1722, 0.1063, -71.8962, 85.6814, 12.2509, 0.447, 289.77, g
32.8653, 17.3477, 2.8179, 0.3376, 0.1772, 6.3889, 17.788, -13.386, 12.413, 211.496, g
80.0806, 33.6578, 3.5588, 0.1972, 0.1054, 20.1725, 48.9749, 19.6337, 1.8161, 381.406, g
18.7532, 10.2804, 2.2648, 0.5598, 0.2853, 0.7603, -6.4056, 5.0807, 3.5066, 208.996, g
28.9792, 11.0847, 2.4224, 0.4575, 0.2552, 23.1427, -19.7655, 4.059, 6.3588, 182.577, g
26.6887, 15.1289, 2.4793, 0.3781, 0.2272, 7.0688, 20.5554, -8.417, 34.4001, 139.757, g
38.7785, 14.9414, 3.039, 0.2888, 0.1686, 3.0907, 16.4567, -3.6941, 6.554, 183.625, g
21.6476, 6.7539, 2.1477, 0.7117, 0.4235, -22.6078, -13.3679, -6.4993, 48.7888, 232.547, g
31.0954, 18.8015, 2.9435, 0.287, 0.1475, 14.5176, -8.9717, -9.3954, 72.4556, 48.5431, g
25.397, 14.7328, 2.2683, 0.4636, 0.2453, -11.5277, -14.0867, -12.6571, 45.87, 85.0188, g
24.9261, 13.8435, 2.5384, 0.4428, 0.2619, -14.4403, -11.307, 5.0906, 7.3195, 194.164, g
28.339, 21.0019, 2.6585, 0.2964, 0.157, 28.045, 15.3476, -14.723, 9.2091, 76.6665, g
52.8479, 21.5505, 2.9462, 0.3667, 0.2054, -53.2694, 27.9502, -20.7681, 6.087, 309.622, g
37.8354, 21.0487, 2.5105, 0.4475, 0.2423, 14.4717, 28.183, 7.7546, 13.932, 304.316, g
22.3454, 10.2552, 2.2014, 0.5849, 0.3428, -22.2636, -19.2355, -11.1248, 18.066, 139.343, g
20.553, 7.038, 2.0881, 0.7592, 0.4122, -21.8092, -13.2078, -5.7289, 75.842, 99.9503, g
38.9707, 11.7101, 2.451, 0.3681, 0.2, -17.2561, -17.781, 7.3396, 14.4926, 135.379, g
22.3325, 18.199, 2.721, 0.4278, 0.2367, -14.503, -10.0776, 4.2446, 24.413, 146.984, g
22.7935, 6.3037, 2.1775, 0.7708, 0.402, -25.1385, -9.0045, 6.856, 67.106, 199.65, g
27.3905, 13.7396, 2.5775, 0.4577, 0.2474, -21.0849, 16.2688, -9.2234, 19.736, 138.797, g
81.8705, 37.9568, 3.9073, 0.1015, 0.0537, -65.4696, 71.1468, 20.7158, 0.227, 260.36, g
101.142, 37.8614, 4.0228, 0.1156, 0.0605, -115.796, 75.5754, 28.4664, 3.0978, 306.068, g
30.8233, 9.9406, 2.4631, 0.5439, 0.3391, -26.7711, -25.2821, -7.1803, 31.3026, 148.187, g
21.0242, 7.1132, 2.0149, 0.6957, 0.3527, -24.8074, -8.9055, 6.1742, 47.2668, 152.297, g
62.4082, 25.2008, 2.9146, 0.2033, 0.1041, 4.1328, 31.9218, -22.6444, 6.2553, 265.65, g
101.034, 41.5133, 3.9779, 0.0822, 0.0418, 95.9793, 87.0304, 8.718, 2.9283, 244.833, g
26.5659, 20.5594, 2.4878, 0.3707, 0.2033, 18.1469, -21.218, 17.0494, 10.0413, 184.231, g
60.8598, 18.7033, 2.6128, 0.2561, 0.1378, 42.4917, 33.7518, 12.0692, 4.182, 146.803, g
25.675, 11.1599, 2.7084, 0.5068, 0.2652, 22.1985, -17.4557, -9.8782, 19.392, 126.14, g
35.8045, 19.4481, 2.9516, 0.2247, 0.1224, 15.8558, 16.5774, -10.198, 4.8668, 195.817, g
28.7043, 22.2965, 3.0396, 0.2766, 0.1401, -28.2185, -14.4249, 12.2056, 61.727, 148.541, g
27.2212, 6.9613, 2.248, 0.5876, 0.3305, -14.7659, 6.1527, 4.6093, 18.7187, 125.413, g
21.8064, 6.8105, 2.1089, 0.7082, 0.3852, 24.4322, 10.374, 6.5916, 18.095, 188.635, g
38.6754, 18.6206, 2.9777, 0.3011, 0.1616, 30.5243, 29.9526, 9.4038, 4.437, 198.082, g
20.2899, 16.0567, 2.8546, 0.464, 0.2509, 1.4769, -6.0144, 5.3061, 0.159, 181.475, g
61.1704, 18.0292, 3.1865, 0.1966, 0.1064, 61.7771, 54.6547, -12.5754, 4.301, 211.609, g
80.2483, 24.8864, 3.5431, 0.1893, 0.1015, 69.8721, 65.6409, -10.5092, 0.646, 252.371, g
60.8614, 21.4058, 3.2929, 0.1844, 0.097, 25.3668, 32.1837, -15.2941, 1.277, 207.824, g
24.932, 16.4454, 2.4133, 0.3784, 0.1988, 11.4076, 10.9784, 13.7105, 19.7041, 203.596, g
21.3087, 6.9745, 2.0917, 0.7045, 0.3846, -23.7892, -11.2458, -6.3368, 12.2685, 187.438, g
22.9384, 16.139, 2.3829, 0.5714, 0.3416, 7.6585, 20.6708, 13.3976, 56.2369, 217.072, g
24.8069, 15.3206, 2.6527, 0.3582, 0.1969, -9.8548, -10.8912, -13.3818, 6.1642, 198.377, g
18.4475, 11.7563, 2.4074, 0.5714, 0.4051, -0.0948, -6.5384, 11.397, 69.2291, 219.394, g
27.8909, 12.4487, 2.2956, 0.4354, 0.2354, 18.1908, 17.7501, 8.0896, 18.316, 219.12, g
40.077, 18.7191, 2.8228, 0.2617, 0.1617, -16.0358, -31.7223, 11.0383, 6.9394, 189.586, g
12.9816, 10.8012, 2.1717, 0.7407, 0.4815, -13.4716, 5.4531, 0.0807, 0.0, 194.374, g
19.9839, 11.2832, 2.3962, 0.5984, 0.3072, 12.2687, 18.484, -7.9177, 26.112, 148.313, g
93.7755, 25.2669, 2.9863, 0.3333, 0.2121, -54.232, 40.2131, 11.3208, 3.097, 329.22, g
17.3998, 11.1244, 2.415, 0.55, 0.275, -0.9991, 6.1629, 0.1948, 33.5627, 217.054, g
29.306, 19.3494, 2.8014, 0.3602, 0.1856, 19.8369, 21.1635, 15.415, 9.652, 72.8249, g
54.3867, 18.5857, 3.1614, 0.2255, 0.1134, 43.3999, 42.1384, 4.8725, 2.932, 222.666, g
39.8046, 12.7282, 2.6154, 0.4945, 0.3164, 28.2385, 37.5596, -9.4038, 11.243, 196.743, g
32.0031, 14.8942, 2.6702, 0.4423, 0.2425, 4.0303, 23.1813, 6.7478, 8.6023, 184.485, g
88.0004, 37.8465, 3.4222, 0.1963, 0.1152, -7.5609, 73.5133, 26.4195, 5.397, 355.599, g
35.927, 14.8053, 2.8189, 0.3824, 0.2314, -17.7292, -20.3995, -11.137, 5.938, 193.031, g
22.015, 6.592, 2.1383, 0.7345, 0.4327, 22.6912, 13.5859, 6.6499, 49.8198, 119.954, g
53.1582, 16.1254, 2.9617, 0.2425, 0.1262, -4.5017, -39.7663, 4.0484, 16.39, 178.782, g
29.3108, 14.6309, 2.6464, 0.4402, 0.2223, 6.1452, -19.1932, 11.3697, 24.109, 69.2467, g
59.0802, 25.7911, 2.9457, 0.2538, 0.1422, -38.3612, 50.5402, -17.1036, 1.0501, 290.778, g
49.3535, 16.7676, 2.8591, 0.314, 0.1653, -27.5496, -47.127, 8.6592, 12.9575, 214.7, g
20.958, 12.0301, 2.5521, 0.5582, 0.324, -19.4771, -14.0151, -7.4991, 5.271, 197.461, g
27.1044, 9.7779, 2.4241, 0.5198, 0.3145, -12.2606, -14.8614, -11.7431, 29.844, 225.566, g
20.2097, 16.0145, 2.5391, 0.4335, 0.2558, 19.521, 14.0185, -8.0444, 66.05, 95.4134, g
