@relation  magic
@attribute FLength numeric
@attribute FWidth numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FConc1 numeric
@attribute FAsym real[-457.9161,575.2407]
@attribute FM3Long real[-331.78,238.321]
@attribute FM3Trans real[-205.8947,179.851]
@attribute FAlpha numeric
@attribute FDist numeric
@attribute Class {g,h}


@data
27.766, 6.9094, 2.3284, 0.5634, 0.2981, -14.9803, 11.2292, 3.983, 36.383, 253.108, g
25.1525, 19.4973, 2.7857, 0.4095, 0.2088, 4.4912, 8.0538, 9.883, 85.328, 156.844, g
99.9155, 26.0911, 3.4001, 0.1763, 0.1013, -95.2713, 66.7073, -1.5033, 1.5208, 324.054, g
42.3471, 23.6253, 3.0197, 0.2876, 0.1581, -17.2024, -47.3029, -15.5002, 59.389, 46.616, g
94.2369, 17.6341, 2.7727, 0.297, 0.1612, -97.071, 50.552, -14.982, 1.854, 302.219, g
57.2663, 15.509, 2.7292, 0.2687, 0.1483, 68.9602, 37.5807, -11.4585, 4.819, 199.807, g
46.549, 16.7233, 2.8837, 0.3712, 0.2268, 16.8669, 42.2383, -11.3058, 14.536, 171.486, g
30.1299, 18.6517, 2.6716, 0.3131, 0.1608, -33.6601, -19.1441, -6.9749, 14.4261, 177.414, g
22.706, 10.3376, 2.3075, 0.5616, 0.2931, 31.5418, -15.9242, -6.6103, 13.228, 238.17, g
23.6494, 12.9157, 2.4983, 0.5016, 0.3508, -4.1532, -19.9547, 9.3018, 37.039, 129.889, g
19.4525, 12.8362, 2.3589, 0.5252, 0.3129, 14.7674, 13.7077, -3.085, 4.6487, 182.365, g
36.0495, 15.0831, 2.8597, 0.4075, 0.2134, 52.2455, -17.2484, 3.6444, 5.396, 182.937, g
23.498, 9.161, 2.3674, 0.6609, 0.4399, 20.9879, 20.8443, 11.37, 22.447, 172.895, g
28.4409, 20.246, 2.7723, 0.3851, 0.2627, 6.2512, 17.6182, 7.2573, 3.397, 135.597, g
67.3382, 29.0223, 2.9012, 0.2524, 0.1387, -14.4213, 48.1027, -27.8305, 5.176, 328.086, g
37.7037, 15.8391, 2.7585, 0.3784, 0.1997, 17.3708, 23.4775, -10.6879, 2.2764, 154.653, g
32.9345, 13.6783, 2.6739, 0.4301, 0.2871, 15.2208, 31.4262, 6.8767, 9.6233, 182.668, g
81.2628, 28.5133, 3.4766, 0.1805, 0.0959, -51.9702, 70.5703, 17.8429, 2.206, 308.527, g
19.2159, 14.2802, 2.4541, 0.5272, 0.3322, -5.2763, 16.264, 4.2851, 20.77, 153.866, g
22.9984, 18.3025, 2.7033, 0.3881, 0.2327, 25.1272, 19.8852, 11.1359, 41.034, 185.909, g
26.1174, 22.1306, 2.7642, 0.3201, 0.1609, 6.6033, -14.8471, -19.9356, 17.3124, 243.362, g
24.5405, 15.2548, 2.574, 0.392, 0.204, 9.8866, 12.2024, 13.403, 18.785, 122.48, g
43.2473, 21.4227, 2.7093, 0.2383, 0.124, 1.221, 22.8899, -10.4807, 16.234, 119.655, g
22.7928, 12.7685, 2.3253, 0.4775, 0.2388, 1.5677, -11.1945, 3.0901, 8.78, 105.52, g
41.121, 20.2472, 2.7889, 0.2569, 0.1439, 9.0304, -22.6301, -11.617, 6.0005, 233.69, g
65.8344, 24.3085, 3.3792, 0.1904, 0.0979, 9.4571, 55.701, -6.305, 7.6011, 215.821, g
18.0153, 10.4139, 2.5159, 0.7287, 0.4192, -7.8462, 15.1027, 5.8765, 21.5425, 207.077, g
16.3558, 11.4514, 2.3385, 0.6009, 0.3417, 3.2525, -7.0922, -6.4429, 55.451, 224.775, g
84.6964, 12.5755, 2.6985, 0.2362, 0.1191, -22.8936, -45.472, -9.2525, 0.7814, 233.223, g
32.4831, 21.9917, 2.7697, 0.3076, 0.1895, -25.4298, -15.632, -20.6997, 3.827, 157.37, g
17.3473, 10.9895, 2.248, 0.5763, 0.3418, 0.6703, -4.9667, 6.5144, 77.3274, 232.953, g
21.2203, 6.5774, 2.1446, 0.7599, 0.4839, 19.8745, 16.07, -6.2487, 18.981, 155.034, g
13.3691, 10.4927, 2.273, 0.7947, 0.408, 14.8075, 3.0611, 11.8904, 78.021, 128.056, g
54.9218, 12.7197, 2.6355, 0.3681, 0.184, -6.127, -49.7117, -5.4493, 6.312, 204.865, g
13.0998, 10.8861, 2.1569, 0.7666, 0.4425, 14.1937, -4.4901, -11.0395, 43.273, 138.358, g
19.9217, 7.2895, 2.1255, 0.7566, 0.4007, 3.3748, -10.5086, -5.1151, 29.921, 127.18, g
22.2511, 17.4424, 2.6314, 0.3855, 0.2348, 4.0702, 16.2053, 7.2448, 16.8825, 93.1668, g
21.7883, 9.9614, 2.3139, 0.5874, 0.3228, -2.3395, 14.9823, 8.5358, 38.68, 191.452, g
140.384, 13.5947, 2.6263, 0.3121, 0.169, -154.316, 94.3209, -8.331, 6.363, 281.319, g
26.4947, 9.9971, 2.3738, 0.5032, 0.2685, 31.3412, 21.2906, -6.0532, 36.725, 237.488, g
36.7943, 21.8588, 2.8179, 0.2738, 0.1392, 11.3779, -18.6865, 10.1563, 2.1198, 198.837, g
35.6122, 13.6103, 2.8354, 0.3506, 0.1833, -38.7838, -5.1581, 5.3602, 6.6169, 158.463, g
19.7129, 9.4478, 2.3464, 0.6081, 0.3761, 22.0115, 12.6034, -3.8002, 26.3583, 199.787, g
64.3565, 15.1921, 2.847, 0.2077, 0.1117, 37.4254, 49.6431, -6.5371, 3.661, 168.403, g
40.7847, 19.3278, 2.6289, 0.3102, 0.1774, 38.9764, 24.3512, 16.2563, 47.1801, 146.76, g
19.2981, 12.962, 2.3988, 0.499, 0.2695, -12.5326, -10.7219, 6.5988, 23.0737, 231.38, g
19.6285, 10.546, 2.3345, 0.6343, 0.3403, 8.7448, -17.4441, -10.7656, 14.4, 203.949, g
17.8722, 17.5257, 2.3829, 0.4679, 0.234, 19.6102, 18.2394, -8.558, 48.694, 250.228, g
36.5765, 19.9805, 2.9172, 0.2783, 0.1639, -19.969, -24.8331, -10.6024, 7.1362, 235.694, g
21.7632, 12.4786, 2.3627, 0.5249, 0.2712, 28.7016, -8.0145, 4.391, 26.131, 152.444, g
29.9097, 19.3262, 2.5977, 0.3662, 0.2033, 20.2616, 19.5814, 18.0175, 10.3494, 128.784, g
17.0911, 10.5528, 2.3909, 0.6748, 0.4004, -3.3729, 7.3418, 7.9732, 14.894, 129.857, g
22.0913, 10.8949, 2.2945, 0.5381, 0.2919, 15.2776, 18.2296, 7.3975, 21.068, 123.281, g
19.9428, 16.0295, 2.2188, 0.435, 0.2266, -6.435, 18.1783, -2.0147, 44.0604, 74.6269, g
113.563, 22.193, 2.5283, 0.3881, 0.2119, -128.202, 86.7902, 13.6508, 11.697, 268.957, g
19.1504, 7.4601, 2.317, 0.747, 0.4554, -1.1812, 6.3935, -4.128, 58.209, 188.706, g
41.751, 6.7535, 2.3701, 0.4563, 0.2409, 9.1177, 28.6709, 6.3146, 31.305, 272.689, g
13.3386, 10.3061, 2.3395, 0.8009, 0.4645, -13.6732, -6.0428, -11.4871, 52.3517, 44.6044, g
44.6668, 26.527, 3.3859, 0.1908, 0.1047, 11.5043, -19.3863, 7.7734, 5.919, 178.526, g
92.9405, 24.2545, 3.1906, 0.2753, 0.175, 2.7068, 68.7176, 23.2581, 4.7062, 365.375, g
89.2985, 17.9731, 2.9337, 0.2038, 0.1252, 4.152, 80.0039, 8.355, 3.616, 200.99, g
71.2079, 23.4119, 2.7423, 0.2661, 0.1475, 0.7408, -84.3148, 17.8526, 47.6489, 198.509, g
66.8423, 14.7113, 2.6335, 0.3372, 0.1802, 48.2143, 61.796, -9.3751, 8.368, 272.43, g
92.6569, 37.3543, 3.9758, 0.1354, 0.0757, -20.4669, 65.9078, -19.3584, 0.212, 309.845, g
21.9021, 11.1088, 2.238, 0.6185, 0.3844, 15.3367, 19.5778, 7.9295, 56.0249, 97.4132, g
58.5847, 16.5447, 3.0613, 0.2171, 0.1177, 46.464, -26.7368, 12.2408, 4.933, 226.425, g
31.5721, 17.7527, 2.6875, 0.306, 0.1653, -3.1732, 18.8407, 14.0298, 25.9457, 108.687, g
21.3638, 7.0174, 2.1383, 0.6764, 0.3455, -25.6246, -6.1481, -6.3851, 17.5411, 82.2575, g
26.6711, 10.4738, 2.5079, 0.5311, 0.309, 17.8012, -13.5101, 10.3036, 37.168, 45.3787, g
86.3172, 27.7342, 3.3879, 0.1887, 0.1091, -72.2713, -53.3688, 21.552, 0.897, 268.702, g
45.9243, 16.9284, 3.0815, 0.3083, 0.1587, 50.9613, 42.2369, 7.9519, 4.8845, 170.324, g
45.0952, 35.6845, 3.1245, 0.1734, 0.0935, 35.3679, 39.3855, -23.5405, 21.611, 144.323, g
56.7163, 10.2833, 2.6762, 0.3646, 0.1886, 58.2021, 31.828, -1.008, 1.5847, 162.155, g
36.9314, 19.4083, 3.0269, 0.3101, 0.1743, 16.9409, 21.2651, -11.2904, 11.458, 166.321, g
25.0728, 0.0, 2.081, 0.7054, 0.3942, 27.5103, 13.5173, -1.0E-4, 3.0E-4, 177.51, g
25.7531, 10.5474, 2.3531, 0.5277, 0.3082, 9.8709, 19.1897, -7.8541, 42.2302, 225.413, g
26.7054, 17.8239, 2.7885, 0.358, 0.1928, 17.603, 19.9869, -7.1125, 29.945, 69.7696, g
19.1365, 9.7556, 2.2279, 0.6154, 0.3757, -21.3777, -12.6818, 4.0594, 4.278, 161.123, g
32.2232, 10.1951, 2.4955, 0.377, 0.1965, -8.7485, 24.4939, 5.144, 7.226, 150.414, g
41.2532, 24.1357, 3.4272, 0.2225, 0.1225, 17.6571, 35.3903, -7.9437, 7.521, 97.7494, g
39.5886, 15.164, 2.708, 0.2958, 0.1499, -1.3452, -9.7493, 7.9138, 14.1753, 209.946, g
21.2858, 11.4472, 2.2122, 0.5828, 0.3098, -11.4379, -19.7686, -8.6863, 50.0471, 238.41, g
24.2215, 13.5799, 2.3683, 0.5525, 0.3019, -24.4026, -12.4316, -10.57, 0.075, 209.655, g
41.2042, 14.1489, 2.8811, 0.3379, 0.1953, -12.991, 33.551, 7.0878, 3.3282, 203.344, g
92.7062, 18.1531, 2.8822, 0.223, 0.1292, -170.772, 78.0131, 10.9458, 0.9333, 228.686, g
84.4745, 21.301, 3.1755, 0.2664, 0.1392, -39.5699, 61.0268, -6.2394, 3.18, 290.166, g
39.6308, 16.3212, 3.1149, 0.287, 0.15, 3.3051, 21.604, -5.4977, 3.026, 161.4, g
19.8912, 16.7321, 2.3355, 0.4342, 0.2194, 10.693, 18.1222, -7.8787, 11.5, 102.645, g
67.8366, 28.4716, 3.346, 0.1506, 0.0796, 37.8857, 71.0032, -10.6167, 21.3936, 144.225, g
79.5783, 20.2347, 2.9125, 0.2691, 0.1352, -79.2227, 46.6966, -16.1247, 0.6007, 250.446, g
46.2076, 23.1547, 3.5464, 0.2265, 0.1306, 13.6893, 28.5121, -10.8417, 1.516, 180.67, g
42.4156, 25.0592, 3.1265, 0.1973, 0.0998, 19.153, 30.7553, -7.5803, 24.038, 78.5815, g
13.15, 10.9523, 2.1477, 0.7687, 0.395, -14.8886, 2.6711, 11.8531, 28.553, 192.14, g
19.3327, 18.8241, 2.4616, 0.3592, 0.1813, 23.4324, 11.558, -6.2549, 3.533, 204.527, g
23.1901, 8.4604, 2.3304, 0.6589, 0.3575, -27.6737, -4.9454, -9.8265, 51.965, 191.678, g
55.1646, 22.375, 3.2629, 0.185, 0.0974, -7.9939, 39.3279, -14.6791, 1.7086, 237.663, g
22.3784, 19.1658, 2.6498, 0.3942, 0.2676, 9.1071, 10.6441, -6.6945, 27.0844, 139.546, g
67.1503, 22.1081, 3.5688, 0.203, 0.107, 23.031, 73.5524, -2.8329, 2.0821, 233.178, g
19.7366, 7.3095, 2.1383, 0.7636, 0.4109, -3.5091, 10.3719, -4.8598, 24.7838, 173.073, g
25.0001, 9.2853, 2.5017, 0.6173, 0.4425, 22.2638, 24.787, -7.6555, 12.1487, 217.988, g
85.1815, 34.5239, 3.5263, 0.15, 0.0862, 61.8615, 82.1158, -20.363, 3.888, 170.419, g
58.5298, 29.5853, 3.2293, 0.1929, 0.1094, 74.7222, 46.2905, 9.0064, 7.0009, 205.821, g
78.6512, 31.0313, 3.2848, 0.1744, 0.0927, 81.8203, 76.3706, 32.684, 9.2693, 263.055, g
28.9082, 16.0418, 2.4378, 0.3759, 0.1916, -35.6466, -11.6054, -8.4404, 18.845, 220.545, g
21.4699, 11.1525, 2.1553, 0.5594, 0.3112, -14.0051, -18.8549, 7.0017, 65.5712, 56.1808, g
37.2558, 17.8501, 2.7226, 0.3371, 0.179, 18.8022, 37.3022, 13.4788, 14.8817, 155.799, g
16.9293, 11.356, 2.4249, 0.5752, 0.3101, -0.4147, 4.146, -4.793, 49.2234, 198.689, g
36.5056, 21.402, 3.0851, 0.2918, 0.1648, 17.3456, 29.009, -12.3027, 30.84, 115.272, g
25.7821, 19.0607, 2.6889, 0.3501, 0.1853, 16.7257, 8.9445, -7.6053, 35.16, 137.929, g
97.4511, 37.7636, 4.1207, 0.097, 0.0518, 26.0397, 79.8479, 8.5045, 2.3313, 295.34, g
41.67, 18.7448, 2.9012, 0.295, 0.1488, 9.9005, -24.4399, 11.6649, 4.758, 192.377, g
77.0202, 33.5384, 3.9439, 0.1039, 0.0524, -2.118, 73.1755, -12.3348, 2.8361, 232.458, g
63.2711, 17.3787, 2.8639, 0.2531, 0.1512, -2.0375, 27.9478, -11.0585, 7.7662, 223.98, g
18.5136, 16.9251, 2.5334, 0.5505, 0.2914, 22.2255, 8.0834, -14.1437, 11.74, 161.406, g
72.6772, 29.3901, 3.3268, 0.1282, 0.0662, -107.161, 60.2754, -14.0027, 1.7119, 223.12, g
27.8336, 22.651, 2.6857, 0.334, 0.2052, -7.8502, -17.1714, 14.7187, 77.952, 84.8202, g
95.3862, 43.1623, 4.0435, 0.091, 0.0478, -69.4949, 87.8497, -17.3434, 4.0819, 291.299, g
27.6058, 6.9573, 2.2648, 0.5598, 0.3125, 9.1924, 14.8442, -2.4271, 13.386, 203.443, g
75.3209, 32.3544, 3.3055, 0.3979, 0.2502, 46.5909, 44.4458, 25.6188, 2.001, 407.345, g
20.3648, 11.1674, 2.4208, 0.5996, 0.3435, -2.4649, 8.6544, 11.509, 17.1627, 211.915, g
33.7908, 8.9799, 2.4609, 0.481, 0.2785, 26.6154, -16.5715, 6.0364, 13.7763, 182.081, g
22.5236, 16.722, 2.4976, 0.4452, 0.2909, 6.8835, 13.3872, 15.9524, 44.921, 133.544, g
31.3143, 18.0536, 2.873, 0.284, 0.1721, 1.2051, 14.7875, 12.6812, 1.6985, 183.056, g
21.407, 6.6989, 2.081, 0.7386, 0.4523, -21.2155, -14.8517, -6.3594, 85.7558, 220.761, g
22.3943, 19.3554, 2.5971, 0.4298, 0.2491, -1.6894, -20.0166, -14.6051, 55.884, 44.9015, g
27.6262, 8.297, 2.1903, 0.5935, 0.3581, -13.8752, -20.01, -5.2247, 46.468, 87.6366, g
22.4147, 22.2679, 2.9312, 0.4066, 0.2419, -17.5432, -13.6009, 13.6712, 6.572, 191.599, g
21.6948, 6.8708, 2.0846, 0.6996, 0.3745, 24.7572, 9.5118, -6.5457, 23.451, 84.0671, g
65.1314, 26.0843, 3.345, 0.2427, 0.1385, -66.5168, 32.9514, 15.9757, 10.7786, 295.958, g
37.8323, 21.697, 3.0336, 0.3665, 0.1967, 27.7792, 32.8632, -18.6043, 7.033, 273.325, g
25.9229, 10.5564, 2.3107, 0.4597, 0.2518, -14.9488, -19.404, 2.1827, 34.266, 138.37, g
20.4079, 14.6465, 2.4771, 0.47, 0.2717, 1.1802, -9.7435, -6.8304, 89.2364, 103.368, g
34.434, 17.7236, 2.7016, 0.334, 0.1759, -23.4726, -23.4143, -7.8193, 12.113, 140.927, g
26.277, 16.3552, 2.6474, 0.3694, 0.2264, -15.0628, -11.4381, -11.3257, 19.6343, 154.066, g
24.6784, 0.0029, 2.0774, 0.6778, 0.3556, -28.9957, -9.7671, -1.0E-4, 52.1801, 197.337, g
29.6058, 18.3168, 2.6207, 0.3162, 0.1617, -25.1013, 8.5763, -11.3778, 9.0521, 134.291, g
87.5146, 22.1137, 2.8713, 0.2286, 0.119, -67.1697, 62.1714, -17.9863, 12.3675, 263.99, g
101.8, 53.5629, 4.181, 0.079, 0.041, -126.636, 67.1348, 33.0054, 4.695, 305.441, g
29.3977, 8.1563, 2.3032, 0.5771, 0.3308, -32.4133, -21.0502, 6.5908, 5.965, 155.57, g
20.2173, 7.0909, 2.1414, 0.7726, 0.4079, -21.6288, -12.9913, -5.3643, 49.5995, 154.92, g
45.4177, 24.4525, 3.237, 0.2358, 0.1191, 21.0825, 23.2203, 19.2448, 4.526, 260.518, g
101.085, 22.1344, 3.1546, 0.2053, 0.1145, 81.1802, 96.609, -18.4156, 0.0685, 260.868, g
34.8443, 27.244, 3.1901, 0.1885, 0.1023, 21.8882, -20.8094, 18.2946, 14.171, 187.752, g
50.8046, 30.0053, 3.6055, 0.1577, 0.081, 42.9693, 40.3755, -11.4678, 10.9222, 148.848, g
24.0236, 15.8415, 2.5746, 0.4154, 0.2463, 19.9012, -7.7529, 4.4604, 30.7437, 132.411, g
41.8464, 19.4302, 3.1166, 0.2217, 0.1235, 11.5249, 27.9829, -11.9406, 0.092, 193.579, g
23.7046, 13.5287, 2.4108, 0.5359, 0.2816, -17.1574, -11.6182, 11.7023, 40.1475, 155.501, g
19.5793, 14.6976, 2.2934, 0.514, 0.2824, -6.8054, 17.3916, -4.9889, 13.17, 130.918, g
22.0364, 12.8675, 2.3551, 0.468, 0.245, 15.5373, 10.2103, -7.7848, 40.5939, 189.093, g
35.1096, 15.7362, 2.8341, 0.422, 0.2249, 32.2606, 31.9554, 3.2093, 15.31, 199.166, g
30.7972, 17.3984, 2.7782, 0.2983, 0.1558, -0.0762, -20.6575, 10.1798, 0.8828, 187.293, g
62.9321, 15.2389, 3.1313, 0.2683, 0.1415, 56.4425, 62.0719, 4.3248, 0.542, 214.813, g
77.0437, 26.1472, 3.2184, 0.2141, 0.117, 58.594, 72.9814, -11.0818, 0.357, 245.945, g
53.2359, 21.0305, 3.1207, 0.2067, 0.1094, 22.2163, 34.5252, -11.9021, 6.1069, 216.989, g
23.9986, 15.3437, 2.3909, 0.4024, 0.2297, 13.2447, 10.2886, -12.3888, 10.8561, 200.957, g
21.9244, 12.3699, 2.3493, 0.4608, 0.2707, -28.2201, -8.1482, 9.9155, 15.61, 200.696, g
29.6974, 25.3729, 2.8929, 0.2828, 0.1631, 18.9632, 23.0019, 8.857, 65.2841, 207.078, g
28.5109, 18.9033, 2.7181, 0.3005, 0.1541, -8.6799, -18.7412, 9.2831, 9.4671, 201.21, g
17.9676, 10.7983, 2.1644, 0.5411, 0.2842, -0.9338, 6.3821, -4.4997, 77.35, 230.022, g
25.4474, 17.2601, 2.5815, 0.4561, 0.2294, 11.7483, 16.0879, -12.478, 16.4371, 217.774, g
48.0111, 20.3797, 3.1007, 0.2506, 0.132, -19.4452, -42.6944, 9.5146, 7.784, 190.379, g
18.8944, 12.9798, 2.3918, 0.5152, 0.2657, -15.1874, -6.8158, -5.1445, 9.9795, 199.053, g
20.8963, 10.5549, 2.3766, 0.6218, 0.313, 17.2947, 16.987, -4.8137, 50.047, 158.436, g
62.1402, 18.8759, 3.0364, 0.3384, 0.2, -31.9868, 44.595, 11.812, 8.203, 328.442, g
14.9201, 11.6836, 2.4031, 0.668, 0.4565, 1.9795, 5.2565, -9.1396, 29.1403, 217.011, g
29.8766, 18.9538, 2.8011, 0.2909, 0.1542, 18.6367, 17.8455, 13.3825, 14.8934, 70.067, g
50.7177, 16.2483, 2.7853, 0.3738, 0.2336, 40.2145, 46.0921, 15.855, 7.6056, 224.009, g
43.8878, 14.961, 2.944, 0.2685, 0.1359, 28.5534, 25.3374, 9.9526, 1.137, 194.76, g
25.2772, 13.6951, 2.5758, 0.4675, 0.2935, 3.4087, 20.688, 7.3126, 12.2953, 186.828, g
90.4566, 31.4576, 3.3691, 0.2351, 0.1417, -19.5713, 55.2011, 18.8074, 0.3742, 341.706, g
40.6304, 18.4451, 3.0706, 0.3051, 0.1815, -26.0442, -19.4059, 10.3706, 4.302, 200.893, g
21.1055, 15.1309, 2.5623, 0.4301, 0.237, 22.312, 10.7439, 9.3678, 34.1165, 114.058, g
44.8409, 20.9502, 2.896, 0.2757, 0.1696, -7.7753, -38.3082, 13.106, 1.0638, 171.685, g
19.2917, 12.5449, 2.3608, 0.5098, 0.3072, 1.2778, -8.6821, 10.193, 37.029, 58.3083, g
65.6585, 27.9322, 3.1543, 0.2447, 0.1546, -36.2624, 50.2457, -18.2446, 11.6762, 293.853, g
53.1993, 25.1529, 2.9724, 0.2291, 0.1359, -23.163, -43.4786, 16.2952, 4.7161, 202.754, g
23.1041, 16.8594, 2.4281, 0.4216, 0.2146, -15.7757, -11.8597, 10.5502, 21.8327, 202.634, g
20.3131, 14.9422, 2.3838, 0.4463, 0.2624, 0.4564, -6.377, -3.9695, 37.287, 230.014, g
20.0406, 7.175, 2.1383, 0.7709, 0.3891, 22.1636, 12.1501, 5.1753, 40.244, 91.5956, g
24.7179, 14.9382, 2.4541, 0.4323, 0.2478, 10.1766, 15.6319, 7.7679, 8.976, 219.284, g
18.3861, 10.3691, 2.3541, 0.5752, 0.3341, -22.1874, -11.0277, 1.9842, 4.135, 212.175, g
20.4623, 12.5622, 2.3918, 0.5355, 0.3225, 17.6169, 13.219, -8.0259, 65.011, 65.8902, g
48.3543, 17.1386, 3.0804, 0.2975, 0.1899, 36.4247, 35.0022, -13.894, 6.4053, 252.015, g
