@relation  magic
@attribute FLength numeric
@attribute FWidth numeric
@attribute FSize numeric
@attribute FConc numeric
@attribute FConc1 numeric
@attribute FAsym real[-457.9161,575.2407]
@attribute FM3Long real[-331.78,238.321]
@attribute FM3Trans real[-205.8947,179.851]
@attribute FAlpha numeric
@attribute FDist numeric
@attribute Class {g,h}


@data
22.914, 12.8643, 2.2945, 0.6345, 0.3223, -24.8899, -16.431, -5.0976, 16.4346, 204.995, g
38.8415, 15.7343, 2.8024, 0.3105, 0.1647, 4.6413, 28.2858, 9.3752, 0.4595, 191.744, g
86.9253, 19.9003, 2.9077, 0.2375, 0.1194, -160.225, 77.6838, 8.3667, 7.553, 275.104, g
103.274, 29.24, 3.4659, 0.1772, 0.1165, -55.235, 54.8179, -13.4292, 5.2374, 286.185, g
39.1028, 14.6241, 2.9159, 0.375, 0.1984, 8.09, 34.5847, 9.2904, 5.148, 162.318, g
26.0756, 16.183, 2.6758, 0.4494, 0.2943, 2.6627, 12.5653, 15.0875, 15.0673, 106.2, g
61.4574, 18.204, 2.9178, 0.3082, 0.1662, 34.2738, 60.2148, -16.7752, 5.6897, 142.855, g
76.6778, 20.1766, 2.8212, 0.2838, 0.1517, -83.4907, 54.4859, 20.7574, 1.2118, 257.408, g
43.911, 19.6896, 3.0465, 0.301, 0.1568, 10.3476, 39.0333, 5.8314, 14.874, 179.055, g
63.8575, 26.1979, 2.7608, 0.3018, 0.1639, 33.8702, 58.5965, 15.1106, 41.8876, 79.0109, g
13.1683, 10.8664, 2.1804, 0.7723, 0.4191, -14.5603, 3.1062, 11.6716, 7.8457, 196.079, g
21.6376, 15.3225, 2.4346, 0.4338, 0.2592, 24.6669, 13.3466, -6.7626, 1.591, 206.873, g
23.2204, 0.0038, 2.1287, 0.7807, 0.4201, -23.9774, -16.5585, -1.0E-4, 74.3282, 188.887, g
56.8961, 16.6032, 2.9786, 0.2437, 0.1234, -13.4388, 50.8119, 12.2418, 1.38, 248.061, g
24.6542, 14.6795, 2.5599, 0.4518, 0.2493, 9.4636, 17.8589, -12.1056, 19.0658, 141.979, g
77.7362, 37.784, 3.9715, 0.1127, 0.0564, 20.6695, 75.3898, 16.1544, 4.3928, 235.566, g
21.7006, 9.4415, 2.2788, 0.6053, 0.3395, -4.379, 16.0281, 10.6172, 8.982, 176.227, g
36.6617, 15.5033, 2.5746, 0.4714, 0.3182, 31.4251, 25.5228, 6.576, 11.3761, 224.069, g
81.9657, 24.7247, 3.4122, 0.1177, 0.0594, 64.4402, 57.8747, 6.4725, 3.333, 179.182, g
58.1256, 28.6943, 3.1803, 0.1717, 0.0928, 74.8253, 50.1519, -22.4649, 5.798, 205.607, g
90.5978, 33.2497, 3.3461, 0.137, 0.0814, 81.8388, 81.5738, 30.502, 8.936, 262.779, g
37.2705, 7.4475, 2.3493, 0.4698, 0.2662, -24.2342, -19.2888, -4.242, 16.857, 220.082, g
23.8349, 18.6432, 2.8322, 0.3782, 0.2436, -17.265, -11.7662, 7.1626, 69.237, 64.2395, g
48.7675, 24.2296, 3.0296, 0.1803, 0.0957, 18.552, 37.3773, 18.2105, 16.484, 168.557, g
19.0315, 7.4799, 2.1569, 0.7317, 0.4634, -1.0E-4, -0.4098, -3.9453, 58.852, 200.916, g
31.6734, 22.572, 2.6618, 0.2963, 0.171, 28.0199, 14.9985, -9.7599, 28.296, 120.347, g
19.8334, 12.6453, 2.5459, 0.5206, 0.3115, 16.5084, 13.8988, -4.6716, 39.5399, 135.535, g
100.953, 37.9854, 4.0455, 0.0993, 0.0498, 22.5653, 75.94, 14.6762, 0.804, 297.083, g
34.6933, 11.4502, 2.4346, 0.4559, 0.2592, 6.6377, -21.8955, -8.4072, 3.7316, 189.52, g
74.4788, 20.9542, 2.9985, 0.2007, 0.1129, -20.5322, 59.2457, -18.5773, 10.928, 220.248, g
55.8381, 15.9545, 2.9472, 0.2191, 0.1237, -16.0614, 22.5488, -4.5357, 6.1374, 228.722, g
21.5016, 11.9761, 2.4208, 0.5199, 0.3245, 25.6467, 11.2996, -7.9863, 32.9097, 160.995, g
86.5927, 25.3707, 3.3143, 0.177, 0.0934, -108.693, 73.6483, -18.1849, 1.489, 221.341, g
28.9007, 24.1482, 2.9987, 0.2828, 0.159, -4.2095, -5.3399, 18.5449, 77.094, 60.8754, g
98.0655, 23.4188, 3.3231, 0.1734, 0.0896, -67.9653, 85.6082, -14.8935, 0.712, 293.452, g
31.79, 18.2532, 2.6937, 0.3846, 0.2217, 16.8287, 16.197, -8.06, 13.812, 206.123, g
78.0986, 34.529, 3.4361, 0.3396, 0.2046, 29.7269, 45.0492, -20.5077, 1.267, 391.406, g
19.9501, 7.3538, 2.0846, 0.7325, 0.4074, -1.7329, 8.3658, 5.2361, 4.317, 207.426, g
29.9323, 11.131, 2.5159, 0.5213, 0.279, 21.7933, -20.0136, 6.193, 8.897, 181.006, g
24.6723, 20.2049, 2.4548, 0.4456, 0.2333, 5.5508, 15.9039, 18.0809, 52.307, 139.857, g
24.8961, 11.8206, 2.4564, 0.465, 0.285, 6.512, 15.0497, -8.9168, 8.622, 184.857, g
22.4091, 6.5297, 2.1569, 0.7456, 0.3937, -24.9279, -9.4822, 6.7907, 34.606, 220.911, g
19.6686, 7.2387, 2.1287, 0.7807, 0.4052, 4.7046, -11.46, -4.6424, 79.812, 39.1327, g
25.6419, 13.6572, 2.7206, 0.3977, 0.2293, -6.9371, -15.0719, 4.0818, 25.123, 85.673, g
26.0025, 11.727, 2.6138, 0.455, 0.2348, -19.1202, -11.8245, 9.0343, 24.6893, 195.077, g
30.6536, 13.2068, 2.6212, 0.39, 0.2309, 27.6482, 14.2304, -10.3527, 12.8858, 86.9775, g
56.7558, 19.1792, 2.9325, 0.3586, 0.2249, -58.5754, 23.163, -11.4445, 8.026, 304.471, g
54.2633, 9.2535, 2.4125, 0.5841, 0.3308, 20.8476, 29.631, -7.9085, 11.112, 289.514, g
20.6595, 8.637, 2.3243, 0.6682, 0.4289, -21.0561, -14.5819, -1.4484, 12.801, 138.173, g
21.8457, 11.0584, 2.1732, 0.557, 0.3188, -15.0757, -18.6939, -5.4957, 56.5082, 105.459, g
38.2371, 19.4698, 2.9393, 0.2691, 0.1593, -18.0537, -17.955, -8.4689, 8.6172, 140.594, g
25.3556, 13.7094, 2.4108, 0.5398, 0.3282, -11.7283, -17.2015, -13.0964, 20.0785, 148.957, g
21.1548, 7.0846, 2.0473, 0.6816, 0.3453, -25.3255, -7.4102, -6.2623, 47.4731, 195.113, g
23.6577, 9.8458, 2.243, 0.5657, 0.3, -32.3346, 16.0048, 10.2052, 26.831, 126.2, g
79.775, 31.5305, 3.6508, 0.1461, 0.0756, -68.0075, 70.1133, -21.5738, 1.379, 261.264, g
88.958, 25.6917, 3.3422, 0.1546, 0.0816, -137.729, 72.1869, -19.0262, 1.39, 294.682, g
31.0187, 15.6989, 2.3253, 0.4965, 0.2577, -33.8046, -20.4213, 3.8618, 19.3334, 146.454, g
21.2362, 6.9481, 2.1255, 0.7191, 0.4007, -23.028, -12.3834, -6.2814, 30.5302, 157.978, g
50.5984, 25.8939, 3.0586, 0.2464, 0.1315, 10.7891, 35.9762, 19.5228, 8.44, 270.007, g
100.643, 24.0109, 3.4905, 0.2095, 0.1117, 99.9048, 100.515, 17.9704, 4.015, 248.433, g
30.5986, 10.799, 2.5276, 0.4273, 0.2389, 17.6776, -17.5384, 9.6167, 2.5729, 184.855, g
57.0829, 23.3635, 3.1016, 0.1899, 0.0962, 48.6042, 45.5444, -4.0477, 6.6582, 150.17, g
21.1474, 16.8163, 2.5599, 0.4435, 0.2658, 29.268, -11.5756, 14.5016, 35.595, 122.94, g
35.579, 15.7688, 2.8112, 0.332, 0.1707, 8.2101, 23.4049, 9.6309, 7.5527, 196.357, g
20.7722, 12.6846, 2.3064, 0.4889, 0.2494, -26.1611, -13.2383, 9.5112, 23.675, 154.8, g
34.9887, 11.4697, 2.5971, 0.3717, 0.196, -22.7245, 16.4385, -6.6438, 3.1813, 136.173, g
18.8575, 10.2213, 2.1523, 0.5563, 0.3134, 23.6031, 9.8103, 3.1174, 34.281, 186.161, g
28.0184, 15.3868, 2.7356, 0.4191, 0.227, 31.3011, 24.32, 5.9005, 3.306, 198.391, g
18.8857, 7.3566, 2.2911, 0.7928, 0.4578, 3.9281, -9.2363, 2.8273, 2.783, 186.627, g
56.0798, 23.2976, 3.2848, 0.1889, 0.1067, 44.6431, 53.4382, -14.2908, 3.3089, 211.55, g
79.5649, 26.9862, 3.0924, 0.2466, 0.1403, 68.4116, 77.9938, -21.9625, 8.538, 252.399, g
49.2727, 22.2199, 3.276, 0.1716, 0.093, 31.1037, 28.2574, -12.6656, 10.1168, 214.872, g
20.2643, 16.5704, 2.3646, 0.4708, 0.27, 13.7066, 18.3715, -12.5903, 12.4856, 204.254, g
18.9821, 10.0948, 2.2455, 0.5739, 0.3267, -23.1794, -10.4958, -3.7785, 18.537, 194.358, g
20.5544, 11.1194, 2.2945, 0.5584, 0.2817, 20.9162, 18.7941, 9.8703, 59.294, 216.512, g
27.6167, 11.7834, 2.4594, 0.4132, 0.2135, -8.8072, -9.3052, 6.2423, 3.9266, 201.262, g
16.0964, 10.9584, 2.356, 0.6872, 0.4295, 4.0339, -4.5897, 8.8141, 84.2938, 221.189, g
24.6014, 12.8664, 2.3793, 0.5637, 0.2985, 17.3748, 19.5657, 8.2758, 22.821, 216.952, g
43.0535, 16.832, 2.7251, 0.5179, 0.2853, -24.5672, -29.0496, 5.2134, 5.984, 189.049, g
12.7926, 11.5696, 2.0626, 0.7273, 0.368, -15.0824, 4.1787, -11.6336, 27.0422, 199.19, g
22.2034, 10.94, 2.3892, 0.6041, 0.3531, 16.3374, 18.7733, -6.6591, 51.144, 157.318, g
87.9035, 25.3183, 3.0752, 0.2918, 0.172, -28.0846, 38.0092, 20.0531, 3.7892, 312.446, g
16.573, 11.2568, 2.3802, 0.6167, 0.3271, -4.348, 8.4646, -6.2612, 21.7684, 216.874, g
37.6758, 25.6146, 3.6018, 0.2457, 0.1335, 19.5589, 28.2246, -12.2202, 20.1948, 71.4024, g
41.6637, 13.8484, 2.541, 0.3942, 0.2403, 42.81, 30.938, 10.1984, 1.154, 224.613, g
39.5203, 22.9162, 3.2353, 0.2071, 0.1085, 30.2632, 28.6007, -8.8694, 0.0449, 196.732, g
36.9557, 16.2352, 2.9645, 0.3429, 0.2111, 3.4052, 18.9984, -6.5638, 2.511, 185.961, g
95.5483, 34.1347, 3.4784, 0.1822, 0.0939, -14.6975, 64.764, 22.6277, 2.9595, 347.263, g
33.2355, 14.4987, 2.6776, 0.3782, 0.2048, -19.2765, -24.6397, 14.064, 7.387, 188.726, g
17.3491, 10.7024, 2.3118, 0.6439, 0.3293, 21.3388, 10.3645, 6.4011, 63.7649, 116.62, g
47.4276, 10.4305, 2.6435, 0.3591, 0.2057, -10.4049, -40.5853, -7.4343, 5.442, 187.039, g
25.3811, 15.8935, 2.7616, 0.4329, 0.2519, 16.9705, -8.6944, 8.6056, 37.555, 68.2, g
63.7247, 26.8329, 3.2632, 0.2057, 0.1121, -47.2009, 58.935, -24.6534, 3.4161, 291.715, g
40.0484, 18.1552, 2.7042, 0.3162, 0.1966, -28.2479, -33.2105, 8.5129, 1.596, 206.09, g
20.3585, 12.8363, 2.3493, 0.5101, 0.2841, -10.9785, -14.8085, -8.5912, 28.3104, 206.497, g
24.1099, 13.9701, 2.4191, 0.499, 0.2914, -9.6517, -10.4673, -12.5594, 4.4326, 228.773, g
20.017, 9.5305, 2.2175, 0.5939, 0.3061, 25.509, 6.2839, -3.2733, 55.3309, 90.3746, g
19.9033, 12.9443, 2.3738, 0.482, 0.2474, 12.506, 5.5234, -5.0188, 7.195, 223.819, g
24.1101, 12.6731, 2.6794, 0.431, 0.2249, -19.7791, -9.9872, 7.6753, 9.374, 227.728, g
28.8155, 22.3636, 2.6314, 0.278, 0.1437, 25.039, 12.5494, 15.5394, 50.306, 66.8509, g
39.2852, 14.4233, 2.7396, 0.3461, 0.1812, 47.5036, 37.0007, -4.512, 11.679, 254.953, g
