@relation  magic
@attribute FLength real[4.2835,334.177]
@attribute FWidth real[0.0,256.382]
@attribute FSize real[1.9413,5.3233]
@attribute FConc real[0.0131,0.893]
@attribute FConc1 real[3.0E-4,0.6752]
@attribute FAsym real[-457.9161,575.2407]
@attribute FM3Long real[-331.78,238.321]
@attribute FM3Trans real[-205.8947,179.851]
@attribute FAlpha real[0.0,90.0]
@attribute FDist real[1.2826,495.561]
@attribute Class{g,h}
@inputs FLength,FWidth,FSize,FConc,FConc1,FAsym,FM3Long,FM3Trans,FAlpha,FDist
@outputs Class
@data
19.4348, 7.3353, 2.1717, 0.7744, 0.4276, -3.6794, 10.0501, -4.3598, 60.218, 135.999, g
56.9476, 18.6554, 2.8791, 0.3461, 0.1856, 59.1264, 45.6703, 12.8284, 1.819, 240.921, g
45.1827, 17.8152, 2.6454, 0.276, 0.1459, 67.4694, -18.6775, -15.131, 15.562, 212.939, g
21.6731, 18.6554, 2.734, 0.3727, 0.2057, -0.0012, 18.4151, -10.8092, 67.8084, 77.2901, g
30.411, 7.495, 2.2833, 0.5729, 0.2891, -12.4814, 9.9073, -6.3291, 51.112, 202.572, g
50.8299, 11.1603, 2.6335, 0.5047, 0.2895, -73.0126, 37.7748, 4.0351, 2.4634, 268.036, g
34.975, 17.6827, 2.8435, 0.2781, 0.1398, 26.673, 15.7114, -7.6168, 27.846, 146.996, g
27.2103, 15.8672, 2.6075, 0.4568, 0.263, 2.3111, 18.9339, -5.6497, 10.039, 86.1396, g
33.8898, 17.6924, 2.9647, 0.3026, 0.1719, 13.8792, 25.8841, 7.6886, 6.891, 90.7788, g
28.9362, 10.8234, 2.3738, 0.4905, 0.2643, 22.9101, -18.1301, -6.6185, 50.266, 165.214, g
31.0128, 19.8791, 2.8182, 0.3571, 0.1922, 10.3295, 26.9733, -10.5413, 19.332, 168.051, g
21.4815, 10.7129, 2.2148, 0.561, 0.2896, 22.3577, 18.5987, -10.3562, 66.0088, 208.604, g
74.1464, 20.7143, 2.7348, 0.2799, 0.1427, -31.1356, 53.6291, 19.484, 4.802, 300.163, g
17.3904, 10.7534, 2.3096, 0.6324, 0.3211, 21.6882, 10.136, 6.1702, 10.908, 208.754, g
30.7067, 22.2933, 2.7181, 0.2622, 0.1349, 26.6826, 14.4977, -10.5612, 56.785, 131.205, g
34.475, 23.8176, 2.7279, 0.29, 0.1731, 39.0882, 22.2381, -14.8405, 22.7149, 171.405, g
66.7957, 22.9932, 3.5853, 0.1884, 0.0968, 79.6674, 54.8701, 19.9079, 0.806, 238.402, g
94.1338, 29.9863, 3.0077, 0.2692, 0.1351, 22.629, -71.8447, 3.5768, 3.4297, 352.786, g
37.7253, 16.6038, 2.7716, 0.2758, 0.1497, 19.6874, 33.9511, 7.8238, 15.834, 256.048, g
23.2215, 12.8403, 2.5735, 0.4993, 0.2577, -28.8316, 11.9236, 9.0575, 4.861, 102.303, g
29.0865, 6.6934, 2.2041, 0.5188, 0.2594, 38.7475, 8.445, -2.4604, 28.4635, 142.266, g
12.8056, 11.4689, 2.3043, 0.7146, 0.4144, -15.1891, 8.8859, 7.0586, 14.296, 93.5727, g
22.8676, 14.53, 2.5289, 0.4734, 0.3003, 15.5281, 18.3161, 10.7833, 26.988, 155.216, g
57.607, 19.229, 3.0538, 0.2756, 0.1497, 36.5073, 52.0111, -13.3054, 14.193, 271.63, g
63.0722, 19.5673, 2.5888, 0.384, 0.2384, 37.075, 59.9254, 6.2124, 47.8428, 190.255, g
27.1944, 11.5902, 2.4472, 0.4214, 0.2232, -11.9771, 11.7328, -1.9341, 3.2782, 170.519, g
74.4488, 28.7465, 3.6405, 0.1899, 0.0994, 51.4784, 66.5038, 20.1857, 0.1431, 289.528, g
19.6562, 9.7376, 2.238, 0.578, 0.3266, -24.0292, -9.836, -2.8001, 63.03, 118.341, g
76.8004, 28.1506, 3.4847, 0.1805, 0.1099, -82.9263, 56.3503, -21.6267, 0.442, 258.167, g
29.6088, 14.9079, 2.6794, 0.3661, 0.2123, 36.212, -6.3267, 9.178, 6.737, 261.384, g
73.7915, 27.0194, 3.3443, 0.1987, 0.1102, 50.6291, 75.1641, 18.2167, 10.5595, 212.029, g
45.6756, 22.38, 2.9031, 0.2288, 0.1394, 31.1309, 38.5015, 8.1371, 6.4023, 242.552, g
48.3776, 23.7405, 3.1498, 0.2139, 0.1243, 44.0278, -18.7428, 3.8219, 8.3229, 202.663, g
41.7614, 22.8933, 3.1783, 0.2143, 0.1151, -13.8871, 12.2891, 13.281, 7.4948, 174.518, g
28.5785, 13.7052, 2.5085, 0.3752, 0.1969, -15.0803, 14.2798, -7.5102, 14.972, 241.804, g
17.703, 7.4693, 2.1775, 0.7841, 0.5349, -1.0505, 2.9853, -3.987, 63.0438, 161.55, g
78.7314, 32.7613, 3.1654, 0.1988, 0.1042, -109.964, 51.2574, -28.2356, 3.208, 332.146, g
70.4444, 32.0827, 2.9403, 0.2169, 0.1199, -2.9524, -93.982, -19.5125, 76.3636, 61.9936, g
88.4059, 27.0876, 3.4214, 0.1917, 0.0998, -112.678, 63.3567, -18.634, 3.617, 308.513, g
45.8448, 25.5516, 3.1402, 0.1926, 0.1162, 69.452, 23.7428, 12.6999, 0.8053, 189.467, g
54.0825, 28.0936, 3.6063, 0.155, 0.0828, 7.944, 50.0777, -17.2016, 13.3384, 174.528, g
33.597, 20.1501, 2.749, 0.3012, 0.1702, -38.1029, -24.9521, 12.0199, 10.355, 183.665, g
31.1508, 18.4083, 2.7284, 0.3364, 0.1916, 19.1829, -16.8998, 8.7123, 5.1365, 243.468, g
30.0632, 22.3774, 2.7723, 0.3226, 0.1681, -0.1262, -25.7678, -20.2517, 80.8951, 132.394, g
19.3757, 6.5595, 2.2844, 0.8416, 0.5169, 17.1798, 16.0747, 4.0257, 12.686, 184.344, g
36.3394, 9.0447, 2.444, 0.4065, 0.2068, 53.6289, -19.691, 4.7429, 1.236, 191.15, g
27.3505, 12.6293, 2.3212, 0.4487, 0.2315, 21.1833, 13.7308, 8.0624, 15.7217, 170.12, g
31.1773, 20.1391, 2.8666, 0.2842, 0.1638, -0.3975, 17.2716, 6.4543, 7.611, 131.335, g
68.0121, 27.6698, 3.0824, 0.2738, 0.1576, -14.268, 44.4184, -26.1683, 3.9746, 313.967, g
30.0408, 14.5306, 2.6698, 0.4428, 0.3155, 16.836, 23.4254, -12.4277, 9.1325, 155.279, g
43.6201, 21.6976, 3.1274, 0.2528, 0.1689, 18.5453, 29.2634, 10.5583, 5.9851, 186.263, g
85.0494, 28.5947, 3.4957, 0.1977, 0.1196, -44.3504, 75.5082, 14.6551, 4.5512, 316.523, g
19.5747, 16.8555, 2.2956, 0.4861, 0.2557, 9.8701, 19.1194, 10.5454, 11.296, 150.092, g
22.414, 9.4931, 2.238, 0.5954, 0.2977, 24.8631, 16.9995, 10.8394, 37.3241, 181.06, g
30.2852, 14.738, 2.683, 0.3921, 0.2147, 10.977, -21.7731, -5.3946, 12.395, 238.556, g
28.5827, 22.8996, 2.9678, 0.2574, 0.1513, 7.1813, 8.1298, 9.1307, 24.825, 123.0, g
42.8206, 17.3629, 2.8686, 0.3045, 0.1631, 4.0496, 39.6461, -8.7974, 22.0916, 117.341, g
25.1368, 9.4491, 2.3988, 0.519, 0.3094, 15.8663, -13.8935, 5.3045, 19.017, 96.0308, g
21.5493, 13.4295, 2.5999, 0.5176, 0.3178, 12.8776, -8.3443, 11.3953, 15.682, 238.771, g
77.1642, 21.3003, 2.9852, 0.2162, 0.1164, 0.4049, 66.7085, -6.7083, 7.7247, 215.397, g
21.4944, 10.4204, 2.2304, 0.5588, 0.3088, -4.4301, 16.7152, -8.5553, 14.8311, 207.058, g
16.3371, 11.6489, 2.3464, 0.6036, 0.3131, -0.8501, 4.6868, 3.9635, 69.7431, 224.031, g
73.7252, 15.5966, 2.8338, 0.2639, 0.1371, -56.2861, -63.0268, -7.1354, 3.531, 209.778, g
32.676, 17.2026, 2.6207, 0.3305, 0.1832, -20.5735, -19.9968, -4.9301, 8.327, 167.647, g
20.4263, 7.1947, 2.1833, 0.741, 0.3705, 3.3099, -11.1449, 5.6636, 68.4478, 247.988, g
24.4245, 13.3525, 2.3212, 0.5298, 0.3174, 14.0193, 14.0115, -11.3146, 9.092, 152.057, g
12.8875, 11.4113, 2.0512, 0.7378, 0.3867, 15.0852, -5.7947, 11.5476, 70.059, 136.703, g
53.7352, 19.5578, 2.8199, 0.1893, 0.0961, -1.7877, -41.3524, 14.2279, 11.7065, 203.392, g
13.0301, 11.1805, 2.1351, 0.7546, 0.3773, 14.9999, 0.4644, -11.8252, 35.096, 146.661, g
16.4883, 11.4327, 2.29, 0.5897, 0.341, 2.5672, -6.7324, 6.3345, 33.4578, 129.21, g
26.2815, 21.6234, 2.9165, 0.32, 0.1885, -14.4166, 15.8649, 9.7834, 8.796, 92.4558, g
26.4244, 16.4187, 2.5484, 0.396, 0.2023, -25.3063, 20.7747, 11.1, 53.0609, 186.501, g
138.085, 50.5402, 3.9738, 0.0803, 0.0406, -179.053, 75.5048, 31.2204, 5.931, 254.744, g
35.8551, 15.7666, 2.3493, 0.4653, 0.2438, 35.1417, 19.8454, -12.3719, 34.3833, 232.907, g
38.2386, 15.0661, 2.7443, 0.2919, 0.1577, 14.7864, -24.8104, 12.2243, 1.639, 211.502, g
26.9291, 11.9546, 2.4495, 0.5648, 0.286, -22.7378, -13.3883, 10.9045, 26.935, 165.465, g
18.5336, 10.2061, 2.1847, 0.6144, 0.3366, 22.266, 11.0621, -5.1584, 42.452, 202.563, g
53.1491, 23.4733, 3.1508, 0.2481, 0.1502, 46.851, 45.1187, -10.9404, 13.5688, 163.248, g
31.0527, 21.0442, 2.6968, 0.3437, 0.1719, 39.2751, 21.2631, 9.7659, 15.591, 148.635, g
19.6089, 12.8532, 2.372, 0.5053, 0.2994, -15.4731, -12.7648, -3.31, 4.228, 241.422, g
21.6617, 10.2103, 2.3711, 0.5745, 0.3085, 2.91, -15.6132, 6.0877, 37.428, 202.869, g
20.4089, 11.3508, 2.3181, 0.601, 0.3245, 19.5285, 19.6055, -10.5022, 47.069, 275.033, g
32.1178, 12.1695, 2.316, 0.6087, 0.3406, -27.1689, -24.1205, -10.5242, 8.105, 233.072, g
23.8725, 11.8221, 2.3444, 0.6697, 0.3552, 28.033, -8.6348, -8.9284, 9.027, 159.382, g
30.2588, 13.9882, 2.601, 0.3559, 0.1892, 21.9051, 21.0869, 9.6346, 8.936, 126.812, g
18.5571, 10.1384, 2.415, 0.6192, 0.325, -2.1428, 8.6021, -6.1654, 13.1194, 132.062, g
20.6413, 12.7878, 2.4464, 0.5689, 0.3524, 11.5429, 17.6538, -5.5073, 40.0066, 125.103, g
28.3612, 21.333, 3.0404, 0.3098, 0.1626, -10.285, 20.8569, -10.9452, 61.7, 75.3015, g
105.761, 19.9587, 2.7404, 0.3018, 0.1591, -122.144, 87.7162, -21.8647, 7.614, 241.405, g
18.8209, 15.2333, 2.7308, 0.5149, 0.2872, -1.8074, 12.8161, 8.1871, 51.214, 189.946, g
41.3583, 26.2789, 2.9861, 0.2375, 0.1244, 12.5494, 37.071, 22.1155, 23.065, 257.026, g
15.6186, 11.9091, 2.2856, 0.6373, 0.3601, -1.0993, 3.5316, 6.3487, 50.6366, 40.0383, g
38.8512, 20.1021, 3.1089, 0.2669, 0.1436, 10.8351, -28.2692, 3.7886, 2.1568, 168.886, g
93.6758, 32.3094, 3.5178, 0.2085, 0.1085, 0.8677, 55.2096, 16.7187, 0.026, 362.528, g
72.9523, 30.5716, 3.5797, 0.1361, 0.0701, 14.3582, 67.4553, 14.3698, 0.702, 195.749, g
107.969, 30.7899, 2.8096, 0.3023, 0.1868, -21.703, -138.305, -18.566, 69.079, 194.444, g
74.3874, 23.93, 2.9445, 0.1989, 0.1085, 55.7202, 74.6241, -12.5345, 3.3108, 282.046, g
85.6655, 29.214, 3.6516, 0.1733, 0.0945, -17.9937, 72.369, -21.5545, 1.8868, 321.601, g
27.9177, 21.0394, 2.6269, 0.3329, 0.1688, 9.5282, 22.2612, 15.5846, 48.484, 90.9682, g
40.7319, 16.6665, 2.7771, 0.279, 0.1495, 46.362, -25.7537, 13.3908, 4.584, 243.29, g
30.6697, 21.2076, 3.0378, 0.2997, 0.1618, -3.9523, 17.1893, -8.1886, 23.142, 102.192, g
12.8217, 11.5252, 2.0394, 0.7306, 0.3699, -15.0692, 4.0849, -11.6605, 7.066, 75.4619, g
24.7543, 9.5211, 2.4354, 0.5284, 0.2954, 18.0484, -15.2965, 5.5949, 48.384, 33.1645, g
100.29, 21.4219, 2.9926, 0.297, 0.1979, -61.1362, -24.1767, 15.4466, 2.19, 269.131, g
41.6355, 17.1234, 2.6212, 0.4163, 0.2213, 42.6475, 39.779, -13.432, 35.001, 170.008, g
40.6745, 23.9565, 2.9353, 0.2252, 0.1155, 19.7523, 28.3861, -21.6694, 46.5742, 149.342, g
57.1113, 21.3398, 2.7857, 0.2654, 0.1646, 62.839, 46.9964, -15.8658, 1.343, 171.015, g
39.2466, 24.2978, 3.1817, 0.2468, 0.1471, 16.6391, 26.7323, 5.3645, 18.4082, 165.523, g
21.561, 6.7887, 2.07, 0.7149, 0.4213, 22.5915, 13.3083, -6.4567, 10.302, 180.155, g
20.4556, 10.9666, 2.2856, 0.6114, 0.3083, 14.7209, 17.8799, -5.9276, 23.821, 229.161, g
20.801, 12.5919, 2.3531, 0.5188, 0.3215, 15.9369, 15.2411, -3.5753, 23.3742, 70.8116, g
18.8251, 10.2437, 2.3464, 0.5631, 0.286, -24.817, -7.6545, -4.8367, 6.221, 157.89, g
35.426, 20.6164, 2.9345, 0.2802, 0.1413, -3.8964, 27.1753, 15.4887, 3.278, 143.568, g
60.8125, 38.9729, 3.8601, 0.1286, 0.0677, 16.144, 47.2671, 8.2626, 11.863, 103.747, g
32.8932, 14.7584, 2.5763, 0.5066, 0.2613, 4.6285, -13.7969, 14.0561, 10.7955, 214.958, g
22.6203, 9.3317, 2.29, 0.5744, 0.3051, 3.3282, -15.7148, -10.573, 66.0914, 237.698, g
26.3839, 18.5882, 2.6258, 0.4426, 0.2284, -35.0284, -16.945, 3.9865, 18.9656, 210.868, g
41.0314, 10.9101, 2.5391, 0.2948, 0.1546, 1.1938, 30.7706, -4.4502, 2.6397, 198.018, g
87.6702, 26.2324, 3.1492, 0.166, 0.0947, -165.595, 72.0442, 17.3701, 4.229, 234.285, g
91.3563, 19.7964, 2.9612, 0.3084, 0.1657, -50.507, 64.1715, 12.0108, 0.9563, 290.707, g
39.7201, 18.5253, 2.9222, 0.2883, 0.174, 4.6451, 34.6454, 12.4572, 10.505, 162.208, g
26.24, 11.9813, 2.4764, 0.5743, 0.3723, 9.7825, 16.9651, 12.9885, 9.256, 113.409, g
65.6203, 30.689, 3.2445, 0.1777, 0.0988, 32.2151, 67.5998, 25.9399, 2.733, 140.514, g
80.8604, 19.5553, 3.0026, 0.3519, 0.2609, -83.1037, 46.2738, 18.3933, 2.788, 257.499, g
41.4003, 17.0668, 3.1413, 0.2867, 0.1593, 12.3727, 34.3771, 8.9352, 8.728, 179.317, g
51.0346, 22.7669, 2.6721, 0.3511, 0.2053, 20.6441, 49.9228, 16.6606, 9.203, 78.6901, g
12.984, 11.2075, 2.1746, 0.7492, 0.4114, -14.8012, 6.0893, 11.2711, 11.746, 194.679, g
21.5647, 6.9116, 2.1089, 0.6926, 0.3774, 24.442, 10.1753, 6.4816, 3.908, 206.49, g
22.1571, 14.7328, 2.48, 0.4536, 0.2732, -25.637, -13.4367, -3.9279, 57.7866, 185.137, g
50.131, 17.9673, 3.0298, 0.2232, 0.1134, -13.9348, 36.5453, 3.0183, 4.7341, 242.555, g
22.9757, 14.8362, 2.4385, 0.561, 0.388, 5.9666, 19.6848, -15.0231, 16.534, 143.194, g
85.4369, 30.3729, 3.6503, 0.1324, 0.0746, 17.285, 78.4434, 16.0943, 2.791, 227.554, g
21.0426, 10.2196, 2.2625, 0.5847, 0.3306, -5.7606, 16.9883, 10.1976, 14.5078, 175.703, g
27.0285, 13.8752, 2.6898, 0.4637, 0.2666, 29.3539, 24.4793, -7.3012, 8.3477, 225.515, g
69.0597, 15.9685, 2.8831, 0.2003, 0.1119, 57.9894, 46.4195, 4.9476, 13.1301, 175.966, g
57.7688, 20.6811, 3.1963, 0.2348, 0.1244, 67.4719, 48.1948, -14.2911, 6.944, 206.165, g
99.1508, 36.1225, 3.995, 0.1123, 0.0567, 100.579, 82.4632, 25.5191, 4.199, 268.046, g
22.4762, 11.4257, 2.3829, 0.5797, 0.3582, -25.9621, -10.0548, -7.0058, 16.3023, 215.651, g
23.9164, 15.7092, 2.6279, 0.4876, 0.2509, -29.023, -19.1267, 13.284, 68.0783, 70.5975, g
41.8269, 26.368, 3.0422, 0.235, 0.1202, 24.1335, 40.136, 20.4737, 29.392, 173.613, g
19.4731, 12.2939, 2.4556, 0.5219, 0.3205, -1.0, 9.8855, -10.4173, 53.7383, 202.139, g
29.2453, 14.9894, 2.3454, 0.4876, 0.2641, 27.5753, 23.9034, -10.9994, 19.747, 113.182, g
18.8065, 12.8227, 2.437, 0.5594, 0.3016, 14.16, 13.504, 6.1279, 36.1365, 133.698, g
103.335, 50.5504, 4.258, 0.0875, 0.045, 32.3388, 74.2771, -29.2771, 3.4381, 290.426, g
35.907, 11.9374, 2.4624, 0.4517, 0.2569, 10.266, -23.7556, -10.2833, 4.122, 192.917, g
72.3238, 30.9529, 3.466, 0.1549, 0.0857, -19.4578, 46.0447, 19.4583, 10.7066, 221.358, g
53.1946, 14.7069, 2.8896, 0.2424, 0.1322, -21.0957, 24.2831, 7.8871, 2.701, 219.142, g
22.2889, 15.3443, 2.4533, 0.4437, 0.2729, 25.7137, 13.2894, -7.4476, 25.192, 161.888, g
91.7477, 22.9294, 2.9219, 0.3208, 0.1957, -109.887, 67.2351, -23.3411, 9.9993, 222.721, g
25.7552, 23.1352, 3.0953, 0.3051, 0.1867, -5.8437, -11.8352, 17.1565, 82.6024, 70.0088, g
93.0034, 28.1488, 3.6363, 0.1608, 0.0817, -67.5172, 73.348, -9.9072, 1.64, 293.818, g
27.0193, 11.9961, 2.5416, 0.4914, 0.2514, 8.1878, 15.918, -7.8882, 1.0613, 204.921, g
81.9826, 33.7547, 3.5621, 0.2338, 0.1246, 45.9131, 32.2277, 11.7835, 3.101, 383.77, g
18.0929, 7.4076, 2.2162, 0.8024, 0.5076, -3.0435, 6.3958, -3.6485, 6.1193, 205.452, g
22.7412, 10.1745, 2.4843, 0.5639, 0.3033, 30.84, -15.1058, 6.8333, 12.2494, 180.247, g
25.6981, 17.9763, 2.7899, 0.3358, 0.1906, 8.0978, 19.0479, 7.7408, 32.8826, 138.13, g
25.3374, 19.6763, 2.6117, 0.3081, 0.1577, -1.3407, 20.1489, -8.5206, 6.733, 182.361, g
24.0872, 0.0, 2.081, 0.7469, 0.4191, -25.0209, -16.2725, 0.0, 37.3886, 213.934, g
25.667, 20.5174, 2.8692, 0.3392, 0.2034, 0.642, -17.788, -13.6901, 68.654, 40.8072, g
33.3237, 12.3317, 2.5145, 0.3639, 0.1881, -3.1009, -17.7864, -3.2959, 42.108, 85.2292, g
27.5457, 11.6724, 2.4401, 0.5917, 0.314, -15.6094, -9.8531, 6.8762, 16.7712, 190.609, g
27.7861, 17.1611, 2.6425, 0.3645, 0.1993, 24.8534, 12.7493, -12.7456, 21.61, 76.0045, g
58.3208, 25.9922, 3.1836, 0.2333, 0.1484, -57.0671, 32.3796, 14.3932, 3.4996, 304.331, g
33.4604, 12.9133, 2.3936, 0.5535, 0.2848, 25.359, 25.3417, 11.0502, 3.66, 291.803, g
19.5841, 12.9099, 2.5581, 0.5062, 0.2891, -14.2997, -12.6451, -5.675, 10.7079, 142.077, g
21.099, 15.7969, 2.5366, 0.4709, 0.2805, -11.8921, -14.2576, -10.12, 77.795, 95.5617, g
41.2762, 17.8982, 2.6385, 0.3931, 0.208, -17.6255, -16.0743, -6.9331, 8.699, 139.522, g
24.8562, 10.9226, 2.4306, 0.5046, 0.269, -8.4249, -19.4875, -5.3051, 22.9883, 146.813, g
25.7797, 13.7355, 2.4208, 0.4782, 0.26, -16.4974, -11.75, 12.3843, 55.1534, 190.891, g
27.2009, 18.3391, 2.7255, 0.3104, 0.1627, -18.9708, 17.4997, -5.0829, 22.4299, 134.277, g
94.2778, 37.8911, 3.8427, 0.1273, 0.0677, -72.9347, 70.931, -13.14, 3.203, 256.87, g
110.365, 43.2592, 4.117, 0.0981, 0.0505, -133.406, 73.6705, -30.99, 0.324, 308.787, g
27.9623, 11.7168, 2.4654, 0.4795, 0.2894, -32.545, -19.6516, -6.3207, 16.7287, 149.648, g
18.794, 10.1429, 2.2148, 0.5976, 0.3079, -23.7845, -9.4294, -5.3422, 35.5834, 160.796, g
49.5629, 27.5724, 3.1614, 0.229, 0.1224, 15.1029, 35.1691, 21.4097, 4.158, 271.967, g
98.5903, 23.9551, 3.0894, 0.1669, 0.0916, 92.2141, 98.9695, 15.6326, 0.1561, 250.684, g
37.0123, 17.9326, 3.1992, 0.3129, 0.1956, 23.0595, -19.4631, 12.2109, 5.207, 181.773, g
51.2156, 14.4635, 2.8376, 0.3198, 0.1897, 44.5729, 41.9129, 14.3092, 12.3212, 149.965, g
20.7502, 16.4512, 2.3064, 0.479, 0.2395, 33.2781, -17.504, -11.4548, 74.477, 132.97, g
32.2869, 16.2117, 2.6385, 0.4161, 0.2356, 13.109, 24.6315, -12.0596, 5.8259, 195.812, g
30.3756, 18.1395, 2.608, 0.3477, 0.1837, -26.2472, -14.762, 14.5876, 35.043, 146.607, g
26.3093, 15.0286, 2.6048, 0.4099, 0.2149, -16.9862, 13.678, -11.2164, 2.521, 120.58, g
21.1287, 7.0541, 2.0273, 0.7042, 0.3709, 24.1448, 10.4401, 6.2328, 34.1392, 189.197, g
37.0078, 16.9054, 2.8287, 0.3071, 0.1758, 33.2045, 24.3286, 10.5076, 3.6622, 200.644, g
19.7259, 17.0208, 2.5353, 0.5102, 0.2843, 3.9922, -12.3171, 11.1922, 7.3544, 187.628, g
59.7337, 17.0227, 2.7997, 0.2966, 0.1895, 51.0255, 54.5868, -14.0979, 5.094, 217.856, g
86.0845, 32.2874, 4.0077, 0.1126, 0.0604, 63.218, 78.521, -18.3789, 1.312, 250.588, g
64.3679, 28.65, 3.6926, 0.1435, 0.0726, 30.1102, 29.1094, -13.8552, 3.417, 226.762, g
23.9025, 17.3947, 2.5185, 0.5121, 0.3288, 10.598, 15.9701, -17.7075, 14.9967, 203.366, g
18.2406, 10.5498, 2.2201, 0.5783, 0.2922, -23.7999, -8.9074, 5.0306, 18.975, 193.928, g
25.22, 21.0414, 2.9238, 0.3349, 0.1675, 15.3371, 22.2114, 8.8385, 51.835, 213.01, g
23.6609, 15.3561, 2.5769, 0.453, 0.2821, -10.5345, -12.8861, 10.8394, 15.2553, 197.118, g
19.5077, 7.4326, 2.1569, 0.7317, 0.4355, 0.8475, -6.1231, -4.7169, 75.607, 224.73, g
21.8935, 10.848, 2.29, 0.5949, 0.3513, 16.6034, 18.4514, -6.9016, 42.836, 210.715, g
49.6933, 14.4361, 2.9274, 0.253, 0.1271, -28.3967, -32.5599, -7.3791, 2.915, 188.177, g
12.6315, 11.7929, 2.1508, 0.7067, 0.371, -15.7084, 8.2303, -10.7487, 13.857, 195.678, g
20.1492, 11.4758, 2.301, 0.6, 0.3375, 12.2599, 19.091, -6.173, 35.676, 155.806, g
84.6226, 22.9811, 3.0531, 0.2221, 0.15, -44.1921, 43.8905, 14.841, 1.7962, 317.619, g
17.551, 10.8105, 2.3054, 0.6089, 0.3144, -3.4101, 9.1472, -6.0037, 21.124, 217.556, g
32.5571, 27.5582, 3.1478, 0.2782, 0.1427, 17.5805, 29.8405, 16.3219, 11.3434, 78.3827, g
52.2264, 23.3743, 3.2333, 0.1905, 0.0956, 46.3585, 38.163, 7.9243, 0.795, 226.359, g
38.3797, 19.6647, 2.772, 0.2705, 0.1462, 29.1015, 27.1517, -16.278, 8.548, 196.298, g
34.9712, 21.185, 3.1217, 0.2372, 0.1281, 0.0356, 22.2313, 13.1915, 2.16, 186.422, g
88.9912, 20.9955, 3.1874, 0.2975, 0.1848, -15.3969, 75.3921, 19.2461, 1.121, 346.192, g
20.2899, 11.182, 2.356, 0.5903, 0.3282, -19.6367, -19.3043, 10.7454, 9.282, 198.135, g
19.8471, 16.338, 2.567, 0.561, 0.294, 20.0845, 13.9887, 12.8509, 62.9714, 110.845, g
44.9551, 18.914, 2.7885, 0.2799, 0.1408, -14.2513, -35.4151, -11.3157, 18.5166, 182.324, g
24.9267, 19.7049, 2.8189, 0.2929, 0.148, 6.4374, -10.8226, -5.3013, 35.902, 69.1739, g
62.6404, 30.0387, 3.1086, 0.2103, 0.1086, -40.4226, 52.0998, -19.3467, 9.418, 290.316, g
45.5945, 21.2593, 3.0538, 0.2102, 0.1144, -19.4628, -32.9385, 6.9607, 9.0222, 216.746, g
20.904, 6.8481, 2.1414, 0.7581, 0.444, -20.9858, -14.5432, -6.0219, 20.859, 205.639, g
24.2412, 12.4169, 2.3856, 0.3992, 0.2243, -8.4496, -11.5635, -5.1179, 29.023, 225.222, g
21.2211, 6.8795, 2.07, 0.7319, 0.4213, 22.1921, 13.4931, -6.259, 56.2975, 92.9938, g
23.8297, 15.3356, 2.638, 0.4465, 0.298, 10.1102, 13.4365, -15.0399, 5.397, 220.885, g
