@relation shuttle-6_vs_2-3
@attribute A1 integer [27, 126]
@attribute A2 integer [-4821, 5075]
@attribute A3 integer [21, 149]
@attribute A4 integer [-3939, 3830]
@attribute A5 integer [-188, 436]
@attribute A6 integer [-26739, 15164]
@attribute A7 integer [-48, 105]
@attribute A8 integer [-353, 270]
@attribute A9 integer [-356, 266]
@attribute Class {positive, negative}
@inputs A1, A2, A3, A4, A5, A6, A7, A8, A9
@outputs Class
@data
72, -38, 107, 0, 62, 5, 35, 45, 10, negative
43, -32, 79, 2, 0, 0, 35, 79, 44, negative
57, -71, 88, 0, 8, 0, 32, 81, 48, negative
71, -31, 107, 0, 60, -17, 36, 47, 12, negative
47, 48, 77, 0, -22, 0, 30, 101, 70, negative
81, -29, 89, 2, 8, 0, 8, 81, 74, negative
84, -32, 107, 0, 62, -32, 23, 45, 22, negative
37, -42, 76, 0, 20, 0, 39, 55, 16, negative
47, -48, 78, -6, 0, 0, 31, 78, 48, negative
37, -94, 112, 365, 34, 17, 75, 78, 4, negative
37, -91, 80, 0, 34, 0, 43, 46, 2, negative
97, -28, 107, 0, 68, -30, 10, 40, 30, negative
42, -25, 77, 0, -2, 0, 35, 79, 44, negative
64, 1532, 77, 0, 20, 0, 14, 57, 44, positive
37, -65, 76, 0, 36, 0, 39, 40, 2, negative
94, -35, 107, 0, 68, -15, 12, 40, 28, negative
37, -42, 75, 0, 26, -19, 38, 49, 12, negative
48, -42, 91, 0, 2, 0, 43, 88, 46, negative
72, 30, 82, 0, -42, -3, 10, 126, 116, negative
44, 28, 77, 0, 28, 0, 33, 48, 16, negative
37, -82, 76, 0, 36, 0, 39, 40, 2, negative
50, -62, 88, 0, 6, -27, 38, 83, 46, negative
37, -41, 106, 0, 34, -1, 69, 72, 4, negative
45, -45, 81, 0, 44, 0, 36, 37, 2, negative
37, -80, 106, -1, 34, -2, 69, 72, 4, negative
86, -37, 107, 0, 64, -6, 21, 42, 22, negative
45, -47, 91, 0, 2, 0, 46, 88, 42, negative
37, -42, 77, 0, 20, 0, 40, 57, 16, negative
47, -38, 89, 4, 6, -7, 42, 84, 42, negative
37, -56, 106, 0, 34, -1, 69, 72, 4, negative
44, -36, 79, 3, 0, 0, 35, 79, 44, negative
71, 46, 82, 0, -42, -8, 11, 126, 114, negative
50, 30, 77, 0, -22, 0, 28, 101, 72, negative
66, -63, 88, 0, 8, 0, 22, 81, 58, negative
64, -63, 88, 0, 8, 0, 24, 81, 56, negative
43, -113, 76, 0, 42, 0, 33, 35, 2, negative
43, -35, 77, 0, -2, 0, 34, 79, 46, negative
37, -105, 106, 0, 34, 0, 69, 72, 4, negative
40, 28, 77, 0, -22, 0, 38, 101, 64, negative
71, 42, 82, 0, -42, -7, 11, 126, 114, negative
77, -44, 107, 0, 62, -4, 30, 45, 16, negative
45, -44, 77, 0, -2, 0, 32, 79, 48, negative
51, 23, 77, 0, 28, 0, 26, 48, 22, negative
75, -43, 88, -1, 8, 0, 14, 81, 68, negative
42, 23, 77, 0, 28, 0, 34, 48, 14, negative
48, -42, 78, -7, 0, 0, 30, 78, 48, negative
45, -49, 77, 0, -2, 0, 32, 79, 48, negative
50, 23, 77, 0, -22, 0, 27, 101, 74, negative
81, -35, 107, 0, 62, -10, 26, 45, 18, negative
37, -110, 106, 0, 34, -3, 69, 72, 4, negative
49, -58, 88, 0, 6, -17, 40, 83, 44, negative
42, 22, 77, 0, 28, 0, 35, 48, 14, negative
49, 31, 77, 0, -22, 0, 28, 101, 72, negative
84, -28, 107, 0, 64, -2, 22, 42, 20, negative
37, -37, 106, -3, 34, -6, 69, 72, 4, negative
48, 45, 77, 0, -22, 0, 29, 101, 72, negative
71, -35, 107, 0, 60, -26, 35, 47, 12, negative
64, 1532, 106, -2, 34, -35, 42, 72, 30, positive
50, 22, 77, 0, 28, 0, 26, 48, 22, negative
45, -27, 77, -2, 44, -3, 32, 34, 2, negative
45, -98, 81, 0, 44, 0, 36, 37, 2, negative
37, -64, 80, 0, 34, 0, 43, 46, 2, negative
44, -36, 91, 0, 2, 0, 47, 88, 42, negative
45, -44, 79, 2, 0, 0, 34, 79, 44, negative
79, 1963, 88, 0, 44, 0, 9, 44, 34, positive
57, 92, 80, 0, 34, 0, 23, 46, 24, negative
37, -66, 77, 0, 20, 0, 40, 57, 16, negative
88, -39, 107, 0, 64, -11, 19, 42, 24, negative
91, 3049, 106, -4, 36, 1, 15, 69, 54, positive
37, -39, 80, 0, 34, 0, 43, 46, 2, negative
70, -29, 107, 0, 60, -10, 37, 47, 10, negative
37, -52, 76, 0, 36, 0, 39, 40, 2, negative
43, -32, 91, 0, 2, 0, 48, 88, 40, negative
44, 27, 77, 0, 28, 0, 33, 48, 16, negative
37, -48, 106, -362, 30, -22, 69, 75, 6, negative
37, -84, 106, 0, 34, 0, 69, 72, 4, negative
91, -38, 107, 0, 64, -36, 16, 42, 26, negative
42, -25, 77, 0, -2, 0, 34, 79, 46, negative
52, -69, 88, 0, 8, 6, 36, 81, 44, negative
37, -51, 106, -1, 34, -1, 69, 72, 4, negative
85, -38, 107, 0, 64, -3, 22, 42, 20, negative
37, -64, 106, -1, 34, -2, 69, 72, 4, negative
79, -40, 107, 0, 62, -6, 28, 45, 16, negative
80, -32, 88, -6, 8, 0, 9, 81, 72, negative
37, -32, 106, 0, 34, -1, 69, 72, 4, negative
47, 22, 79, 0, 42, 0, 31, 37, 6, negative
