@relation  movement_libras
@attribute 1st_coordinate_abcissa real[0.090909,0.9323]
@attribute 1st_coordinate_ordinate real[0.14815,0.88657]
@attribute 2st_coordinate_abcissa real[0.085106,0.93037]
@attribute 2st_coordinate_ordinate real[0.14815,0.88889]
@attribute 3st_coordinate_abcissa real[0.085106,0.9323]
@attribute 3st_coordinate_ordinate real[0.14815,0.88426]
@attribute 4st_coordinate_abcissa real[0.088975,0.9323]
@attribute 4st_coordinate_ordinate real[0.14583,0.88194]
@attribute 5st_coordinate_abcissa real[0.092843,0.9323]
@attribute 5st_coordinate_ordinate real[0.14583,0.875]
@attribute 6st_coordinate_abcissa real[0.10058,0.9323]
@attribute 6st_coordinate_ordinate real[0.14352,0.875]
@attribute 7st_coordinate_abcissa real[0.10445,0.93424]
@attribute 7st_coordinate_ordinate real[0.14352,0.87037]
@attribute 8st_coordinate_abcissa real[0.11025,0.94197]
@attribute 8st_coordinate_ordinate real[0.1412,0.86343]
@attribute 9st_coordinate_abcissa real[0.11992,0.94391]
@attribute 9st_coordinate_ordinate real[0.1412,0.86343]
@attribute 10st_coordinate_abcissa real[0.12766,0.94391]
@attribute 10st_coordinate_ordinate real[0.13657,0.86111]
@attribute 11st_coordinate_abcissa real[0.13153,0.94197]
@attribute 11st_coordinate_ordinate real[0.13657,0.84722]
@attribute 12st_coordinate_abcissa real[0.10638,0.94197]
@attribute 12st_coordinate_ordinate real[0.13426,0.84028]
@attribute 13st_coordinate_abcissa real[0.040619,0.9381]
@attribute 13st_coordinate_ordinate real[0.092593,1.0]
@attribute 14st_coordinate_abcissa real[0.015474,0.9265]
@attribute 14st_coordinate_ordinate real[0.018519,0.84028]
@attribute 15st_coordinate_abcissa real[0.017408,0.91489]
@attribute 15st_coordinate_ordinate real[0.018519,0.84028]
@attribute 16st_coordinate_abcissa real[0.023211,0.91103]
@attribute 16st_coordinate_ordinate real[0.0625,0.84028]
@attribute 17st_coordinate_abcissa real[0.052224,0.88781]
@attribute 17st_coordinate_ordinate real[0.12269,0.84028]
@attribute 18st_coordinate_abcissa real[0.10832,0.88781]
@attribute 18st_coordinate_ordinate real[0.14815,0.84028]
@attribute 19st_coordinate_abcissa real[0.13926,0.88781]
@attribute 19st_coordinate_ordinate real[0.14583,0.84028]
@attribute 20st_coordinate_abcissa real[0.16054,0.88588]
@attribute 20st_coordinate_ordinate real[0.12963,0.84028]
@attribute 21st_coordinate_abcissa real[0.147,0.88008]
@attribute 21st_coordinate_ordinate real[0.13194,0.84028]
@attribute 22st_coordinate_abcissa real[0.11219,0.88008]
@attribute 22st_coordinate_ordinate real[0.15046,0.84028]
@attribute 23st_coordinate_abcissa real[0.088975,0.88008]
@attribute 23st_coordinate_ordinate real[0.14815,0.83796]
@attribute 24st_coordinate_abcissa real[0.083172,0.88008]
@attribute 24st_coordinate_ordinate real[0.14352,0.87037]
@attribute 25st_coordinate_abcissa real[0.071567,0.88588]
@attribute 25st_coordinate_ordinate real[0.13889,0.95833]
@attribute 26st_coordinate_abcissa real[0.052224,0.89362]
@attribute 26st_coordinate_ordinate real[0.13657,0.9838]
@attribute 27st_coordinate_abcissa real[0.046422,0.89555]
@attribute 27st_coordinate_ordinate real[0.13426,0.85185]
@attribute 28st_coordinate_abcissa real[0.040619,0.88975]
@attribute 28st_coordinate_ordinate real[0.13194,0.86806]
@attribute 29st_coordinate_abcissa real[0.048356,0.89749]
@attribute 29st_coordinate_ordinate real[0.12731,0.87037]
@attribute 30st_coordinate_abcissa real[0.067698,0.88975]
@attribute 30st_coordinate_ordinate real[0.11111,0.86111]
@attribute 31st_coordinate_abcissa real[0.088975,0.89749]
@attribute 31st_coordinate_ordinate real[0.10185,0.85417]
@attribute 32st_coordinate_abcissa real[0.094778,0.90522]
@attribute 32st_coordinate_ordinate real[0.041667,0.83565]
@attribute 33st_coordinate_abcissa real[0.092843,0.91876]
@attribute 33st_coordinate_ordinate real[0.0,0.82407]
@attribute 34st_coordinate_abcissa real[0.10058,0.90716]
@attribute 34st_coordinate_ordinate real[0.0,0.82639]
@attribute 35st_coordinate_abcissa real[0.071567,0.90716]
@attribute 35st_coordinate_ordinate real[0.030093,0.83333]
@attribute 36st_coordinate_abcissa real[0.065764,0.91683]
@attribute 36st_coordinate_ordinate real[0.085648,0.83565]
@attribute 37st_coordinate_abcissa real[0.017408,0.9207]
@attribute 37st_coordinate_ordinate real[0.11111,0.87963]
@attribute 38st_coordinate_abcissa real[0.0,0.92456]
@attribute 38st_coordinate_ordinate real[0.099537,0.9838]
@attribute 39st_coordinate_abcissa real[0.0058027,0.92843]
@attribute 39st_coordinate_ordinate real[0.094907,0.96991]
@attribute 40st_coordinate_abcissa real[0.025145,0.94391]
@attribute 40st_coordinate_ordinate real[0.085648,0.84722]
@attribute 41st_coordinate_abcissa real[0.059961,0.96132]
@attribute 41st_coordinate_ordinate real[0.076389,0.83102]
@attribute 42st_coordinate_abcissa real[0.059961,0.97099]
@attribute 42st_coordinate_ordinate real[0.050926,0.81944]
@attribute 43st_coordinate_abcissa real[0.029014,0.97872]
@attribute 43st_coordinate_ordinate real[0.030093,0.82407]
@attribute 44st_coordinate_abcissa real[0.011605,0.98839]
@attribute 44st_coordinate_ordinate real[0.0092593,0.87269]
@attribute 45st_coordinate_abcissa real[0.0058027,1.0]
@attribute 45st_coordinate_ordinate real[0.0069444,0.88426]
@attribute Class{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}
@inputs 1st_coordinate_abcissa,1st_coordinate_ordinate,2st_coordinate_abcissa,2st_coordinate_ordinate,3st_coordinate_abcissa,3st_coordinate_ordinate,4st_coordinate_abcissa,4st_coordinate_ordinate,5st_coordinate_abcissa,5st_coordinate_ordinate,6st_coordinate_abcissa,6st_coordinate_ordinate,7st_coordinate_abcissa,7st_coordinate_ordinate,8st_coordinate_abcissa,8st_coordinate_ordinate,9st_coordinate_abcissa,9st_coordinate_ordinate,10st_coordinate_abcissa,10st_coordinate_ordinate,11st_coordinate_abcissa,11st_coordinate_ordinate,12st_coordinate_abcissa,12st_coordinate_ordinate,13st_coordinate_abcissa,13st_coordinate_ordinate,14st_coordinate_abcissa,14st_coordinate_ordinate,15st_coordinate_abcissa,15st_coordinate_ordinate,16st_coordinate_abcissa,16st_coordinate_ordinate,17st_coordinate_abcissa,17st_coordinate_ordinate,18st_coordinate_abcissa,18st_coordinate_ordinate,19st_coordinate_abcissa,19st_coordinate_ordinate,20st_coordinate_abcissa,20st_coordinate_ordinate,21st_coordinate_abcissa,21st_coordinate_ordinate,22st_coordinate_abcissa,22st_coordinate_ordinate,23st_coordinate_abcissa,23st_coordinate_ordinate,24st_coordinate_abcissa,24st_coordinate_ordinate,25st_coordinate_abcissa,25st_coordinate_ordinate,26st_coordinate_abcissa,26st_coordinate_ordinate,27st_coordinate_abcissa,27st_coordinate_ordinate,28st_coordinate_abcissa,28st_coordinate_ordinate,29st_coordinate_abcissa,29st_coordinate_ordinate,30st_coordinate_abcissa,30st_coordinate_ordinate,31st_coordinate_abcissa,31st_coordinate_ordinate,32st_coordinate_abcissa,32st_coordinate_ordinate,33st_coordinate_abcissa,33st_coordinate_ordinate,34st_coordinate_abcissa,34st_coordinate_ordinate,35st_coordinate_abcissa,35st_coordinate_ordinate,36st_coordinate_abcissa,36st_coordinate_ordinate,37st_coordinate_abcissa,37st_coordinate_ordinate,38st_coordinate_abcissa,38st_coordinate_ordinate,39st_coordinate_abcissa,39st_coordinate_ordinate,40st_coordinate_abcissa,40st_coordinate_ordinate,41st_coordinate_abcissa,41st_coordinate_ordinate,42st_coordinate_abcissa,42st_coordinate_ordinate,43st_coordinate_abcissa,43st_coordinate_ordinate,44st_coordinate_abcissa,44st_coordinate_ordinate,45st_coordinate_abcissa,45st_coordinate_ordinate
@outputs Class
@data
0.44874, 0.46065, 0.44874, 0.45833, 0.44874, 0.45602, 0.44874, 0.45833, 0.44874, 0.4537, 0.44874, 0.4537, 0.44874, 0.45139, 0.44681, 0.44676, 0.44101, 0.43981, 0.43327, 0.43287, 0.42166, 0.42361, 0.40812, 0.41435, 0.38878, 0.40741, 0.36364, 0.40278, 0.33849, 0.40278, 0.30754, 0.40741, 0.28046, 0.40972, 0.25725, 0.39815, 0.22824, 0.39815, 0.20116, 0.40278, 0.17408, 0.4213, 0.147, 0.43981, 0.12573, 0.45602, 0.10445, 0.46991, 0.071567, 0.48611, 0.052224, 0.51852, 0.046422, 0.55093, 0.040619, 0.58796, 0.048356, 0.62269, 0.067698, 0.65278, 0.088975, 0.67361, 0.11605, 0.68519, 0.1412, 0.7037, 0.16634, 0.71991, 0.19536, 0.72917, 0.2205, 0.74537, 0.24952, 0.75926, 0.2766, 0.76157, 0.31335, 0.76389, 0.34623, 0.76157, 0.37911, 0.75926, 0.40812, 0.75694, 0.43327, 0.75231, 0.45648, 0.75, 0.47776, 0.74537, 4
0.68665, 0.2037, 0.68665, 0.20602, 0.68472, 0.20602, 0.68665, 0.2037, 0.68472, 0.2037, 0.68472, 0.20602, 0.68085, 0.20139, 0.66925, 0.19444, 0.64797, 0.17824, 0.61509, 0.16667, 0.58607, 0.15046, 0.55319, 0.14815, 0.51644, 0.15046, 0.48356, 0.16204, 0.45648, 0.18056, 0.43327, 0.20602, 0.41006, 0.23843, 0.38878, 0.26852, 0.36557, 0.30093, 0.34816, 0.33333, 0.34623, 0.375, 0.35397, 0.41667, 0.37137, 0.45833, 0.39072, 0.5, 0.41199, 0.53704, 0.43133, 0.56713, 0.45068, 0.59722, 0.47002, 0.62731, 0.49516, 0.65741, 0.52418, 0.67824, 0.55513, 0.69213, 0.58414, 0.69213, 0.61509, 0.69444, 0.64603, 0.69213, 0.69439, 0.68981, 0.73114, 0.69213, 0.76209, 0.6875, 0.7853, 0.68287, 0.80658, 0.68056, 0.81431, 0.68519, 0.81238, 0.6875, 0.81044, 0.6875, 0.81238, 0.68287, 0.81431, 0.68287, 0.81625, 0.68056, 4
0.44874, 0.26852, 0.45068, 0.27083, 0.44874, 0.26852, 0.44874, 0.27083, 0.44874, 0.27083, 0.44681, 0.27083, 0.44874, 0.26852, 0.45455, 0.26389, 0.46228, 0.25694, 0.47969, 0.25231, 0.4971, 0.24769, 0.51838, 0.24537, 0.54352, 0.24769, 0.57447, 0.24769, 0.60735, 0.25694, 0.64023, 0.27083, 0.66925, 0.28704, 0.69632, 0.30556, 0.71567, 0.32639, 0.73114, 0.35185, 0.74275, 0.37963, 0.74662, 0.40741, 0.74275, 0.43287, 0.74855, 0.44676, 0.75435, 0.46991, 0.76015, 0.49769, 0.76596, 0.5162, 0.76596, 0.53472, 0.76402, 0.55324, 0.75822, 0.5625, 0.74468, 0.5787, 0.73114, 0.58565, 0.71373, 0.59954, 0.69439, 0.62269, 0.68665, 0.63657, 0.67311, 0.65741, 0.6499, 0.6713, 0.62476, 0.67593, 0.59574, 0.68287, 0.5706, 0.68519, 0.54352, 0.68519, 0.52418, 0.68519, 0.50677, 0.6875, 0.49516, 0.68981, 0.48743, 0.69213, 5
0.43327, 0.21991, 0.43327, 0.21991, 0.43327, 0.21991, 0.43714, 0.21528, 0.43907, 0.21065, 0.44294, 0.21065, 0.44681, 0.20833, 0.45261, 0.2037, 0.46035, 0.2037, 0.46615, 0.19907, 0.47389, 0.19676, 0.48356, 0.19444, 0.49323, 0.19213, 0.50484, 0.18981, 0.51838, 0.18981, 0.53385, 0.1875, 0.54739, 0.19444, 0.5648, 0.2037, 0.58414, 0.21065, 0.60348, 0.21991, 0.62089, 0.23148, 0.6383, 0.24769, 0.65571, 0.25463, 0.66925, 0.26852, 0.68665, 0.28241, 0.70019, 0.29861, 0.7118, 0.3125, 0.72147, 0.33102, 0.73308, 0.34722, 0.74081, 0.36343, 0.74855, 0.38194, 0.74662, 0.39583, 0.75242, 0.41435, 0.75629, 0.42824, 0.75822, 0.4375, 0.76209, 0.45139, 0.76789, 0.46759, 0.76789, 0.49074, 0.77176, 0.50463, 0.76983, 0.52083, 0.76983, 0.53472, 0.76596, 0.55324, 0.76402, 0.5625, 0.76015, 0.56481, 0.75242, 0.58333, 5
0.42553, 0.38657, 0.42553, 0.38657, 0.42553, 0.38657, 0.42553, 0.38657, 0.4236, 0.38889, 0.42553, 0.38889, 0.43133, 0.38889, 0.44101, 0.3912, 0.45648, 0.39583, 0.47389, 0.40509, 0.49323, 0.41667, 0.5087, 0.42824, 0.52611, 0.44907, 0.53772, 0.47222, 0.54352, 0.49537, 0.54739, 0.51389, 0.54932, 0.53241, 0.54545, 0.55093, 0.54159, 0.56481, 0.53578, 0.57639, 0.52998, 0.59259, 0.52805, 0.60648, 0.52224, 0.62269, 0.52031, 0.63426, 0.53965, 0.64352, 0.53772, 0.66435, 0.53385, 0.68056, 0.53191, 0.69676, 0.52805, 0.70833, 0.51451, 0.71759, 0.4971, 0.72222, 0.47582, 0.72454, 0.46035, 0.72454, 0.44101, 0.71991, 0.42553, 0.70833, 0.40426, 0.68981, 0.38298, 0.6713, 0.35783, 0.65046, 0.33656, 0.63194, 0.31335, 0.61111, 0.29594, 0.59028, 0.28046, 0.57407, 0.26692, 0.5625, 0.25338, 0.55324, 0.24371, 0.5463, 5
0.42553, 0.38657, 0.42553, 0.38657, 0.42553, 0.38657, 0.42553, 0.38657, 0.4236, 0.38889, 0.42553, 0.38889, 0.43133, 0.38889, 0.44101, 0.3912, 0.45648, 0.39583, 0.47389, 0.40509, 0.49323, 0.41667, 0.5087, 0.42824, 0.52611, 0.44907, 0.53772, 0.47222, 0.54352, 0.49537, 0.54739, 0.51389, 0.54932, 0.53241, 0.54545, 0.55093, 0.54159, 0.56481, 0.53578, 0.57639, 0.52998, 0.59259, 0.52805, 0.60648, 0.52224, 0.62269, 0.52031, 0.63426, 0.53965, 0.64352, 0.53772, 0.66435, 0.53385, 0.68056, 0.53191, 0.69676, 0.52805, 0.70833, 0.51451, 0.71759, 0.4971, 0.72222, 0.47582, 0.72454, 0.46035, 0.72454, 0.44101, 0.71991, 0.42553, 0.70833, 0.40426, 0.68981, 0.38298, 0.6713, 0.35783, 0.65046, 0.33656, 0.63194, 0.31335, 0.61111, 0.29594, 0.59028, 0.28046, 0.57407, 0.26692, 0.5625, 0.25338, 0.55324, 0.24371, 0.5463, 5
0.706, 0.25694, 0.70406, 0.25463, 0.70213, 0.25694, 0.70213, 0.25694, 0.70019, 0.25, 0.69246, 0.23611, 0.67892, 0.21528, 0.65571, 0.1875, 0.62863, 0.1713, 0.60348, 0.15972, 0.57447, 0.14815, 0.54352, 0.14583, 0.5087, 0.15278, 0.46422, 0.15509, 0.42166, 0.16898, 0.38685, 0.19213, 0.3617, 0.22685, 0.34043, 0.26389, 0.32302, 0.31019, 0.30754, 0.35648, 0.30174, 0.40046, 0.30561, 0.44444, 0.32302, 0.49074, 0.34816, 0.52546, 0.37524, 0.56019, 0.39652, 0.59259, 0.41393, 0.61806, 0.4294, 0.64352, 0.44874, 0.66204, 0.47776, 0.67593, 0.51838, 0.67824, 0.56867, 0.67593, 0.61315, 0.67361, 0.6499, 0.66204, 0.68472, 0.64352, 0.70986, 0.61806, 0.73308, 0.59028, 0.74855, 0.57176, 0.76402, 0.54167, 0.77563, 0.51157, 0.78143, 0.48611, 0.78723, 0.45833, 0.78917, 0.42824, 0.7911, 0.40741, 0.7911, 0.38194, 6
0.55899, 0.25694, 0.55899, 0.25694, 0.55706, 0.25694, 0.55513, 0.25463, 0.55126, 0.25231, 0.53965, 0.24306, 0.51451, 0.22917, 0.46422, 0.21759, 0.40619, 0.21296, 0.3501, 0.21759, 0.294, 0.24074, 0.23791, 0.27315, 0.17795, 0.32176, 0.14894, 0.31713, 0.1412, 0.35417, 0.1354, 0.39352, 0.13926, 0.44907, 0.15667, 0.50231, 0.17988, 0.55324, 0.20309, 0.59722, 0.2147, 0.63194, 0.24952, 0.68287, 0.29787, 0.72917, 0.35783, 0.76852, 0.43133, 0.7963, 0.51064, 0.82176, 0.58027, 0.83333, 0.64023, 0.8287, 0.70019, 0.81019, 0.75629, 0.78472, 0.80271, 0.75231, 0.84333, 0.71065, 0.87427, 0.66204, 0.89168, 0.6088, 0.87621, 0.5463, 0.87041, 0.47917, 0.86074, 0.43519, 0.84913, 0.39815, 0.82592, 0.34491, 0.78723, 0.28241, 0.73888, 0.23611, 0.67505, 0.18981, 0.60348, 0.16898, 0.52805, 0.16667, 0.46228, 0.17361, 6
0.36944, 0.63426, 0.36944, 0.63426, 0.36944, 0.63426, 0.36944, 0.63194, 0.36944, 0.63426, 0.37137, 0.63426, 0.36944, 0.63426, 0.37137, 0.63194, 0.37137, 0.62963, 0.37331, 0.625, 0.37524, 0.61574, 0.37718, 0.6088, 0.37524, 0.60185, 0.36557, 0.56944, 0.3559, 0.55093, 0.34429, 0.53009, 0.32882, 0.51157, 0.30948, 0.49306, 0.29014, 0.47917, 0.26886, 0.46991, 0.24758, 0.46759, 0.22437, 0.46759, 0.20309, 0.46991, 0.18375, 0.47685, 0.16248, 0.4838, 0.14313, 0.49537, 0.13153, 0.51157, 0.12766, 0.52546, 0.12186, 0.55556, 0.11412, 0.59028, 0.10832, 0.625, 0.094778, 0.65972, 0.092843, 0.68981, 0.11412, 0.72454, 0.12959, 0.74537, 0.147, 0.76157, 0.1528, 0.77083, 0.17215, 0.78241, 0.19536, 0.79398, 0.21857, 0.79861, 0.24371, 0.80093, 0.26692, 0.7963, 0.294, 0.78935, 0.31528, 0.78241, 0.33849, 0.77083, 6
0.36944, 0.63426, 0.36944, 0.63426, 0.36944, 0.63426, 0.36944, 0.63194, 0.36944, 0.63426, 0.37137, 0.63426, 0.36944, 0.63426, 0.37137, 0.63194, 0.37137, 0.62963, 0.37331, 0.625, 0.37524, 0.61574, 0.37718, 0.6088, 0.37524, 0.60185, 0.36557, 0.56944, 0.3559, 0.55093, 0.34429, 0.53009, 0.32882, 0.51157, 0.30948, 0.49306, 0.29014, 0.47917, 0.26886, 0.46991, 0.24758, 0.46759, 0.22437, 0.46759, 0.20309, 0.46991, 0.18375, 0.47685, 0.16248, 0.4838, 0.14313, 0.49537, 0.13153, 0.51157, 0.12766, 0.52546, 0.12186, 0.55556, 0.11412, 0.59028, 0.10832, 0.625, 0.094778, 0.65972, 0.092843, 0.68981, 0.11412, 0.72454, 0.12959, 0.74537, 0.147, 0.76157, 0.1528, 0.77083, 0.17215, 0.78241, 0.19536, 0.79398, 0.21857, 0.79861, 0.24371, 0.80093, 0.26692, 0.7963, 0.294, 0.78935, 0.31528, 0.78241, 0.33849, 0.77083, 6
0.4971, 0.74537, 0.49516, 0.74537, 0.4971, 0.74537, 0.49516, 0.74537, 0.49516, 0.74769, 0.48936, 0.75, 0.48549, 0.74769, 0.47776, 0.74769, 0.46615, 0.74769, 0.45455, 0.75, 0.44487, 0.74537, 0.4294, 0.74306, 0.41779, 0.74306, 0.40426, 0.73148, 0.38878, 0.72917, 0.37718, 0.71296, 0.3617, 0.71528, 0.34623, 0.70833, 0.32689, 0.70833, 0.31528, 0.70139, 0.29981, 0.70139, 0.2882, 0.70139, 0.27466, 0.70139, 0.26692, 0.7037, 0.25338, 0.70602, 0.23985, 0.70833, 0.21857, 0.70833, 0.20309, 0.71065, 0.17988, 0.71528, 0.17215, 0.71759, 0.16441, 0.71991, 0.16441, 0.72685, 0.16441, 0.72222, 0.17021, 0.72222, 0.16248, 0.72222, 0.16054, 0.72222, 0.16828, 0.71759, 0.16054, 0.71759, 0.16248, 0.71528, 0.16634, 0.71296, 0.16441, 0.71296, 0.16248, 0.71296, 0.16248, 0.71296, 0.16634, 0.71065, 0.17021, 0.71065, 7
0.79304, 0.52546, 0.79497, 0.52546, 0.79497, 0.52546, 0.79497, 0.52778, 0.79691, 0.52778, 0.79691, 0.52778, 0.79884, 0.52546, 0.79884, 0.52546, 0.79884, 0.52778, 0.79884, 0.52546, 0.79884, 0.52546, 0.79884, 0.52546, 0.79884, 0.52778, 0.79884, 0.52778, 0.79691, 0.52778, 0.79691, 0.52778, 0.79497, 0.52778, 0.79304, 0.53009, 0.7911, 0.52778, 0.78917, 0.53009, 0.78337, 0.53009, 0.7795, 0.53009, 0.77369, 0.53009, 0.76596, 0.53009, 0.75629, 0.52778, 0.74468, 0.52546, 0.73308, 0.52315, 0.71954, 0.52083, 0.706, 0.5162, 0.69052, 0.5162, 0.67311, 0.51389, 0.65764, 0.51389, 0.64023, 0.51157, 0.62282, 0.51157, 0.60735, 0.51157, 0.58994, 0.51389, 0.57447, 0.5162, 0.55899, 0.5162, 0.54159, 0.51852, 0.52611, 0.52083, 0.50677, 0.52315, 0.48936, 0.52315, 0.47195, 0.52546, 0.45455, 0.52778, 0.43714, 0.52546, 7
0.79691, 0.44676, 0.79691, 0.44676, 0.79691, 0.44676, 0.79691, 0.44676, 0.79691, 0.44676, 0.79691, 0.44676, 0.79691, 0.44676, 0.79691, 0.44676, 0.79497, 0.44676, 0.7911, 0.44444, 0.78337, 0.44213, 0.77176, 0.4375, 0.75822, 0.43287, 0.74468, 0.42593, 0.72921, 0.4213, 0.71373, 0.41435, 0.69632, 0.40972, 0.68085, 0.40741, 0.66731, 0.40509, 0.6499, 0.40046, 0.63443, 0.40046, 0.61509, 0.39815, 0.59768, 0.39352, 0.5764, 0.39352, 0.55513, 0.3912, 0.53578, 0.3912, 0.51451, 0.3912, 0.49516, 0.38889, 0.47582, 0.38889, 0.45648, 0.38657, 0.43714, 0.38889, 0.41973, 0.3912, 0.40232, 0.38889, 0.38685, 0.38889, 0.37331, 0.38889, 0.35783, 0.38889, 0.34429, 0.3912, 0.33075, 0.39352, 0.31915, 0.39583, 0.30754, 0.39352, 0.29594, 0.3912, 0.28433, 0.38889, 0.27079, 0.38889, 0.25919, 0.38657, 0.24565, 0.38426, 7
0.58414, 0.78241, 0.58414, 0.78241, 0.58414, 0.78241, 0.58414, 0.78241, 0.58607, 0.78241, 0.58607, 0.78009, 0.58994, 0.77083, 0.59768, 0.76157, 0.60155, 0.75, 0.60155, 0.73611, 0.58414, 0.72685, 0.58221, 0.71065, 0.58221, 0.69444, 0.58994, 0.67593, 0.59574, 0.65509, 0.59961, 0.63426, 0.60155, 0.61343, 0.60348, 0.59722, 0.60348, 0.58102, 0.59961, 0.56713, 0.59768, 0.55324, 0.59574, 0.53935, 0.59188, 0.52546, 0.58607, 0.50926, 0.58607, 0.49074, 0.58607, 0.46991, 0.58801, 0.45139, 0.59188, 0.42593, 0.59381, 0.40509, 0.59381, 0.38426, 0.59188, 0.36343, 0.59188, 0.34491, 0.59188, 0.32176, 0.59188, 0.30093, 0.58994, 0.28009, 0.58801, 0.25694, 0.58801, 0.23611, 0.59188, 0.21759, 0.59574, 0.19676, 0.59574, 0.17593, 0.59768, 0.15741, 0.59574, 0.14815, 0.59188, 0.14815, 0.59188, 0.15278, 0.59188, 0.15046, 8
0.40426, 0.83333, 0.40426, 0.83333, 0.40426, 0.83333, 0.40426, 0.83333, 0.40619, 0.83102, 0.40619, 0.83102, 0.40619, 0.83102, 0.40619, 0.83102, 0.40426, 0.83102, 0.40426, 0.83102, 0.40426, 0.83102, 0.40426, 0.83102, 0.40426, 0.83102, 0.40426, 0.8287, 0.40426, 0.82639, 0.40426, 0.82407, 0.40426, 0.81944, 0.40619, 0.81713, 0.40426, 0.81019, 0.40039, 0.80324, 0.40039, 0.79398, 0.40039, 0.78472, 0.39652, 0.77546, 0.39652, 0.76157, 0.39458, 0.75, 0.39265, 0.73611, 0.39072, 0.72222, 0.38878, 0.70833, 0.37911, 0.69907, 0.37331, 0.68287, 0.36364, 0.67361, 0.35783, 0.66204, 0.3501, 0.65046, 0.34429, 0.63889, 0.33849, 0.63194, 0.33075, 0.625, 0.32882, 0.62037, 0.32689, 0.6088, 0.32495, 0.59722, 0.32689, 0.58333, 0.32882, 0.57176, 0.32882, 0.55787, 0.33075, 0.54398, 0.33075, 0.53009, 0.33075, 0.5162, 8
0.74275, 0.6875, 0.74275, 0.6875, 0.74275, 0.65972, 0.74275, 0.69444, 0.74275, 0.65278, 0.74275, 0.68981, 0.74275, 0.65046, 0.74081, 0.65278, 0.74275, 0.65046, 0.74275, 0.64583, 0.74275, 0.65509, 0.74275, 0.65046, 0.74081, 0.68519, 0.74275, 0.68981, 0.74081, 0.6875, 0.74275, 0.6875, 0.74081, 0.68981, 0.74081, 0.69213, 0.74081, 0.68981, 0.74081, 0.6875, 0.73888, 0.68287, 0.73888, 0.67593, 0.73694, 0.66667, 0.73694, 0.65741, 0.73501, 0.64583, 0.73501, 0.63657, 0.73308, 0.62269, 0.73308, 0.61111, 0.73114, 0.59491, 0.73114, 0.58102, 0.72921, 0.5625, 0.72727, 0.5463, 0.72727, 0.53009, 0.72534, 0.51157, 0.7234, 0.49074, 0.72147, 0.46991, 0.72147, 0.44907, 0.71954, 0.42824, 0.71954, 0.40741, 0.7176, 0.38657, 0.71567, 0.36574, 0.7176, 0.34491, 0.7176, 0.32407, 0.7176, 0.30556, 0.7176, 0.28704, 8
0.67892, 0.5, 0.67505, 0.5, 0.67311, 0.5, 0.66925, 0.50231, 0.66925, 0.50463, 0.66538, 0.50463, 0.66731, 0.50231, 0.66344, 0.48148, 0.66344, 0.4838, 0.66925, 0.50231, 0.67118, 0.50231, 0.66925, 0.47917, 0.66925, 0.47917, 0.67311, 0.50463, 0.67118, 0.49074, 0.66731, 0.46991, 0.66538, 0.47685, 0.67311, 0.50231, 0.67311, 0.48148, 0.68085, 0.46991, 0.67698, 0.47685, 0.68085, 0.50231, 0.67698, 0.48843, 0.66925, 0.47222, 0.66538, 0.47917, 0.66538, 0.5, 0.66344, 0.49306, 0.65764, 0.47454, 0.65764, 0.47454, 0.66731, 0.5, 0.66731, 0.50231, 0.66538, 0.47917, 0.67505, 0.47454, 0.67311, 0.47917, 0.67505, 0.5, 0.67118, 0.47685, 0.67118, 0.47222, 0.67505, 0.48148, 0.67892, 0.50231, 0.67505, 0.4838, 0.67311, 0.47222, 0.67118, 0.47454, 0.67698, 0.49537, 0.67505, 0.49074, 0.66925, 0.47222, 9
0.71954, 0.39583, 0.71954, 0.39583, 0.71954, 0.39352, 0.71954, 0.39583, 0.71954, 0.39352, 0.71954, 0.39352, 0.71954, 0.39583, 0.72147, 0.39583, 0.71954, 0.39583, 0.71954, 0.39352, 0.71954, 0.39583, 0.71954, 0.39583, 0.71954, 0.39352, 0.71954, 0.39583, 0.71954, 0.39583, 0.7176, 0.39352, 0.71954, 0.39352, 0.7234, 0.39352, 0.70793, 0.37269, 0.70019, 0.37731, 0.7118, 0.38194, 0.7234, 0.38194, 0.73114, 0.37731, 0.72147, 0.36574, 0.70986, 0.36343, 0.71954, 0.37269, 0.73114, 0.37269, 0.73694, 0.375, 0.7234, 0.36343, 0.70986, 0.35648, 0.7176, 0.37037, 0.73694, 0.37269, 0.74275, 0.37269, 0.73114, 0.3588, 0.71954, 0.35648, 0.72534, 0.36806, 0.73501, 0.37037, 0.73888, 0.37269, 0.72921, 0.36806, 0.71567, 0.35648, 0.7176, 0.36343, 0.73501, 0.37269, 0.74468, 0.37037, 0.74468, 0.36574, 0.73114, 0.34954, 9
