@relation yeast-0-3-5-9_vs_7-8
@attribute mcg real [0.2, 1.0]
@attribute gvh real [0.14, 1.0]
@attribute alm real [0.21, 0.72]
@attribute mit real [0.08, 0.87]
@attribute erl real [0.5, 1.0]
@attribute pox real [0.0, 0.83]
@attribute vac real [0.26, 0.69]
@attribute nuc real [0.11, 0.83]
@attribute class {positive, negative}
@inputs mcg, gvh, alm, mit, erl, pox, vac, nuc
@outputs class
@data
0.59, 0.61, 0.34, 0.22, 0.5, 0.0, 0.51, 0.22, negative
0.52, 0.77, 0.38, 0.34, 0.5, 0.0, 0.51, 0.22, negative
0.5, 0.52, 0.6, 0.51, 0.5, 0.0, 0.48, 0.22, negative
0.49, 0.6, 0.43, 0.56, 0.5, 0.0, 0.36, 0.22, negative
0.5, 0.41, 0.44, 0.5, 0.5, 0.0, 0.42, 0.22, negative
0.5, 0.4, 0.56, 0.7, 0.5, 0.0, 0.5, 0.22, negative
0.37, 0.58, 0.44, 0.51, 0.5, 0.0, 0.44, 0.22, negative
0.67, 0.68, 0.46, 0.29, 0.5, 0.0, 0.46, 0.22, negative
0.53, 0.44, 0.51, 0.33, 0.5, 0.0, 0.52, 0.22, negative
0.46, 0.54, 0.71, 0.15, 0.5, 0.0, 0.59, 0.22, negative
0.4, 0.56, 0.48, 0.14, 0.5, 0.0, 0.47, 0.22, negative
0.27, 0.39, 0.66, 0.11, 0.5, 0.0, 0.44, 0.22, negative
0.47, 0.65, 0.54, 0.62, 0.5, 0.0, 0.53, 0.36, negative
0.69, 0.5, 0.49, 0.42, 0.5, 0.0, 0.49, 0.22, negative
0.57, 0.59, 0.5, 0.58, 0.5, 0.0, 0.53, 0.22, negative
0.47, 0.45, 0.53, 0.62, 0.5, 0.0, 0.46, 0.22, negative
0.45, 0.56, 0.51, 0.64, 0.5, 0.0, 0.54, 0.22, negative
0.53, 0.56, 0.49, 0.46, 0.5, 0.0, 0.52, 0.22, negative
0.51, 0.52, 0.48, 0.5, 0.5, 0.0, 0.51, 0.22, negative
0.55, 0.49, 0.5, 0.46, 0.5, 0.0, 0.52, 0.25, negative
0.5, 0.53, 0.45, 0.44, 0.5, 0.0, 0.49, 0.22, negative
0.45, 0.59, 0.53, 0.74, 0.5, 0.0, 0.47, 0.25, negative
0.67, 0.51, 0.53, 0.28, 0.5, 0.0, 0.51, 0.22, negative
0.47, 0.63, 0.66, 0.45, 0.5, 0.0, 0.37, 0.11, negative
0.59, 0.57, 0.46, 0.14, 0.5, 0.0, 0.52, 0.22, negative
0.46, 0.41, 0.5, 0.44, 0.5, 0.0, 0.53, 0.22, negative
0.54, 0.51, 0.54, 0.52, 0.5, 0.0, 0.47, 0.25, negative
0.53, 0.5, 0.54, 0.56, 0.5, 0.0, 0.49, 0.41, negative
0.36, 0.44, 0.57, 0.18, 0.5, 0.0, 0.42, 0.22, negative
0.52, 0.62, 0.54, 0.19, 0.5, 0.0, 0.5, 0.22, negative
0.5, 0.62, 0.54, 0.66, 0.5, 0.0, 0.49, 0.22, negative
0.41, 0.41, 0.51, 0.19, 0.5, 0.0, 0.57, 0.22, negative
0.81, 0.65, 0.52, 0.41, 0.5, 0.0, 0.57, 0.26, negative
0.58, 0.49, 0.5, 0.41, 0.5, 0.0, 0.57, 0.22, negative
0.32, 0.47, 0.55, 0.25, 0.5, 0.0, 0.49, 0.22, negative
0.53, 0.48, 0.45, 0.44, 0.5, 0.0, 0.49, 0.27, negative
0.49, 0.48, 0.46, 0.63, 0.5, 0.0, 0.52, 0.22, negative
0.45, 0.48, 0.63, 0.67, 0.5, 0.0, 0.48, 0.22, negative
0.5, 0.49, 0.59, 0.47, 0.5, 0.0, 0.49, 0.36, negative
0.48, 0.47, 0.54, 0.55, 0.5, 0.0, 0.51, 0.65, negative
0.6, 0.59, 0.45, 0.23, 0.5, 0.0, 0.55, 0.22, negative
0.45, 0.73, 0.47, 0.65, 0.5, 0.0, 0.54, 0.43, negative
0.67, 0.51, 0.54, 0.21, 0.5, 0.0, 0.43, 0.3, negative
0.4, 0.68, 0.5, 0.82, 0.5, 0.0, 0.44, 0.36, negative
0.59, 0.57, 0.43, 0.26, 0.5, 0.0, 0.51, 0.22, negative
0.6, 0.62, 0.54, 0.4, 0.5, 0.0, 0.5, 0.22, negative
0.36, 0.4, 0.53, 0.48, 0.5, 0.0, 0.48, 0.22, negative
0.51, 0.42, 0.56, 0.38, 0.5, 0.0, 0.46, 0.22, negative
0.41, 0.54, 0.58, 0.2, 0.5, 0.0, 0.52, 0.22, negative
0.57, 0.4, 0.62, 0.3, 0.5, 0.0, 0.48, 0.11, negative
0.52, 0.5, 0.59, 0.31, 0.5, 0.0, 0.5, 0.22, negative
0.42, 0.53, 0.53, 0.64, 0.5, 0.0, 0.47, 0.22, negative
0.5, 0.46, 0.64, 0.36, 0.5, 0.0, 0.49, 0.22, negative
0.6, 0.51, 0.6, 0.38, 0.5, 0.83, 0.52, 0.24, negative
0.45, 0.38, 0.64, 0.14, 0.5, 0.0, 0.54, 0.22, negative
0.6, 0.57, 0.64, 0.52, 0.5, 0.0, 0.47, 0.28, negative
0.41, 0.52, 0.53, 0.41, 0.5, 0.0, 0.39, 0.33, negative
0.45, 0.43, 0.63, 0.4, 0.5, 0.0, 0.59, 0.11, negative
0.44, 0.44, 0.67, 0.35, 0.5, 0.0, 0.48, 0.26, negative
0.57, 0.61, 0.55, 0.27, 0.5, 0.0, 0.44, 0.21, negative
0.64, 0.64, 0.56, 0.21, 0.5, 0.0, 0.5, 0.22, negative
0.56, 0.5, 0.61, 0.49, 0.5, 0.0, 0.46, 0.28, negative
0.6, 0.46, 0.59, 0.16, 0.5, 0.0, 0.49, 0.22, negative
0.53, 0.52, 0.61, 0.35, 0.5, 0.0, 0.5, 0.22, negative
0.55, 0.5, 0.6, 0.31, 0.5, 0.0, 0.46, 0.27, negative
0.61, 0.46, 0.51, 0.37, 0.5, 0.0, 0.51, 0.22, negative
0.55, 0.59, 0.47, 0.64, 0.5, 0.0, 0.54, 0.33, negative
0.54, 0.64, 0.5, 0.13, 0.5, 0.0, 0.49, 0.22, negative
0.4, 0.74, 0.49, 0.16, 0.5, 0.0, 0.51, 0.22, negative
0.51, 0.56, 0.51, 0.42, 0.5, 0.0, 0.53, 0.36, negative
0.43, 0.32, 0.5, 0.29, 0.5, 0.0, 0.5, 0.22, negative
0.49, 0.44, 0.45, 0.55, 0.5, 0.0, 0.48, 0.22, negative
0.51, 0.48, 0.51, 0.43, 0.5, 0.0, 0.49, 0.22, negative
0.63, 0.6, 0.5, 0.27, 0.5, 0.0, 0.55, 0.22, negative
0.58, 0.57, 0.54, 0.69, 0.5, 0.0, 0.54, 0.22, negative
0.61, 0.59, 0.47, 0.49, 0.5, 0.0, 0.54, 0.22, negative
0.63, 0.47, 0.56, 0.12, 0.5, 0.0, 0.5, 0.22, negative
0.55, 0.53, 0.54, 0.4, 0.5, 0.0, 0.48, 0.22, negative
0.41, 0.47, 0.58, 0.62, 0.5, 0.0, 0.5, 0.22, negative
0.44, 0.53, 0.53, 0.37, 0.5, 0.0, 0.51, 0.22, negative
0.46, 0.46, 0.56, 0.12, 0.5, 0.0, 0.55, 0.22, negative
0.51, 0.46, 0.54, 0.41, 0.5, 0.0, 0.53, 0.22, negative
0.53, 0.61, 0.51, 0.49, 0.5, 0.0, 0.54, 0.27, negative
0.78, 0.65, 0.4, 0.16, 0.5, 0.0, 0.63, 0.22, negative
0.52, 0.64, 0.34, 0.16, 0.5, 0.0, 0.57, 0.22, negative
0.41, 0.49, 0.58, 0.22, 0.5, 0.0, 0.52, 0.22, negative
0.6, 0.54, 0.54, 0.53, 0.5, 0.0, 0.52, 0.27, negative
0.45, 0.58, 0.59, 0.44, 0.5, 0.0, 0.56, 0.22, negative
0.5, 0.32, 0.49, 0.49, 0.5, 0.0, 0.48, 0.32, negative
0.75, 0.6, 0.43, 0.35, 0.5, 0.0, 0.45, 0.27, negative
0.56, 0.68, 0.52, 0.39, 0.5, 0.0, 0.36, 0.22, negative
0.48, 0.45, 0.59, 0.35, 0.5, 0.0, 0.55, 0.3, negative
0.26, 0.28, 0.6, 0.2, 0.5, 0.0, 0.54, 0.31, negative
0.59, 0.45, 0.58, 0.21, 0.5, 0.0, 0.49, 0.22, negative
0.48, 0.52, 0.49, 0.35, 0.5, 0.5, 0.51, 0.22, negative
0.59, 0.58, 0.47, 0.61, 0.5, 0.0, 0.44, 0.3, negative
0.5, 0.57, 0.62, 0.25, 0.5, 0.0, 0.51, 0.22, negative
0.59, 0.61, 0.51, 0.62, 0.5, 0.0, 0.51, 0.38, negative
0.47, 0.54, 0.53, 0.77, 0.5, 0.0, 0.52, 0.36, negative
0.51, 0.46, 0.4, 0.65, 0.5, 0.0, 0.49, 0.22, negative
0.64, 0.53, 0.59, 0.14, 0.5, 0.0, 0.53, 0.22, negative
0.57, 0.6, 0.54, 0.17, 0.5, 0.0, 0.52, 0.22, negative
0.38, 0.31, 0.59, 0.19, 0.5, 0.0, 0.46, 0.22, negative
0.45, 0.43, 0.5, 0.25, 0.5, 0.0, 0.47, 0.22, negative
0.42, 0.49, 0.49, 0.36, 0.5, 0.0, 0.57, 0.26, negative
0.47, 0.56, 0.46, 0.5, 0.5, 0.0, 0.51, 0.22, negative
0.39, 1.0, 0.38, 0.41, 0.5, 0.0, 0.5, 0.27, negative
0.52, 0.54, 0.47, 0.49, 0.5, 0.0, 0.54, 0.22, negative
0.56, 0.65, 0.49, 0.56, 0.5, 0.0, 0.49, 0.22, negative
0.54, 0.64, 0.4, 0.56, 0.5, 0.0, 0.51, 0.22, negative
0.47, 0.58, 0.47, 0.52, 0.5, 0.0, 0.54, 0.22, negative
0.47, 0.52, 0.54, 0.25, 0.5, 0.0, 0.54, 0.29, negative
0.56, 0.59, 0.45, 0.15, 0.5, 0.0, 0.54, 0.22, negative
0.47, 0.56, 0.53, 0.44, 0.5, 0.0, 0.53, 0.22, negative
0.54, 0.47, 0.58, 0.4, 0.5, 0.0, 0.46, 0.27, negative
0.51, 0.5, 0.49, 0.45, 0.5, 0.0, 0.48, 0.22, negative
0.28, 0.18, 0.72, 0.26, 0.5, 0.0, 0.49, 0.25, negative
0.61, 0.54, 0.54, 0.38, 0.5, 0.0, 0.54, 0.29, negative
0.61, 0.73, 0.5, 0.58, 0.5, 0.0, 0.5, 0.22, negative
0.66, 0.37, 0.6, 0.25, 0.5, 0.0, 0.69, 0.22, negative
0.51, 0.39, 0.56, 0.55, 0.5, 0.0, 0.46, 0.64, negative
0.45, 0.39, 0.46, 0.29, 0.5, 0.0, 0.42, 0.22, negative
0.59, 0.56, 0.5, 0.48, 0.5, 0.0, 0.46, 0.22, negative
0.56, 0.71, 0.47, 0.21, 0.5, 0.0, 0.52, 0.22, negative
0.58, 0.63, 0.52, 0.7, 0.5, 0.0, 0.46, 0.22, negative
0.47, 0.41, 0.53, 0.27, 0.5, 0.0, 0.47, 0.25, negative
0.51, 0.59, 0.46, 0.13, 0.5, 0.0, 0.48, 0.22, negative
0.58, 0.67, 0.49, 0.16, 0.5, 0.0, 0.47, 0.28, negative
0.5, 0.61, 0.44, 0.2, 0.5, 0.0, 0.49, 0.22, negative
0.46, 0.62, 0.46, 0.54, 0.5, 0.0, 0.51, 0.27, negative
0.52, 0.53, 0.58, 0.69, 0.5, 0.0, 0.5, 0.22, negative
0.39, 0.58, 0.47, 0.18, 0.5, 0.0, 0.48, 0.22, negative
0.38, 0.47, 0.47, 0.18, 0.5, 0.0, 0.44, 0.26, negative
0.63, 0.57, 0.5, 0.48, 0.5, 0.0, 0.51, 0.22, negative
0.72, 0.61, 0.45, 0.3, 0.5, 0.0, 0.54, 0.25, negative
0.63, 0.57, 0.59, 0.4, 0.5, 0.0, 0.38, 0.22, negative
0.43, 0.57, 0.51, 0.49, 0.5, 0.0, 0.48, 0.22, negative
0.59, 0.6, 0.49, 0.43, 0.5, 0.0, 0.53, 0.31, negative
0.42, 0.31, 0.62, 0.12, 0.5, 0.0, 0.4, 0.22, negative
0.57, 0.61, 0.55, 0.67, 0.5, 0.0, 0.48, 0.22, negative
0.48, 0.48, 0.5, 0.47, 0.5, 0.0, 0.55, 0.22, negative
0.4, 0.52, 0.53, 0.52, 0.5, 0.0, 0.51, 0.22, negative
0.53, 0.42, 0.58, 0.29, 0.5, 0.0, 0.5, 0.22, negative
0.5, 0.56, 0.49, 0.61, 0.5, 0.0, 0.5, 0.22, negative
0.6, 0.51, 0.52, 0.45, 0.5, 0.0, 0.5, 0.27, negative
0.37, 0.51, 0.57, 0.4, 0.5, 0.0, 0.48, 0.27, negative
0.75, 0.67, 0.51, 0.29, 0.5, 0.0, 0.52, 0.36, negative
0.49, 0.52, 0.53, 0.7, 0.5, 0.0, 0.51, 0.22, negative
0.45, 0.53, 0.47, 0.43, 0.5, 0.0, 0.5, 0.27, negative
0.42, 0.65, 0.58, 0.34, 0.5, 0.0, 0.5, 0.22, negative
0.45, 0.53, 0.51, 0.42, 0.5, 0.0, 0.52, 0.22, negative
0.41, 0.41, 0.43, 0.61, 0.5, 0.0, 0.53, 0.22, negative
0.47, 0.53, 0.48, 0.51, 0.5, 0.0, 0.54, 0.22, negative
0.23, 0.37, 0.32, 0.13, 0.5, 0.0, 0.53, 0.22, negative
0.46, 0.61, 0.55, 0.29, 0.5, 0.0, 0.49, 0.22, negative
0.51, 0.45, 0.62, 0.25, 0.5, 0.0, 0.59, 0.22, negative
0.78, 0.74, 0.42, 0.26, 0.5, 0.0, 0.43, 0.22, negative
0.75, 0.7, 0.38, 0.27, 0.5, 0.0, 0.49, 0.22, negative
0.78, 0.7, 0.32, 0.23, 0.5, 0.0, 0.53, 0.22, negative
0.74, 0.72, 0.47, 0.25, 0.5, 0.0, 0.57, 0.22, negative
0.91, 0.77, 0.34, 0.47, 0.5, 0.0, 0.52, 0.31, negative
0.84, 0.66, 0.36, 0.78, 0.5, 0.0, 0.49, 0.5, negative
0.7, 0.69, 0.43, 0.33, 0.5, 0.0, 0.58, 0.22, negative
0.85, 0.85, 0.3, 0.31, 0.5, 0.0, 0.55, 0.42, negative
0.89, 0.81, 0.36, 0.71, 0.5, 0.0, 0.55, 0.63, negative
0.7, 0.73, 0.37, 0.37, 0.5, 0.0, 0.48, 0.31, negative
0.7, 0.73, 0.38, 0.36, 0.5, 0.0, 0.54, 0.22, negative
0.76, 0.76, 0.35, 0.27, 0.5, 0.0, 0.44, 0.22, negative
0.81, 0.79, 0.32, 0.37, 0.5, 0.0, 0.41, 0.22, negative
0.74, 0.89, 0.32, 0.24, 0.5, 0.0, 0.54, 0.32, negative
0.78, 0.69, 0.44, 0.26, 0.5, 0.0, 0.54, 0.22, negative
0.77, 0.86, 0.44, 0.27, 0.5, 0.0, 0.48, 0.22, negative
0.77, 0.82, 0.4, 0.36, 0.5, 0.0, 0.38, 0.22, negative
0.85, 0.69, 0.34, 0.31, 0.5, 0.0, 0.57, 0.3, negative
0.88, 0.72, 0.32, 0.3, 0.5, 0.0, 0.52, 0.33, negative
0.79, 0.79, 0.42, 0.26, 0.5, 0.0, 0.6, 0.22, negative
0.78, 0.71, 0.35, 0.25, 0.5, 0.0, 0.49, 0.22, negative
1.0, 0.8, 0.29, 0.36, 0.5, 0.0, 0.52, 0.22, negative
0.69, 0.66, 0.36, 0.09, 0.5, 0.0, 0.56, 0.22, negative
0.77, 0.78, 0.27, 0.37, 0.5, 0.0, 0.49, 0.22, negative
0.8, 0.82, 0.4, 0.31, 0.5, 0.0, 0.57, 0.25, negative
0.77, 0.7, 0.37, 0.12, 0.5, 0.0, 0.49, 0.26, negative
0.75, 0.73, 0.35, 0.33, 0.5, 0.0, 0.49, 0.28, negative
0.92, 0.66, 0.52, 0.23, 0.5, 0.0, 0.53, 0.22, negative
0.72, 0.73, 0.41, 0.28, 0.5, 0.0, 0.44, 0.22, negative
0.77, 0.68, 0.35, 0.19, 0.5, 0.0, 0.53, 0.43, negative
0.85, 0.85, 0.3, 0.31, 0.5, 0.0, 0.55, 0.42, negative
0.8, 0.88, 0.36, 0.39, 0.5, 0.0, 0.56, 0.33, negative
0.73, 0.83, 0.43, 0.3, 0.5, 0.0, 0.55, 0.22, negative
0.85, 0.66, 0.49, 0.18, 0.5, 0.0, 0.51, 0.22, negative
0.83, 0.94, 0.32, 0.21, 0.5, 0.0, 0.51, 0.22, negative
0.41, 0.54, 0.39, 0.2, 0.5, 0.0, 0.51, 0.22, negative
0.42, 0.24, 0.34, 0.16, 0.5, 0.0, 0.5, 0.22, negative
0.39, 0.44, 0.35, 0.16, 0.5, 0.0, 0.55, 0.22, negative
0.38, 0.5, 0.37, 0.26, 0.5, 0.0, 0.43, 0.22, negative
0.44, 0.59, 0.36, 0.16, 0.5, 0.0, 0.52, 0.22, negative
0.35, 0.45, 0.43, 0.11, 0.5, 0.0, 0.56, 0.22, negative
0.42, 0.42, 0.42, 0.2, 0.5, 0.0, 0.49, 0.22, negative
0.26, 0.5, 0.33, 0.28, 0.5, 0.0, 0.51, 0.22, negative
0.39, 0.42, 0.38, 0.4, 0.5, 0.0, 0.49, 0.47, negative
0.26, 0.44, 0.3, 0.11, 0.5, 0.0, 0.51, 0.47, negative
0.47, 0.54, 0.37, 0.14, 0.5, 0.0, 0.5, 0.22, negative
0.55, 0.42, 0.34, 0.3, 0.5, 0.0, 0.52, 0.22, negative
0.34, 0.42, 0.3, 0.23, 0.5, 0.0, 0.53, 0.22, negative
0.51, 0.55, 0.35, 0.16, 0.5, 0.0, 0.51, 0.47, negative
0.52, 0.75, 0.37, 0.14, 0.5, 0.0, 0.46, 0.22, negative
0.58, 0.6, 0.43, 0.12, 0.5, 0.0, 0.55, 0.22, negative
0.63, 0.61, 0.41, 0.22, 0.5, 0.0, 0.51, 0.22, negative
0.58, 0.53, 0.38, 0.18, 0.5, 0.0, 0.52, 0.22, negative
0.53, 0.68, 0.42, 0.19, 0.5, 0.0, 0.53, 0.22, negative
0.46, 0.35, 0.33, 0.17, 0.5, 0.0, 0.55, 0.22, negative
0.54, 0.55, 0.42, 0.22, 0.5, 0.0, 0.48, 0.22, negative
0.42, 0.52, 0.4, 0.17, 0.5, 0.0, 0.5, 0.26, negative
0.44, 0.51, 0.37, 0.15, 0.5, 0.0, 0.51, 0.22, negative
0.49, 0.46, 0.34, 0.21, 0.5, 0.0, 0.55, 0.22, negative
0.49, 0.31, 0.34, 0.13, 0.5, 0.0, 0.52, 0.22, negative
0.2, 0.34, 0.33, 0.1, 0.5, 0.0, 0.48, 0.31, negative
0.48, 0.46, 0.38, 0.29, 0.5, 0.0, 0.53, 0.22, negative
0.53, 0.68, 0.34, 0.42, 0.5, 0.0, 0.54, 0.27, negative
0.33, 0.28, 0.31, 0.24, 0.5, 0.0, 0.53, 0.22, negative
0.37, 0.62, 0.34, 0.25, 0.5, 0.0, 0.51, 0.22, negative
0.34, 0.4, 0.3, 0.23, 0.5, 0.0, 0.51, 0.22, negative
0.43, 0.44, 0.3, 0.18, 0.5, 0.0, 0.51, 0.22, negative
0.43, 0.45, 0.37, 0.12, 0.5, 0.0, 0.48, 0.22, negative
0.45, 0.57, 0.3, 0.17, 0.5, 0.0, 0.51, 0.22, negative
0.45, 0.57, 0.3, 0.17, 0.5, 0.0, 0.51, 0.22, negative
0.42, 0.44, 0.33, 0.17, 0.5, 0.0, 0.54, 0.27, negative
0.47, 0.59, 0.43, 0.13, 0.5, 0.0, 0.56, 0.3, negative
0.49, 0.41, 0.32, 0.21, 0.5, 0.0, 0.5, 0.32, negative
0.5, 0.46, 0.42, 0.32, 0.5, 0.0, 0.56, 0.55, negative
0.4, 0.51, 0.42, 0.13, 0.5, 0.0, 0.45, 0.25, negative
0.47, 0.43, 0.35, 0.32, 0.5, 0.0, 0.54, 0.22, negative
0.36, 0.35, 0.47, 0.22, 0.5, 0.0, 0.44, 0.31, negative
0.37, 0.55, 0.29, 0.32, 0.5, 0.0, 0.51, 0.22, negative
0.42, 0.51, 0.39, 0.22, 0.5, 0.0, 0.49, 0.26, negative
0.39, 0.37, 0.33, 0.23, 0.5, 0.0, 0.52, 0.26, negative
0.51, 0.47, 0.41, 0.44, 0.5, 0.0, 0.5, 0.22, negative
0.47, 0.6, 0.35, 0.21, 0.5, 0.0, 0.52, 0.22, negative
0.44, 0.41, 0.29, 0.21, 0.5, 0.0, 0.49, 0.22, negative
0.53, 0.51, 0.36, 0.13, 0.5, 0.0, 0.52, 0.22, negative
0.38, 0.45, 0.37, 0.19, 0.5, 0.0, 0.52, 0.3, negative
0.31, 0.3, 0.34, 0.19, 0.5, 0.0, 0.55, 0.3, negative
0.49, 0.6, 0.3, 0.34, 0.5, 0.0, 0.5, 0.43, negative
0.39, 0.49, 0.3, 0.19, 0.5, 0.0, 0.52, 0.31, negative
0.37, 0.51, 0.39, 0.18, 0.5, 0.0, 0.51, 0.27, negative
0.45, 0.66, 0.39, 0.11, 0.5, 0.0, 0.54, 0.22, negative
0.57, 0.5, 0.4, 0.08, 0.5, 0.0, 0.47, 0.22, negative
0.51, 0.51, 0.32, 0.27, 0.5, 0.0, 0.54, 0.22, negative
0.55, 0.72, 0.35, 0.26, 0.5, 0.0, 0.49, 0.22, negative
0.65, 0.66, 0.37, 0.12, 0.5, 0.0, 0.52, 0.27, negative
0.52, 0.55, 0.39, 0.09, 1.0, 0.0, 0.55, 0.25, negative
0.42, 0.28, 0.33, 0.23, 0.5, 0.0, 0.39, 0.26, negative
0.38, 0.42, 0.31, 0.35, 0.5, 0.0, 0.52, 0.22, negative
0.46, 0.48, 0.38, 0.22, 0.5, 0.0, 0.39, 0.45, negative
0.52, 0.65, 0.36, 0.37, 0.5, 0.0, 0.52, 0.34, negative
0.25, 0.35, 0.22, 0.18, 0.5, 0.0, 0.46, 0.22, negative
0.45, 0.57, 0.38, 0.28, 0.5, 0.0, 0.53, 0.31, negative
0.55, 0.46, 0.47, 0.15, 0.5, 0.0, 0.47, 0.22, negative
0.41, 0.42, 0.23, 0.16, 0.5, 0.0, 0.4, 0.22, negative
0.25, 0.42, 0.21, 0.14, 0.5, 0.0, 0.41, 0.22, negative
0.46, 0.41, 0.43, 0.18, 0.5, 0.0, 0.54, 0.22, negative
0.32, 0.36, 0.28, 0.38, 0.5, 0.0, 0.5, 0.4, negative
0.4, 0.65, 0.38, 0.17, 0.5, 0.0, 0.57, 0.22, negative
0.49, 0.55, 0.41, 0.19, 0.5, 0.0, 0.48, 0.31, negative
0.43, 0.28, 0.41, 0.32, 0.5, 0.0, 0.52, 0.22, negative
0.31, 0.4, 0.31, 0.17, 0.5, 0.0, 0.52, 0.22, negative
0.55, 0.39, 0.39, 0.47, 0.5, 0.0, 0.5, 0.83, negative
0.59, 0.48, 0.41, 0.53, 0.5, 0.0, 0.48, 0.56, negative
0.42, 0.51, 0.33, 0.16, 0.5, 0.0, 0.54, 0.22, negative
0.5, 0.47, 0.45, 0.14, 0.5, 0.0, 0.53, 0.32, negative
0.49, 0.53, 0.36, 0.15, 0.5, 0.0, 0.52, 0.27, negative
0.33, 0.49, 0.46, 0.22, 0.5, 0.0, 0.53, 0.33, negative
0.47, 0.41, 0.46, 0.18, 0.5, 0.0, 0.53, 0.22, negative
0.26, 0.3, 0.37, 0.15, 0.5, 0.0, 0.53, 0.25, negative
0.45, 0.5, 0.43, 0.16, 0.5, 0.0, 0.52, 0.28, negative
0.54, 0.44, 0.38, 0.22, 0.5, 0.0, 0.54, 0.3, negative
0.22, 0.53, 0.36, 0.22, 0.5, 0.0, 0.54, 0.31, negative
0.46, 0.59, 0.38, 0.12, 0.5, 0.0, 0.5, 0.22, negative
0.65, 0.62, 0.26, 0.33, 0.5, 0.0, 0.55, 0.22, negative
