@relation  ring
@attribute A1 real[-6879.0,6285.0]
@attribute A2 real[-7141.0,6921.0]
@attribute A3 real[-7734.0,7611.0]
@attribute A4 real[-6627.0,7149.0]
@attribute A5 real[-7184.0,6383.0]
@attribute A6 real[-6946.0,6743.0]
@attribute A7 real[-7781.0,6285.0]
@attribute A8 real[-6882.0,6357.0]
@attribute A9 real[-7184.0,7487.0]
@attribute A10 real[-7232.0,6757.0]
@attribute A11 real[-7803.0,7208.0]
@attribute A12 real[-7395.0,6791.0]
@attribute A13 real[-7096.0,6403.0]
@attribute A14 real[-7472.0,7261.0]
@attribute A15 real[-7342.0,7372.0]
@attribute A16 real[-7121.0,6905.0]
@attribute A17 real[-7163.0,7175.0]
@attribute A18 real[-8778.0,6896.0]
@attribute A19 real[-7554.0,5726.0]
@attribute A20 real[-6722.0,7627.0]
@attribute Class{0,1}
@inputs A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20
@outputs Class
@data
-1794.0, -991.0, 781.0, 789.0, -3.0, -1098.0, 794.0, -436.0, -905.0, 435.0, -2744.0, -2121.0, 2256.0, -1464.0, -1197.0, -1656.0, 1095.0, -42.0, 2128.0, 815.0, 0
-78.0, -576.0, -1058.0, -113.0, 1378.0, -2409.0, -456.0, -68.0, 845.0, -559.0, -465.0, -1726.0, -918.0, -18.0, -14.0, 1154.0, -179.0, 105.0, -456.0, 1132.0, 0
754.0, 2056.0, 25.0, 2379.0, 2574.0, 2144.0, -167.0, -245.0, -94.0, 61.0, -1176.0, -4302.0, 57.0, 254.0, 22.0, -413.0, 1057.0, -1408.0, 627.0, 848.0, 0
2.0, -1208.0, -234.0, -1574.0, -2169.0, -153.0, 1957.0, 1615.0, 188.0, -2094.0, 315.0, -2334.0, -1868.0, -715.0, 1382.0, -266.0, 15.0, 608.0, 834.0, 3161.0, 0
-488.0, -201.0, -863.0, -1704.0, 2205.0, -1609.0, 616.0, -1654.0, 1584.0, 2289.0, -83.0, 1786.0, -94.0, -91.0, 2348.0, -1491.0, 271.0, 2104.0, -204.0, 2539.0, 0
-876.0, -117.0, -274.0, 266.0, 538.0, 1536.0, 1306.0, -2234.0, -295.0, 1381.0, 1739.0, -1997.0, 137.0, -1753.0, -741.0, -1123.0, 689.0, -3467.0, -121.0, 1511.0, 0
-2082.0, -2193.0, -1337.0, 1098.0, -705.0, 344.0, 2583.0, 98.0, -733.0, -441.0, -2232.0, 1575.0, 384.0, 919.0, -1145.0, -115.0, -2714.0, -73.0, -285.0, 3451.0, 0
514.0, 728.0, -902.0, -1653.0, 402.0, -328.0, -2548.0, 432.0, 27.0, -1811.0, 269.0, -43.0, -2275.0, -3545.0, 868.0, -374.0, 321.0, -197.0, 233.0, 2627.0, 0
606.0, 15.0, 1204.0, 305.0, -538.0, 435.0, 503.0, -555.0, 1051.0, 2137.0, 246.0, -177.0, -2835.0, -1211.0, 55.0, -2334.0, -3301.0, 1969.0, 1093.0, -1491.0, 0
429.0, 526.0, 153.0, 898.0, -1485.0, 541.0, 5.0, 2325.0, -1298.0, 12.0, 2968.0, 492.0, -158.0, -253.0, -195.0, 895.0, -396.0, -1089.0, 1316.0, -915.0, 0
1199.0, -2083.0, -2893.0, -1453.0, 2911.0, -566.0, 1913.0, -632.0, -211.0, -922.0, 61.0, 599.0, 1422.0, -3702.0, -1384.0, -1147.0, 439.0, 105.0, 3021.0, 1006.0, 0
-3065.0, 3951.0, 27.0, -103.0, 2379.0, -522.0, -73.0, -92.0, -47.0, -1615.0, -1097.0, -2539.0, 1905.0, 327.0, 2306.0, -1724.0, -779.0, -1294.0, -1042.0, -601.0, 0
-1094.0, -1288.0, -1746.0, -504.0, -825.0, 165.0, -1448.0, -1313.0, 88.0, -624.0, 1043.0, 251.0, 271.0, -557.0, 3869.0, 2978.0, -2213.0, -11.0, -17.0, 3.0, 0
1995.0, -38.0, -2076.0, 1678.0, -2623.0, -2517.0, 1896.0, -182.0, 311.0, 3351.0, -1335.0, 1126.0, -816.0, -1368.0, -799.0, -2526.0, -1071.0, 146.0, -8.0, -1822.0, 0
1504.0, 2008.0, -422.0, -2031.0, 8.0, 2604.0, -3733.0, 106.0, -933.0, 731.0, 565.0, -444.0, 3079.0, 1057.0, 154.0, 793.0, 2582.0, -2718.0, -1562.0, -1608.0, 0
-1086.0, -1457.0, 1267.0, -92.0, 482.0, 1956.0, 507.0, 647.0, -2102.0, 1715.0, 876.0, 2115.0, 1189.0, -1663.0, 372.0, -121.0, 133.0, -937.0, -2905.0, -1629.0, 0
-1387.0, -134.0, -575.0, -732.0, 2854.0, -1846.0, 787.0, -118.0, 4053.0, -1596.0, 2298.0, -2121.0, -165.0, 881.0, -1251.0, -1768.0, -463.0, 96.0, 168.0, -2528.0, 0
241.0, 1807.0, -2295.0, 3974.0, -82.0, -882.0, 847.0, 114.0, 3361.0, 1697.0, -1214.0, 1549.0, 2417.0, 158.0, -577.0, -968.0, -37.0, 846.0, 1437.0, 36.0, 0
77.0, -26.0, -1741.0, -2371.0, -39.0, -3147.0, -1934.0, 1546.0, 61.0, 745.0, 198.0, -2491.0, -152.0, 497.0, 129.0, -817.0, 1519.0, -629.0, 223.0, 378.0, 0
585.0, -1596.0, 1012.0, 3053.0, 957.0, -1456.0, 957.0, 975.0, -147.0, 1206.0, -1487.0, -1554.0, 779.0, -405.0, 381.0, -1643.0, 249.0, -666.0, 1374.0, 893.0, 0
-1045.0, -268.0, 2917.0, -789.0, -237.0, -697.0, -949.0, -2097.0, -1665.0, 1824.0, 1537.0, 1089.0, 4149.0, 3568.0, 442.0, -852.0, -987.0, -2197.0, 653.0, -125.0, 0
852.0, -783.0, -2565.0, -1896.0, 161.0, 91.0, 1798.0, 37.0, 1876.0, -3914.0, -1137.0, -18.0, -1425.0, -1583.0, 806.0, -823.0, 65.0, 529.0, -2058.0, -74.0, 0
-25.0, -1703.0, -122.0, -1598.0, -379.0, -566.0, -1494.0, 5183.0, -1098.0, 84.0, -2353.0, 8.0, 3318.0, 74.0, 1481.0, 253.0, 2197.0, 755.0, 1181.0, -1645.0, 0
176.0, 47.0, 3193.0, 195.0, -1002.0, 8.0, -514.0, -684.0, -4684.0, 1971.0, -1096.0, 143.0, 1475.0, 299.0, 748.0, 2092.0, -67.0, -1262.0, 1674.0, -641.0, 0
34.0, 2444.0, -938.0, 82.0, -2156.0, 1996.0, 2638.0, -8.0, -3155.0, -1235.0, -2321.0, -2289.0, 1016.0, 11.0, -2005.0, 352.0, 117.0, -1326.0, 1643.0, 2692.0, 0
1183.0, -1455.0, -175.0, 1471.0, 145.0, -253.0, -2556.0, 1971.0, -35.0, 669.0, -403.0, 1912.0, -32.0, 1447.0, 2815.0, -271.0, -2348.0, 1979.0, 2355.0, 194.0, 0
2462.0, 589.0, 1505.0, 98.0, -837.0, 3384.0, 741.0, 322.0, 842.0, 197.0, 1763.0, 1138.0, 172.0, 761.0, 1159.0, 643.0, 405.0, -422.0, 1214.0, 1185.0, 0
-1581.0, 333.0, 1212.0, 117.0, -569.0, -2638.0, 1428.0, -1304.0, 229.0, 271.0, -2336.0, -251.0, 2388.0, -368.0, 1341.0, 3337.0, 2076.0, -1572.0, -13.0, 3045.0, 0
-904.0, 936.0, 838.0, 131.0, -44.0, -2131.0, 1222.0, 1668.0, -1179.0, -1437.0, 519.0, 1984.0, 2412.0, -2384.0, 903.0, 212.0, -1108.0, -3368.0, -3.0, -2932.0, 0
-147.0, -939.0, -933.0, -2102.0, -2994.0, -2636.0, -1451.0, 1491.0, 895.0, 1319.0, -1103.0, 98.0, -1293.0, 3126.0, 23.0, 706.0, 997.0, -9.0, -1327.0, 2448.0, 0
-4189.0, 2129.0, 95.0, 522.0, 802.0, 1816.0, -1001.0, 905.0, 1007.0, 2758.0, -568.0, 518.0, -1389.0, -1808.0, -1735.0, 1285.0, -121.0, -1525.0, -2603.0, -3183.0, 0
-898.0, 608.0, -139.0, -1487.0, 2104.0, -2837.0, 2059.0, -3902.0, 582.0, 1968.0, -129.0, -1212.0, -331.0, 1474.0, -86.0, -516.0, 976.0, -1082.0, 2703.0, -2759.0, 0
356.0, 74.0, -31.0, -2081.0, -1275.0, 432.0, -1171.0, -2016.0, 3015.0, 794.0, -4877.0, 386.0, -1076.0, 1169.0, -1272.0, -1092.0, -31.0, 1892.0, 213.0, -1212.0, 0
1628.0, 2644.0, -385.0, -1728.0, 874.0, -4182.0, -332.0, 993.0, 3684.0, -558.0, 771.0, -7.0, -482.0, -1052.0, -2021.0, -2439.0, -2424.0, -1684.0, 1541.0, 275.0, 0
-506.0, 2451.0, 1118.0, 937.0, 248.0, -4832.0, 1246.0, -256.0, -1089.0, 354.0, 2148.0, -902.0, 811.0, -304.0, -433.0, -91.0, 542.0, 139.0, -3156.0, -846.0, 0
2859.0, -954.0, 1826.0, 376.0, 2948.0, -834.0, 863.0, 2586.0, -3187.0, 11.0, -1478.0, 1294.0, -324.0, -505.0, -225.0, 1021.0, 315.0, 1768.0, 1908.0, 1518.0, 0
358.0, 2224.0, 446.0, -1356.0, -1087.0, 2355.0, 658.0, -1354.0, -3082.0, -2934.0, 6.0, 701.0, -177.0, -4156.0, -547.0, 1907.0, -992.0, -1601.0, -624.0, 388.0, 0
-326.0, 561.0, 1653.0, 1212.0, -879.0, -386.0, -2392.0, 113.0, 986.0, -262.0, -2173.0, -1309.0, -581.0, 2979.0, -2303.0, 688.0, 1102.0, 2606.0, 847.0, 49.0, 0
32.0, 211.0, -38.0, -573.0, 2208.0, -621.0, 4161.0, 601.0, -4431.0, -18.0, -2915.0, -425.0, -1532.0, 36.0, -111.0, -2105.0, 699.0, 2283.0, -2651.0, 443.0, 0
-119.0, 38.0, 757.0, -755.0, -2057.0, 68.0, -798.0, 1501.0, 1866.0, -2275.0, -1444.0, -364.0, -226.0, 616.0, 92.0, 1865.0, -5288.0, 547.0, -2511.0, 1403.0, 0
-2272.0, -1486.0, -186.0, -836.0, -1657.0, -1798.0, -297.0, -3696.0, -1217.0, -2581.0, 208.0, 3388.0, -2205.0, -2263.0, 2013.0, 1177.0, 1852.0, 325.0, 1947.0, 1107.0, 0
-1838.0, -164.0, 51.0, -2017.0, -1787.0, -1388.0, -3546.0, 131.0, -1699.0, -848.0, -824.0, -61.0, 2146.0, -87.0, -1616.0, 1665.0, -2843.0, 2261.0, -2686.0, -1046.0, 0
-435.0, -345.0, 449.0, -743.0, -864.0, 2319.0, 961.0, 337.0, 2314.0, -285.0, -1361.0, -483.0, -5181.0, -346.0, 204.0, -1621.0, -1129.0, 5257.0, 1351.0, -2801.0, 0
-648.0, 993.0, -2296.0, 2668.0, 727.0, 1723.0, -255.0, -298.0, 2131.0, -1546.0, 1512.0, -168.0, -2.0, 1274.0, -462.0, -2866.0, -352.0, -343.0, 2492.0, -1531.0, 0
-2222.0, 39.0, -2161.0, -527.0, -246.0, 2884.0, 7.0, 518.0, 1054.0, -387.0, 587.0, -2873.0, -2007.0, -419.0, -1263.0, 348.0, -517.0, 421.0, -2687.0, 44.0, 0
483.0, 848.0, -1728.0, -1474.0, 1903.0, -231.0, 1638.0, -199.0, -1762.0, -3016.0, -792.0, 305.0, 1549.0, -66.0, 406.0, -1266.0, 484.0, -3107.0, -2296.0, 1812.0, 0
-397.0, 396.0, -9.0, 446.0, -287.0, 659.0, 3923.0, -1099.0, 1238.0, 2551.0, 2458.0, 1083.0, 1393.0, 127.0, -962.0, -88.0, -403.0, 1258.0, 575.0, -137.0, 0
3018.0, 2304.0, -935.0, 374.0, 33.0, 2456.0, -71.0, -846.0, -1971.0, -2219.0, 2287.0, 618.0, -2299.0, 2747.0, 2653.0, 65.0, -325.0, 2136.0, -226.0, -666.0, 0
1588.0, -3105.0, -1679.0, 1692.0, -2101.0, -462.0, 1387.0, -287.0, 1243.0, -1315.0, -828.0, 17.0, -2528.0, 64.0, -2067.0, -222.0, -691.0, -2163.0, -1017.0, 788.0, 0
-313.0, -865.0, -1063.0, 909.0, 699.0, 3269.0, 1326.0, 1541.0, -2858.0, 534.0, 998.0, -1853.0, -2059.0, -2168.0, -1215.0, -202.0, 409.0, 72.0, 1564.0, -976.0, 0
-1346.0, -1225.0, -2026.0, -295.0, -314.0, 1632.0, -317.0, 4339.0, -698.0, -1235.0, 1618.0, 1185.0, -1579.0, -168.0, 4083.0, -633.0, 2853.0, 1082.0, 1128.0, 173.0, 0
2776.0, -2288.0, 452.0, 868.0, -2384.0, 353.0, 3308.0, 2395.0, 242.0, -341.0, -717.0, 1934.0, 1256.0, 1992.0, 2079.0, -1615.0, 1905.0, 1908.0, -794.0, 2095.0, 0
-3428.0, 77.0, -383.0, -246.0, 347.0, -994.0, 1221.0, -554.0, 2109.0, -1088.0, -1105.0, -1241.0, -1754.0, 2327.0, -1603.0, 974.0, -13.0, 1132.0, -1643.0, -888.0, 0
1177.0, 2066.0, 1.0, 915.0, 1183.0, -2029.0, -2025.0, 744.0, 1998.0, 35.0, -1777.0, 1082.0, -431.0, 3036.0, -1006.0, 602.0, 311.0, 1277.0, 1042.0, 1448.0, 0
-1276.0, 1513.0, -104.0, 684.0, -1792.0, 48.0, 1371.0, -566.0, 2815.0, 2183.0, -3614.0, -209.0, -642.0, -595.0, -3596.0, -54.0, 1809.0, 1943.0, -4102.0, -1834.0, 0
-2696.0, 1046.0, -36.0, -1552.0, 2283.0, 3351.0, 2707.0, -1446.0, -1188.0, 39.0, 3358.0, 989.0, 156.0, 1459.0, 1382.0, -788.0, 264.0, 1502.0, 3275.0, -115.0, 0
-581.0, -334.0, -929.0, -617.0, -1441.0, 1518.0, 2525.0, 102.0, 1823.0, 4279.0, 331.0, -1518.0, 566.0, -111.0, 2533.0, -52.0, 483.0, -2735.0, 39.0, 868.0, 0
-1171.0, -233.0, -3156.0, -614.0, -46.0, 105.0, 882.0, 1384.0, -2264.0, -2675.0, -1195.0, 268.0, 656.0, 2906.0, 1167.0, 216.0, -1282.0, 1378.0, 2773.0, 912.0, 0
-1866.0, -1252.0, 1488.0, -2305.0, 1363.0, 1787.0, -431.0, -64.0, -1941.0, -3831.0, 1987.0, 351.0, 2771.0, 105.0, 39.0, 2759.0, -1424.0, -286.0, 1014.0, -1834.0, 0
376.0, -1412.0, -8.0, 1685.0, -2915.0, -3805.0, 725.0, 389.0, -154.0, 1028.0, 609.0, 783.0, -9.0, -1503.0, 2136.0, 1685.0, -1414.0, -228.0, -1226.0, -141.0, 0
-1.0, -764.0, 988.0, 654.0, -525.0, -2264.0, 197.0, -1262.0, -3662.0, 946.0, 2447.0, 1032.0, -588.0, 4.0, 1343.0, -102.0, 566.0, -1124.0, -2295.0, 157.0, 0
-816.0, -194.0, -3122.0, 3001.0, 2913.0, 155.0, 1592.0, -498.0, -7184.0, -186.0, -477.0, -416.0, 1254.0, -2213.0, -1175.0, 1918.0, -208.0, -1168.0, -382.0, 1864.0, 0
-1294.0, -1915.0, -79.0, -249.0, 1972.0, -391.0, -138.0, -379.0, 8.0, -1305.0, 312.0, -1346.0, -2444.0, 1605.0, 2208.0, 4038.0, -874.0, -2416.0, 1573.0, -2184.0, 0
-858.0, -638.0, 37.0, 22.0, -3255.0, 1022.0, 997.0, 665.0, -1545.0, 1568.0, 42.0, -77.0, 244.0, -154.0, -2576.0, -2162.0, 686.0, -652.0, -604.0, 2007.0, 0
152.0, -1866.0, -1399.0, -1252.0, 2786.0, 2121.0, -687.0, -1292.0, 2304.0, -1351.0, -484.0, -1105.0, -1509.0, 486.0, 1169.0, -256.0, -1074.0, 1935.0, -48.0, -989.0, 0
1672.0, 138.0, -1267.0, 1159.0, 826.0, 108.0, -1823.0, 1906.0, -2322.0, -1735.0, 1826.0, 1144.0, -849.0, 3006.0, 239.0, 1592.0, 1991.0, -1446.0, -145.0, 32.0, 0
-1712.0, -374.0, -779.0, -241.0, 3166.0, -1269.0, -3688.0, 473.0, -1372.0, -913.0, -616.0, 284.0, -491.0, 421.0, 149.0, 3463.0, -2011.0, -101.0, 901.0, -1549.0, 0
-1221.0, -498.0, 225.0, 118.0, -841.0, 3117.0, -242.0, -217.0, 1886.0, -4944.0, 65.0, 348.0, -1122.0, -337.0, -519.0, 17.0, 1707.0, -1758.0, 802.0, 578.0, 0
-878.0, -1756.0, 403.0, 2099.0, 2508.0, 569.0, 2.0, 367.0, 1637.0, 402.0, 1175.0, 1712.0, -1356.0, 1049.0, -202.0, 1434.0, 1296.0, 3452.0, 3756.0, -359.0, 0
-328.0, 3018.0, 732.0, 25.0, -494.0, -24.0, 813.0, 16.0, -691.0, -3828.0, 2718.0, -504.0, -1542.0, 175.0, 1714.0, -848.0, 515.0, -3141.0, 1691.0, 104.0, 0
1252.0, -881.0, -1466.0, 588.0, -829.0, 564.0, -472.0, 291.0, 1879.0, 973.0, 1543.0, -794.0, 1014.0, 4.0, 1552.0, -526.0, -669.0, -2179.0, -1248.0, 542.0, 0
1638.0, -4515.0, 22.0, -993.0, 69.0, -3194.0, 2465.0, -1478.0, 28.0, -1497.0, 1364.0, 3221.0, 133.0, 612.0, -1055.0, 2423.0, -2217.0, 1446.0, -2213.0, 51.0, 0
-2192.0, -3485.0, 2466.0, 639.0, -1499.0, -1359.0, -124.0, 361.0, 175.0, -353.0, -1818.0, 349.0, -36.0, 1581.0, -361.0, 1865.0, -564.0, -2446.0, 1537.0, -565.0, 0
2336.0, 2788.0, -1078.0, -455.0, -1846.0, 834.0, -37.0, -353.0, -2032.0, -1992.0, 1492.0, -2223.0, 106.0, 2474.0, -3554.0, -213.0, -873.0, 2205.0, -371.0, -1842.0, 0
741.0, -2443.0, 1027.0, -972.0, -2774.0, -822.0, -89.0, -62.0, 2013.0, 579.0, 1357.0, -472.0, 1046.0, -3778.0, -776.0, -548.0, 1784.0, 652.0, 161.0, -218.0, 0
95.0, -579.0, 2194.0, -2971.0, -3029.0, -2519.0, -1364.0, -2909.0, 2282.0, -1062.0, 1502.0, 1044.0, 97.0, -1208.0, 625.0, -212.0, 154.0, -446.0, 1231.0, -27.0, 0
-2962.0, 3275.0, -2057.0, -1248.0, -2286.0, 668.0, -1457.0, 3311.0, 1136.0, 673.0, -95.0, 1368.0, 1939.0, -108.0, -273.0, -3707.0, 994.0, 714.0, -402.0, -1509.0, 0
-605.0, 4548.0, -1099.0, 885.0, -1043.0, -687.0, -932.0, 558.0, -654.0, -1963.0, 1509.0, 3926.0, 662.0, 1874.0, -944.0, 2146.0, 598.0, -546.0, -295.0, -519.0, 0
-827.0, -1365.0, 2579.0, 2744.0, 353.0, 1256.0, 2447.0, 3238.0, -1458.0, 978.0, -2458.0, 4244.0, -3345.0, 1262.0, -3166.0, -32.0, -1761.0, 269.0, -1236.0, -152.0, 0
3478.0, 1535.0, -1702.0, -1002.0, -576.0, -547.0, 71.0, 2913.0, 155.0, -1096.0, 233.0, -18.0, 1259.0, 916.0, 1638.0, 1164.0, -78.0, -3552.0, 337.0, 1244.0, 0
1624.0, -1049.0, -792.0, -864.0, -1422.0, -3672.0, -3418.0, -147.0, 61.0, -675.0, -608.0, 1099.0, 1764.0, 5.0, -2355.0, -624.0, 654.0, 1763.0, 2821.0, 595.0, 0
