@relation  ring
@attribute A1 real[-6879.0,6285.0]
@attribute A2 real[-7141.0,6921.0]
@attribute A3 real[-7734.0,7611.0]
@attribute A4 real[-6627.0,7149.0]
@attribute A5 real[-7184.0,6383.0]
@attribute A6 real[-6946.0,6743.0]
@attribute A7 real[-7781.0,6285.0]
@attribute A8 real[-6882.0,6357.0]
@attribute A9 real[-7184.0,7487.0]
@attribute A10 real[-7232.0,6757.0]
@attribute A11 real[-7803.0,7208.0]
@attribute A12 real[-7395.0,6791.0]
@attribute A13 real[-7096.0,6403.0]
@attribute A14 real[-7472.0,7261.0]
@attribute A15 real[-7342.0,7372.0]
@attribute A16 real[-7121.0,6905.0]
@attribute A17 real[-7163.0,7175.0]
@attribute A18 real[-8778.0,6896.0]
@attribute A19 real[-7554.0,5726.0]
@attribute A20 real[-6722.0,7627.0]
@attribute Class {0,1}


@data
3797.0, -1602.0, -256.0, 278.0, -45.0, -768.0, 2362.0, 217.0, -1179.0, -12.0, 1687.0, 1703.0, 1146.0, 644.0, -767.0, -1147.0, 442.0, 1854.0, -1145.0, -137.0, 0
-1722.0, -805.0, -2541.0, 1963.0, 954.0, -347.0, -2218.0, -4631.0, 92.0, -782.0, -49.0, -918.0, -2332.0, 716.0, -191.0, 1448.0, 915.0, 2086.0, -382.0, -1476.0, 0
454.0, 464.0, 3221.0, 1301.0, -901.0, 2227.0, -1446.0, 12.0, -334.0, 835.0, 53.0, -3837.0, 3332.0, 1225.0, -279.0, -2705.0, 106.0, 264.0, -2847.0, 88.0, 0
3881.0, -449.0, 1724.0, -136.0, 4033.0, 299.0, -1601.0, -156.0, 284.0, 3633.0, -2209.0, 1248.0, 84.0, 784.0, -1101.0, -2179.0, 347.0, 2869.0, -213.0, 4.0, 0
3196.0, -1428.0, 1749.0, 378.0, -84.0, -1262.0, -552.0, 934.0, 3132.0, -91.0, -4556.0, 1035.0, 753.0, 1907.0, 3186.0, -1754.0, 2138.0, -1906.0, -1476.0, -2686.0, 0
997.0, 2754.0, 456.0, -1027.0, -1306.0, -1652.0, 2092.0, -764.0, -2024.0, -703.0, 719.0, 119.0, -1235.0, -2246.0, 3316.0, -114.0, -0.0, -1622.0, -218.0, -398.0, 0
-36.0, -53.0, -2767.0, 5111.0, 1739.0, -129.0, 19.0, 268.0, -2419.0, 2556.0, -1385.0, 249.0, -2024.0, 493.0, -1267.0, -1201.0, -1666.0, 194.0, -45.0, -2468.0, 0
219.0, -166.0, -1092.0, -848.0, 2851.0, 3062.0, -2197.0, -729.0, 27.0, -1031.0, 679.0, -626.0, 1094.0, -615.0, -515.0, 2519.0, -4851.0, -3101.0, -2659.0, 314.0, 0
-79.0, 975.0, -2805.0, 1492.0, 254.0, 982.0, -102.0, -385.0, -87.0, -1045.0, 165.0, 2637.0, -92.0, -2551.0, -3267.0, 1228.0, -226.0, -1792.0, -2537.0, 223.0, 0
-766.0, 109.0, -74.0, -445.0, -2183.0, 2173.0, 1658.0, 2914.0, -1341.0, 48.0, -682.0, 1834.0, -2361.0, -2546.0, -33.0, 357.0, 792.0, -3166.0, -2038.0, -87.0, 0
-2142.0, -29.0, 582.0, 62.0, -608.0, -2136.0, 541.0, -498.0, 646.0, 1036.0, -281.0, 1723.0, 2235.0, 38.0, -1929.0, -1186.0, 164.0, 3076.0, -1525.0, 578.0, 0
29.0, 1841.0, -222.0, 5183.0, 14.0, -1277.0, 1427.0, -1134.0, -111.0, -1288.0, -1789.0, -828.0, -4637.0, 46.0, 117.0, -1051.0, 848.0, -2997.0, -723.0, 735.0, 0
-8.0, 359.0, 684.0, -2181.0, 1921.0, -482.0, -445.0, 1426.0, 407.0, -672.0, -336.0, 668.0, -8.0, -2004.0, -3127.0, -124.0, 1445.0, 24.0, 2459.0, -689.0, 0
-2898.0, -2331.0, -1032.0, -39.0, -77.0, -274.0, -913.0, -1171.0, -373.0, 2247.0, -1614.0, 1688.0, -354.0, -19.0, 2334.0, -93.0, 1266.0, 243.0, -2046.0, 822.0, 0
-871.0, -481.0, 221.0, -1295.0, 275.0, 288.0, 1414.0, 626.0, 2598.0, -233.0, -2838.0, -3032.0, 3878.0, -715.0, 754.0, 1665.0, 492.0, 3368.0, -1866.0, 47.0, 0
-784.0, 1112.0, 441.0, -3133.0, -856.0, -1113.0, 676.0, -1679.0, 37.0, 732.0, 2184.0, -2737.0, 182.0, 76.0, -2832.0, 28.0, 1726.0, -1359.0, 1825.0, 72.0, 0
-2379.0, -1067.0, 1811.0, 1183.0, 653.0, 3056.0, 1745.0, -256.0, -661.0, -504.0, -544.0, -1669.0, 552.0, -573.0, -63.0, -5687.0, -925.0, 1389.0, -444.0, -2284.0, 0
1259.0, 1365.0, 97.0, 97.0, 2937.0, -271.0, 1815.0, -1107.0, 2528.0, 186.0, -3195.0, 677.0, -1235.0, 2531.0, 6033.0, -507.0, -1256.0, -2229.0, -1558.0, -3252.0, 0
1429.0, -1592.0, 2977.0, -645.0, 627.0, 839.0, 1237.0, 6.0, 2227.0, 105.0, 3552.0, 1197.0, 2133.0, 1688.0, 739.0, 1173.0, -3.0, 491.0, -2526.0, -1033.0, 0
3013.0, 759.0, 2941.0, 208.0, -113.0, 2753.0, -1785.0, -191.0, -3803.0, -521.0, 536.0, 2163.0, -2879.0, 1931.0, -293.0, -1104.0, 3876.0, 831.0, 256.0, 1209.0, 0
174.0, -424.0, 685.0, 1392.0, 104.0, -1177.0, -1571.0, -1432.0, -5.0, 1925.0, 872.0, -3065.0, -849.0, 1918.0, -146.0, -1228.0, -1745.0, -2782.0, 2379.0, 2324.0, 0
876.0, 994.0, 1213.0, 208.0, -228.0, 3687.0, 155.0, -1884.0, -3078.0, 201.0, 1405.0, -2949.0, 616.0, -863.0, 3274.0, 933.0, -2684.0, -244.0, 3063.0, -1516.0, 0
2541.0, 316.0, 2105.0, 659.0, 3147.0, 169.0, -1385.0, -961.0, 3728.0, -332.0, 572.0, -4185.0, 1137.0, 389.0, 89.0, 1676.0, 1645.0, 1024.0, -1241.0, 1577.0, 0
-721.0, 7.0, 1713.0, -1429.0, 1182.0, -3952.0, -1772.0, -535.0, -2293.0, 628.0, 4006.0, 1017.0, -276.0, 576.0, 759.0, -3696.0, -256.0, -322.0, 1686.0, -2809.0, 0
-919.0, -827.0, 188.0, 2159.0, -563.0, 232.0, 1675.0, 2775.0, -1928.0, -2702.0, -2919.0, -816.0, 893.0, -1523.0, -708.0, -1307.0, 1607.0, -2075.0, -221.0, 19.0, 0
746.0, -627.0, -1721.0, -355.0, 586.0, -2617.0, 1936.0, 2025.0, 616.0, 733.0, 1356.0, -105.0, 51.0, -214.0, 255.0, 18.0, -279.0, 706.0, -1482.0, -3463.0, 0
604.0, 1159.0, 741.0, 1628.0, 635.0, 278.0, -3761.0, -516.0, -1194.0, -4511.0, -1538.0, -4297.0, 2137.0, -3775.0, 332.0, 112.0, 3875.0, -1241.0, 5135.0, 1284.0, 0
1818.0, -663.0, 1595.0, -925.0, -4991.0, 1305.0, 1836.0, 172.0, -785.0, -2142.0, 1064.0, -1362.0, -1201.0, -82.0, 3957.0, -162.0, 2339.0, 1436.0, 2586.0, -1406.0, 0
-1643.0, -494.0, -19.0, -1771.0, 344.0, 2964.0, 1313.0, -4197.0, 2354.0, 925.0, -636.0, 2157.0, 277.0, -341.0, 623.0, -916.0, 448.0, 3356.0, 1968.0, 566.0, 0
-1087.0, 884.0, -418.0, 1137.0, -19.0, 1532.0, -369.0, -1322.0, 188.0, 387.0, -965.0, -2438.0, 1637.0, 713.0, 1.0, 346.0, 1284.0, -2202.0, -184.0, 56.0, 0
-1358.0, -3033.0, -1484.0, -1254.0, 1164.0, -504.0, 988.0, -243.0, -2396.0, 121.0, -1831.0, 143.0, 2022.0, -3252.0, -776.0, 73.0, -2434.0, 432.0, -856.0, 1576.0, 0
509.0, 122.0, -3495.0, -419.0, 386.0, 572.0, -2238.0, -951.0, 184.0, -1768.0, -432.0, 101.0, 1303.0, -784.0, 7.0, -898.0, 332.0, 973.0, 1158.0, 1558.0, 0
361.0, 21.0, 2008.0, 1883.0, -197.0, 1977.0, 2928.0, -2107.0, -1569.0, 2157.0, -924.0, -1138.0, -3042.0, 1569.0, 6348.0, -2022.0, -1754.0, -103.0, 2198.0, -787.0, 0
514.0, 1885.0, -584.0, 198.0, -2843.0, -881.0, 1004.0, -2508.0, -507.0, 558.0, 2587.0, 887.0, -1171.0, -2446.0, -275.0, 377.0, 535.0, -1323.0, 1042.0, -2276.0, 0
-3256.0, -567.0, -3781.0, 27.0, 1164.0, -468.0, -859.0, -1758.0, -237.0, 24.0, -44.0, -71.0, -521.0, -4084.0, -588.0, -2154.0, 1622.0, -257.0, 1658.0, 1707.0, 0
-76.0, 2733.0, -618.0, -121.0, 2575.0, -3196.0, -435.0, -98.0, 115.0, -213.0, -1059.0, 3266.0, 2005.0, -412.0, 1407.0, -1064.0, 1125.0, -3145.0, -853.0, -1484.0, 0
-2356.0, -865.0, -2946.0, 274.0, -1439.0, 1413.0, -146.0, -1462.0, 68.0, -3726.0, 943.0, -1447.0, 39.0, -87.0, 581.0, 1923.0, 49.0, 241.0, -269.0, 31.0, 0
3707.0, 907.0, 2695.0, 975.0, -833.0, -2408.0, 2392.0, -261.0, -292.0, 2886.0, -166.0, 33.0, -1409.0, -587.0, -4625.0, -188.0, 1056.0, 212.0, -105.0, -3904.0, 0
2629.0, 3458.0, 46.0, -1565.0, -1369.0, 1653.0, -201.0, -2032.0, 976.0, 2285.0, 2841.0, -338.0, 3151.0, 2086.0, -959.0, -3203.0, 2702.0, -1458.0, -1498.0, 105.0, 0
-1769.0, -249.0, 2094.0, -722.0, -888.0, 2426.0, 853.0, 295.0, 1628.0, 601.0, -33.0, 151.0, 504.0, -2592.0, -326.0, -2081.0, -1018.0, -1263.0, -5084.0, -1.0, 0
-2722.0, -1264.0, 342.0, 759.0, 1635.0, -1819.0, 821.0, 1624.0, 3675.0, -3765.0, -244.0, -1761.0, 212.0, -4572.0, 472.0, -124.0, -1203.0, -89.0, 2914.0, -1873.0, 0
-1012.0, 1932.0, -3137.0, 4453.0, 1571.0, 3266.0, -1447.0, -274.0, 1784.0, 1354.0, -386.0, -234.0, 1921.0, -3.0, -825.0, 1807.0, 1533.0, -1223.0, 37.0, 1003.0, 0
-195.0, 182.0, -383.0, -2206.0, -11.0, -1976.0, -1793.0, 825.0, -586.0, 1399.0, -599.0, 74.0, -2608.0, 1096.0, -1977.0, -754.0, 135.0, -2565.0, 64.0, -2092.0, 0
656.0, 187.0, 1536.0, 4114.0, 688.0, 525.0, 1508.0, 1252.0, -2762.0, 3752.0, -4178.0, -302.0, 334.0, -1592.0, -3772.0, 756.0, 1031.0, -732.0, 1062.0, 1019.0, 0
-568.0, -48.0, 2365.0, 29.0, -151.0, 2.0, 449.0, -446.0, -5792.0, -188.0, 51.0, 3362.0, 3755.0, 3291.0, -1439.0, -305.0, -2086.0, 179.0, -2899.0, -468.0, 0
883.0, -789.0, -755.0, 245.0, 632.0, -836.0, -97.0, 45.0, -433.0, -2866.0, -641.0, 29.0, -379.0, 2656.0, 2075.0, -3775.0, 42.0, 805.0, -1436.0, 149.0, 0
223.0, -2031.0, 47.0, -1841.0, 4057.0, -1434.0, 4192.0, 5668.0, 192.0, -1648.0, 1179.0, -2483.0, 1943.0, 1016.0, -712.0, 2699.0, 3122.0, 907.0, 1611.0, -3825.0, 0
-322.0, 828.0, 2735.0, -2527.0, -2506.0, 268.0, -3319.0, -3583.0, -3116.0, 1968.0, 1032.0, -635.0, -224.0, 3202.0, -114.0, 4387.0, 1176.0, -3331.0, 661.0, 248.0, 0
-3835.0, -101.0, -231.0, -22.0, -2134.0, 1442.0, 3769.0, -3144.0, -3995.0, 1828.0, -4544.0, -395.0, 136.0, 875.0, -2837.0, 1201.0, 3362.0, -3614.0, 1136.0, 96.0, 0
2016.0, -4059.0, 1052.0, 4397.0, 1372.0, -2873.0, -2865.0, 1746.0, 1253.0, 2604.0, 66.0, 928.0, 148.0, 2325.0, 3828.0, -2522.0, 1861.0, 528.0, 1349.0, 1718.0, 0
3703.0, -436.0, 1544.0, 3035.0, 254.0, 1618.0, -584.0, -289.0, -777.0, 1724.0, 1805.0, 263.0, 473.0, 542.0, -2236.0, -1.0, 361.0, -54.0, 1019.0, 2409.0, 0
-1263.0, 21.0, 716.0, -85.0, -1119.0, -2655.0, -25.0, 1577.0, -2333.0, 1529.0, 342.0, 117.0, 6397.0, -507.0, -1653.0, 3716.0, 1376.0, -1356.0, -315.0, -1389.0, 0
-1926.0, 458.0, 2129.0, 1481.0, -495.0, -132.0, -81.0, -3792.0, -1078.0, -644.0, 1621.0, 1142.0, 1872.0, -2525.0, 107.0, 2827.0, -1829.0, -2859.0, -3643.0, -3424.0, 0
3907.0, -5213.0, -772.0, -2191.0, 1916.0, -1587.0, 1075.0, 941.0, 979.0, 3633.0, -553.0, 236.0, -1133.0, -79.0, 236.0, -119.0, 3468.0, -263.0, -1159.0, 2326.0, 0
-372.0, 3889.0, 101.0, -2153.0, -2323.0, 2016.0, -4316.0, 1776.0, 1527.0, 3295.0, -2759.0, 2407.0, -6227.0, -1349.0, -1707.0, 1674.0, 3176.0, -2575.0, -3913.0, 266.0, 0
-28.0, -2101.0, -258.0, 13.0, -152.0, -3348.0, 2052.0, -2969.0, 385.0, -562.0, -509.0, -1648.0, -1584.0, 1122.0, 546.0, -433.0, 2689.0, -206.0, 605.0, -21.0, 0
3394.0, 677.0, 166.0, -2436.0, -246.0, 1747.0, -2122.0, 4583.0, 2764.0, -1123.0, -5822.0, 181.0, -736.0, 29.0, 142.0, 4574.0, -428.0, 1113.0, -5663.0, -1429.0, 0
1703.0, 1839.0, 708.0, -1528.0, 1208.0, -3523.0, -293.0, 2529.0, 149.0, -1106.0, 3357.0, -184.0, -5114.0, -2111.0, 236.0, -1756.0, -13.0, -106.0, 1318.0, 2613.0, 0
-416.0, 1917.0, 1904.0, -759.0, 614.0, -4295.0, 1628.0, -2628.0, 1398.0, 1745.0, 381.0, -1728.0, -854.0, -2412.0, -214.0, -279.0, -1411.0, -143.0, -117.0, -163.0, 0
2793.0, 2178.0, 2693.0, 4079.0, 1179.0, -312.0, -1435.0, 2324.0, -3261.0, 1746.0, -688.0, 3112.0, -1071.0, 177.0, -237.0, -1462.0, 1545.0, 1458.0, -2011.0, -445.0, 0
-262.0, 299.0, 2037.0, -212.0, 788.0, 2515.0, 1653.0, -4018.0, -3856.0, 2623.0, 318.0, 1055.0, -108.0, -2834.0, 518.0, 1866.0, -1414.0, -26.0, 458.0, 231.0, 0
239.0, 1656.0, 3453.0, -768.0, -1104.0, -1871.0, -2149.0, 385.0, -67.0, 3296.0, -1771.0, -51.0, -1275.0, 2138.0, -2011.0, 97.0, 3857.0, -486.0, 388.0, 1121.0, 0
-392.0, -2896.0, 409.0, 2358.0, 272.0, -899.0, 4307.0, 3679.0, -3515.0, 908.0, -2426.0, -743.0, -432.0, 1313.0, -89.0, -314.0, -3918.0, 3119.0, -529.0, 523.0, 0
-1336.0, 252.0, 319.0, 1406.0, -738.0, -664.0, -2488.0, 892.0, 138.0, 1718.0, -1933.0, 1277.0, -344.0, 217.0, -909.0, 1258.0, -3733.0, 258.0, -2503.0, 3062.0, 0
-2336.0, 518.0, 2.0, 942.0, -951.0, -2007.0, 1717.0, -2505.0, -1361.0, 1166.0, -699.0, 3717.0, -5334.0, -1794.0, 1061.0, -245.0, 305.0, -4666.0, 963.0, 153.0, 0
-2897.0, 2689.0, 1745.0, -2662.0, -2081.0, 63.0, -2164.0, -1767.0, -1045.0, 2514.0, 1287.0, -4.0, 2321.0, -1347.0, -2357.0, 1378.0, -48.0, 1135.0, -1886.0, 159.0, 0
2229.0, -2516.0, -503.0, -365.0, -1747.0, 1305.0, 2746.0, -73.0, 3204.0, -1032.0, -1642.0, -1465.0, -3905.0, 616.0, 1424.0, -1294.0, -323.0, -209.0, 2429.0, -4051.0, 0
1171.0, 1588.0, -1104.0, 2539.0, 1322.0, 2422.0, 481.0, -983.0, 3529.0, 652.0, 1058.0, 402.0, -1921.0, 1788.0, -3704.0, -2202.0, -52.0, -454.0, -2523.0, 1078.0, 0
3307.0, -66.0, -2657.0, 454.0, -1354.0, 4051.0, 171.0, -322.0, 357.0, 2892.0, -908.0, -3306.0, -1937.0, -1367.0, 1217.0, 3569.0, -1043.0, 759.0, -2379.0, -1735.0, 0
2232.0, 3105.0, -4015.0, -596.0, -378.0, 344.0, 1556.0, 1283.0, -2456.0, 123.0, -708.0, 323.0, -947.0, 56.0, 1066.0, -2871.0, -567.0, -1968.0, -386.0, 1549.0, 0
-1003.0, -461.0, -1152.0, 2316.0, -408.0, -1133.0, 4474.0, -65.0, -982.0, -958.0, 408.0, 248.0, 2878.0, 33.0, -66.0, -683.0, -1749.0, 712.0, 227.0, -486.0, 0
3785.0, 2633.0, -154.0, -964.0, 176.0, 3689.0, -443.0, 215.0, -607.0, -2456.0, 1335.0, 1067.0, -1475.0, -1875.0, -788.0, -2002.0, -24.0, 218.0, -102.0, -1134.0, 0
672.0, -162.0, -2934.0, 1782.0, -3245.0, 2807.0, 102.0, -1517.0, -955.0, -722.0, 1138.0, 306.0, -1612.0, -23.0, -1893.0, 1431.0, -592.0, -2051.0, 935.0, 61.0, 0
-655.0, 1566.0, -1506.0, 1008.0, 2283.0, 2825.0, 3986.0, -1375.0, -2231.0, 2179.0, 1568.0, -1555.0, -1048.0, 2022.0, -1451.0, -1661.0, -68.0, 353.0, 834.0, 1354.0, 0
188.0, 1371.0, -1664.0, -113.0, -197.0, -716.0, -2063.0, 3974.0, -662.0, -183.0, 226.0, 958.0, -119.0, -1111.0, 3609.0, 4041.0, 794.0, 42.0, 2762.0, 1592.0, 0
2284.0, -935.0, 654.0, -628.0, -2253.0, 1401.0, 501.0, 1481.0, 1814.0, 978.0, -26.0, 1492.0, 1756.0, 2434.0, -515.0, -527.0, 1465.0, 2648.0, 551.0, 3605.0, 0
-2227.0, 424.0, 2918.0, -7.0, 1818.0, 2048.0, 144.0, -1303.0, 2067.0, 1064.0, -1014.0, -73.0, -1922.0, 3944.0, -606.0, 1021.0, -1397.0, -596.0, -421.0, -2925.0, 0
76.0, 967.0, 674.0, -862.0, 893.0, -42.0, -1493.0, -1034.0, 1261.0, 8.0, -1241.0, 1054.0, -171.0, 2169.0, -399.0, 467.0, -36.0, -68.0, -3276.0, 329.0, 0
51.0, 2896.0, -1294.0, 2.0, 1246.0, 2536.0, 453.0, -345.0, 5813.0, 3366.0, -2906.0, 1568.0, 1427.0, 592.0, -3152.0, 2509.0, 1822.0, -1267.0, -1947.0, -3786.0, 0
-2525.0, 2249.0, 784.0, -1694.0, -31.0, 1835.0, 2141.0, -846.0, -562.0, -1342.0, 2081.0, -612.0, 1992.0, 902.0, 2197.0, 2616.0, -2718.0, 2157.0, 1943.0, 277.0, 0
118.0, -2094.0, -3488.0, -24.0, 139.0, 3951.0, 5391.0, 1181.0, 1238.0, 1318.0, 657.0, -1512.0, 2699.0, -1603.0, 3438.0, 361.0, 862.0, -395.0, 224.0, -2058.0, 0
-947.0, -1.0, -2067.0, 124.0, -971.0, -1727.0, 1058.0, 967.0, -241.0, 127.0, -1911.0, -3122.0, -2088.0, 1894.0, 1824.0, 72.0, -3941.0, 3644.0, 2536.0, 1507.0, 0
43.0, -2727.0, 2201.0, -2194.0, 2003.0, 3353.0, -1269.0, 2738.0, -2361.0, 1894.0, 2045.0, 1013.0, 3009.0, 548.0, 123.0, 1772.0, 1751.0, -122.0, -2901.0, -421.0, 0
-1251.0, 264.0, 1692.0, 54.0, -3873.0, -1049.0, 1058.0, 2316.0, 85.0, 393.0, 13.0, 399.0, 1213.0, -753.0, 2257.0, 1843.0, 397.0, 2283.0, -1411.0, 956.0, 0
1354.0, -898.0, 1999.0, -2152.0, -1781.0, -6325.0, 4025.0, -1847.0, -2768.0, 842.0, -143.0, -3813.0, -1644.0, 436.0, 602.0, -39.0, -1558.0, -2177.0, -4448.0, 741.0, 0
951.0, -722.0, 713.0, 4713.0, 1252.0, -81.0, 2441.0, 829.0, -4565.0, -1445.0, -2316.0, -1059.0, 2318.0, -4377.0, 684.0, 2007.0, 2963.0, -615.0, -1708.0, 1634.0, 0
717.0, 206.0, -1903.0, 2492.0, 2787.0, -1069.0, -365.0, 1118.0, -525.0, 152.0, 1841.0, -532.0, -4845.0, -209.0, 1718.0, 3218.0, -1373.0, -1559.0, -228.0, -2437.0, 0
-183.0, 406.0, 264.0, 532.0, -1541.0, 935.0, -815.0, -137.0, -916.0, -1416.0, 535.0, -1984.0, 1502.0, 95.0, -3042.0, 5.0, 1966.0, -199.0, 736.0, 3624.0, 0
-4109.0, -1948.0, 2118.0, -4257.0, 2044.0, 2344.0, 1501.0, -15.0, 484.0, -2257.0, 838.0, -1112.0, -1339.0, 175.0, 7.0, -888.0, 443.0, 1904.0, 332.0, -1048.0, 0
1604.0, 2386.0, 128.0, 1887.0, 157.0, -4813.0, 57.0, 2962.0, -2109.0, -1408.0, 1892.0, 423.0, -955.0, 588.0, -66.0, -1494.0, 1034.0, -1257.0, -4523.0, -123.0, 0
-222.0, -825.0, -632.0, 1231.0, 576.0, -3051.0, -1828.0, 375.0, -517.0, -232.0, -1698.0, -36.0, 335.0, -287.0, 551.0, -2063.0, -3267.0, 246.0, 945.0, -1888.0, 0
-42.0, 1481.0, 28.0, -164.0, 38.0, 2694.0, -29.0, -17.0, 386.0, -3178.0, -1163.0, -1921.0, -884.0, -2224.0, -4882.0, 2722.0, 2953.0, -731.0, 2196.0, 54.0, 0
2828.0, -1928.0, 265.0, 2835.0, 6184.0, 1763.0, 2116.0, -316.0, 3619.0, 207.0, -2593.0, 2178.0, -1445.0, 2171.0, 29.0, -242.0, -684.0, 2762.0, 978.0, 1357.0, 0
1255.0, 3103.0, 2082.0, -157.0, 1606.0, -228.0, 148.0, -1769.0, -5572.0, -2857.0, 2398.0, -2076.0, 2934.0, 12.0, 1034.0, -1596.0, 882.0, -1521.0, 678.0, 1873.0, 0
3052.0, -4006.0, 22.0, 3141.0, -315.0, 1851.0, 497.0, 1164.0, 304.0, 335.0, 1518.0, -1399.0, 517.0, 29.0, 1423.0, -1188.0, 3596.0, 18.0, -267.0, -297.0, 0
-783.0, -1872.0, 167.0, -66.0, 462.0, -3866.0, 2353.0, -1723.0, -3278.0, -2825.0, 3044.0, 1854.0, 768.0, 151.0, 2131.0, -497.0, -578.0, 3345.0, -2444.0, 113.0, 0
-1383.0, -1864.0, 706.0, 212.0, 168.0, -2724.0, -1443.0, 997.0, -276.0, -1136.0, -1001.0, -192.0, 583.0, 2722.0, 601.0, 2942.0, -1546.0, -1356.0, -1521.0, -9.0, 0
3899.0, 2536.0, -3997.0, 83.0, 996.0, 2015.0, -1105.0, -4735.0, -1446.0, -2874.0, -483.0, -2329.0, -315.0, 3335.0, -1945.0, 816.0, 169.0, 5041.0, -1885.0, 29.0, 0
227.0, -2816.0, 4337.0, -3615.0, -2786.0, -812.0, 1562.0, -466.0, 4356.0, 1251.0, 416.0, 626.0, 1936.0, 2031.0, -449.0, 4.0, -3702.0, 2204.0, 1315.0, -548.0, 0
-289.0, 956.0, 1755.0, -3342.0, -3177.0, 682.0, -1317.0, -2795.0, -592.0, 1157.0, 1844.0, 1466.0, -639.0, -3742.0, 2998.0, -1818.0, -1811.0, 572.0, -2124.0, 152.0, 0
347.0, 2963.0, -592.0, -2763.0, -1813.0, -971.0, 1445.0, 3232.0, -2259.0, 912.0, -3935.0, 1367.0, 3004.0, 3.0, 147.0, -2757.0, 73.0, 61.0, -1294.0, -25.0, 0
-635.0, 3222.0, 1076.0, -1227.0, -1284.0, 663.0, -916.0, -2844.0, -438.0, -5225.0, -218.0, 132.0, 1716.0, 2726.0, -2071.0, 2766.0, 1428.0, -1622.0, -129.0, -543.0, 0
-262.0, -2463.0, 2991.0, -2179.0, -673.0, -1159.0, 1371.0, 2249.0, -2573.0, 1767.0, -1097.0, 3338.0, -304.0, -317.0, -2649.0, -815.0, -1592.0, 347.0, -1505.0, -1747.0, 0
2457.0, 51.0, -788.0, -1348.0, 1266.0, -2592.0, -1781.0, 2354.0, 1122.0, 1943.0, -1171.0, 53.0, 2724.0, -786.0, 2685.0, -2554.0, -167.0, -3661.0, 2997.0, 1618.0, 0
-892.0, 216.0, -1466.0, -1402.0, -5195.0, -3204.0, 909.0, 63.0, 2536.0, -212.0, -36.0, 55.0, 1664.0, -1661.0, -1752.0, 1128.0, 2136.0, 3145.0, 2795.0, 562.0, 0
