@relation page-blocks-1-3_vs_4
@attribute Height integer [1, 804]
@attribute Lenght integer [1, 553]
@attribute Area integer [7, 143993]
@attribute Eccen real [0.0070, 537.0]
@attribute P_black real [0.052, 1.0]
@attribute P_and real [0.062, 1.0]
@attribute Mean_tr real [1.0, 4955.0]
@attribute Blackpix integer [1, 33017]
@attribute Blackand integer [7, 46133]
@attribute Wb_trans integer [1, 3212]
@attribute Class {positive,negative}
@inputs Height, Lenght, Area, Eccen, P_black, P_and, Mean_tr, Blackpix, Blackand, Wb_trans
@output Class
@data
1, 26, 26, 26.0, 1.0, 1.0, 26.0, 26, 26, 1, negative
2, 538, 1076, 269.0, 0.519, 0.684, 34.88, 558, 736, 16, negative
2, 538, 1076, 269.0, 0.637, 0.703, 29.78, 685, 756, 23, negative
3, 538, 1614, 179.33, 0.37, 0.424, 22.11, 597, 685, 27, negative
2, 32, 64, 16.0, 0.516, 0.531, 33.0, 33, 34, 1, negative
1, 22, 22, 22.0, 0.955, 1.0, 21.0, 21, 22, 1, negative
1, 10, 10, 10.0, 1.0, 1.0, 10.0, 10, 10, 1, negative
1, 159, 159, 159.0, 0.975, 1.0, 77.5, 155, 159, 2, negative
1, 32, 32, 32.0, 0.469, 1.0, 1.88, 15, 32, 8, negative
7, 14, 98, 2.0, 0.102, 0.204, 10.0, 10, 20, 1, negative
1, 63, 63, 63.0, 0.587, 1.0, 2.31, 37, 63, 16, negative
4, 108, 432, 27.0, 0.778, 0.826, 56.0, 336, 357, 6, negative
1, 63, 63, 63.0, 0.952, 1.0, 20.0, 60, 63, 3, negative
3, 550, 1650, 183.33, 0.339, 0.401, 15.11, 559, 662, 37, negative
1, 17, 17, 17.0, 1.0, 1.0, 17.0, 17, 17, 1, negative
3, 259, 777, 86.333, 0.96, 0.978, 67.82, 746, 760, 11, negative
1, 8, 8, 8.0, 1.0, 1.0, 8.0, 8, 8, 1, negative
17, 342, 5814, 20.118, 0.916, 0.996, 30.27, 5328, 5790, 176, negative
2, 25, 50, 12.5, 0.36, 1.0, 4.5, 18, 50, 4, negative
1, 199, 199, 199.0, 0.99, 1.0, 197.0, 197, 199, 1, negative
1, 9, 9, 9.0, 1.0, 1.0, 9.0, 9, 9, 1, negative
4, 524, 2096, 131.0, 0.542, 0.603, 40.57, 1136, 1264, 28, negative
2, 18, 36, 9.0, 0.667, 0.694, 24.0, 24, 25, 1, negative
3, 132, 396, 44.0, 0.505, 0.558, 20.0, 200, 221, 10, negative
1, 117, 117, 117.0, 0.393, 1.0, 5.75, 46, 117, 8, negative
1, 37, 37, 37.0, 0.811, 1.0, 6.0, 30, 37, 5, negative
1, 17, 17, 17.0, 0.882, 1.0, 7.5, 15, 17, 2, negative
1, 35, 35, 35.0, 0.857, 1.0, 10.0, 30, 35, 3, negative
1, 11, 11, 11.0, 0.909, 1.0, 10.0, 10, 11, 1, negative
1, 29, 29, 29.0, 0.931, 1.0, 13.5, 27, 29, 2, negative
1, 18, 18, 18.0, 0.5, 1.0, 3.0, 9, 18, 3, negative
25, 169, 4225, 6.76, 0.215, 0.947, 1.57, 907, 4000, 579, negative
1, 126, 126, 126.0, 0.992, 1.0, 125.0, 125, 126, 1, negative
304, 463, 140752, 1.523, 0.063, 0.121, 3.91, 8898, 17081, 2273, negative
306, 465, 142290, 1.52, 0.055, 0.123, 2.69, 7861, 17452, 2925, negative
47, 286, 13442, 6.085, 0.183, 0.317, 4.67, 2459, 4258, 526, negative
33, 28, 924, 0.848, 0.098, 0.271, 5.69, 91, 250, 16, negative
17, 60, 1020, 3.529, 0.139, 0.371, 7.1, 142, 378, 20, negative
8, 5, 40, 0.625, 0.275, 0.45, 3.67, 11, 18, 3, negative
10, 7, 70, 0.7, 0.157, 0.6, 1.57, 11, 42, 7, negative
6, 5, 30, 0.833, 0.233, 0.633, 1.75, 7, 19, 4, negative
6, 12, 72, 2.0, 0.139, 0.514, 1.43, 10, 37, 7, negative
14, 17, 238, 1.214, 0.113, 0.387, 1.8, 27, 92, 15, negative
7, 11, 77, 1.571, 0.117, 0.494, 1.8, 9, 38, 5, negative
53, 48, 2544, 0.906, 0.181, 0.374, 4.69, 460, 951, 98, negative
5, 4, 20, 0.8, 0.45, 0.65, 4.5, 9, 13, 2, negative
54, 48, 2592, 0.889, 0.143, 0.264, 6.85, 370, 685, 54, negative
67, 30, 2010, 0.448, 0.169, 0.46, 2.26, 339, 924, 150, negative
20, 39, 780, 1.95, 0.14, 0.405, 3.21, 109, 316, 34, negative
36, 43, 1548, 1.194, 0.117, 0.183, 3.07, 181, 283, 59, negative
32, 106, 3392, 3.313, 0.198, 0.395, 4.56, 671, 1341, 147, negative
31, 105, 3255, 3.387, 0.242, 0.456, 4.89, 787, 1485, 161, negative
31, 37, 1147, 1.194, 0.189, 0.555, 2.07, 217, 637, 105, negative
29, 61, 1769, 2.103, 0.121, 0.431, 1.78, 214, 762, 120, negative
91, 285, 25935, 3.132, 0.158, 0.165, 113.89, 4100, 4287, 36, negative
53, 48, 2544, 0.906, 0.157, 0.269, 7.84, 400, 685, 51, negative
31, 105, 3255, 3.387, 0.224, 0.417, 5.35, 728, 1358, 136, negative
28, 32, 896, 1.143, 0.481, 0.742, 7.43, 431, 665, 58, positive
28, 32, 896, 1.143, 0.462, 0.722, 7.02, 414, 647, 59, positive
168, 145, 24360, 0.863, 0.798, 0.963, 13.06, 19430, 23457, 1488, positive
132, 547, 72204, 4.144, 0.37, 0.483, 20.66, 26693, 34874, 1292, positive
168, 135, 22680, 0.804, 0.82, 0.904, 62.81, 18591, 20513, 296, positive
187, 141, 26367, 0.754, 0.415, 0.884, 4.69, 10947, 23301, 2333, positive
